,complaintid,buildingid,boroughid,borough,housenumber,streetname,zip,block,lot,apartment,communityboard,receiveddate,statusid,status,statusdate
403,7419675,56143,2,BRONX,2222,CHATTERTON AVENUE,10472,3815,19,BSMT,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-18T00:00:00.000
404,8320217,31104,1,MANHATTAN,246,WEST 21 STREET,10011,770,65,23,4,2016-12-28T00:00:00.000,2,CLOSE,2017-01-07T00:00:00.000
405,7419677,234789,3,BROOKLYN,125,DUMONT AVENUE,11212,3554,48,2A,16,2015-04-01T00:00:00.000,2,CLOSE,2015-04-09T00:00:00.000
406,7419678,53805,2,BRONX,854,BRYANT AVENUE,10474,2762,153,5C,2,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
407,7419679,41261,1,MANHATTAN,629,WEST 138 STREET,10031,2087,16,44,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-10T00:00:00.000
408,7419680,53805,2,BRONX,854,BRYANT AVENUE,10474,2762,153,5C,2,2015-04-01T00:00:00.000,2,CLOSE,2015-04-16T00:00:00.000
409,7419682,104386,2,BRONX,2000,PROSPECT AVENUE,10457,3106,8,15D,6,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
410,7419684,454643,4,QUEENS,39-02,63 STREET,11377,1232,75,2C,2,2015-04-01T00:00:00.000,2,CLOSE,2015-04-06T00:00:00.000
411,7419685,331304,3,BROOKLYN,932,MADISON STREET,11221,1484,10,C1,3,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
412,7419686,307998,3,BROOKLYN,303,HARMAN STREET,11237,3279,47,3L,4,2015-04-01T00:00:00.000,2,CLOSE,2015-04-10T00:00:00.000
413,7419687,339742,3,BROOKLYN,1004,MONTGOMERY STREET,11213,1425,6,E7,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
414,7419688,53805,2,BRONX,854,BRYANT AVENUE,10474,2762,153,BC,2,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
415,7419681,305496,3,BROOKLYN,1110,HALSEY STREET,11207,3410,19,3F,4,2015-04-01T00:00:00.000,2,CLOSE,2015-06-06T00:00:00.000
416,7419683,374986,3,BROOKLYN,748,ST MARKS AVENUE,11216,1227,25,5C,8,2015-04-01T00:00:00.000,2,CLOSE,2015-09-04T00:00:00.000
417,7419689,53805,2,BRONX,854,BRYANT AVENUE,10474,2762,153,BC,2,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
418,7419690,454984,4,QUEENS,102-18,64 AVENUE,11375,2127,18,6N,6,2015-04-01T00:00:00.000,2,CLOSE,2015-04-08T00:00:00.000
419,7419691,72060,2,BRONX,685,EAST 233 STREET,10466,4994,7,3C,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
420,7419692,809424,3,BROOKLYN,9747,SHORE ROAD,11209,6129,1,A7,10,2015-04-01T00:00:00.000,2,CLOSE,2015-04-05T00:00:00.000
421,7419693,97380,2,BRONX,1346,MORRIS AVENUE,10456,2785,24,3E,4,2015-04-01T00:00:00.000,2,CLOSE,2015-04-22T00:00:00.000
422,8320219,43118,1,MANHATTAN,516,WEST 169 STREET,10032,2125,34,51,12,2016-12-28T00:00:00.000,2,CLOSE,2017-01-19T00:00:00.000
423,7419697,329526,3,BROOKLYN,3831,LYME AVENUE,11224,6976,53,1FL,13,2015-04-01T00:00:00.000,2,CLOSE,2015-04-06T00:00:00.000
424,7419698,389780,3,BROOKLYN,66,WELDON STREET,11208,4164,18,2,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-08T00:00:00.000
425,7419699,67001,2,BRONX,230,EAST 196 STREET,10458,3300,44,1B,7,2015-04-01T00:00:00.000,2,CLOSE,2015-04-08T00:00:00.000
426,7419700,25264,1,MANHATTAN,403,MANHATTAN AVENUE,10026,1943,51,2,10,2015-04-01T00:00:00.000,2,CLOSE,2015-04-05T00:00:00.000
427,7419701,172871,3,BROOKLYN,99,76 STREET,11209,5937,43,1STFL,10,2015-04-01T00:00:00.000,2,CLOSE,2015-04-05T00:00:00.000
428,7419702,100586,2,BRONX,1265,OLMSTEAD AVENUE,10462,3805,43,2G,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
429,7419703,46743,2,BRONX,3026,BAINBRIDGE AVENUE,10458,3299,13,ETW,7,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
430,7419704,210651,3,BROOKLYN,135,BLEECKER STREET,11221,3297,51,1A,4,2015-04-01T00:00:00.000,2,CLOSE,2015-04-15T00:00:00.000
431,7419705,415418,4,QUEENS,23-05,29 STREET,11105,842,64,4E,1,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
432,7419706,363337,3,BROOKLYN,94,ROCKAWAY PARKWAY,11212,4615,11,2A,17,2015-04-01T00:00:00.000,2,CLOSE,2015-04-11T00:00:00.000
433,7419707,18751,1,MANHATTAN,104,EAST 98 STREET,10029,1625,168,4A,11,2015-04-01T00:00:00.000,2,CLOSE,2015-04-07T00:00:00.000
434,7419708,325676,3,BROOKLYN,673,LIBERTY AVENUE,11207,3968,36,3L,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-17T00:00:00.000
435,7419709,389291,3,BROOKLYN,119,WEBSTER AVENUE,11230,5416,1,4,14,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
436,7419710,19547,1,MANHATTAN,241,EAST 115 STREET,10029,1665,22,D3,11,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
437,8320220,216941,3,BROOKLYN,115,CARLTON AVENUE,11205,2044,12,3B,2,2016-12-28T00:00:00.000,2,CLOSE,2017-01-25T00:00:00.000
438,7419712,325676,3,BROOKLYN,673,LIBERTY AVENUE,11207,3968,36,2R,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
439,7419713,47490,2,BRONX,2181,BARNES AVENUE,10462,4321,50,1K,11,2015-04-01T00:00:00.000,2,CLOSE,2015-04-13T00:00:00.000
440,7419714,186179,3,BROOKLYN,2935,ATLANTIC AVENUE,11207,3953,52,3F,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-11T00:00:00.000
441,7419715,631323,4,QUEENS,7-07,BEACH 9 STREET,11691,15572,1,6L,14,2015-04-01T00:00:00.000,2,CLOSE,2015-04-07T00:00:00.000
442,7419716,186179,3,BROOKLYN,2935,ATLANTIC AVENUE,11207,3953,52,2F,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-14T00:00:00.000
443,8320237,516975,4,QUEENS,177-44,106 AVENUE,11433,10334,25,2,12,2016-12-28T00:00:00.000,2,CLOSE,2017-01-02T00:00:00.000
444,7419719,70988,2,BRONX,645,EAST 228 STREET,10466,4831,55,2F,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
445,7419720,37417,1,MANHATTAN,315,WEST 102 STREET,10025,1890,7,3B,7,2015-04-01T00:00:00.000,2,CLOSE,2015-04-12T00:00:00.000
446,7419721,41684,1,MANHATTAN,618,WEST 142 STREET,10031,2088,106,6B,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-10T00:00:00.000
447,7419722,18441,1,MANHATTAN,316,EAST 93 STREET,10128,1555,42,4,8,2015-04-01T00:00:00.000,2,CLOSE,2015-04-21T00:00:00.000
448,7419723,92426,2,BRONX,1445,LONGFELLOW AVENUE,10459,2999,30,2E,3,2015-04-01T00:00:00.000,2,CLOSE,2015-04-10T00:00:00.000
449,7419724,66296,2,BRONX,999,EAST 180 STREET,10460,3138,1,6D,6,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
450,7419725,91579,2,BRONX,1448,LELAND AVENUE,10460,3902,20,1R,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-17T00:00:00.000
451,7419726,45745,2,BRONX,2533,AQUEDUCT AVENUE WEST,10468,3214,80,2C,7,2015-04-01T00:00:00.000,2,CLOSE,2015-04-09T00:00:00.000
452,7419727,63921,2,BRONX,377,EAST 153 STREET,10455,2400,33,BLDG,1,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
453,7419728,221531,3,BROOKLYN,173,CLASSON AVENUE,11205,1896,15,1L,3,2015-04-01T00:00:00.000,2,CLOSE,2015-04-11T00:00:00.000
454,7419730,55303,2,BRONX,4429,CARPENTER AVENUE,10470,5066,56,7,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
455,7419731,10901,1,MANHATTAN,218,EAST 6 STREET,10003,461,17,8,3,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
456,7419732,282442,3,BROOKLYN,140,EAST 93 STREET,11212,4611,19,2F,17,2015-04-01T00:00:00.000,2,CLOSE,2015-04-14T00:00:00.000
457,7419733,389291,3,BROOKLYN,119,WEBSTER AVENUE,11230,5416,1,4,14,2015-04-01T00:00:00.000,2,CLOSE,2015-04-06T00:00:00.000
458,7419734,45745,2,BRONX,2533,AQUEDUCT AVENUE WEST,10468,3214,80,4C,7,2015-04-01T00:00:00.000,2,CLOSE,2015-04-26T00:00:00.000
459,7419736,19545,1,MANHATTAN,237,EAST 115 STREET,10029,1665,18,BLDG,11,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
460,7419737,32588,1,MANHATTAN,449,WEST 37 STREET,10018,735,8,1FE,4,2015-04-01T00:00:00.000,2,CLOSE,2015-04-07T00:00:00.000
461,7419738,120200,2,BRONX,1856,WATSON AVENUE,10472,3730,48,BLDG,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
462,7419717,371959,3,BROOKLYN,183,SOUTH 2 STREET,11211,2407,41,1A,1,2015-04-01T00:00:00.000,2,CLOSE,2015-06-22T00:00:00.000
463,7419739,19545,1,MANHATTAN,237,EAST 115 STREET,10029,1665,18,BLDG,11,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
464,7419740,51992,2,BRONX,2160,BRONX PARK EAST,10462,4317,6,1H,11,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
465,7419741,56762,2,BRONX,105,CLARKE PLACE EAST,10452,2840,47,3D,4,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
466,7419743,21846,1,MANHATTAN,620,FT WASHINGTON AVENUE,10040,2180,350,2L,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
467,7419744,264542,3,BROOKLYN,160,EAST 45 STREET,11203,4824,42,1,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-06T00:00:00.000
468,7419745,32588,1,MANHATTAN,449,WEST 37 STREET,10018,735,8,1FE,4,2015-04-01T00:00:00.000,2,CLOSE,2015-04-07T00:00:00.000
469,7419746,118818,2,BRONX,2075,WALLACE AVENUE,10462,4291,1,144,11,2015-04-01T00:00:00.000,2,CLOSE,2015-04-19T00:00:00.000
470,7419747,808,1,MANHATTAN,128,2 AVENUE,10003,449,6,BLDG,3,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
471,7419748,108440,2,BRONX,1849,SEDGWICK AVENUE,10453,2881,84,17K,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-15T00:00:00.000
472,7419753,886478,3,BROOKLYN,199,HUMBOLDT STREET,11206,3044,7505,3B,1,2015-04-01T00:00:00.000,2,CLOSE,2015-04-18T00:00:00.000
473,7419755,459904,4,QUEENS,101-01,67 DRIVE,11375,3171,1,3F,6,2015-04-01T00:00:00.000,2,CLOSE,2015-04-09T00:00:00.000
474,7419756,43502,1,MANHATTAN,603,WEST 184 STREET,10033,2166,26,5ER,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
475,7419757,107074,2,BRONX,3150,ROCHAMBEAU AVENUE,10467,3335,60,BLDG,7,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
476,7419758,788939,5,STATEN ISLAND,655,TYSENS LANE,10306,3983,1,2C,3,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
477,7419759,97950,2,BRONX,1171,MORRISON AVENUE,10472,3744,14,3F,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-07T00:00:00.000
478,8320241,97949,2,BRONX,1155,MORRISON AVENUE,10472,3744,19,3M,9,2016-12-28T00:00:00.000,2,CLOSE,2017-01-11T00:00:00.000
479,7419761,17309,1,MANHATTAN,424,EAST 83 STREET,10028,1562,34,1W,8,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
480,7419762,28048,1,MANHATTAN,1649,ST NICHOLAS AVENUE,10040,2170,251,2B,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-15T00:00:00.000
481,7419763,162801,3,BROOKLYN,360,61 STREET,11220,5790,27,2R,7,2015-04-01T00:00:00.000,2,CLOSE,2015-04-06T00:00:00.000
482,7419766,88975,2,BRONX,2800,JEROME AVENUE,10468,3318,23,2M,7,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
483,7419767,6216,1,MANHATTAN,29,AUDUBON AVENUE,10032,2123,54,20,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
484,7419768,114408,2,BRONX,2119,TIEBOUT AVENUE,10457,3144,28,1F,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-07T00:00:00.000
485,7419769,122496,2,BRONX,806,WESTCHESTER AVENUE,10455,2676,45,8,1,2015-04-01T00:00:00.000,2,CLOSE,2015-04-15T00:00:00.000
486,8320242,808361,3,BROOKLYN,1711,FULTON STREET,11233,1691,12,2N,3,2016-12-28T00:00:00.000,2,CLOSE,2017-01-05T00:00:00.000
487,7419776,296031,3,BROOKLYN,847,FRANKLIN AVENUE,11225,1273,8,3S,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
488,8320243,633243,4,QUEENS,414,BEACH 67 STREET,11692,16040,6,1,14,2016-12-28T00:00:00.000,2,CLOSE,2017-01-01T00:00:00.000
489,7419778,120954,2,BRONX,74,WEST 165 STREET,10452,2508,22,10,4,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
490,7419780,45745,2,BRONX,2533,AQUEDUCT AVENUE WEST,10468,3214,80,6B,7,2015-04-01T00:00:00.000,2,CLOSE,2015-04-14T00:00:00.000
491,7419781,763173,5,STATEN ISLAND,452,MORNINGSTAR ROAD,10303,1178,66,FLR2,1,2015-04-01T00:00:00.000,2,CLOSE,2015-04-15T00:00:00.000
492,8320248,1217,1,MANHATTAN,2154,2 AVENUE,10029,1682,52,4A,11,2016-12-28T00:00:00.000,2,CLOSE,2017-01-05T00:00:00.000
493,7419783,362347,3,BROOKLYN,574,RIVERDALE AVENUE,11207,3838,40,3S,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-09T00:00:00.000
494,7419784,6285,1,MANHATTAN,85,AUDUBON AVENUE,10032,2126,30,5D,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
495,7419785,302989,3,BROOKLYN,69,GRANITE STREET,11207,3457,64,2,4,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
496,7419787,373982,3,BROOKLYN,380,ST JOHNS PLACE,11238,1176,23,1R,8,2015-04-01T00:00:00.000,2,CLOSE,2015-04-10T00:00:00.000
497,7419788,19546,1,MANHATTAN,239,EAST 115 STREET,10029,1665,21,BLDG,11,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
498,7419789,38689,1,MANHATTAN,207,WEST 119 STREET,10026,1925,19,2L,10,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
499,7419791,130888,3,BROOKLYN,6113,5 AVENUE,11220,5792,1,E4,7,2015-04-01T00:00:00.000,2,CLOSE,2015-04-17T00:00:00.000
500,7419792,120954,2,BRONX,74,WEST 165 STREET,10452,2508,22,10,4,2015-04-01T00:00:00.000,2,CLOSE,2015-04-06T00:00:00.000
501,7419793,97343,2,BRONX,1185,MORRIS AVENUE,10456,2449,64,3A,4,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
502,7419794,306891,3,BROOKLYN,243,HANCOCK STREET,11216,1834,72,BLDG,3,2015-04-01T00:00:00.000,2,CLOSE,2015-04-07T00:00:00.000
503,7419795,120954,2,BRONX,74,WEST 165 STREET,10452,2508,22,10,4,2015-04-01T00:00:00.000,2,CLOSE,2015-04-06T00:00:00.000
504,7419796,31671,1,MANHATTAN,245,WEST 25 STREET,10001,775,9,1A,4,2015-04-01T00:00:00.000,2,CLOSE,2015-04-21T00:00:00.000
505,7419750,28046,1,MANHATTAN,1640,ST NICHOLAS AVENUE,10040,2161,17,1H,12,2015-04-01T00:00:00.000,2,CLOSE,2015-06-28T00:00:00.000
506,7419773,498876,4,QUEENS,153-02,90 AVENUE,11432,9753,15,BLDG,12,2015-04-01T00:00:00.000,2,CLOSE,2015-06-13T00:00:00.000
507,7419774,346511,3,BROOKLYN,2501,NOSTRAND AVENUE,11210,7630,27,6C,18,2015-04-01T00:00:00.000,2,CLOSE,2015-06-01T00:00:00.000
508,7419772,17759,1,MANHATTAN,240,EAST 87 STREET,10128,1532,31,2G,8,2015-04-01T00:00:00.000,2,CLOSE,2015-07-06T00:00:00.000
509,7419797,6297,1,MANHATTAN,111,AVENUE A,10009,435,37,BLDG,3,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
510,7419798,362347,3,BROOKLYN,574,RIVERDALE AVENUE,11207,3838,40,3F,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-12T00:00:00.000
511,7419799,138349,3,BROOKLYN,5510,13 AVENUE,11219,5683,40,D3,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-08T00:00:00.000
512,7419800,340060,3,BROOKLYN,921,MONTGOMERY STREET,11213,1419,1,D3,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-18T00:00:00.000
513,7419801,81990,2,BRONX,900,GRAND CONCOURSE,10451,2460,1,1JN,4,2015-04-01T00:00:00.000,2,CLOSE,2015-04-08T00:00:00.000
514,7419802,130888,3,BROOKLYN,6113,5 AVENUE,11220,5792,1,E4,7,2015-04-01T00:00:00.000,2,CLOSE,2015-04-17T00:00:00.000
515,7419806,896336,4,QUEENS,101-10,101 AVENUE,11416,9419,4,1,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-18T00:00:00.000
516,7419807,51745,2,BRONX,3534,BRONX BOULEVARD,10467,4641,10,1D,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-09T00:00:00.000
517,7419808,45700,2,BRONX,2160,ANTHONY AVENUE,10457,3157,1,2C,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-08T00:00:00.000
518,7419809,230271,3,BROOKLYN,509,DE KALB AVENUE,11205,1927,65,2,3,2015-04-01T00:00:00.000,2,CLOSE,2015-04-12T00:00:00.000
519,7419810,230271,3,BROOKLYN,509,DE KALB AVENUE,11205,1927,65,2,3,2015-04-01T00:00:00.000,2,CLOSE,2015-04-14T00:00:00.000
520,7419811,896336,4,QUEENS,101-10,101 AVENUE,11416,9419,4,1,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-07T00:00:00.000
521,7419813,102863,2,BRONX,2968,PERRY AVENUE,10458,3292,19,BLDG,7,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
522,7419814,6297,1,MANHATTAN,111,AVENUE A,10009,435,37,1B,3,2015-04-01T00:00:00.000,2,CLOSE,2015-04-30T00:00:00.000
523,7419815,66296,2,BRONX,999,EAST 180 STREET,10460,3138,1,1G,6,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
524,7419816,31168,1,MANHATTAN,419,WEST 21 STREET,10011,719,29,6D,4,2015-04-01T00:00:00.000,2,CLOSE,2015-04-07T00:00:00.000
525,7419818,60473,2,BRONX,2073,DAVIDSON AVENUE,10453,3193,21,F,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-10T00:00:00.000
526,7419819,66514,2,BRONX,598,EAST 183 STREET,10458,3071,25,27,6,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
527,7419820,896336,4,QUEENS,101-10,101 AVENUE,11416,9419,4,BSMT,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-18T00:00:00.000
528,7419821,297817,3,BROOKLYN,2182,FULTON STREET,11233,1552,25,4F,16,2015-04-01T00:00:00.000,2,CLOSE,2015-04-14T00:00:00.000
529,7419822,315505,3,BROOKLYN,121,INDIA STREET,11222,2532,51,12,1,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
530,7419823,396050,3,BROOKLYN,1092,WILLMOHR STREET,11212,4692,3,A2,17,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
531,7419824,811186,4,QUEENS,120,BEACH 19 STREET,11691,15638,1,BLDG,14,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
532,7419825,56849,2,BRONX,1276,CLAY AVENUE,10456,2427,21,5B,4,2015-04-01T00:00:00.000,2,CLOSE,2015-04-10T00:00:00.000
533,7419826,452739,4,QUEENS,108-20,62 DRIVE,11375,2166,15,4D,6,2015-04-01T00:00:00.000,2,CLOSE,2015-04-25T00:00:00.000
534,7419827,948155,3,BROOKLYN,642,ELDERT LANE,11208,4257,1,6J,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
535,7419828,108767,2,BRONX,3866,SETON AVENUE,10466,4939,95,1F,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
536,7419829,27333,1,MANHATTAN,684,RIVERSIDE DRIVE,10031,2092,46,1D,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-14T00:00:00.000
537,7419830,79933,2,BRONX,770,GARDEN STREET,10460,3112,25,5A,6,2015-04-01T00:00:00.000,2,CLOSE,2015-04-09T00:00:00.000
538,7419831,352690,3,BROOKLYN,73,PATCHEN AVENUE,11221,1628,1,1,3,2015-04-01T00:00:00.000,2,CLOSE,2015-04-09T00:00:00.000
539,7419832,109480,2,BRONX,1440,SHERIDAN EXPRESSWAY SR,10459,3017,65,410,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-18T00:00:00.000
540,7419833,102706,2,BRONX,716,PENFIELD STREET,10470,5113,38,1A,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
541,7419834,4375,1,MANHATTAN,374,8 AVENUE,10001,778,73,2FL,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-07T00:00:00.000
542,7419835,299407,3,BROOKLYN,425,GATES AVENUE,11216,1808,85,3B,3,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
543,7419837,930563,2,BRONX,3457,EASTCHESTER ROAD,10469,4722,12,5E,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-15T00:00:00.000
544,7419839,95032,2,BRONX,3011,MATTHEWS AVENUE,10467,4572,44,5,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-21T00:00:00.000
545,7419841,39858,1,MANHATTAN,55,WEST 127 STREET,10027,1725,14,BLDG,10,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
546,7419842,357127,3,BROOKLYN,420,PROSPECT PLACE,11238,1162,16,BLDG,8,2015-04-01T00:00:00.000,2,CLOSE,2015-04-08T00:00:00.000
547,7419843,3856,1,MANHATTAN,200,WEST 58 STREET,10019,1029,36,3D,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
548,7419844,102706,2,BRONX,716,PENFIELD STREET,10470,5113,38,1A,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
549,7419845,118817,2,BRONX,2074,WALLACE AVENUE,10462,4292,1,BLDG,11,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
550,7419846,9930,1,MANHATTAN,310,CONVENT AVENUE,10031,2058,47,3D,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-21T00:00:00.000
551,7419847,373843,3,BROOKLYN,1656,ST JOHNS PLACE,11233,1387,42,5A,8,2015-04-01T00:00:00.000,2,CLOSE,2015-04-16T00:00:00.000
552,7419848,373843,3,BROOKLYN,1656,ST JOHNS PLACE,11233,1387,42,5A,8,2015-04-01T00:00:00.000,2,CLOSE,2015-04-21T00:00:00.000
553,7419849,348603,3,BROOKLYN,572,OCEAN PARKWAY,11218,5399,45,2I,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-08T00:00:00.000
554,7419838,21970,1,MANHATTAN,185,GRAND STREET,10013,236,18,1STFL,2,2015-04-01T00:00:00.000,2,CLOSE,2016-03-13T00:00:00.000
555,7419852,455264,4,QUEENS,97-25,64 AVENUE,11374,2090,47,B2,6,2015-04-01T00:00:00.000,2,CLOSE,2015-04-21T00:00:00.000
556,7419853,268167,3,BROOKLYN,146,EAST 52 STREET,11203,4621,21,2F,17,2015-04-01T00:00:00.000,2,CLOSE,2015-04-12T00:00:00.000
557,7419854,948155,3,BROOKLYN,642,ELDERT LANE,11208,4257,1,4D,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
558,7419855,137406,3,BROOKLYN,3815,12 AVENUE,11218,5294,2,3FL,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-21T00:00:00.000
559,7419856,364510,3,BROOKLYN,45,RUSSELL STREET,11222,2702,38,3FL,1,2015-04-01T00:00:00.000,2,CLOSE,2015-04-06T00:00:00.000
560,7419857,28934,1,MANHATTAN,170,VERMILYEA AVENUE,10034,2228,7,3A,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-07T00:00:00.000
561,7419858,63283,2,BRONX,410,EAST 143 STREET,10454,2287,11,1,1,2015-04-01T00:00:00.000,2,CLOSE,2015-04-10T00:00:00.000
562,7419859,667379,4,QUEENS,111-23,JAMAICA AVENUE,11418,9225,28,3,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-07T00:00:00.000
563,7419860,339818,3,BROOKLYN,377,MONTGOMERY STREET,11225,1296,52,B15,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-09T00:00:00.000
564,7419861,31671,1,MANHATTAN,245,WEST 25 STREET,10001,775,9,3A,4,2015-04-01T00:00:00.000,2,CLOSE,2015-04-21T00:00:00.000
565,7419862,62821,2,BRONX,526,EAST 138 STREET,10454,2265,33,10,1,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
566,7419863,60444,2,BRONX,1815,DAVIDSON AVENUE,10453,2867,139,BLDG,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
567,7419864,292164,3,BROOKLYN,1227,FLATBUSH AVENUE,11226,5210,30,1,14,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
568,7419866,146166,3,BROOKLYN,6402,24 AVENUE,11204,6559,36,1A,11,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
569,7419867,43437,1,MANHATTAN,564,WEST 182 STREET,10033,2154,12,3FL,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-21T00:00:00.000
570,7419868,146166,3,BROOKLYN,6402,24 AVENUE,11204,6559,36,BLDG,11,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
571,7419869,947185,3,BROOKLYN,455,92 STREET,11209,1777,33,BLDG,10,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
