dbn,school_name,grade_level,category,average_frequency,average_minutes,of_students_who_are_receiving_the_required_amount_of_physical_education_instruction_1,of_students_who_are_receiving_the_required_amount_of_physical_education_instruction_2,of_students_who_are_receiving_less_than_the_required_amount_of_physical_education_instruction_1,of_students_who_are_receiving_less_than_the_required_amount_of_physical_education_instruction_2,of_students_who_have_an_iep_that_recommends_adaptive_physical_education_1,of_students_who_have_an_iep_that_recommends_adaptive_physical_education_2
01M332,University Neighborhood Middle School,6,Black,-,-,8,53.33%,7,46.67%,s,s
01M332,University Neighborhood Middle School,6,Hispanic,-,-,19,45.24%,23,54.76%,s,s
01M332,University Neighborhood Middle School,6,White,-,-,s,s,s,s,s,s
01M332,University Neighborhood Middle School,6,Female,-,-,13,46.43%,15,53.57%,s,s
01M332,University Neighborhood Middle School,6,Male,-,-,15,42.86%,20,57.14%,s,s
01M332,University Neighborhood Middle School,6,IEP,-,-,19,61.29%,12,38.71%,s,s
01M332,University Neighborhood Middle School,6,ELL,-,-,s,s,s,s,s,s
01M332,University Neighborhood Middle School,7,All Students,1.08,57.96,8,10.53%,68,89.47%,s,s
01M332,University Neighborhood Middle School,7,Asian,-,-,s,s,s,s,s,s
01M332,University Neighborhood Middle School,7,Black,-,-,s,s,s,s,s,s
01M332,University Neighborhood Middle School,7,Hispanic,-,-,s,s,s,s,s,s
01M332,University Neighborhood Middle School,7,White,-,-,s,s,s,s,s,s
01M332,University Neighborhood Middle School,7,Female,-,-,s,s,s,s,s,s
01M332,University Neighborhood Middle School,7,Male,-,-,s,s,s,s,s,s
01M332,University Neighborhood Middle School,7,IEP,-,-,8,25.81%,23,74.19%,s,s
01M332,University Neighborhood Middle School,7,ELL,-,-,s,s,s,s,s,s
01M332,University Neighborhood Middle School,8,All Students,1.04,55.45,6,7.06%,79,92.94%,s,s
01M332,University Neighborhood Middle School,8,Asian,-,-,s,s,s,s,s,s
01M332,University Neighborhood Middle School,8,Black,-,-,s,s,s,s,s,s
01M332,University Neighborhood Middle School,8,Hispanic,-,-,s,s,s,s,s,s
01M332,University Neighborhood Middle School,8,Other,-,-,s,s,s,s,s,s
01M332,University Neighborhood Middle School,8,White,-,-,s,s,s,s,s,s
01M332,University Neighborhood Middle School,8,Female,-,-,s,s,s,s,s,s
01M332,University Neighborhood Middle School,8,Male,-,-,s,s,s,s,s,s
01M332,University Neighborhood Middle School,8,IEP,-,-,6,13.33%,39,86.67%,s,s
01M332,University Neighborhood Middle School,8,ELL,-,-,s,s,s,s,s,s
01M361,The Children's Workshop School,1,All Students,2.00,90.00,s,s,s,s,s,s
01M361,The Children's Workshop School,1,Asian,-,-,s,s,s,s,s,s
01M361,The Children's Workshop School,1,Black,-,-,s,s,s,s,s,s
01M361,The Children's Workshop School,1,Hispanic,-,-,s,s,s,s,s,s
01M361,The Children's Workshop School,1,Other,-,-,s,s,s,s,s,s
01M361,The Children's Workshop School,1,White,-,-,s,s,s,s,s,s
01M361,The Children's Workshop School,1,Female,-,-,s,s,s,s,s,s
01M361,The Children's Workshop School,1,Male,-,-,s,s,s,s,s,s
01M361,The Children's Workshop School,1,IEP,-,-,s,s,s,s,s,s
01M361,The Children's Workshop School,1,ELL,-,-,s,s,s,s,s,s
01M361,The Children's Workshop School,2,All Students,2.00,90.00,s,s,s,s,s,s
01M361,The Children's Workshop School,2,Asian,-,-,s,s,s,s,s,s
01M361,The Children's Workshop School,2,Black,-,-,s,s,s,s,s,s
01M361,The Children's Workshop School,2,Hispanic,-,-,s,s,s,s,s,s
01M361,The Children's Workshop School,2,White,-,-,s,s,s,s,s,s
01M361,The Children's Workshop School,2,Female,-,-,s,s,s,s,s,s
01M361,The Children's Workshop School,2,Male,-,-,s,s,s,s,s,s
01M361,The Children's Workshop School,2,IEP,-,-,s,s,s,s,s,s
01M361,The Children's Workshop School,2,ELL,-,-,s,s,s,s,s,s
01M361,The Children's Workshop School,3,All Students,2.00,90.00,s,s,s,s,s,s
01M361,The Children's Workshop School,3,Asian,-,-,s,s,s,s,s,s
01M361,The Children's Workshop School,3,Black,-,-,s,s,s,s,s,s
01M361,The Children's Workshop School,3,Hispanic,-,-,s,s,s,s,s,s
01M361,The Children's Workshop School,3,White,-,-,s,s,s,s,s,s
01M361,The Children's Workshop School,3,Female,-,-,s,s,s,s,s,s
02M131,M.S. 131,8,Black,-,-,s,s,s,s,s,s
01M361,The Children's Workshop School,3,Male,-,-,s,s,s,s,s,s
01M361,The Children's Workshop School,3,IEP,-,-,s,s,s,s,s,s
01M361,The Children's Workshop School,3,ELL,-,-,s,s,s,s,s,s
01M361,The Children's Workshop School,4,All Students,2.00,90.00,s,s,s,s,s,s
01M361,The Children's Workshop School,4,Asian,-,-,s,s,s,s,s,s
01M361,The Children's Workshop School,4,Black,-,-,s,s,s,s,s,s
01M361,The Children's Workshop School,4,Hispanic,-,-,s,s,s,s,s,s
01M361,The Children's Workshop School,4,Other,-,-,s,s,s,s,s,s
01M361,The Children's Workshop School,4,White,-,-,s,s,s,s,s,s
01M361,The Children's Workshop School,4,Female,-,-,s,s,s,s,s,s
01M361,The Children's Workshop School,4,Male,-,-,s,s,s,s,s,s
01M361,The Children's Workshop School,4,IEP,-,-,s,s,s,s,s,s
01M361,The Children's Workshop School,4,ELL,-,-,s,s,s,s,s,s
01M361,The Children's Workshop School,5,All Students,2.00,90.00,s,s,s,s,s,s
01M361,The Children's Workshop School,5,Asian,-,-,s,s,s,s,s,s
01M361,The Children's Workshop School,5,Black,-,-,s,s,s,s,s,s
01M361,The Children's Workshop School,5,Hispanic,-,-,s,s,s,s,s,s
01M361,The Children's Workshop School,5,Other,-,-,s,s,s,s,s,s
01M361,The Children's Workshop School,5,White,-,-,s,s,s,s,s,s
01M361,The Children's Workshop School,5,Female,-,-,s,s,s,s,s,s
01M361,The Children's Workshop School,5,Male,-,-,s,s,s,s,s,s
01M361,The Children's Workshop School,5,IEP,-,-,s,s,s,s,s,s
01M361,The Children's Workshop School,0K,All Students,2.00,90.00,s,s,s,s,s,s
01M361,The Children's Workshop School,0K,Asian,-,-,s,s,s,s,s,s
01M361,The Children's Workshop School,0K,Black,-,-,s,s,s,s,s,s
01M361,The Children's Workshop School,0K,Hispanic,-,-,s,s,s,s,s,s
01M361,The Children's Workshop School,0K,Other,-,-,s,s,s,s,s,s
01M361,The Children's Workshop School,0K,White,-,-,s,s,s,s,s,s
01M361,The Children's Workshop School,0K,Female,-,-,s,s,s,s,s,s
01M361,The Children's Workshop School,0K,Male,-,-,s,s,s,s,s,s
01M361,The Children's Workshop School,0K,IEP,-,-,s,s,s,s,s,s
01M361,The Children's Workshop School,0K,ELL,-,-,s,s,s,s,s,s
01M363,Neighborhood School,1,All Students,1.00,45.00,s,s,s,s,s,s
01M363,Neighborhood School,1,Asian,-,-,s,s,s,s,s,s
01M363,Neighborhood School,1,Black,-,-,s,s,s,s,s,s
01M363,Neighborhood School,1,Hispanic,-,-,s,s,s,s,s,s
01M363,Neighborhood School,1,Other,-,-,s,s,s,s,s,s
01M363,Neighborhood School,1,White,-,-,s,s,s,s,s,s
01M363,Neighborhood School,1,Female,-,-,s,s,s,s,s,s
01M363,Neighborhood School,1,Male,-,-,s,s,s,s,s,s
01M363,Neighborhood School,1,IEP,-,-,s,s,s,s,s,s
01M363,Neighborhood School,2,All Students,1.00,45.00,s,s,s,s,s,s
01M363,Neighborhood School,2,Asian,-,-,s,s,s,s,s,s
01M363,Neighborhood School,2,Black,-,-,s,s,s,s,s,s
01M363,Neighborhood School,2,Hispanic,-,-,s,s,s,s,s,s
01M363,Neighborhood School,2,Other,-,-,s,s,s,s,s,s
01M363,Neighborhood School,2,White,-,-,s,s,s,s,s,s
01M363,Neighborhood School,2,Female,-,-,s,s,s,s,s,s
01M363,Neighborhood School,2,Male,-,-,s,s,s,s,s,s
01M363,Neighborhood School,2,IEP,-,-,s,s,s,s,s,s
01M363,Neighborhood School,2,ELL,-,-,s,s,s,s,s,s
01M363,Neighborhood School,3,All Students,1.00,45.00,s,s,s,s,s,s
01M363,Neighborhood School,3,Black,-,-,s,s,s,s,s,s
01M363,Neighborhood School,3,Hispanic,-,-,s,s,s,s,s,s
01M363,Neighborhood School,3,Other,-,-,s,s,s,s,s,s
01M363,Neighborhood School,3,White,-,-,s,s,s,s,s,s
01M363,Neighborhood School,3,Female,-,-,s,s,s,s,s,s
01M363,Neighborhood School,3,Male,-,-,s,s,s,s,s,s
01M363,Neighborhood School,3,IEP,-,-,s,s,s,s,s,s
01M363,Neighborhood School,3,ELL,-,-,s,s,s,s,s,s
01M363,Neighborhood School,4,All Students,1.63,73.26,s,s,s,s,s,s
01M363,Neighborhood School,4,Asian,-,-,s,s,s,s,s,s
01M363,Neighborhood School,4,Black,-,-,s,s,s,s,s,s
01M363,Neighborhood School,4,Hispanic,-,-,s,s,s,s,s,s
01M363,Neighborhood School,4,Other,-,-,s,s,s,s,s,s
01M363,Neighborhood School,4,White,-,-,s,s,s,s,s,s
01M363,Neighborhood School,4,Female,-,-,s,s,s,s,s,s
01M363,Neighborhood School,4,Male,-,-,s,s,s,s,s,s
01M363,Neighborhood School,4,IEP,-,-,s,s,s,s,s,s
01M363,Neighborhood School,5,All Students,1.71,76.76,s,s,s,s,s,s
01M363,Neighborhood School,5,Asian,-,-,s,s,s,s,s,s
01M363,Neighborhood School,5,Black,-,-,s,s,s,s,s,s
01M363,Neighborhood School,5,Hispanic,-,-,s,s,s,s,s,s
