,borough,geographical,admin_district,ats_code,location_name,grade_level,building_code,building_name,address,building_ownership,room_no,area,function,is_school_co_located,inside_v_outside,is_the_space_shared,space_used_for_any
40,M,1,1,01M315,The East Village Community School,Elementary,M061,P.S. 61 - Manhattan,610 East 12 Street,DOE Owned,411,672.0,Gymnasium,true,Inside,true,False
41,M,1,1,01M315,The East Village Community School,Elementary,M061,P.S. 61 - Manhattan,610 East 12 Street,DOE Owned,412,728.0,Dance Room,true,Inside,true,False
42,M,1,1,01M315,The East Village Community School,Elementary,M061,P.S. 61 - Manhattan,610 East 12 Street,DOE Owned,Outdoor Yard 1,10622.0,Outdoor Yard,true,Outdoor,true,False
43,M,1,1,01M332,University Neighborhood Middle School,Junior High-Intermediate-Middle,M056,J.H.S. 56 - Manhattan,220 Henry Street,DOE Owned,300,816.0,Dance Room,true,Inside,true,False
44,M,1,1,01M332,University Neighborhood Middle School,Junior High-Intermediate-Middle,M056,J.H.S. 56 - Manhattan,220 Henry Street,DOE Owned,GYM,6500.0,Gymnasium,true,Inside,true,False
45,M,3,3,03M334,The Anderson School,K-8,M044,I.S. 44 - Manhattan,100 West 77 Street,DOE Owned,237,960.0,Dance Room,true,Inside,true,False
46,M,1,1,01M332,University Neighborhood Middle School,Junior High-Intermediate-Middle,M056,J.H.S. 56 - Manhattan,220 Henry Street,DOE Owned,Outdoor Yard 1,23204.0,Outdoor Yard,true,Outdoor,true,False
47,M,1,1,01M361,The Children's Workshop School,Elementary,M061,P.S. 61 - Manhattan,610 East 12 Street,DOE Owned,411,672.0,Gymnasium,true,Inside,true,False
48,M,1,1,01M361,The Children's Workshop School,Elementary,M061,P.S. 61 - Manhattan,610 East 12 Street,DOE Owned,412,728.0,Dance Room,true,Inside,true,False
49,M,1,1,01M361,The Children's Workshop School,Elementary,M061,P.S. 61 - Manhattan,610 East 12 Street,DOE Owned,Outdoor Yard 1,10622.0,Outdoor Yard,true,Outdoor,true,False
50,M,1,1,01M363,Neighborhood School,Elementary,M063,P.S. 63 - Manhattan,121 East 3 Street,DOE Owned,114,728.0,Dance Room,true,Inside,true,False
51,M,1,1,01M363,Neighborhood School,Elementary,M063,P.S. 63 - Manhattan,121 East 3 Street,DOE Owned,417,1500.0,Gymnasium,true,Inside,true,False
52,M,1,1,01M363,Neighborhood School,Elementary,M063,P.S. 63 - Manhattan,121 East 3 Street,DOE Owned,GYMB,1740.0,Gymnasium,true,Inside,true,False
53,M,1,1,01M364,Earth School,Elementary,M064,P.S. 64 (Old 71) - Manhattan,600 East 6 Street,DOE Owned,B43,1344.0,Dance Room,true,Inside,true,False
54,M,1,1,01M364,Earth School,Elementary,M064,P.S. 64 (Old 71) - Manhattan,600 East 6 Street,DOE Owned,B53,6336.0,Gymnasium,true,Inside,true,False
55,M,1,1,01M364,Earth School,Elementary,M064,P.S. 64 (Old 71) - Manhattan,600 East 6 Street,DOE Owned,Outdoor Yard 1,13310.0,Outdoor Yard,true,Outdoor,true,False
56,M,1,1,01M364,Earth School,Elementary,M064,P.S. 64 (Old 71) - Manhattan,600 East 6 Street,DOE Owned,Outdoor Yard 2,14159.0,Outdoor Yard,true,Outdoor,true,False
57,M,1,1,01M378,School for Global Leaders,Junior High-Intermediate-Middle,M025,J.H.S. 25 - Manhattan,145 Stanton Street,DOE Owned,257,1591.0,Weight Room,true,Inside,true,False
58,M,1,1,01M378,School for Global Leaders,Junior High-Intermediate-Middle,M025,J.H.S. 25 - Manhattan,145 Stanton Street,DOE Owned,471,682.0,Weight Room,true,Inside,true,False
59,M,1,1,01M378,School for Global Leaders,Junior High-Intermediate-Middle,M025,J.H.S. 25 - Manhattan,145 Stanton Street,DOE Owned,GYM,5251.0,Gymnasium,true,Inside,true,False
60,M,1,1,01M378,School for Global Leaders,Junior High-Intermediate-Middle,M025,J.H.S. 25 - Manhattan,145 Stanton Street,DOE Owned,Outdoor Yard 1,24232.0,Outdoor Yard,true,Outdoor,true,False
61,M,1,1,01M448,University Neighborhood High School,High school,M446,University Neighborhood - M,200 Monroe Street,DOE Owned,204-6,990.0,Dance Room,false,Inside,false,False
62,M,1,1,01M448,University Neighborhood High School,High school,M446,University Neighborhood - M,200 Monroe Street,DOE Owned,209-10,1104.0,Weight Room,false,Inside,false,False
63,M,1,1,01M450,East Side Community School,Secondary School,M060,J.H.S. 60 - Manhattan,420 East 12 Street,DOE Owned,GYM1,2652.0,Gymnasium,true,Inside,true,False
64,M,1,1,01M450,East Side Community School,Secondary School,M060,J.H.S. 60 - Manhattan,420 East 12 Street,DOE Owned,GYM2,2808.0,Gymnasium,true,Inside,true,False
65,M,1,1,01M450,East Side Community School,Secondary School,M060,J.H.S. 60 - Manhattan,420 East 12 Street,DOE Owned,Outdoor Yard 1,7350.0,Outdoor Yard,true,Outdoor,true,False
66,M,1,1,01M450,East Side Community School,Secondary School,M060,J.H.S. 60 - Manhattan,420 East 12 Street,DOE Owned,Outdoor Yard 2,17931.0,Outdoor Yard,true,Outdoor,true,False
67,M,1,1,01M458,Forsyth Satellite Academy,High school,M510,Forsyth Hs (Auxsvc-Old 91) - M,198 Forsyth Street,DOE Owned,401,567.0,Dance Room,true,Inside,true,False
68,M,1,1,01M458,Forsyth Satellite Academy,High school,M510,Forsyth Hs (Auxsvc-Old 91) - M,198 Forsyth Street,DOE Owned,GYM,2464.0,Gymnasium,true,Inside,true,False
69,M,1,1,01M509,Marta Valle High School,High school,M025,J.H.S. 25 - Manhattan,145 Stanton Street,DOE Owned,257,1591.0,Weight Room,true,Inside,true,False
70,M,1,1,01M509,Marta Valle High School,High school,M025,J.H.S. 25 - Manhattan,145 Stanton Street,DOE Owned,471,682.0,Weight Room,true,Inside,true,False
71,M,1,1,01M509,Marta Valle High School,High school,M025,J.H.S. 25 - Manhattan,145 Stanton Street,DOE Owned,GYM,5251.0,Gymnasium,true,Inside,true,False
72,M,1,1,01M509,Marta Valle High School,High school,M025,J.H.S. 25 - Manhattan,145 Stanton Street,DOE Owned,Outdoor Yard 1,24232.0,Outdoor Yard,true,Outdoor,true,False
73,M,1,1,01M515,Lower East Side Preparatory High School,High school,M025,J.H.S. 25 - Manhattan,145 Stanton Street,DOE Owned,257,1591.0,Weight Room,true,Inside,true,False
74,M,1,1,01M515,Lower East Side Preparatory High School,High school,M025,J.H.S. 25 - Manhattan,145 Stanton Street,DOE Owned,471,682.0,Weight Room,true,Inside,true,False
75,M,1,1,01M515,Lower East Side Preparatory High School,High school,M025,J.H.S. 25 - Manhattan,145 Stanton Street,DOE Owned,GYM,5251.0,Gymnasium,true,Inside,true,False
76,M,1,1,01M515,Lower East Side Preparatory High School,High school,M025,J.H.S. 25 - Manhattan,145 Stanton Street,DOE Owned,Outdoor Yard 1,24232.0,Outdoor Yard,true,Outdoor,true,False
77,M,1,1,01M539,"New Explorations into Science, Technology and Math High School",K-12 all grades,M022,N.E.S.T (Old J22) - Manhattan,111 Columbia Street,DOE Owned,GYM,6600.0,Gymnasium,false,Inside,false,False
78,M,1,1,01M539,"New Explorations into Science, Technology and Math High School",K-12 all grades,M022,N.E.S.T (Old J22) - Manhattan,111 Columbia Street,DOE Owned,Outdoor Yard 1,6489.0,Outdoor Yard,false,Outdoor,false,False
79,M,1,1,01M650,Cascades High School,High school,M510,Forsyth Hs (Auxsvc-Old 91) - M,198 Forsyth Street,DOE Owned,401,567.0,Dance Room,true,Inside,true,False
80,M,1,1,01M650,Cascades High School,High school,M510,Forsyth Hs (Auxsvc-Old 91) - M,198 Forsyth Street,DOE Owned,GYM,2464.0,Gymnasium,true,Inside,true,False
81,M,1,1,01M696,Bard High School Early College,High school,M097,Bard College Hs (Old M097) - M,525 East Houston Street,DOE Owned,GYM,1147.0,Gymnasium,false,Inside,false,False
82,M,1,1,01M839,Tompkins Square Middle School,Junior High-Intermediate-Middle,M064,P.S. 64 (Old 71) - Manhattan,600 East 6 Street,DOE Owned,B43,1344.0,Dance Room,true,Inside,true,False
83,M,1,1,01M839,Tompkins Square Middle School,Junior High-Intermediate-Middle,M064,P.S. 64 (Old 71) - Manhattan,600 East 6 Street,DOE Owned,B53,6336.0,Gymnasium,true,Inside,true,False
84,M,1,1,01M839,Tompkins Square Middle School,Junior High-Intermediate-Middle,M064,P.S. 64 (Old 71) - Manhattan,600 East 6 Street,DOE Owned,Outdoor Yard 1,13310.0,Outdoor Yard,true,Outdoor,true,False
85,M,1,1,01M839,Tompkins Square Middle School,Junior High-Intermediate-Middle,M064,P.S. 64 (Old 71) - Manhattan,600 East 6 Street,DOE Owned,Outdoor Yard 2,14159.0,Outdoor Yard,true,Outdoor,true,False
86,M,2,2,02M001,P.S. 001 Alfred E. Smith,Elementary,M001,P.S. 1 - Manhattan,8 Henry Street,DOE Owned,GYM.,3584.0,Gymnasium,false,Inside,false,False
87,M,2,2,02M001,P.S. 001 Alfred E. Smith,Elementary,M001,P.S. 1 - Manhattan,8 Henry Street,DOE Owned,Outdoor Yard 1,4872.0,Outdoor Yard,false,Outdoor,false,False
