,borough,geographical,admin_district,ats_code,location_name,grade_level,building_code,building_name,address,building_ownership,room_no,area,function,is_school_co_located,inside_v_outside,is_the_space_shared,space_used_for_any
493,M,2,2,02M896,Lower Manhattan Community Middle School,Junior High-Intermediate-Middle,M282,Broadway Education Campus - M,26 Broadway,Tax Levy Lease,150A,1350.0,Weight Room,true,Inside,true,False
494,M,2,2,02M896,Lower Manhattan Community Middle School,Junior High-Intermediate-Middle,M282,Broadway Education Campus - M,26 Broadway,Tax Levy Lease,631,1014.0,Dance Room,true,Inside,true,False
495,M,2,2,02M896,Lower Manhattan Community Middle School,Junior High-Intermediate-Middle,M282,Broadway Education Campus - M,26 Broadway,Tax Levy Lease,727,940.0,Dance Room,true,Inside,true,False
496,M,2,2,02M933,City Knoll Middle School,Junior High-Intermediate-Middle,M933,I.S. 260 - Manhattan,425 West 33Rd Street,Tax Levy Lease,202,945.0,Multi-Purpose Classroom,false,Inside,false,True
497,M,2,2,02M933,City Knoll Middle School,Junior High-Intermediate-Middle,M933,I.S. 260 - Manhattan,425 West 33Rd Street,Tax Levy Lease,B06,1054.0,Multi-Purpose Classroom,false,Inside,false,True
498,M,2,2,02M933,City Knoll Middle School,Junior High-Intermediate-Middle,M933,I.S. 260 - Manhattan,425 West 33Rd Street,Tax Levy Lease,GYM,9729.0,Multi-Purpose Non Classroom,false,Inside,false,True
499,M,3,3,03M009,P.S. 009 Sarah Anderson,Elementary,M009,P.S. 9 - Manhattan,100 West 84 Street,DOE Owned,GYM,3886.0,Gymnasium,true,Inside,true,False
500,M,3,3,03M009,P.S. 009 Sarah Anderson,Elementary,M009,P.S. 9 - Manhattan,100 West 84 Street,DOE Owned,Outdoor Yard 1,33095.0,Outdoor Yard,true,Outdoor,true,False
501,M,3,3,03M054,J.H.S. 054 Booker T. Washington,Junior High-Intermediate-Middle,M054,I.S. 54 - Manhattan,103 West 107 Street,DOE Owned,GYM,5720.0,Gymnasium,false,Inside,false,False
502,M,3,3,03M054,J.H.S. 054 Booker T. Washington,Junior High-Intermediate-Middle,M054,I.S. 54 - Manhattan,103 West 107 Street,DOE Owned,Outdoor Yard 1,8316.0,Outdoor Yard,false,Outdoor,false,False
503,M,3,3,03M075,P.S. 075 Emily Dickinson,Elementary,M075,P.S. 75 - Manhattan,735 West End Avenue,DOE Owned,GYM,3740.0,Gymnasium,true,Inside,true,False
504,M,3,3,03M075,P.S. 075 Emily Dickinson,Elementary,M075,P.S. 75 - Manhattan,735 West End Avenue,DOE Owned,Outdoor Yard 1,3782.0,Outdoor Yard,true,Outdoor,true,False
505,M,3,3,03M075,P.S. 075 Emily Dickinson,Elementary,M075,P.S. 75 - Manhattan,735 West End Avenue,DOE Owned,Outdoor Yard 2,19617.0,Outdoor Yard,true,Outdoor,true,False
506,M,3,3,03M076,P.S. 076 A. Philip Randolph,Elementary,M076,P.S. 76 - Manhattan,220 West 121 Street,DOE Owned,GYM,3828.0,Gymnasium,true,Inside,true,False
507,M,3,3,03M076,P.S. 076 A. Philip Randolph,Elementary,M076,P.S. 76 - Manhattan,220 West 121 Street,DOE Owned,Outdoor Yard 1,15929.0,Outdoor Yard,true,Outdoor,true,False
508,M,3,3,03M084,P.S. 084 Lillian Weber,Elementary,M084,P.S. 84 - Manhattan,32 West 92 Street,DOE Owned,308,648.0,Dance Room,true,Inside,true,False
509,M,3,3,03M084,P.S. 084 Lillian Weber,Elementary,M084,P.S. 84 - Manhattan,32 West 92 Street,DOE Owned,GYM,3886.0,Gymnasium,true,Inside,true,False
510,M,3,3,03M084,P.S. 084 Lillian Weber,Elementary,M084,P.S. 84 - Manhattan,32 West 92 Street,DOE Owned,Outdoor Yard 1,3239.0,Outdoor Yard,true,Outdoor,true,False
511,M,3,3,03M087,P.S. 087 William Sherman,Elementary,M087,P.S. 87 - Manhattan,160 West 78 Street,DOE Owned,216,3808.0,Gymnasium,false,Inside,false,False
512,M,3,3,03M087,P.S. 087 William Sherman,Elementary,M087,P.S. 87 - Manhattan,160 West 78 Street,DOE Owned,Outdoor Yard 1,3490.0,Outdoor Yard,false,Outdoor,false,False
513,M,3,3,03M145,"P.S. 145, The Bloomingdale School",Elementary,M145,P.S. 145 - Manhattan,150 West 105 Street,DOE Owned,201,4060.0,Gymnasium,true,Inside,true,False
514,M,3,3,03M145,"P.S. 145, The Bloomingdale School",Elementary,M145,P.S. 145 - Manhattan,150 West 105 Street,DOE Owned,213,702.0,Dance Room,true,Inside,true,False
515,M,3,3,03M145,"P.S. 145, The Bloomingdale School",Elementary,M145,P.S. 145 - Manhattan,150 West 105 Street,DOE Owned,Outdoor Yard 1,1125.0,Outdoor Yard,true,Outdoor,true,False
516,M,3,3,03M145,"P.S. 145, The Bloomingdale School",Elementary,M145,P.S. 145 - Manhattan,150 West 105 Street,DOE Owned,Outdoor Yard 2,3479.0,Outdoor Yard,true,Outdoor,true,False
517,M,3,3,03M149,P.S. 149 Sojourner Truth,K-8,M207,P.S. 207 (Tandem M149),41 West 117 Street,DOE Owned,136,3009.0,Gymnasium,true,Inside,true,False
518,M,3,3,03M149,P.S. 149 Sojourner Truth,K-8,M207,P.S. 207 (Tandem M149),41 West 117 Street,DOE Owned,Outdoor Yard 1,18838.0,Outdoor Yard,true,Outdoor,true,False
519,M,3,3,03M149,P.S. 149 Sojourner Truth,K-8,M149,P.S. 149 (Tandem M207) - Manhattan,34 West 118 Street,DOE Owned,127,3840.0,Gymnasium,true,Inside,true,False
520,M,3,3,03M149,P.S. 149 Sojourner Truth,K-8,M149,P.S. 149 (Tandem M207) - Manhattan,34 West 118 Street,DOE Owned,201,728.0,Dance Room,true,Inside,true,False
521,M,3,3,03M149,P.S. 149 Sojourner Truth,K-8,M149,P.S. 149 (Tandem M207) - Manhattan,34 West 118 Street,DOE Owned,Outdoor Yard 1,9210.0,Outdoor Yard,true,Outdoor,true,False
522,M,3,3,03M163,P.S. 163 Alfred E. Smith,Elementary,M163,P.S. 163 - Manhattan,163 West 97 Street,DOE Owned,GYM,3752.0,Gymnasium,true,Inside,true,False
523,M,3,3,03M163,P.S. 163 Alfred E. Smith,Elementary,M919,P.S. 163 Transportable - M,163 West 97 Street,DOE Owned,Outdoor Yard 1,6998.0,Outdoor Yard,true,Outdoor,true,False
524,M,3,3,03M165,P.S. 165 Robert E. Simon,K-8,M165,P.S. 165 - Manhattan,234 West 109 Street,DOE Owned,100,9394.0,Gymnasium,true,Inside,true,False
525,M,3,3,03M165,P.S. 165 Robert E. Simon,K-8,M165,P.S. 165 - Manhattan,234 West 109 Street,DOE Owned,GYM,4712.0,Gymnasium,true,Inside,true,False
526,M,3,3,03M165,P.S. 165 Robert E. Simon,K-8,M165,P.S. 165 - Manhattan,234 West 109 Street,DOE Owned,Outdoor Yard 1,8491.0,Outdoor Yard,true,Outdoor,true,False
527,M,3,3,03M165,P.S. 165 Robert E. Simon,K-8,M165,P.S. 165 - Manhattan,234 West 109 Street,DOE Owned,Outdoor Yard 2,12783.0,Outdoor Yard,true,Outdoor,true,False
528,M,3,3,03M166,P.S. 166 The Richard Rodgers School of The Arts and Technology,Elementary,M166,P.S. 166 - Manhattan,132 West 89 Street,DOE Owned,504,552.0,Dance Room,false,Inside,false,False
529,M,3,3,03M166,P.S. 166 The Richard Rodgers School of The Arts and Technology,Elementary,M166,P.S. 166 - Manhattan,132 West 89 Street,DOE Owned,GYM,6014.0,Gymnasium,false,Inside,false,False
530,M,3,3,03M166,P.S. 166 The Richard Rodgers School of The Arts and Technology,Elementary,M166,P.S. 166 - Manhattan,132 West 89 Street,DOE Owned,Outdoor Yard 1,4664.0,Outdoor Yard,false,Outdoor,false,False
531,M,3,3,03M180,P.S. 180 Hugo Newman,K-8,M180,P.S. 180 - Manhattan,370 West 120Th Street,DOE Owned,GYM,3816.0,Gymnasium,false,Inside,false,False
532,M,3,3,03M180,P.S. 180 Hugo Newman,K-8,M180,P.S. 180 - Manhattan,370 West 120Th Street,DOE Owned,Outdoor Yard 1,20408.0,Outdoor Yard,false,Outdoor,false,False
533,M,3,3,03M180,P.S. 180 Hugo Newman,K-8,M180,P.S. 180 - Manhattan,370 West 120Th Street,DOE Owned,Outdoor Yard 2,6885.0,Outdoor Yard,false,Outdoor,false,False
534,M,3,3,03M185,P.S. 185 - The Early Childhood Discovery and Design Magnet School,Early Childhood,M185,P.S. 185 (Tandem M208) - Manhattan,20 West 112 Street,DOE Owned,158,529.0,Dance Room,true,Inside,true,False
535,M,3,3,03M185,P.S. 185 - The Early Childhood Discovery and Design Magnet School,Early Childhood,M185,P.S. 185 (Tandem M208) - Manhattan,20 West 112 Street,DOE Owned,266,576.0,Dance Room,true,Inside,true,False
536,M,3,3,03M185,P.S. 185 - The Early Childhood Discovery and Design Magnet School,Early Childhood,M185,P.S. 185 (Tandem M208) - Manhattan,20 West 112 Street,DOE Owned,Outdoor Yard 1,31183.0,Outdoor Yard,true,Outdoor,true,False
537,M,3,3,03M191,P.S. 191 Amsterdam,Elementary,M191,P.S. 191 - Manhattan,210 West 61 Street,DOE Owned,225,3944.0,Gymnasium,false,Inside,false,False
538,M,3,3,03M191,P.S. 191 Amsterdam,Elementary,M191,P.S. 191 - Manhattan,210 West 61 Street,DOE Owned,226,736.0,Dance Room,false,Inside,false,False
539,M,3,3,03M191,P.S. 191 Amsterdam,Elementary,M191,P.S. 191 - Manhattan,210 West 61 Street,DOE Owned,Outdoor Yard 1,17257.0,Outdoor Yard,false,Outdoor,false,False
540,M,3,3,03M199,P.S. 199 Jessie Isador Straus,Elementary,M199,P.S. 199 - Manhattan,270 West 70 Street,DOE Owned,GYM,4200.0,Gymnasium,false,Inside,false,False
541,Q,27,27,27Q043,P.S. 043,K-8,Q043,P.S. 43 - Queens,160 Beach 29 Street,DOE Owned,227,3102.0,Gymnasium,true,Inside,true,False
542,M,3,3,03M199,P.S. 199 Jessie Isador Straus,Elementary,M199,P.S. 199 - Manhattan,270 West 70 Street,DOE Owned,Outdoor Yard 1,1922.0,Outdoor Yard,false,Outdoor,false,False
543,M,3,3,03M208,P.S. 208 Alain L. Locke,Elementary,M208,P.S. 208 (Tandem M185) - Manhattan,21 West 111 Street,DOE Owned,GYM,2900.0,Gymnasium,true,Inside,true,False
544,M,3,3,03M208,P.S. 208 Alain L. Locke,Elementary,M208,P.S. 208 (Tandem M185) - Manhattan,21 West 111 Street,DOE Owned,Outdoor Yard 1,31108.0,Outdoor Yard,true,Outdoor,true,False
545,M,3,3,03M241,STEM Institute of Manhattan,K-8,M113,P.S. 241 - Manhattan,240 West 113 Street,DOE Owned,115,644.0,Dance Room,true,Inside,true,False
546,M,3,3,03M241,STEM Institute of Manhattan,K-8,M113,P.S. 241 - Manhattan,240 West 113 Street,DOE Owned,124,3135.0,Gymnasium,true,Inside,true,False
547,M,3,3,03M241,STEM Institute of Manhattan,K-8,M113,P.S. 241 - Manhattan,240 West 113 Street,DOE Owned,321,624.0,Dance Room,true,Inside,true,False
548,M,3,3,03M241,STEM Institute of Manhattan,K-8,M113,P.S. 241 - Manhattan,240 West 113 Street,DOE Owned,EL GYM,4392.0,Gymnasium,true,Inside,true,False
549,M,3,3,03M241,STEM Institute of Manhattan,K-8,M113,P.S. 241 - Manhattan,240 West 113 Street,DOE Owned,Outdoor Yard 1,26616.0,Outdoor Yard,true,Outdoor,true,False
550,M,3,3,03M242,P.S. 242 - The Young Diplomats Magnet Academy,Elementary,M144,P.S. 242 (Old P144) - Manhattan,134 West 122 Street,DOE Owned,GYM,4032.0,Gymnasium,true,Inside,true,False
551,M,3,3,03M242,P.S. 242 - The Young Diplomats Magnet Academy,Elementary,M144,P.S. 242 (Old P144) - Manhattan,134 West 122 Street,DOE Owned,Outdoor Yard 1,28550.0,Outdoor Yard,true,Outdoor,true,False
552,M,3,3,03M242,P.S. 242 - The Young Diplomats Magnet Academy,Elementary,M144,P.S. 242 (Old P144) - Manhattan,134 West 122 Street,DOE Owned,Outdoor Yard 2,6090.0,Outdoor Yard,true,Outdoor,true,False
553,M,3,3,03M243,M.S. 243 Center School,Junior High-Intermediate-Middle,M009,P.S. 9 - Manhattan,100 West 84 Street,DOE Owned,GYM,3886.0,Gymnasium,true,Inside,true,False
554,M,3,3,03M243,M.S. 243 Center School,Junior High-Intermediate-Middle,M009,P.S. 9 - Manhattan,100 West 84 Street,DOE Owned,Outdoor Yard 1,33095.0,Outdoor Yard,true,Outdoor,true,False
555,M,3,3,03M245,M.S. M245 The Computer School,Junior High-Intermediate-Middle,M044,I.S. 44 - Manhattan,100 West 77 Street,DOE Owned,237,960.0,Dance Room,true,Inside,true,False
556,M,3,3,03M245,M.S. M245 The Computer School,Junior High-Intermediate-Middle,M044,I.S. 44 - Manhattan,100 West 77 Street,DOE Owned,GYM,6222.0,Gymnasium,true,Inside,true,False
557,M,3,3,03M245,M.S. M245 The Computer School,Junior High-Intermediate-Middle,M044,I.S. 44 - Manhattan,100 West 77 Street,DOE Owned,Outdoor Yard 1,36197.0,Outdoor Yard,true,Outdoor,true,False
558,M,3,3,03M247,M.S. M247 Dual Language Middle School,Junior High-Intermediate-Middle,M084,P.S. 84 - Manhattan,32 West 92 Street,DOE Owned,308,648.0,Dance Room,true,Inside,true,False
559,M,3,3,03M247,M.S. M247 Dual Language Middle School,Junior High-Intermediate-Middle,M084,P.S. 84 - Manhattan,32 West 92 Street,DOE Owned,GYM,3886.0,Gymnasium,true,Inside,true,False
560,M,3,3,03M247,M.S. M247 Dual Language Middle School,Junior High-Intermediate-Middle,M084,P.S. 84 - Manhattan,32 West 92 Street,DOE Owned,Outdoor Yard 1,3239.0,Outdoor Yard,true,Outdoor,true,False
561,M,3,3,03M250,M.S. 250 West Side Collaborative Middle School,Junior High-Intermediate-Middle,M075,P.S. 75 - Manhattan,735 West End Avenue,DOE Owned,GYM,3740.0,Gymnasium,true,Inside,true,False
562,M,3,3,03M250,M.S. 250 West Side Collaborative Middle School,Junior High-Intermediate-Middle,M075,P.S. 75 - Manhattan,735 West End Avenue,DOE Owned,Outdoor Yard 1,3782.0,Outdoor Yard,true,Outdoor,true,False
563,M,3,3,03M250,M.S. 250 West Side Collaborative Middle School,Junior High-Intermediate-Middle,M075,P.S. 75 - Manhattan,735 West End Avenue,DOE Owned,Outdoor Yard 2,19617.0,Outdoor Yard,true,Outdoor,true,False
564,M,3,3,03M256,M.S. 256 Academic & Athletic Excellence,Junior High-Intermediate-Middle,M118,I.S. 118 - Manhattan,154 West 93 Street,DOE Owned,403,1254.0,Dance Room,true,Inside,true,False
565,M,3,3,03M256,M.S. 256 Academic & Athletic Excellence,Junior High-Intermediate-Middle,M118,I.S. 118 - Manhattan,154 West 93 Street,DOE Owned,GYM,4015.0,Gymnasium,true,Inside,true,False
566,M,3,3,03M256,M.S. 256 Academic & Athletic Excellence,Junior High-Intermediate-Middle,M118,I.S. 118 - Manhattan,154 West 93 Street,DOE Owned,GYM 2FL,4015.0,Gymnasium,true,Inside,true,False
567,M,3,3,03M256,M.S. 256 Academic & Athletic Excellence,Junior High-Intermediate-Middle,M118,I.S. 118 - Manhattan,154 West 93 Street,DOE Owned,Outdoor Yard 1,6888.0,Outdoor Yard,true,Outdoor,true,False
568,M,3,3,03M256,M.S. 256 Academic & Athletic Excellence,Junior High-Intermediate-Middle,M118,I.S. 118 - Manhattan,154 West 93 Street,DOE Owned,Outdoor Yard 2,15031.0,Outdoor Yard,true,Outdoor,true,False
569,M,3,3,03M258,Community Action School - MS 258,Junior High-Intermediate-Middle,M118,I.S. 118 - Manhattan,154 West 93 Street,DOE Owned,403,1254.0,Dance Room,true,Inside,true,False
570,M,3,3,03M258,Community Action School - MS 258,Junior High-Intermediate-Middle,M118,I.S. 118 - Manhattan,154 West 93 Street,DOE Owned,GYM,4015.0,Gymnasium,true,Inside,true,False
571,M,3,3,03M258,Community Action School - MS 258,Junior High-Intermediate-Middle,M118,I.S. 118 - Manhattan,154 West 93 Street,DOE Owned,GYM 2FL,4015.0,Gymnasium,true,Inside,true,False
572,M,3,3,03M258,Community Action School - MS 258,Junior High-Intermediate-Middle,M118,I.S. 118 - Manhattan,154 West 93 Street,DOE Owned,Outdoor Yard 1,6888.0,Outdoor Yard,true,Outdoor,true,False
573,M,3,3,03M258,Community Action School - MS 258,Junior High-Intermediate-Middle,M118,I.S. 118 - Manhattan,154 West 93 Street,DOE Owned,Outdoor Yard 2,15031.0,Outdoor Yard,true,Outdoor,true,False
574,M,3,3,03M299,The Maxine Greene HS for Imaginative Inquiry,High school,M490,"Martin Luther King, Jr. Hs - M",122 Amsterdam Avenue,DOE Owned,G10,1716.0,Swimming Pool,true,Inside,true,False
575,M,3,3,03M299,The Maxine Greene HS for Imaginative Inquiry,High school,M490,"Martin Luther King, Jr. Hs - M",122 Amsterdam Avenue,DOE Owned,G1E,1210.0,Weight Room,true,Inside,true,False
576,M,3,3,03M299,The Maxine Greene HS for Imaginative Inquiry,High school,M490,"Martin Luther King, Jr. Hs - M",122 Amsterdam Avenue,DOE Owned,G9,1210.0,Dance Room,true,Inside,true,False
577,M,3,3,03M299,The Maxine Greene HS for Imaginative Inquiry,High school,M490,"Martin Luther King, Jr. Hs - M",122 Amsterdam Avenue,DOE Owned,GYM-1,4559.0,Gymnasium,true,Inside,true,False
578,M,3,3,03M299,The Maxine Greene HS for Imaginative Inquiry,High school,M490,"Martin Luther King, Jr. Hs - M",122 Amsterdam Avenue,DOE Owned,GYM-2,8827.0,Gymnasium,true,Inside,true,False
579,M,3,3,03M307,"Urban Assembly School for Media Studies, The",High school,M490,"Martin Luther King, Jr. Hs - M",122 Amsterdam Avenue,DOE Owned,G10,1716.0,Swimming Pool,true,Inside,true,False
580,M,3,3,03M307,"Urban Assembly School for Media Studies, The",High school,M490,"Martin Luther King, Jr. Hs - M",122 Amsterdam Avenue,DOE Owned,G1E,1210.0,Weight Room,true,Inside,true,False
581,M,3,3,03M307,"Urban Assembly School for Media Studies, The",High school,M490,"Martin Luther King, Jr. Hs - M",122 Amsterdam Avenue,DOE Owned,G9,1210.0,Dance Room,true,Inside,true,False
582,M,3,3,03M307,"Urban Assembly School for Media Studies, The",High school,M490,"Martin Luther King, Jr. Hs - M",122 Amsterdam Avenue,DOE Owned,GYM-1,4559.0,Gymnasium,true,Inside,true,False
583,M,3,3,03M307,"Urban Assembly School for Media Studies, The",High school,M490,"Martin Luther King, Jr. Hs - M",122 Amsterdam Avenue,DOE Owned,GYM-2,8827.0,Gymnasium,true,Inside,true,False
584,M,3,3,03M333,P.S. 333 Manhattan School for Children,K-8,M118,I.S. 118 - Manhattan,154 West 93 Street,DOE Owned,403,1254.0,Dance Room,true,Inside,true,False
585,M,3,3,03M333,P.S. 333 Manhattan School for Children,K-8,M118,I.S. 118 - Manhattan,154 West 93 Street,DOE Owned,GYM,4015.0,Gymnasium,true,Inside,true,False
586,M,3,3,03M333,P.S. 333 Manhattan School for Children,K-8,M118,I.S. 118 - Manhattan,154 West 93 Street,DOE Owned,GYM 2FL,4015.0,Gymnasium,true,Inside,true,False
587,M,3,3,03M333,P.S. 333 Manhattan School for Children,K-8,M118,I.S. 118 - Manhattan,154 West 93 Street,DOE Owned,Outdoor Yard 1,6888.0,Outdoor Yard,true,Outdoor,true,False
588,M,3,3,03M333,P.S. 333 Manhattan School for Children,K-8,M118,I.S. 118 - Manhattan,154 West 93 Street,DOE Owned,Outdoor Yard 2,15031.0,Outdoor Yard,true,Outdoor,true,False
589,M,3,3,03M334,The Anderson School,K-8,M044,I.S. 44 - Manhattan,100 West 77 Street,DOE Owned,Outdoor Yard 1,36197.0,Outdoor Yard,true,Outdoor,true,False
590,M,3,3,03M402,The Urban Assembly School for Green Careers,High school,M470,Louis D. Brandeis Hs - Manhattan,145 West 84 Street,DOE Owned,B1,1000.0,Weight Room,true,Inside,true,False
591,M,3,3,03M402,The Urban Assembly School for Green Careers,High school,M470,Louis D. Brandeis Hs - Manhattan,145 West 84 Street,DOE Owned,B7SC,720.0,Weight Room,true,Inside,true,False
592,M,3,3,03M402,The Urban Assembly School for Green Careers,High school,M470,Louis D. Brandeis Hs - Manhattan,145 West 84 Street,DOE Owned,C1,2408.0,Gymnasium,true,Inside,true,False
593,M,3,3,03M402,The Urban Assembly School for Green Careers,High school,M470,Louis D. Brandeis Hs - Manhattan,145 West 84 Street,DOE Owned,C14,7920.0,Gymnasium,true,Inside,true,False
594,M,3,3,03M402,The Urban Assembly School for Green Careers,High school,M470,Louis D. Brandeis Hs - Manhattan,145 West 84 Street,DOE Owned,C16,741.0,Dance Room,true,Inside,true,False
595,M,3,3,03M402,The Urban Assembly School for Green Careers,High school,M470,Louis D. Brandeis Hs - Manhattan,145 West 84 Street,DOE Owned,C2,2408.0,Gymnasium,true,Inside,true,False
596,M,3,3,03M403,The Global Learning Collaborative,High school,M470,Louis D. Brandeis Hs - Manhattan,145 West 84 Street,DOE Owned,B1,1000.0,Weight Room,true,Inside,true,False
597,M,3,3,03M403,The Global Learning Collaborative,High school,M470,Louis D. Brandeis Hs - Manhattan,145 West 84 Street,DOE Owned,B7SC,720.0,Weight Room,true,Inside,true,False
598,M,3,3,03M403,The Global Learning Collaborative,High school,M470,Louis D. Brandeis Hs - Manhattan,145 West 84 Street,DOE Owned,C1,2408.0,Gymnasium,true,Inside,true,False
599,M,3,3,03M403,The Global Learning Collaborative,High school,M470,Louis D. Brandeis Hs - Manhattan,145 West 84 Street,DOE Owned,C14,7920.0,Gymnasium,true,Inside,true,False
600,M,3,3,03M403,The Global Learning Collaborative,High school,M470,Louis D. Brandeis Hs - Manhattan,145 West 84 Street,DOE Owned,C16,741.0,Dance Room,true,Inside,true,False
601,M,3,3,03M403,The Global Learning Collaborative,High school,M470,Louis D. Brandeis Hs - Manhattan,145 West 84 Street,DOE Owned,C2,2408.0,Gymnasium,true,Inside,true,False
602,M,3,3,03M404,Innovation Diploma Plus,High school,M470,Louis D. Brandeis Hs - Manhattan,145 West 84 Street,DOE Owned,B1,1000.0,Weight Room,true,Inside,true,False
603,M,3,3,03M404,Innovation Diploma Plus,High school,M470,Louis D. Brandeis Hs - Manhattan,145 West 84 Street,DOE Owned,B7SC,720.0,Weight Room,true,Inside,true,False
604,M,3,3,03M404,Innovation Diploma Plus,High school,M470,Louis D. Brandeis Hs - Manhattan,145 West 84 Street,DOE Owned,C1,2408.0,Gymnasium,true,Inside,true,False
605,M,3,3,03M404,Innovation Diploma Plus,High school,M470,Louis D. Brandeis Hs - Manhattan,145 West 84 Street,DOE Owned,C14,7920.0,Gymnasium,true,Inside,true,False
606,M,3,3,03M404,Innovation Diploma Plus,High school,M470,Louis D. Brandeis Hs - Manhattan,145 West 84 Street,DOE Owned,C16,741.0,Dance Room,true,Inside,true,False
607,M,3,3,03M404,Innovation Diploma Plus,High school,M470,Louis D. Brandeis Hs - Manhattan,145 West 84 Street,DOE Owned,C2,2408.0,Gymnasium,true,Inside,true,False
608,M,3,3,03M415,Wadleigh Secondary School for the Performing & Visual Arts,Secondary School,M088,I.S. 88 - Manhattan,215 West 114 Street,DOE Owned,108,962.0,Dance Room,true,Inside,true,False
609,M,3,3,03M415,Wadleigh Secondary School for the Performing & Visual Arts,Secondary School,M088,I.S. 88 - Manhattan,215 West 114 Street,DOE Owned,1-GYM,2409.0,Gymnasium,true,Inside,true,False
610,M,3,3,03M415,Wadleigh Secondary School for the Performing & Visual Arts,Secondary School,M088,I.S. 88 - Manhattan,215 West 114 Street,DOE Owned,2-GYM,7200.0,Gymnasium,true,Inside,true,False
611,M,3,3,03M415,Wadleigh Secondary School for the Performing & Visual Arts,Secondary School,M088,I.S. 88 - Manhattan,215 West 114 Street,DOE Owned,Outdoor Yard 1,5766.0,Outdoor Yard,true,Outdoor,true,False
612,M,3,3,03M415,Wadleigh Secondary School for the Performing & Visual Arts,Secondary School,M088,I.S. 88 - Manhattan,215 West 114 Street,DOE Owned,Outdoor Yard 2,2082.0,Outdoor Yard,true,Outdoor,true,False
613,M,3,3,03M415,Wadleigh Secondary School for the Performing & Visual Arts,Secondary School,M088,I.S. 88 - Manhattan,215 West 114 Street,DOE Owned,Outdoor Yard 3,1282.0,Outdoor Yard,true,Outdoor,true,False
614,M,3,3,03M417,Frank Mccourt High School,High school,M470,Louis D. Brandeis Hs - Manhattan,145 West 84 Street,DOE Owned,B1,1000.0,Weight Room,true,Inside,true,False
615,M,3,3,03M417,Frank Mccourt High School,High school,M470,Louis D. Brandeis Hs - Manhattan,145 West 84 Street,DOE Owned,B7SC,720.0,Weight Room,true,Inside,true,False
616,M,3,3,03M417,Frank Mccourt High School,High school,M470,Louis D. Brandeis Hs - Manhattan,145 West 84 Street,DOE Owned,C1,2408.0,Gymnasium,true,Inside,true,False
617,M,3,3,03M417,Frank Mccourt High School,High school,M470,Louis D. Brandeis Hs - Manhattan,145 West 84 Street,DOE Owned,C14,7920.0,Gymnasium,true,Inside,true,False
618,M,3,3,03M417,Frank Mccourt High School,High school,M470,Louis D. Brandeis Hs - Manhattan,145 West 84 Street,DOE Owned,C16,741.0,Dance Room,true,Inside,true,False
619,M,3,3,03M417,Frank Mccourt High School,High school,M470,Louis D. Brandeis Hs - Manhattan,145 West 84 Street,DOE Owned,C2,2408.0,Gymnasium,true,Inside,true,False
620,M,3,3,03M421,West Prep Academy,Junior High-Intermediate-Middle,M145,P.S. 145 - Manhattan,150 West 105 Street,DOE Owned,201,4060.0,Gymnasium,true,Inside,true,False
621,M,3,3,03M421,West Prep Academy,Junior High-Intermediate-Middle,M145,P.S. 145 - Manhattan,150 West 105 Street,DOE Owned,213,702.0,Dance Room,true,Inside,true,False
622,M,3,3,03M421,West Prep Academy,Junior High-Intermediate-Middle,M145,P.S. 145 - Manhattan,150 West 105 Street,DOE Owned,Outdoor Yard 1,1125.0,Outdoor Yard,true,Outdoor,true,False
623,M,3,3,03M421,West Prep Academy,Junior High-Intermediate-Middle,M145,P.S. 145 - Manhattan,150 West 105 Street,DOE Owned,Outdoor Yard 2,3479.0,Outdoor Yard,true,Outdoor,true,False
624,M,3,3,03M452,P.S. 452,Elementary,M044,I.S. 44 - Manhattan,100 West 77 Street,DOE Owned,GYM,6222.0,Gymnasium,true,Inside,true,False
625,M,3,3,03M452,P.S. 452,Elementary,M044,I.S. 44 - Manhattan,100 West 77 Street,DOE Owned,Outdoor Yard 1,36197.0,Outdoor Yard,true,Outdoor,true,False
626,M,2,2,03M479,Beacon High School,High school,M912,Beacon High School - Manhattan,522 West 44Th Street,DOE Owned,226,2200.0,Auxiliary Exercise Room,true,Inside,true,False
627,M,2,2,03M479,Beacon High School,High school,M912,Beacon High School - Manhattan,522 West 44Th Street,DOE Owned,608,2613.0,Dance Room,true,Inside,true,False
628,M,2,2,03M479,Beacon High School,High school,M912,Beacon High School - Manhattan,522 West 44Th Street,DOE Owned,611,510.0,Auxiliary Exercise Room,true,Inside,true,False
629,M,2,2,03M479,Beacon High School,High school,M912,Beacon High School - Manhattan,522 West 44Th Street,DOE Owned,702,6324.0,Gymnasium,true,Inside,true,False
630,M,3,3,03M485,Fiorello H. LaGuardia High School of Music & Art and Performing Arts,High school,M485,Fiorello Laguardia Hs - Manhattan,100 Amsterdam Avenue,DOE Owned,308,8585.0,Gymnasium,false,Inside,false,False
631,M,3,3,03M485,Fiorello H. LaGuardia High School of Music & Art and Performing Arts,High school,M485,Fiorello Laguardia Hs - Manhattan,100 Amsterdam Avenue,DOE Owned,343/345,1450.0,Weight Room,false,Inside,false,False
632,M,3,3,03M485,Fiorello H. LaGuardia High School of Music & Art and Performing Arts,High school,M485,Fiorello Laguardia Hs - Manhattan,100 Amsterdam Avenue,DOE Owned,806,2200.0,Dance Room,false,Inside,false,False
