zip_code,building_type_service_class,_consumption_therms_,_consumption_gj_,utility_data_source
"
,  10467
(40.877047912132, -73.871532500824)",Residential,1242679.0,131110.0,ConEd
"
,  11004
(40.743237834359, -73.712015000192)",Large Residential,3975637.0,419452.0,ConEd
"
,  11242
(40.693150000372, -73.991029000388)",Commercial,147434.0,15555.0,National Grid
"
,  11104
(40.744893366636, -73.920541345307)",Commercial,1377109.0,145293.0,ConEd
"
,  10030
(40.818435176043, -73.942765303576)",Commercial,879734.0,92817.0,ConEd
"
,  11411
(40.694293339066, -73.735683291251)",Commercial,262173.0,27661.0,National Grid
"
,  10006
(40.708256140309, -74.013553569641)",Residential,2076.0,219.0,ConEd
"
,  10021
(40.769205327664, -73.959183941086)",Residential,185761.0,19599.0,ConEd
"
,  11225
(40.663170058551, -73.953701109119)",Large residential,12401180.0,1308394.0,National Grid
"
,  11209
(40.623387097237, -74.030652953471)",Industrial,29677.0,3131.0,National Grid
"
,  10308
(40.552935295428, -74.151302759814)",Industrial,4178.0,441.0,National Grid
"
,  11412
(40.698127117473, -73.759235198346)",Small residential,9127477.0,963000.0,National Grid
"
,  10025
(40.796850127631, -73.963725810598)",Commercial,2954498.0,311716.0,ConEd
"
,  11366
(40.728164407262, -73.792268173937)",Commercial,4025.0,425.0,ConEd
"
,  11371
(40.775567374635, -73.870865499743)",Commercial,1381802.0,145788.0,National Grid
"
,  10028
(40.776344978838, -73.952966679569)",Residential,238163.0,25128.0,ConEd
"
,  11433
(40.698104881735, -73.787574033914)",Industrial,2449515.0,258438.0,National Grid
"
,  10014
(40.733586451354, -74.010199604728)",Large Residential,182728.0,19279.0,ConEd
"
,  10453
(40.852786838342, -73.913426784319)",Residential,785354.0,82859.0,ConEd
"
,  10021
(40.769205327664, -73.959183941086)",Commercial,3187154.0,336263.0,ConEd
"
,  11220
(40.641184928741, -74.016764726711)",Small residential,10755271.0,1134741.0,National Grid
"
,  11366
(40.728164407262, -73.792268173937)",Residential,2205608.0,232704.0,ConEd
"
,  10036
(40.759346827194, -73.989860554421)",Residential,1350797.0,142517.0,ConEd
"
,  10012
(40.725538020863, -73.997896410591)",Residential,2706972.0,285601.0,ConEd
"
,  10472
(40.829730432513, -73.870132131393)",Large Residential,17374.0,1833.0,ConEd
"
,  11366
(40.728164407262, -73.792268173937)",Commercial,1151855.0,121527.0,ConEd
"
,  10311
(40.607540999617, -74.171058999973)",Institutional,18255.0,1926.0,National Grid
"
,  11208
(40.674013182662, -73.872064930052)",Industrial,1481393.0,156295.0,National Grid
"
,  11211
(40.711589765256, -73.958176750756)",Commercial,4822516.0,508802.0,National Grid
"
,  11204
(40.619055848049, -73.984798598876)",Industrial,162329.0,17127.0,National Grid
"
,  10037
(40.813297761083, -73.937282525568)",Commercial,590552.0,62307.0,ConEd
"
,  11439
(40.72192479939, -73.794555132813)",Commercial,3739.0,395.0,ConEd
"
,  10038
(40.709359291898, -74.003071862376)",Large Residential,217207.0,22917.0,ConEd
"
,  10310
(40.632789000212, -74.11645860538)",Large residential,1270998.0,134097.0,National Grid
"
,  10069
(40.778254000322, -73.988541999913)",Commercial,791481.0,83506.0,ConEd
"
,  10040
(40.858095531883, -73.929255489949)",Large Residential,186062.0,19631.0,ConEd
"
,  10468
(40.869693003729, -73.898926992487)",Commercial,7690.0,811.0,ConEd
"
,  11103
(40.762868930257, -73.91327185811)",Residential,454090.0,47909.0,ConEd
"
,  11225
(40.663170058551, -73.953701109119)",Commercial,1296975.0,136838.0,National Grid
"
,  11215
(40.665557251366, -73.979681535574)",Industrial,1488168.0,157010.0,National Grid
"
,  11223
(40.596939623165, -73.973311472047)",Industrial,159925.0,16873.0,National Grid
"
,  10025
(40.796850127631, -73.963725810598)",Commercial,21864.0,2307.0,ConEd
"
,  11695
(40.597608000209, -73.820967000027)",Small residential,6691.0,706.0,National Grid
"
,  10460
(40.843090348041, -73.87860282506)",Residential,1686599.0,177946.0,ConEd
"
,  11203
(40.649721601171, -73.934276085673)",Large residential,5413010.0,571103.0,National Grid
"
,  11216
(40.680758670876, -73.949267750906)",Small residential,6780596.0,715391.0,National Grid
"
,  11374
(40.726464917022, -73.861480847563)",Industrial,3834.0,405.0,National Grid
"
,  10013
(40.721242188776, -74.008889000227)",Residential,4372985.0,461374.0,ConEd
"
,  10009
(40.726649358981, -73.979111485007)",Commercial,2008255.0,211882.0,ConEd
"
,  11379
(40.71679766548, -73.879334213103)",Commercial,1248717.0,131747.0,National Grid
"
,  11415
(40.708286075142, -73.828556121568)",Large residential,3021274.0,318761.0,National Grid
"
,  11414
(40.658170228174, -73.844962639814)",Small residential,6266456.0,661146.0,National Grid
"
,  11208
(40.674013182662, -73.872064930052)",Large residential,17908171.0,1889412.0,National Grid
"
,  10002
(40.716121467931, -73.985831470246)",Large Residential,115301.0,12165.0,ConEd
"
,  10462
(40.842258336653, -73.857996632938)",Large Residential,8264125.0,871912.0,ConEd
"
,  10031
(40.824954205073, -73.950124436094)",Residential,1748720.0,184500.0,ConEd
"
,  11414
(40.658170228174, -73.844962639814)",Large residential,2790928.0,294459.0,National Grid
"
,  10022
(40.758630224006, -73.96809182218)",Residential,122395.0,12913.0,ConEd
"
,  11415
(40.708286075142, -73.828556121568)",Small residential,1700526.0,179415.0,National Grid
"
,  10304
(40.591229442585, -74.111328000087)",Industrial,272952.0,28798.0,National Grid
"
,  10022
(40.758630224006, -73.96809182218)",Commercial,7987371.0,842712.0,ConEd
"
,  11429
(40.709913120494, -73.738640316098)",Large residential,47307.0,4991.0,National Grid
"
,  11435
(40.701192649122, -73.809796655791)",Commercial,160509.0,16935.0,ConEd
"
,  10462
(40.842258336653, -73.857996632938)",Residential,2849924.0,300683.0,ConEd
"
,  10468
(40.869693003729, -73.898926992487)",Residential,998166.0,105312.0,ConEd
"
,  11354
(40.768620220647, -73.827190280707)",Large Residential,2040792.0,215315.0,ConEd
"
,  11417
(40.676363730802, -73.844542755344)",Commercial,777807.0,82063.0,National Grid
"
,  10467
(40.877047912132, -73.871532500824)",Residential,2670008.0,281701.0,ConEd
"
,  11432
(40.71311535449, -73.792820999789)",Commercial,2979507.0,314355.0,National Grid
"
,  11420
(40.673345242689, -73.817707171649)",Institutional,2004714.0,211509.0,National Grid
"
,  11221
(40.691288039511, -73.927617927925)",Institutional,1174968.0,123966.0,National Grid
"
,  10455
(40.813535754971, -73.905355252043)",Commercial,1642415.0,173284.0,ConEd
"
,  11228
(40.616540714083, -74.013277847395)",Commercial,881038.0,92954.0,National Grid
"
,  11102
(40.771524024514, -73.926435450735)",Residential,311766.0,32893.0,ConEd
"
,  11433
(40.698104881735, -73.787574033914)",Commercial,26725.0,2820.0,ConEd
"
,  11233
(40.678130438169, -73.919776475504)",Industrial,88898.0,9379.0,National Grid
"
,  10458
(40.862601328688, -73.884790015047)",Residential,1321890.0,139467.0,ConEd
"
,  10463
(40.881871962821, -73.911207480541)",Commercial,2174885.0,229463.0,ConEd
"
,  11356
(40.784928096754, -73.841810700403)",Commercial,2433066.0,256702.0,ConEd
"
,  11231
(40.677554311782, -74.004676704366)",Commercial,3743947.0,395007.0,National Grid
"
,  11423
(40.717222295672, -73.76714149998)",Commercial,71779.0,7573.0,ConEd
"
,  11101
(40.745702449808, -73.938669029252)",Large Residential,11435850.0,1206546.0,ConEd
"
,  11412
(40.698127117473, -73.759235198346)",Industrial,164379.0,17343.0,National Grid
"
,  11354
(40.768620220647, -73.827190280707)",Residential,4101823.0,432765.0,ConEd
"
,  10010
(40.739140782121, -73.982898456399)",Residential,1026844.0,108338.0,ConEd
"
,  11357
(40.786284041475, -73.811232061011)",Small residential,589.0,62.0,National Grid
"
,  11204
(40.619055848049, -73.984798598876)",Large residential,4614998.0,486908.0,National Grid
"
,  10038
(40.709359291898, -74.003071862376)",Residential,430776.0,45449.0,ConEd
"
,  10462
(40.842258336653, -73.857996632938)",Commercial,2619354.0,276356.0,ConEd
"
,  11220
(40.641184928741, -74.016764726711)",Institutional,625816.0,66027.0,National Grid
"
,  11232
(40.654511617018, -74.000033929122)",Small residential,2619957.0,276420.0,National Grid
"
,  11412
(40.698127117473, -73.759235198346)",Institutional,1496825.0,157923.0,National Grid
"
,  10468
(40.869693003729, -73.898926992487)",Large Residential,2590340.0,273295.0,ConEd
"
,  11364
(40.74592468038, -73.757902755608)",Small residential,1463.0,154.0,National Grid
"
,  10003
(40.731943947555, -73.98887214913)",Large Residential,495206.0,52247.0,ConEd
"
,  10311
(40.607540999617, -74.171058999973)",Commercial,55290.0,5833.0,National Grid
"
,  11419
(40.688713790409, -73.822888330532)",Institutional,150090.0,15835.0,National Grid
"
,  10453
(40.852786838342, -73.913426784319)",Commercial,1766420.0,186367.0,ConEd
"
,  10307
(40.508004527487, -74.242114281948)",Industrial,1870.0,197.0,National Grid
"
,  10035
(40.793817035428, -73.919317500202)",Residential,1478698.0,156011.0,ConEd
"
,  10019
(40.76761164716, -73.991805500224)",Commercial,5022063.0,529856.0,ConEd
"
,  11375
(40.72070726303, -73.846284296083)",Commercial,2724624.0,287463.0,National Grid
"
,  10017
(40.752456527447, -73.97297648088)",Residential,23970.0,2529.0,ConEd
"
,  11208
(40.674013182662, -73.872064930052)",Small residential,12293703.0,1297055.0,National Grid
"
,  11369
(40.763413273704, -73.872378898667)",Small residential,5658707.0,597025.0,National Grid
"
,  10458
(40.862601328688, -73.884790015047)",Commercial,2860723.0,301822.0,ConEd
"
,  11231
(40.677554311782, -74.004676704366)",Large residential,8892620.0,938221.0,National Grid
"
,  11201
(40.694678258795, -73.989920868353)",Institutional,4499131.0,474684.0,National Grid
"
,  10461
(40.846960590359, -73.840632836736)",Commercial,313.0,33.0,ConEd
"
,  11213
(40.671225169206, -73.936443366368)",Small residential,5855036.0,617739.0,National Grid
"
,  11371
(40.775567374635, -73.870865499743)",Industrial,1707.0,180.0,National Grid
"
,  11429
(40.709913120494, -73.738640316098)",Institutional,1416594.0,149459.0,National Grid
"
,  11435
(40.701192649122, -73.809796655791)",Industrial,85671.0,9039.0,National Grid
"
,  10009
(40.726649358981, -73.979111485007)",Commercial,8554651.0,902564.0,ConEd
"
,  10035
(40.793817035428, -73.919317500202)",Commercial,6691182.0,705957.0,ConEd
"
,  10470
(40.900127971928, -73.87122775026)",Commercial,878692.0,92707.0,ConEd
"
,  10454
(40.805846930092, -73.916285046518)",Commercial,9709459.0,1024402.0,ConEd
"
,  11691
(40.600614338481, -73.762567774683)",Small residential,7887704.0,832197.0,National Grid
"
,  10040
(40.858095531883, -73.929255489949)",Residential,515640.0,54403.0,ConEd
"
,  11218
(40.64322700852, -73.976448622106)",Small residential,9322895.0,983618.0,National Grid
"
,  10312
(40.542955977337, -74.180376817236)",Small residential,16356892.0,1725744.0,National Grid
"
,  10468
(40.869693003729, -73.898926992487)",Commercial,4380584.0,462176.0,ConEd
"
,  10310
(40.632789000212, -74.11645860538)",Commercial,1837495.0,193866.0,National Grid
"
,  11427
(40.729310574324, -73.750676021281)",Small residential,2286768.0,241267.0,National Grid
"
,  11418
(40.696370412365, -73.840310249918)",Small residential,6229973.0,657297.0,National Grid
"
,  10018
(40.756840774582, -73.996691499813)",Large Residential,526802.0,55581.0,ConEd
"
,  11216
(40.680758670876, -73.949267750906)",Commercial,1795793.0,189466.0,National Grid
"
,  11354
(40.768620220647, -73.827190280707)",Commercial,7429045.0,783806.0,ConEd
"
,  10012
(40.725538020863, -73.997896410591)",Commercial,6584.0,695.0,ConEd
"
,  11429
(40.709913120494, -73.738640316098)",Small residential,5893890.0,621838.0,National Grid
"
,  10029
(40.791610720558, -73.944032281065)",Commercial,,,ConEd
"
,  10456
(40.830436680009, -73.907765199504)",Commercial,2957732.0,312057.0,ConEd
"
,  11373
(40.738710402563, -73.878351155182)",Industrial,159820.0,16862.0,National Grid
"
,  10454
(40.805846930092, -73.916285046518)",Residential,1001876.0,105704.0,ConEd
"
,  10462
(40.842258336653, -73.857996632938)",Residential,700617.0,73919.0,ConEd
"
,  10039
(40.826681928628, -73.937770907801)",Commercial,,,ConEd
"
,  11229
(40.601233507321, -73.944368541175)",Industrial,141426.0,14921.0,National Grid
"
,  10035
(40.793817035428, -73.919317500202)",Large Residential,1531490.0,161581.0,ConEd
"
,  10039
(40.826681928628, -73.937770907801)",Commercial,7605045.0,802375.0,ConEd
"
,  10004
(40.688827825344, -74.019112505837)",Large Residential,5877.0,620.0,ConEd
"
,  11368
(40.749678220374, -73.853040688577)",Industrial,508926.0,53695.0,National Grid
"
,  11234
(40.61636866748, -73.927732249743)",Industrial,657191.0,69337.0,National Grid
"
,  11430
(40.647229326173, -73.786374952542)",Institutional,2611959.0,275576.0,National Grid
"
,  10018
(40.756840774582, -73.996691499813)",Commercial,3808435.0,401811.0,ConEd
"
,  11102
(40.771524024514, -73.926435450735)",Residential,1941012.0,204788.0,ConEd
"
,  10471
(40.901994423104, -73.903626500562)",Large Residential,56954.0,6009.0,ConEd
"
,  11362
(40.759074216602, -73.734300177111)",Commercial,647115.0,68274.0,ConEd
"
,  11373
(40.738710402563, -73.878351155182)",Small residential,10736218.0,1132731.0,National Grid
"
,  10011
(40.744715266696, -74.00460000029)",Commercial,1970.0,208.0,ConEd
"
,  10029
(40.791610720558, -73.944032281065)",Commercial,14817079.0,1563285.0,ConEd
"
,  11378
(40.721453104977, -73.908543500682)",Small residential,7366479.0,777205.0,National Grid
"
,  11210
(40.627722263871, -73.946537919989)",Large residential,6310191.0,665760.0,National Grid
"
,  11232
(40.654511617018, -74.000033929122)",Large residential,2048639.0,216143.0,National Grid
"
,  11356
(40.784928096754, -73.841810700403)",Large Residential,11747.0,1239.0,ConEd
"
,  11217
(40.682312101322, -73.979567188575)",Institutional,769153.0,81150.0,National Grid
"
,  11373
(40.738710402563, -73.878351155182)",Large residential,9562956.0,1008945.0,National Grid
"
,  10475
(40.874142343794, -73.827068565562)",Residential,359517.0,37931.0,ConEd
"
,  11235
(40.578414108824, -73.940260000099)",Industrial,44596.0,4705.0,National Grid
"
,  11378
(40.721453104977, -73.908543500682)",Institutional,3127131.0,329930.0,National Grid
"
,  11225
(40.663170058551, -73.953701109119)",Industrial,567743.0,59900.0,National Grid
"
,  10020
(40.759498513146, -73.980074397216)",Commercial,263276.0,27777.0,ConEd
"
,  11379
(40.71679766548, -73.879334213103)",Institutional,337862.0,35646.0,National Grid
"
,  10305
(40.596184688173, -74.075072384883)",Industrial,1040978.0,109829.0,National Grid
"
,  11436
(40.675718209128, -73.796465014948)",Commercial,275889.0,29108.0,National Grid
"
,  10014
(40.733586451354, -74.010199604728)",Commercial,3569148.0,376565.0,ConEd
"
,  10029
(40.791610720558, -73.944032281065)",Residential,242271.0,25561.0,ConEd
"
,  10471
(40.901994423104, -73.903626500562)",Commercial,1183226.0,124837.0,ConEd
"
,  10032
(40.836930349056, -73.949178521971)",Residential,717065.0,75654.0,ConEd
"
,  11211
(40.711589765256, -73.958176750756)",Large residential,12471511.0,1315814.0,National Grid
"
,  10303
(40.633032309993, -74.16834884982)",Industrial,27422.0,2893.0,National Grid
"
,  11106
(40.761699790013, -73.931663252957)",Residential,350151.0,36943.0,ConEd
"
,  11423
(40.717222295672, -73.76714149998)",Large residential,1922380.0,202822.0,National Grid
"
,  11234
(40.61636866748, -73.927732249743)",Large residential,5240504.0,552903.0,National Grid
"
,  10304
(40.591229442585, -74.111328000087)",Small residential,8802763.0,928741.0,National Grid
"
,  11213
(40.671225169206, -73.936443366368)",Commercial,1724052.0,181897.0,National Grid
"
,  11354
(40.768620220647, -73.827190280707)",Small residential,2080.0,219.0,National Grid
"
,  11221
(40.691288039511, -73.927617927925)",Small residential,10226769.0,1078981.0,National Grid
"
,  10024
(40.783625568166, -73.966539000574)",Commercial,5356180.0,565107.0,ConEd
"
,  11105
(40.780092072491, -73.90960650024)",Residential,403403.0,42561.0,ConEd
"
,  11226
(40.646505002304, -73.957190099144)",Large residential,19482081.0,2055469.0,National Grid
"
,  10075
(40.772939491764, -73.956090162631)",Commercial,,,ConEd
"
,  11368
(40.749678220374, -73.853040688577)",Commercial,4130867.0,435830.0,National Grid
"
,  11364
(40.74592468038, -73.757902755608)",Large Residential,1201058.0,126718.0,ConEd
"
,  11367
(40.730323085042, -73.82610630716)",Residential,321417.0,33911.0,ConEd
"
,  10004
(40.688827825344, -74.019112505837)",Residential,54549.0,5755.0,ConEd
"
,  10036
(40.759346827194, -73.989860554421)",Commercial,7837223.0,826871.0,ConEd
"
,  11040
(40.745299961824, -73.679631932268)",Commercial,1051227.0,110910.0,ConEd
"
,  11224
(40.576304656335, -73.999532000401)",Commercial,2484705.0,262150.0,National Grid
"
,  11201
(40.694678258795, -73.989920868353)",Large residential,18973029.0,2001761.0,National Grid
"
,  10308
(40.552935295428, -74.151302759814)",Institutional,98774.0,10421.0,National Grid
"
,  11362
(40.759074216602, -73.734300177111)",Residential,85444.0,9015.0,ConEd
"
,  11434
(40.676945262114, -73.775306901692)",Small residential,10076855.0,1063165.0,National Grid
"
,  11361
(40.764188848137, -73.7723255286)",Large Residential,446965.0,47157.0,ConEd
"
,  11360
(40.780701334399, -73.782267336868)",Commercial,486382.0,51316.0,ConEd
"
,  11214
(40.604011809897, -74.000969000119)",Small residential,12807919.0,1351307.0,National Grid
"
,  11413
(40.669711181226, -73.750873933285)",Large residential,112283.0,11846.0,National Grid
"
,  11415
(40.708286075142, -73.828556121568)",Institutional,580482.0,61244.0,National Grid
"
,  10005
(40.706125792072, -74.008584685835)",Commercial,1419854.0,149803.0,ConEd
"
,  10024
(40.783625568166, -73.966539000574)",Large Residential,215638.0,22751.0,ConEd
"
,  11413
(40.669711181226, -73.750873933285)",Small residential,10114455.0,1067132.0,National Grid
"
,  10469
(40.868181802748, -73.846568687795)",Commercial,2237093.0,236026.0,ConEd
"
,  11372
(40.751630739367, -73.883612545283)",Small residential,3273710.0,345395.0,National Grid
"
,  11694
(40.576578305644, -73.850777000558)",Large residential,1573127.0,165974.0,National Grid
"
,  11361
(40.764188848137, -73.7723255286)",Residential,4283479.0,451931.0,ConEd
"
,  10069
(40.778254000322, -73.988541999913)",Commercial,2123051.0,223994.0,ConEd
"
,  10019
(40.76761164716, -73.991805500224)",Large Residential,1239760.0,130802.0,ConEd
"
,  11365
(40.739871843711, -73.794621535156)",Large residential,4277.0,451.0,National Grid
"
,  10475
(40.874142343794, -73.827068565562)",Large Residential,16694182.0,1761330.0,ConEd
"
,  10075
(40.772939491764, -73.956090162631)",Large Residential,73358.0,7740.0,ConEd
"
,  10312
(40.542955977337, -74.180376817236)",Large residential,3034.0,320.0,National Grid
"
,  10309
(40.530393118348, -74.218938614326)",Commercial,1195656.0,126148.0,National Grid
"
,  11377
(40.745193764481, -73.90484714408)",Large Residential,91130.0,9615.0,ConEd
"
,  11229
(40.601233507321, -73.944368541175)",Commercial,1993920.0,210370.0,National Grid
"
,  11365
(40.739871843711, -73.794621535156)",Commercial,963.0,102.0,National Grid
"
,  11232
(40.654511617018, -74.000033929122)",Industrial,13048581.0,1376698.0,National Grid
"
,  10009
(40.726649358981, -73.979111485007)",Large Residential,44314.0,4675.0,ConEd
"
,  11241
(40.693288999588, -73.990626999836)",Small residential,947.0,100.0,National Grid
"
,  11004
(40.743237834359, -73.712015000192)",Residential,1358168.0,143294.0,ConEd
"
,  10023
(40.774536138232, -73.979943356101)",Residential,3911782.0,412715.0,ConEd
"
,  11241
(40.693288999588, -73.990626999836)",Commercial,184.0,19.0,National Grid
"
,  11385
(40.701224891615, -73.88334858437)",Institutional,1245917.0,131451.0,National Grid
"
,  11365
(40.739871843711, -73.794621535156)",Residential,4511563.0,475995.0,ConEd
"
,  11212
(40.662797169953, -73.912984894337)",Industrial,3623309.0,382279.0,National Grid
"
,  11234
(40.61636866748, -73.927732249743)",Small residential,22219097.0,2344239.0,National Grid
"
,  10452
(40.837724263364, -73.923332211412)",Residential,786394.0,82969.0,ConEd
"
,  11105
(40.780092072491, -73.90960650024)",Residential,3098073.0,326864.0,ConEd
"
,  11237
(40.704095739827, -73.920994233997)",Small residential,3804248.0,401369.0,National Grid
"
,  11419
(40.688713790409, -73.822888330532)",Small residential,8591091.0,906408.0,National Grid
"
,  10306
(40.566020489654, -74.119945669057)",Large residential,1744540.0,184059.0,National Grid
"
,  11436
(40.675718209128, -73.796465014948)",Institutional,220564.0,23271.0,National Grid
"
,  10025
(40.796850127631, -73.963725810598)",Residential,3408769.0,359644.0,ConEd
"
,  11365
(40.739871843711, -73.794621535156)",Commercial,5329748.0,562318.0,ConEd
"
,  10455
(40.813535754971, -73.905355252043)",Commercial,4937392.0,520923.0,ConEd
"
,  11436
(40.675718209128, -73.796465014948)",Small residential,4012282.0,423318.0,National Grid
"
,  11377
(40.745193764481, -73.90484714408)",Commercial,311084.0,32821.0,ConEd
"
,  10473
(40.817731470931, -73.860537000082)",Commercial,8638721.0,911433.0,ConEd
"
,  10309
(40.530393118348, -74.218938614326)",Institutional,579303.0,61120.0,National Grid
"
,  10033
(40.856219929206, -73.945859000193)",Commercial,3904.0,412.0,ConEd
"
,  11435
(40.701192649122, -73.809796655791)",Residential,427854.0,45141.0,ConEd
"
,  11366
(40.728164407262, -73.792268173937)",Residential,154642.0,16316.0,ConEd
"
,  10033
(40.856219929206, -73.945859000193)",Large Residential,90934.0,9594.0,ConEd
"
,  11432
(40.71311535449, -73.792820999789)",Large residential,6817221.0,719255.0,National Grid
"
,  10021
(40.769205327664, -73.959183941086)",Large Residential,180776.0,19073.0,ConEd
"
,  11418
(40.696370412365, -73.840310249918)",Industrial,1146988.0,121014.0,National Grid
"
,  10128
(40.781770000585, -73.95062814907)",Large Residential,220365.0,23250.0,ConEd
"
,  10032
(40.836930349056, -73.949178521971)",Commercial,1952524.0,206002.0,ConEd
"
,  11374
(40.726464917022, -73.861480847563)",Large residential,9176417.0,968163.0,National Grid
"
,  10040
(40.858095531883, -73.929255489949)",Residential,445116.0,46962.0,ConEd
"
,  10307
(40.508004527487, -74.242114281948)",Small residential,3667832.0,386977.0,National Grid
"
,  11210
(40.627722263871, -73.946537919989)",Small residential,11755834.0,1240306.0,National Grid
"
,  11375
(40.72070726303, -73.846284296083)",Small residential,7403805.0,781143.0,National Grid
"
,  11001
(40.721390004945, -73.707396928425)",Residential,53094.0,5602.0,ConEd
"
,  10003
(40.731943947555, -73.98887214913)",Commercial,8855716.0,934328.0,ConEd
"
,  11428
(40.721396964798, -73.741937297268)",Commercial,19477.0,2055.0,ConEd
"
,  10019
(40.76761164716, -73.991805500224)",Residential,124706.0,13157.0,ConEd
"
,  10456
(40.830436680009, -73.907765199504)",Large Residential,161363.0,17025.0,ConEd
"
,  10282
(40.719614557066, -74.014649282938)",Commercial,508119.0,53609.0,ConEd
"
,  11223
(40.596939623165, -73.973311472047)",Large residential,7349231.0,775385.0,National Grid
"
,  11427
(40.729310574324, -73.750676021281)",Residential,77967.0,8226.0,ConEd
"
,  11104
(40.744893366636, -73.920541345307)",Large Residential,226694.0,23917.0,ConEd
"
,  11212
(40.662797169953, -73.912984894337)",Large residential,25048890.0,2642798.0,National Grid
"
,  10304
(40.591229442585, -74.111328000087)",Institutional,606346.0,63973.0,National Grid
"
,  10303
(40.633032309993, -74.16834884982)",Institutional,163704.0,17272.0,National Grid
"
,  11001
(40.721390004945, -73.707396928425)",Commercial,79704.0,8409.0,ConEd
"
,  10075
(40.772939491764, -73.956090162631)",Commercial,1145955.0,120905.0,ConEd
"
,  10455
(40.813535754971, -73.905355252043)",Large Residential,51911.0,5477.0,ConEd
"
,  11206
(40.701912016826, -73.942379198541)",Industrial,593089.0,62574.0,National Grid
"
,  11101
(40.745702449808, -73.938669029252)",Residential,1144993.0,120803.0,ConEd
"
,  11233
(40.678130438169, -73.919776475504)",Institutional,1165816.0,123000.0,National Grid
"
,  11215
(40.665557251366, -73.979681535574)",Institutional,675011.0,71217.0,National Grid
"
,  10471
(40.901994423104, -73.903626500562)",Commercial,6866.0,724.0,ConEd
"
,  11414
(40.658170228174, -73.844962639814)",Institutional,116362.0,12277.0,National Grid
"
,  11236
(40.640021493797, -73.901121939926)",Large residential,11489554.0,1212212.0,National Grid
"
,  11416
(40.684578097002, -73.849601668482)",Small residential,5019507.0,529586.0,National Grid
"
,  11377
(40.745193764481, -73.90484714408)",Small residential,7978253.0,841750.0,National Grid
"
,  11210
(40.627722263871, -73.946537919989)",Commercial,1224750.0,129218.0,National Grid
"
,  11229
(40.601233507321, -73.944368541175)",Institutional,447194.0,47181.0,National Grid
"
,  11207
(40.670802431187, -73.893841150049)",Large residential,18203649.0,1920587.0,National Grid
"
,  11102
(40.771524024514, -73.926435450735)",Commercial,1778170.0,187607.0,ConEd
"
,  11219
(40.632772955408, -73.996676811186)",Institutional,1076397.0,113566.0,National Grid
"
,  11411
(40.694293339066, -73.735683291251)",Small residential,5417452.0,571572.0,National Grid
"
,  10305
(40.596184688173, -74.075072384883)",Commercial,1902540.0,200729.0,National Grid
"
,  10013
(40.721242188776, -74.008889000227)",Commercial,7261765.0,766157.0,ConEd
"
,  10309
(40.530393118348, -74.218938614326)",Large residential,13184.0,1391.0,National Grid
"
,  11377
(40.745193764481, -73.90484714408)",Large residential,9466158.0,998733.0,National Grid
"
,  10457
(40.845798371298, -73.898324186812)",Residential,779330.0,82224.0,ConEd
"
,  11427
(40.729310574324, -73.750676021281)",Residential,1373653.0,144928.0,ConEd
"
,  10005
(40.706125792072, -74.008584685835)",Commercial,382037.0,40307.0,ConEd
"
,  11369
(40.763413273704, -73.872378898667)",Industrial,8824.0,931.0,National Grid
"
,  11204
(40.619055848049, -73.984798598876)",Institutional,892032.0,94114.0,National Grid
"
,  10474
(40.810882923108, -73.882356362356)",Residential,558002.0,58872.0,ConEd
"
,  10470
(40.900127971928, -73.87122775026)",Residential,1431048.0,150984.0,ConEd
"
,  11421
(40.691764587566, -73.85702228585)",Commercial,743600.0,78454.0,National Grid
"
,  10301
(40.626785508445, -74.096112910882)",Industrial,42909.0,4527.0,National Grid
"
,  11364
(40.74592468038, -73.757902755608)",Commercial,3008945.0,317461.0,ConEd
"
,  10011
(40.744715266696, -74.00460000029)",Residential,192654.0,20326.0,ConEd
"
,  11369
(40.763413273704, -73.872378898667)",Large residential,1688743.0,178172.0,National Grid
"
,  10037
(40.813297761083, -73.937282525568)",Large Residential,4228025.0,446080.0,ConEd
"
,  10024
(40.783625568166, -73.966539000574)",Commercial,1822842.0,192320.0,ConEd
"
,  10005
(40.706125792072, -74.008584685835)",Residential,265.0,28.0,ConEd
"
,  11422
(40.661613493968, -73.736051726406)",Industrial,13360.0,1410.0,National Grid
"
,  10468
(40.869693003729, -73.898926992487)",Commercial,3511905.0,370526.0,ConEd
"
,  11411
(40.694293339066, -73.735683291251)",Institutional,316866.0,33431.0,National Grid
"
,  10031
(40.824954205073, -73.950124436094)",Commercial,1901756.0,200646.0,ConEd
"
,  11238
(40.67886241347, -73.963820469639)",Small residential,5094432.0,537491.0,National Grid
"
,  11434
(40.676945262114, -73.775306901692)",Residential,,,ConEd
"
,  11243
(40.685030000035, -73.978075000161)",Large residential,201530.0,21263.0,National Grid
"
,  11236
(40.640021493797, -73.901121939926)",Institutional,839695.0,88593.0,National Grid
"
,  10285
(40.711871000346, -74.014402999998)",Commercial,41397.0,4368.0,ConEd
"
,  11204
(40.619055848049, -73.984798598876)",Commercial,1607460.0,169596.0,National Grid
"
,  10302
(40.630833311108, -74.137734298699)",Industrial,6464.0,682.0,National Grid
"
,  10452
(40.837724263364, -73.923332211412)",Large Residential,93786.0,9895.0,ConEd
"
,  10282
(40.719614557066, -74.014649282938)",Residential,33268.0,3510.0,ConEd
"
,  11004
(40.743237834359, -73.712015000192)",Residential,132722.0,14003.0,ConEd
