,report_date,building_id,dob_violations,hpd_violations,fdny_violations,total_open_violations
866,2017-03-31T00:00:00.000,TQ69,2,1,0,3.0
867,2017-03-31T00:00:00.000,TQ70,3,9,6,18.0
868,2017-03-31T00:00:00.000,TQ71,7,66,3,76.0
869,2017-03-31T00:00:00.000,TQ72,0,10,2,12.0
870,2017-03-31T00:00:00.000,TQ73,4,9,0,13.0
871,2017-03-31T00:00:00.000,TQ74,13,23,4,40.0
872,2017-03-31T00:00:00.000,TQ75,1,5,2,8.0
873,2017-03-31T00:00:00.000,TQ76,5,5,1,11.0
874,2017-03-31T00:00:00.000,TQ77,3,0,2,5.0
875,2017-03-31T00:00:00.000,TQ78,0,4,3,7.0
876,2017-03-31T00:00:00.000,TQ79,1,7,1,9.0
877,2017-03-31T00:00:00.000,TQ80,22,84,5,111.0
878,2017-03-31T00:00:00.000,TQ81,0,0,0,0.0
879,2017-03-31T00:00:00.000,TQ82,5,128,0,133.0
880,2017-03-31T00:00:00.000,TQ83,3,61,2,66.0
881,2017-03-31T00:00:00.000,TQ84,1,19,0,20.0
882,2017-03-31T00:00:00.000,TQ85,4,6,0,10.0
883,2017-03-31T00:00:00.000,TQ86,12,20,0,32.0
884,2017-03-31T00:00:00.000,TQ87,2,3,0,5.0
885,2017-03-31T00:00:00.000,TQ88,0,27,4,31.0
886,2017-03-31T00:00:00.000,TQ89,3,29,0,32.0
887,2017-03-31T00:00:00.000,TQ90,3,25,0,28.0
888,2017-03-31T00:00:00.000,TQ91,8,58,0,66.0
889,2017-03-31T00:00:00.000,TQ92,16,34,0,50.0
890,2017-03-31T00:00:00.000,TQ93,1,37,0,38.0
891,2017-03-31T00:00:00.000,TQ94,4,8,0,12.0
892,2017-03-31T00:00:00.000,TQ95,1,11,0,12.0
893,2017-03-31T00:00:00.000,TQ96,4,7,0,11.0
894,2017-03-31T00:00:00.000,TQ97,1,100,0,101.0
895,2017-03-31T00:00:00.000,TQ98,6,34,0,40.0
896,2017-03-31T00:00:00.000,TQ99,0,0,0,0.0
897,2017-03-31T00:00:00.000,TQ100,2,19,0,21.0
898,2017-03-31T00:00:00.000,TQ101,5,24,0,29.0
899,2017-03-31T00:00:00.000,TQ102,11,25,0,36.0
900,2017-03-31T00:00:00.000,TQ103,1,0,0,1.0
901,2017-03-31T00:00:00.000,TQ104,37,28,0,65.0
902,2017-03-31T00:00:00.000,TQ105,0,3,0,3.0
903,2017-03-31T00:00:00.000,TQ106,7,92,0,99.0
904,2017-03-31T00:00:00.000,TQ107,0,2,0,2.0
905,2017-03-31T00:00:00.000,TQ108,6,13,0,19.0
