,school_year,building_code,dbn,location_name,location_code,address,borough,geographical_district_code,register,building_name,schools,schools_in_building,major_n,oth_n,nocrim_n,prop_n,vio_n,engroupa,rangea,avgofmajor_n,avgofoth_n,avgofnocrim_n,avgofprop_n,avgofvio_n,borough_name,postcode,latitude,longitude,community_board,community_council,census_tract,bin,bbl,nta
723,2015-16,K308,84K406,TEACHING FIRMS OF AMERICA PROFESSIONAL PREPARATORY CHARTER SCHOOL(BN),K406,616 QUINCY STREET,K,16.0,374,616 QUINCY STREET CONSOLIDATED LOCATION,2,P.S. 308 Clara Cardwell|  Teaching Firms of America-Professional Preparatory|  616 QUINCY STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,BROOKLYN ,11221.0,40.688695,-73.935499,3.0,36.0,293.0,3044493.0,3016300001.0,Stuyvesant Heights                                                         
724,2015-16,K308,,616 QUINCY STREET CONSOLIDATED LOCATION,,616 QUINCY STREET,K,16.0,735,616 QUINCY STREET CONSOLIDATED LOCATION,2,P.S. 308 Clara Cardwell|  Teaching Firms of America-Professional Preparatory|  616 QUINCY STREET CONSOLIDATED LOCATION,1,3,6,1,3,4C,501-750,0.28,1.11,1.74,0.75,0.53,BROOKLYN ,11221.0,40.688695,-73.935499,3.0,36.0,293.0,3044493.0,3016300001.0,Stuyvesant Heights                                                         
725,2015-16,K309,16K309,P.S. 309 The George E. Wibecan Preparatory Academy,K309,794 MONROE STREET,K,16.0,237,794 MONROE STREET CONSOLIDATED LOCATION,2,P.S. 309 The George E. Wibecan Preparatory Academy |Excellence Girls Charter School |794 MONROE STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,BROOKLYN ,11221.0,40.688419,-73.924833,3.0,41.0,385.0,3045047.0,3016430036.0,Stuyvesant Heights                                                         
726,2015-16,K312,22K312,P.S. 312 Bergen Beach,K312,7103 AVENUE T,K,22.0,862,,1,P.S. 312 Bergen Beach,1,0,1,1,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,BROOKLYN ,11234.0,40.621413,-73.908987,18.0,46.0,69602.0,3236665.0,3083930001.0,Georgetown-Marine Park-Bergen Beach-Mill Basin                             
727,2015-16,K313,13K483,The Urban Assembly School for Law and Justice,K483,283 ADAMS STREET,K,13.0,459,283 ADAMS STREET CONSOLIDATED LOCATION,2,The Urban Assembly School for Law and Justice |  Urban Assembly Institute of Math and Science for Y |  283 ADAMS STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,BROOKLYN ,11201.0,40.694682,-73.988853,2.0,33.0,11.0,3331741.0,3001400010.0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
728,2015-16,K313,,283 ADAMS STREET CONSOLIDATED LOCATION,,283 ADAMS STREET,K,13.0,935,283 ADAMS STREET CONSOLIDATED LOCATION,2,The Urban Assembly School for Law and Justice |  Urban Assembly Institute of Math and Science for Y |  283 ADAMS STREET CONSOLIDATED LOCATION,1,1,10,1,1,5C,751-1000,0.38,1.71,2.38,0.98,0.82,BROOKLYN ,11201.0,40.694682,-73.988853,2.0,33.0,11.0,3331741.0,3001400010.0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
729,2015-16,K314,20K503,PS 503: The School of Discovery,K503,330 59 STREET,K,20.0,1110,330 59 STREET CONSOLIDATED LOCATION,2,PS 503: The School of Discovery |  P.S. 506: The School of Journalism & Technology |  330 59 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,6C,1001-1250,N/A,N/A,N/A,N/A,N/A,BROOKLYN ,11220.0,40.642121,-74.018997,7.0,38.0,74.0,3016258.0,3008620012.0,Sunset Park West                                                           
730,2015-16,K314,,330 59 STREET CONSOLIDATED LOCATION,,330 59 STREET,K,20.0,1941,330 59 STREET CONSOLIDATED LOCATION,2,PS 503: The School of Discovery |  P.S. 506: The School of Journalism & Technology |  330 59 STREET CONSOLIDATED LOCATION,0,0,2,0,0,9C,1751-2000,0.9,3.5,7.25,2.55,1.45,BROOKLYN ,11220.0,40.642121,-74.018997,7.0,38.0,74.0,3016258.0,3008620012.0,Sunset Park West                                                           
731,2015-16,K316,17K316,P.S. 316 Elijah Stroud,K316,750 CLASSON AVENUE,K,17.0,429,750 CLASSON AVENUE CONSOLIDATED LOCATION,2,P.S. 316 Elijah Stroud |  Elijah Stroud Middle School |  750 CLASSON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,BROOKLYN ,11238.0,40.674406,-73.960254,8.0,35.0,215.0,3029246.0,3011670018.0,Prospect Heights                                                           
732,2015-16,K316,,750 CLASSON AVENUE CONSOLIDATED LOCATION,,750 CLASSON AVENUE,K,17.0,625,750 CLASSON AVENUE CONSOLIDATED LOCATION,2,P.S. 316 Elijah Stroud |  Elijah Stroud Middle School |  750 CLASSON AVENUE CONSOLIDATED LOCATION,0,3,0,2,1,4C,501-750,0.28,1.11,1.74,0.75,0.53,BROOKLYN ,11238.0,40.674406,-73.960254,8.0,35.0,215.0,3029246.0,3011670018.0,Prospect Heights                                                           
733,2015-16,K317,13K133,P.S. 133 William A. Butler,K133,610 BALTIC STREET,K,13.0,688,,1,P.S. 133 William A. Butler,0,0,1,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,BROOKLYN ,11217.0,40.680428,-73.980491,6.0,39.0,12901.0,3413716.0,3009400111.0,Park Slope-Gowanus                                                         
734,2015-16,K324,16K267,"M.S. 267 Math, Science & Technology",K267,800 GATES AVENUE,K,16.0,182,800 GATES AVENUE CONSOLIDATED LOCATION,3,"M.S. 267 Math, Science & Technology| Bedford Stuyvesant Collegiate Charter School| La Cima Charter School| 800 GATES AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,BROOKLYN ,11221.0,40.68832,-73.932275,3.0,36.0,293.0,3044657.0,3016360001.0,Stuyvesant Heights                                                         
735,2015-16,K324,84K648,BEDFORD STUYVESANT COLLEGIATE CHARTER SCHOOL(BN),K648,800 GATES AVENUE,K,16.0,476,800 GATES AVENUE CONSOLIDATED LOCATION,3,"M.S. 267 Math, Science & Technology| Bedford Stuyvesant Collegiate Charter School| La Cima Charter School| 800 GATES AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,BROOKLYN ,11221.0,40.68832,-73.932275,3.0,36.0,293.0,3044657.0,3016360001.0,Stuyvesant Heights                                                         
736,2015-16,K324,,800 GATES AVENUE CONSOLIDATED LOCATION,,800 GATES AVENUE,K,16.0,1083,800 GATES AVENUE CONSOLIDATED LOCATION,3,"M.S. 267 Math, Science & Technology| Bedford Stuyvesant Collegiate Charter School| La Cima Charter School| 800 GATES AVENUE CONSOLIDATED LOCATION",3,3,6,4,2,6C,1001-1250,0.57,2.12,3.64,1.39,1.05,BROOKLYN ,11221.0,40.68832,-73.932275,3.0,36.0,293.0,3044657.0,3016360001.0,Stuyvesant Heights                                                         
737,2015-16,K327,23K327,P.S. 327 Dr. Rose B. English,K327,111 BRISTOL STREET,K,23.0,527,,1,P.S. 327 Dr. Rose B. English,1,10,8,7,4,4C,501-750,0.28,1.11,1.74,0.75,0.53,BROOKLYN ,11212.0,40.668475,-73.912351,16.0,41.0,924.0,3081032.0,3035200008.0,Brownsville                                                                
738,2015-16,K329,21K329,P.S. 329 Surfside,K329,2929 WEST  30 STREET,K,21.0,420,,1,P.S. 329 Surfside,0,5,2,3,2,3C,251-500,0.27,0.9,1.67,0.63,0.44,BROOKLYN ,11224.0,40.574607,-73.996292,13.0,47.0,342.0,3189517.0,3070510001.0,Seagate-Coney Island                                                       
739,2015-16,K331,20K030,PS/IS 30 Mary White Ovington,K030,7002 4TH AVENUE,K,20.0,715,,1,PS/IS 30 Mary White Ovington,0,0,0,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,BROOKLYN ,11209.0,40.63359,-74.023948,10.0,43.0,68.0,3146550.0,3058910048.0,Bay Ridge                                                                  
740,2015-16,K332,84K775,LEADERSHIP PREPARATORY OCEAN HILL CHARTER SCHOOL(BN),K775,51 CHRISTOPHER AVENUE,K,23.0,701,51 CHRISTOPHER AVENUE CONSOLIDATED LOCATION,2, Christopher Avenue Community School |Leadership Preparatory Ocean Hill Charter School  | 51 CHRISTOPHER AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,BROOKLYN ,11212.0,40.672462,-73.906552,16.0,37.0,908.0,3083608.0,3036930001.0,Brownsville                                                                
741,2015-16,K332,,51 CHRISTOPHER AVENUE CONSOLIDATED LOCATION,,51 CHRISTOPHER AVENUE,K,23.0,1017,51 CHRISTOPHER AVENUE CONSOLIDATED LOCATION,2, Christopher Avenue Community School |Leadership Preparatory Ocean Hill Charter School  | 51 CHRISTOPHER AVENUE CONSOLIDATED LOCATION,1,2,1,2,0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05,BROOKLYN ,11212.0,40.672462,-73.906552,16.0,37.0,908.0,3083608.0,3036930001.0,Brownsville                                                                
742,2015-16,K335,,130 ROCHESTER AVENUE CONSOLIDATED LOCATION,,130 ROCHESTER AVENUE,K,16.0,393,130 ROCHESTER AVENUE CONSOLIDATED LOCATION,2,P.S. 335 Granville T. Woods |  M.S. 584 |  130 ROCHESTER AVENUE CONSOLIDATED LOCATION,0,3,3,2,1,3C,251-500,0.27,0.9,1.67,0.63,0.44,BROOKLYN ,11213.0,40.674656,-73.927794,8.0,36.0,307.0,3035887.0,3013550023.0,Crown Heights North                                                        
743,2015-16,K345,19K345,P.S. 345 Patrolman Robert Bolden,K345,111 BERRIMAN STREET,K,19.0,644,,1,P.S. 345 Patrolman Robert Bolden,1,1,0,2,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,BROOKLYN ,11208.0,40.676129,-73.880337,5.0,37.0,1192.0,3088734.0,3039900001.0,East New York                                                              
744,2015-16,K346,19K452,Frederick Douglass Academy VIII Middle School,K452,1400 PENNSYLVANIA AVENUE,K,19.0,308,1400 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,2,P.S. 346 Abe Stark |  Frederick Douglass Academy VIII Middle School |  1400 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,BROOKLYN ,11239.0,40.64726,-73.881114,5.0,42.0,105804.0,3098294.0,3044520025.0,Starrett City                                                              
745,2015-16,K346,,1400 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,,1400 PENNSYLVANIA AVENUE,K,19.0,961,1400 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,2,P.S. 346 Abe Stark |  Frederick Douglass Academy VIII Middle School |  1400 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,0,1,1,0,1,5C,751-1000,0.38,1.71,2.38,0.98,0.82,BROOKLYN ,11239.0,40.64726,-73.881114,5.0,42.0,105804.0,3098294.0,3044520025.0,Starrett City                                                              
746,2015-16,K366,18K366,THE SCIENCE AND MEDICINE MIDDLE SCHOOL,K366,965 EAST 107TH STREET,K,18.0,498,,1,THE SCIENCE AND MEDICINE MIDDLE SCHOOL,0,2,3,1,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,BROOKLYN ,11236.0,40.647323,-73.892022,18.0,46.0,984.0,3396940.0,3082150012.0,Canarsie                                                                   
747,2015-16,K369,75K369,P.S. K369  - Coy L. Cox School,K369,383 STATE STREET,K,15.0,631,,1,P.S. K369  - Coy L. Cox School,2,1,1,1,1,4C,501-750,0.28,1.11,1.74,0.75,0.53,BROOKLYN ,11217.0,40.687257,-73.983579,2.0,33.0,41.0,3000567.0,3001720055.0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
748,2015-16,K370,,3000 WEST 1 STREET CONSOLIDATED LOCATION,,3000 WEST 1 STREET,K,21.0,230,3000 WEST 1 STREET CONSOLIDATED LOCATION,2,P.S. 370 |  Home Instruction - Brooklyn |  3000 WEST 1 STREET CONSOLIDATED LOCATION,0,0,0,0,0,2C,1-250,0.24,0.71,1.71,0.51,0.32,BROOKLYN ,11224.0,40.57752,-73.969517,13.0,48.0,35602.0,3196587.0,3072740107.0,West Brighton                                                              
749,2015-16,K371,75K371,P.S. 371 - Lillian L. Rashkis,K371,355 37 STREET,K,15.0,261,,1,P.S. 371 - Lillian L. Rashkis,1,4,2,1,4,3C,251-500,0.27,0.9,1.67,0.63,0.44,BROOKLYN ,11232.0,40.654293,-74.005889,7.0,38.0,84.0,3337059.0,3006960031.0,Sunset Park West                                                           
750,2015-16,K380,14K380,P.S. 380 John Wayne Elementary,K380,370 MARCY AVENUE,K,14.0,633,,1,P.S. 380 John Wayne Elementary,0,0,1,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,BROOKLYN ,11206.0,40.702427,-73.952985,1.0,33.0,531.0,3061235.0,3022360009.0,Bedford                                                                    
751,2015-16,K383,32K383,J.H.S. 383 Philippa Schuyler,K383,1300 GREENE AVENUE,K,32.0,951,1300 GREENE AVENUE CONSOLIDATED LOCATION,2,J.H.S. 383 Philippa Schuyler| Achievement First Bushwick Charter School| 1300 GREENE AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,5C,751-1000,N/A,N/A,N/A,N/A,N/A,BROOKLYN ,11237.0,40.697781,-73.919777,4.0,37.0,431.0,3075413.0,3032980001.0,Bushwick North                                                             
752,2015-16,K383,,1300 GREENE AVENUE CONSOLIDATED LOCATION,,1300 GREENE AVENUE,K,32.0,2015,1300 GREENE AVENUE CONSOLIDATED LOCATION,2,J.H.S. 383 Philippa Schuyler| Achievement First Bushwick Charter School| 1300 GREENE AVENUE CONSOLIDATED LOCATION,1,6,6,7,0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05,BROOKLYN ,11237.0,40.697781,-73.919777,4.0,37.0,431.0,3075413.0,3032980001.0,Bushwick North                                                             
753,2015-16,K384,32K384,P.S. /I.S. 384 Frances E. Carter,K384,242 COOPER STREET,K,32.0,641,,1,P.S. /I.S. 384 Frances E. Carter,0,1,0,0,1,4C,501-750,0.28,1.11,1.74,0.75,0.53,BROOKLYN ,11207.0,40.690353,-73.904803,4.0,37.0,409.0,3080043.0,3034420001.0,Bushwick North                                                             
754,2015-16,K390,84K357,KIPP AMP CHARTER SCHOOL(BN) ,K357,1224 PARK PLACE,K,17.0,787,1224 PARK PLACE CONSOLIDATED LOCATION,3,Middle School for Academic and Social Excellence|The School of Integrated Learning|KIPP AMP Charter School|1224 PARK PLACE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,5C,751-1000,N/A,N/A,N/A,N/A,N/A,BROOKLYN ,11213.0,40.672713,-73.936924,8.0,36.0,343.0,3036405.0,3013700029.0,Crown Heights North                                                        
755,2015-16,K390,,1224 PARK PLACE CONSOLIDATED LOCATION,,1224 PARK PLACE,K,17.0,1071,1224 PARK PLACE CONSOLIDATED LOCATION,2,Middle School for Academic and Social Excellence|KIPP AMP Charter School|1224 PARK PLACE CONSOLIDATED LOCATION,1,1,4,1,1,6C,1001-1250,0.57,2.12,3.64,1.39,1.05,BROOKLYN ,11213.0,40.672713,-73.936924,8.0,36.0,343.0,3036405.0,3013700029.0,Crown Heights North                                                        
756,2015-16,K391,84K356,ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER SCHOOL(BS),K356,790 EAST NEW YORK AVENUE,K,17.0,1016,790 EAST NEW YORK AVENUE CONSOLIDATED LOCATION,2,New Heights Middle School|ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER SCHOOL(BS)|790 EAST NEW YORK AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,6C,1001-1250,N/A,N/A,N/A,N/A,N/A,BROOKLYN ,11203.0,40.662447,-73.936382,9.0,41.0,876.0,3107129.0,3048060001.0,Prospect Lefferts Gardens-Wingate                                          
757,2015-16,K391,17K722,New Heights Middle School,K722,790 EAST NEW YORK AVENUE,K,17.0,261,790 EAST NEW YORK AVENUE CONSOLIDATED LOCATION,2,New Heights Middle School|ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER SCHOOL(BS)|790 EAST NEW YORK AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,BROOKLYN ,11203.0,40.662447,-73.936382,9.0,41.0,876.0,3107129.0,3048060001.0,Prospect Lefferts Gardens-Wingate                                          
758,2015-16,K397,17K397,P.S. 397 Foster-Laurie,K397,490 FENIMORE STREET,K,17.0,251,,1,P.S. 397 Foster-Laurie,1,0,0,1,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,BROOKLYN ,11203.0,40.658939,-73.94629,9.0,40.0,810.0,3107315.0,3048150020.0,Prospect Lefferts Gardens-Wingate                                          
759,2015-16,K398,17K398,P.S. 398 Walter Weaver,K398,60 EAST  94 STREET,K,17.0,381,60 EAST  94 STREET CONSOLIDATED LOCATION,2,P.S. 398 Walter Weaver |  P.S. 770 New American Academy |  60 EAST  94 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,BROOKLYN ,11212.0,40.663559,-73.926959,17.0,41.0,882.0,3323072.0,3045950015.0,Rugby-Remsen Village                                                       
760,2015-16,K398,,60 EAST  94 STREET CONSOLIDATED LOCATION,,60 EAST  94 STREET,K,17.0,684,60 EAST  94 STREET CONSOLIDATED LOCATION,2,P.S. 398 Walter Weaver |  P.S. 770 New American Academy |  60 EAST  94 STREET CONSOLIDATED LOCATION,0,1,1,0,1,4C,501-750,0.28,1.11,1.74,0.75,0.53,BROOKLYN ,11212.0,40.663559,-73.926959,17.0,41.0,882.0,3323072.0,3045950015.0,Rugby-Remsen Village                                                       
761,2015-16,K399,17K399,P.S. 399 Stanley Eugene Clark,K399,2707 ALBEMARLE ROAD,K,17.0,481,,1,P.S. 399 Stanley Eugene Clark,0,0,2,0,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,BROOKLYN ,11226.0,40.648044,-73.951891,17.0,40.0,824.0,3117396.0,3051110001.0,Erasmus                                                                    
762,2015-16,K400,21K468,Kingsborough Early College School,K468,2630 BENSON AVENUE,K,21.0,592,2630 BENSON AVENUE CONSOLIDATED LOCATION,5,International High School at Lafayette |  High School of Sports Management |  Kingsborough Early College School |  Life Academy High School for Film and Music |  Expeditionary Learning School for Community Leader |  2630 BENSON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,BROOKLYN ,11214.0,40.594291,-73.98577,13.0,47.0,306.0,3186454.0,3068830001.0,Gravesend                                                                  
763,2015-16,K400,21K559,Life Academy High School for Film and Music,K559,2630 BENSON AVENUE,K,21.0,289,2630 BENSON AVENUE CONSOLIDATED LOCATION,5,International High School at Lafayette |  High School of Sports Management |  Kingsborough Early College School |  Life Academy High School for Film and Music |  Expeditionary Learning School for Community Leader |  2630 BENSON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,BROOKLYN ,11214.0,40.594291,-73.98577,13.0,47.0,306.0,3186454.0,3068830001.0,Gravesend                                                                  
764,2015-16,K872,19K364,IS 364 ANNEX(BN),K364,1461 GENEVA LOOP,K,19.0,313,,1,IS 364 ANNEX(BN),0,1,1,0,1,3C,251-500,0.27,0.9,1.67,0.63,0.44,BROOKLYN ,11239.0,40.646599,-73.878441,5.0,42.0,105801.0,3098300.0,3044520325.0,Starrett City                                                              
765,2015-16,K400,,2630 BENSON AVENUE CONSOLIDATED LOCATION,,2630 BENSON AVENUE,K,21.0,1792,2630 BENSON AVENUE CONSOLIDATED LOCATION,5,International High School at Lafayette |  High School of Sports Management |  Kingsborough Early College School |  Life Academy High School for Film and Music |  Expeditionary Learning School for Community Leader |  2630 BENSON AVENUE CONSOLIDATED LOCATION,2,7,7,6,2,9C,1751-2000,0.9,3.5,7.25,2.55,1.45,BROOKLYN ,11214.0,40.594291,-73.98577,13.0,47.0,306.0,3186454.0,3068830001.0,Gravesend                                                                  
766,2015-16,K415,,5800 TILDEN AVENUE CONSOLIDATED LOCATION,,5800 TILDEN AVENUE,K,18.0,1580,5800 TILDEN AVENUE CONSOLIDATED LOCATION,4,It Takes a Village Academy |  Kurt Hahn Expeditionary Learning School |  Cultural Academy for the Arts and Sciences | New American Academy Charter School |  5800 TILDEN AVENUE CONSOLIDATED LOCATION,4,14,14,9,9,7C,1251-1500,0.64,3.02,5.77,1.72,1.54,BROOKLYN ,11203.0,40.648657,-73.922171,17.0,45.0,936.0,3104598.0,3047420001.0,Rugby-Remsen Village                                                       
767,2015-16,K420,19K583,Multicultural High School,K583,999 JAMAICA AVENUE,K,19.0,208,999 JAMAICA AVENUE CONSOLIDATED LOCATION,5,Multicultural High School |Academy of Innovative Technology |Brooklyn Lab School |Cypress Hills Collegiate Preparatory School |The Urban Assembly School for Collaborative Health |999 JAMAICA AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,BROOKLYN ,11208.0,40.691146,-73.868328,5.0,37.0,1180.0,3090738.0,3040940001.0,park-cemetery-etc-Brooklyn                                                 
768,2015-16,K420,19K639,Brooklyn Lab School,K639,999 JAMAICA AVENUE,K,19.0,330,999 JAMAICA AVENUE CONSOLIDATED LOCATION,5,Multicultural High School |Academy of Innovative Technology |Brooklyn Lab School |Cypress Hills Collegiate Preparatory School |The Urban Assembly School for Collaborative Health |999 JAMAICA AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,BROOKLYN ,11208.0,40.691146,-73.868328,5.0,37.0,1180.0,3090738.0,3040940001.0,park-cemetery-etc-Brooklyn                                                 
769,2015-16,K420,19K659,Cypress Hills Collegiate Preparatory School,K659,999 JAMAICA AVENUE,K,19.0,232,999 JAMAICA AVENUE CONSOLIDATED LOCATION,5,Multicultural High School |Academy of Innovative Technology |Brooklyn Lab School |Cypress Hills Collegiate Preparatory School |The Urban Assembly School for Collaborative Health |999 JAMAICA AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,BROOKLYN ,11208.0,40.691146,-73.868328,5.0,37.0,1180.0,3090738.0,3040940001.0,park-cemetery-etc-Brooklyn                                                 
770,2015-16,K422,19K404,Academy for Young Writers,K404,1065 ELTON STREET,K,19.0,584,1065 ELTON STREET CONSOLIDATED LOCATION,2,Academy for Young Writers |  Spring Creek Community School |  1065 ELTON STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,BROOKLYN ,11208.0,40.657459,-73.874756,5.0,42.0,1070.0,3413878.0,3044490001.0,East New York                                                              
771,2015-16,K422,19K422,Spring Creek Community School,K422,1065 ELTON STREET,K,19.0,312,1065 ELTON STREET CONSOLIDATED LOCATION,2,Academy for Young Writers |  Spring Creek Community School |  1065 ELTON STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,BROOKLYN ,11208.0,40.657459,-73.874756,5.0,42.0,1070.0,3413878.0,3044490001.0,East New York                                                              
772,2015-16,K425,22K425,James Madison High School,K425,3787 BEDFORD AVENUE,K,22.0,3250,,1,James Madison High School,1,17,15,4,10,12C,3001-4000,1.13,8.47,15.33,3.8,3.07,BROOKLYN ,11229.0,40.609912,-73.948512,15.0,48.0,642.0,3182721.0,3067880001.0,Madison                                                                    
773,2015-16,K430,13K430,Brooklyn Technical High School,K430,29 FT GREENE PLACE,K,13.0,5534,,1,Brooklyn Technical High School,0,4,6,0,2,13C,4000+,0.33,6.67,7,3.33,2,BROOKLYN ,11217.0,40.688834,-73.976905,2.0,35.0,33.0,3058752.0,3020980013.0,Fort Greene                                                                
774,2015-16,K435,19K502,FDNY High School for Fire and Life Safety,K502,400 PENNSYLVANIA AVENUE,K,19.0,334,400 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,5,Thomas Jefferson Yabc |  FDNY High School for Fire and Life Safety |  High School for Civil Rights |  Performing Arts and Technology High School |  World Academy for Total Community Health High Scho |  400 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,BROOKLYN ,11207.0,40.667456,-73.894747,5.0,42.0,1156.0,3084440.0,3037880001.0,East New York (Pennsylvania Ave)                                           
775,2015-16,K435,19K504,High School for Civil Rights,K504,400 PENNSYLVANIA AVENUE,K,19.0,293,400 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,5,Thomas Jefferson Yabc |  FDNY High School for Fire and Life Safety |  High School for Civil Rights |  Performing Arts and Technology High School |  World Academy for Total Community Health High Scho |  400 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,BROOKLYN ,11207.0,40.667456,-73.894747,5.0,42.0,1156.0,3084440.0,3037880001.0,East New York (Pennsylvania Ave)                                           
776,2015-16,K435,19K510,World Academy for Total Community Health High Scho,K510,400 PENNSYLVANIA AVENUE,K,19.0,251,400 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,5,Thomas Jefferson Yabc |  FDNY High School for Fire and Life Safety |  High School for Civil Rights |  Performing Arts and Technology High School |  World Academy for Total Community Health High Scho |  400 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,BROOKLYN ,11207.0,40.667456,-73.894747,5.0,42.0,1156.0,3084440.0,3037880001.0,East New York (Pennsylvania Ave)                                           
777,2015-16,K455,16K765,Nelson Mandela High School,K765,1700 FULTON STREET,K,16.0,212,1700 FULTON STREET CONSOLIDATED LOCATION,4,Boys and Girls High School |  Research and Service High School |  BOYS AND GIRLS YABC | NELSON MANDELA HIGH SCHOOL |1700 FULTON STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,BROOKLYN ,11213.0,40.67944,-73.932407,3.0,36.0,271.0,3047996.0,3017010001.0,Crown Heights North                                                        
778,2015-16,K440,17K528,The High School for Global Citizenship,K528,883 CLASSON AVENUE,K,17.0,231,883 CLASSON AVENUE CONSOLIDATED LOCATION,4,International High School at Prospect Heights |  The High School for Global Citizenship |  Brooklyn Academy of Science and the Environment |  Brooklyn School for Music & Theatre |  883 CLASSON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,BROOKLYN ,11225.0,40.670349,-73.961695,9.0,35.0,213.0,3029686.0,3011870001.0,Crown Heights South                                                        
