development_name,borough,account_name,location,meter_amr,meter_scope,tds,edp,rc_code,funding_source,amp,vendor_name,umis_bill_id,revenue_month,service_start_date,service_end_date,days,meter_number,estimated,current_charges,consumption_gal
METRO NORTH PLAZA,MANHATTAN,METRO NORTH PLAZA,,Not Applicable,,181,284,M018100,FEDERAL,NY005010090P,"S.J. Fuel Co., Inc.",2896887,2010-08-01T00:00:00.000,2010-07-23T00:00:00.000,2010-08-23T00:00:00.000,31,495416010505006-OIL,N,6548.26,2880.0
METRO NORTH PLAZA,MANHATTAN,METRO NORTH PLAZA,,Not Applicable,,181,284,M018100,FEDERAL,NY005010090P,"S.J. Fuel Co., Inc.",2896888,2010-09-01T00:00:00.000,2010-08-23T00:00:00.000,2010-09-22T00:00:00.000,30,495416010505006-OIL,N,159.16,70.0
METRO NORTH PLAZA,MANHATTAN,METRO NORTH PLAZA,,Not Applicable,,181,284,M018100,FEDERAL,NY005010090P,"S.J. Fuel Co., Inc.",2896889,2010-10-01T00:00:00.000,2010-09-22T00:00:00.000,2010-10-22T00:00:00.000,30,495416010505006-OIL,N,7125.78,3134.0
METRO NORTH PLAZA,MANHATTAN,METRO NORTH PLAZA,,Not Applicable,,181,284,M018100,FEDERAL,NY005010090P,"S.J. Fuel Co., Inc.",2896890,2010-11-01T00:00:00.000,2010-10-22T00:00:00.000,2010-11-22T00:00:00.000,31,495416010505006-OIL,N,525.22,231.0
MIDDLETOWN PLAZA,BRONX,MIDDLETOWN PLAZA,,Not Applicable,,191,302,B019100,FEDERAL,NY005010340P,"S.J. Fuel Co., Inc.",2896987,2010-01-01T00:00:00.000,2009-12-24T00:00:00.000,2010-01-26T00:00:00.000,33,395416172800006-OIL,N,6.15,3.0
MIDDLETOWN PLAZA,BRONX,MIDDLETOWN PLAZA,,Not Applicable,,191,302,B019100,FEDERAL,NY005010340P,"S.J. Fuel Co., Inc.",2896988,2010-02-01T00:00:00.000,2010-01-26T00:00:00.000,2010-02-25T00:00:00.000,30,395416172800006-OIL,N,225.55,110.0
MIDDLETOWN PLAZA,BRONX,MIDDLETOWN PLAZA,,Not Applicable,,191,302,B019100,FEDERAL,NY005010340P,"S.J. Fuel Co., Inc.",2896989,2010-03-01T00:00:00.000,2010-02-25T00:00:00.000,2010-03-26T00:00:00.000,29,395416172800006-OIL,N,32.81,16.0
MIDDLETOWN PLAZA,BRONX,MIDDLETOWN PLAZA,,Not Applicable,,191,302,B019100,FEDERAL,NY005010340P,"S.J. Fuel Co., Inc.",2896990,2010-04-01T00:00:00.000,2010-03-26T00:00:00.000,2010-04-26T00:00:00.000,31,395416172800006-OIL,N,112.77,55.0
MIDDLETOWN PLAZA,BRONX,MIDDLETOWN PLAZA,,Not Applicable,,191,302,B019100,FEDERAL,NY005010340P,"S.J. Fuel Co., Inc.",2896991,2010-05-01T00:00:00.000,2010-04-26T00:00:00.000,2010-05-24T00:00:00.000,28,395416172800006-OIL,N,96.37,47.0
MIDDLETOWN PLAZA,BRONX,MIDDLETOWN PLAZA,,Not Applicable,,191,302,B019100,FEDERAL,NY005010340P,"S.J. Fuel Co., Inc.",2896992,2010-06-01T00:00:00.000,2010-05-24T00:00:00.000,2010-06-23T00:00:00.000,30,395416172800006-OIL,N,38.96,19.0
MIDDLETOWN PLAZA,BRONX,MIDDLETOWN PLAZA,,Not Applicable,,191,302,B019100,FEDERAL,NY005010340P,"S.J. Fuel Co., Inc.",2896993,2010-07-01T00:00:00.000,2010-06-23T00:00:00.000,2010-07-23T00:00:00.000,30,395416172800006-OIL,N,48.9,21.0
MIDDLETOWN PLAZA,BRONX,MIDDLETOWN PLAZA,,Not Applicable,,191,302,B019100,FEDERAL,NY005010340P,"S.J. Fuel Co., Inc.",2896994,2010-08-01T00:00:00.000,2010-07-23T00:00:00.000,2010-08-23T00:00:00.000,31,395416172800006-OIL,N,4.66,2.0
MILL BROOK/MILL BROOK EXTENSION,BRONX,MILL BROOK/MILL BROOK EXTENSION,,Not Applicable,,84,0,B008400,,,"S.J. Fuel Co., Inc.",4319458,2010-01-01T00:00:00.000,2009-12-24T00:00:00.000,2010-01-26T00:00:00.000,33,395416160800000-OIL-89.9%,N,1058.09,516.03
MILL BROOK/MILL BROOK EXTENSION,BRONX,MILL BROOK/MILL BROOK EXTENSION,,Not Applicable,,132,0,B013200,,,"S.J. Fuel Co., Inc.",4319458,2010-01-01T00:00:00.000,2009-12-24T00:00:00.000,2010-01-26T00:00:00.000,33,395416160800000-OIL-10.1%,N,118.87,57.97
MILL BROOK/MILL BROOK EXTENSION,BRONX,MILL BROOK/MILL BROOK EXTENSION,,Not Applicable,,84,0,B008400,,,"S.J. Fuel Co., Inc.",4319473,2010-02-01T00:00:00.000,2010-01-26T00:00:00.000,2010-02-25T00:00:00.000,30,395416160800000-OIL-89.9%,N,7342.09,3580.72
MILL BROOK/MILL BROOK EXTENSION,BRONX,MILL BROOK/MILL BROOK EXTENSION,,Not Applicable,,132,0,B013200,,,"S.J. Fuel Co., Inc.",4319473,2010-02-01T00:00:00.000,2010-01-26T00:00:00.000,2010-02-25T00:00:00.000,30,395416160800000-OIL-10.1%,N,824.86,402.28
MILL BROOK/MILL BROOK EXTENSION,BRONX,MILL BROOK/MILL BROOK EXTENSION,,Not Applicable,,84,0,B008400,,,"S.J. Fuel Co., Inc.",4319495,2010-03-01T00:00:00.000,2010-02-25T00:00:00.000,2010-03-26T00:00:00.000,29,395416160800000-OIL-89.9%,N,5133.75,2503.72
MILL BROOK/MILL BROOK EXTENSION,BRONX,MILL BROOK/MILL BROOK EXTENSION,,Not Applicable,,132,0,B013200,,,"S.J. Fuel Co., Inc.",4319495,2010-03-01T00:00:00.000,2010-02-25T00:00:00.000,2010-03-26T00:00:00.000,29,395416160800000-OIL-10.1%,N,576.76,281.29
MILL BROOK/MILL BROOK EXTENSION,BRONX,MILL BROOK/MILL BROOK EXTENSION,,Not Applicable,,84,0,B008400,,,"S.J. Fuel Co., Inc.",4319503,2010-04-01T00:00:00.000,2010-03-26T00:00:00.000,2010-04-26T00:00:00.000,31,395416160800000-OIL-89.9%,N,2411.11,1175.89
MILL BROOK/MILL BROOK EXTENSION,BRONX,MILL BROOK/MILL BROOK EXTENSION,,Not Applicable,,132,0,B013200,,,"S.J. Fuel Co., Inc.",4319503,2010-04-01T00:00:00.000,2010-03-26T00:00:00.000,2010-04-26T00:00:00.000,31,395416160800000-OIL-10.1%,N,270.88,132.11
MILL BROOK/MILL BROOK EXTENSION,BRONX,MILL BROOK/MILL BROOK EXTENSION,,Not Applicable,,84,0,B008400,,,"S.J. Fuel Co., Inc.",4319507,2010-05-01T00:00:00.000,2010-04-26T00:00:00.000,2010-05-24T00:00:00.000,28,395416160800000-OIL-89.9%,N,1443.34,703.92
MILL BROOK/MILL BROOK EXTENSION,BRONX,MILL BROOK/MILL BROOK EXTENSION,,Not Applicable,,132,0,B013200,,,"S.J. Fuel Co., Inc.",4319507,2010-05-01T00:00:00.000,2010-04-26T00:00:00.000,2010-05-24T00:00:00.000,28,395416160800000-OIL-10.1%,N,162.16,79.08
MILL BROOK/MILL BROOK EXTENSION,BRONX,MILL BROOK/MILL BROOK EXTENSION,,Not Applicable,,84,0,B008400,,,"S.J. Fuel Co., Inc.",4319517,2010-06-01T00:00:00.000,2010-05-24T00:00:00.000,2010-06-23T00:00:00.000,30,395416160800000-OIL-89.9%,N,800.02,390.17
MILL BROOK/MILL BROOK EXTENSION,BRONX,MILL BROOK/MILL BROOK EXTENSION,,Not Applicable,,132,0,B013200,,,"S.J. Fuel Co., Inc.",4319517,2010-06-01T00:00:00.000,2010-05-24T00:00:00.000,2010-06-23T00:00:00.000,30,395416160800000-OIL-10.1%,N,89.88,43.83
MILL BROOK/MILL BROOK EXTENSION,BRONX,MILL BROOK/MILL BROOK EXTENSION,,Not Applicable,,84,0,B008400,,,"S.J. Fuel Co., Inc.",4319526,2010-07-01T00:00:00.000,2010-06-23T00:00:00.000,2010-07-23T00:00:00.000,30,395416160800000-OIL-89.9%,N,362.14,155.53
MILL BROOK/MILL BROOK EXTENSION,BRONX,MILL BROOK/MILL BROOK EXTENSION,,Not Applicable,,132,0,B013200,,,"S.J. Fuel Co., Inc.",4319526,2010-07-01T00:00:00.000,2010-06-23T00:00:00.000,2010-07-23T00:00:00.000,30,395416160800000-OIL-10.1%,N,40.69,17.47
MILL BROOK/MILL BROOK EXTENSION,BRONX,MILL BROOK/MILL BROOK EXTENSION,,Not Applicable,,84,0,B008400,,,"S.J. Fuel Co., Inc.",4319532,2010-08-01T00:00:00.000,2010-07-23T00:00:00.000,2010-08-23T00:00:00.000,31,395416160800000-OIL-89.9%,N,180.02,77.31
MILL BROOK/MILL BROOK EXTENSION,BRONX,MILL BROOK/MILL BROOK EXTENSION,,Not Applicable,,132,0,B013200,,,"S.J. Fuel Co., Inc.",4319532,2010-08-01T00:00:00.000,2010-07-23T00:00:00.000,2010-08-23T00:00:00.000,31,395416160800000-OIL-10.1%,N,20.23,8.69
MILL BROOK/MILL BROOK EXTENSION,BRONX,MILL BROOK/MILL BROOK EXTENSION,,Not Applicable,,84,0,B008400,,,"S.J. Fuel Co., Inc.",4319543,2010-09-01T00:00:00.000,2010-08-23T00:00:00.000,2010-09-22T00:00:00.000,30,395416160800000-OIL-89.9%,N,724.29,311.05
BROWN,BROOKLYN,BROWN,,Not Applicable,,325,336,K032500,FEDERAL,NY005012520P,"S.J. Fuel Co., Inc.",2897881,2011-04-01T00:00:00.000,2011-03-25T00:00:00.000,2011-04-26T00:00:00.000,32,0498930020-OIL,N,176.11,66.0
MILL BROOK/MILL BROOK EXTENSION,BRONX,MILL BROOK/MILL BROOK EXTENSION,,Not Applicable,,132,0,B013200,,,"S.J. Fuel Co., Inc.",4319543,2010-09-01T00:00:00.000,2010-08-23T00:00:00.000,2010-09-22T00:00:00.000,30,395416160800000-OIL-10.1%,N,81.37,34.95
MILL BROOK/MILL BROOK EXTENSION,BRONX,MILL BROOK/MILL BROOK EXTENSION,,Not Applicable,,84,0,B008400,,,"S.J. Fuel Co., Inc.",4319551,2010-10-01T00:00:00.000,2010-09-22T00:00:00.000,2010-10-22T00:00:00.000,30,395416160800000-OIL-89.9%,N,722.19,310.15
MILL BROOK/MILL BROOK EXTENSION,BRONX,MILL BROOK/MILL BROOK EXTENSION,,Not Applicable,,132,0,B013200,,,"S.J. Fuel Co., Inc.",4319551,2010-10-01T00:00:00.000,2010-09-22T00:00:00.000,2010-10-22T00:00:00.000,30,395416160800000-OIL-10.1%,N,81.14,34.84
MILL BROOK/MILL BROOK EXTENSION,BRONX,MILL BROOK/MILL BROOK EXTENSION,,Not Applicable,,84,0,B008400,,,"S.J. Fuel Co., Inc.",4319625,2010-11-01T00:00:00.000,2010-10-22T00:00:00.000,2010-11-22T00:00:00.000,31,395416160800000-OIL-89.9%,N,180.02,77.31
MILL BROOK/MILL BROOK EXTENSION,BRONX,MILL BROOK/MILL BROOK EXTENSION,,Not Applicable,,132,0,B013200,,,"S.J. Fuel Co., Inc.",4319625,2010-11-01T00:00:00.000,2010-10-22T00:00:00.000,2010-11-22T00:00:00.000,31,395416160800000-OIL-10.1%,N,20.23,8.69
MILL BROOK/MILL BROOK EXTENSION,BRONX,MILL BROOK/MILL BROOK EXTENSION,,Not Applicable,,84,0,B008400,,,"S.J. Fuel Co., Inc.",4319638,2010-12-01T00:00:00.000,2010-11-22T00:00:00.000,2010-12-23T00:00:00.000,31,395416160800000-OIL-89.9%,N,1075.97,462.09
MILL BROOK/MILL BROOK EXTENSION,BRONX,MILL BROOK/MILL BROOK EXTENSION,,Not Applicable,,132,0,B013200,,,"S.J. Fuel Co., Inc.",4319638,2010-12-01T00:00:00.000,2010-11-22T00:00:00.000,2010-12-23T00:00:00.000,31,395416160800000-OIL-10.1%,N,120.88,51.91
MITCHEL,BRONX,MITCHEL,,Not Applicable,,145,249,B014500,FEDERAL,NY005011450P,"S.J. Fuel Co., Inc.",2896947,2010-01-01T00:00:00.000,2009-12-24T00:00:00.000,2010-01-26T00:00:00.000,33,395416203650008-OIL,N,754.57,368.0
MITCHEL,BRONX,MITCHEL,,Not Applicable,,145,249,B014500,FEDERAL,NY005011450P,"S.J. Fuel Co., Inc.",2896948,2010-04-01T00:00:00.000,2010-03-26T00:00:00.000,2010-04-26T00:00:00.000,31,395416203650008-OIL,N,127.13,62.0
MONROE,BRONX,MONROE,,Not Applicable,,88,234,B008800,FEDERAL,NY005000880P,"S.J. Fuel Co., Inc.",2897119,2010-02-01T00:00:00.000,2010-01-26T00:00:00.000,2010-02-25T00:00:00.000,30,395416148100010-OIL,N,746.36,364.0
MOORE,BRONX,MOORE,,Not Applicable,,129,251,B012900,FEDERAL,NY005010930P,"S.J. Fuel Co., Inc.",2896907,2010-01-01T00:00:00.000,2009-12-24T00:00:00.000,2010-01-26T00:00:00.000,33,395416204110002-OIL,N,125190.38,61055.0
MOORE,BRONX,MOORE,,Not Applicable,,129,251,B012900,FEDERAL,NY005010930P,"S.J. Fuel Co., Inc.",2896908,2010-02-01T00:00:00.000,2010-01-26T00:00:00.000,2010-02-25T00:00:00.000,30,395416204110002-OIL,N,110254.88,53771.0
MOORE,BRONX,MOORE,,Not Applicable,,129,251,B012900,FEDERAL,NY005010930P,"S.J. Fuel Co., Inc.",2896909,2010-03-01T00:00:00.000,2010-02-25T00:00:00.000,2010-03-26T00:00:00.000,29,395416204110002-OIL,N,60471.95,29492.0
MOORE,BRONX,MOORE,,Not Applicable,,129,251,B012900,FEDERAL,NY005010930P,"S.J. Fuel Co., Inc.",2896910,2010-04-01T00:00:00.000,2010-03-26T00:00:00.000,2010-04-26T00:00:00.000,31,395416204110002-OIL,N,46399.69,22629.0
MOORE,BRONX,MOORE,,Not Applicable,,129,251,B012900,FEDERAL,NY005010930P,"S.J. Fuel Co., Inc.",2896911,2010-05-01T00:00:00.000,2010-04-26T00:00:00.000,2010-05-24T00:00:00.000,28,395416204110002-OIL,N,30873.66,15057.0
MOORE,BRONX,MOORE,,Not Applicable,,129,251,B012900,FEDERAL,NY005010930P,"S.J. Fuel Co., Inc.",2896912,2010-06-01T00:00:00.000,2010-05-24T00:00:00.000,2010-06-23T00:00:00.000,30,395416204110002-OIL,N,21293.95,10385.0
MOORE,BRONX,MOORE,,Not Applicable,,129,251,B012900,FEDERAL,NY005010930P,"S.J. Fuel Co., Inc.",2896913,2010-07-01T00:00:00.000,2010-06-23T00:00:00.000,2010-07-23T00:00:00.000,30,395416204110002-OIL,N,22402.5,9621.0
MOORE,BRONX,MOORE,,Not Applicable,,129,251,B012900,FEDERAL,NY005010930P,"S.J. Fuel Co., Inc.",2896914,2010-08-01T00:00:00.000,2010-07-23T00:00:00.000,2010-08-23T00:00:00.000,31,395416204110002-OIL,N,21107.85,9065.0
MOORE,BRONX,MOORE,,Not Applicable,,129,251,B012900,FEDERAL,NY005010930P,"S.J. Fuel Co., Inc.",2896915,2010-09-01T00:00:00.000,2010-08-23T00:00:00.000,2010-09-22T00:00:00.000,30,395416204110002-OIL,N,22470.02,9650.0
MOORE,BRONX,MOORE,,Not Applicable,,129,251,B012900,FEDERAL,NY005010930P,"S.J. Fuel Co., Inc.",2896916,2010-10-01T00:00:00.000,2010-09-22T00:00:00.000,2010-10-22T00:00:00.000,30,395416204110002-OIL,N,24169.83,10380.0
MOORE,BRONX,MOORE,,Not Applicable,,129,251,B012900,FEDERAL,NY005010930P,"S.J. Fuel Co., Inc.",2896917,2010-11-01T00:00:00.000,2010-10-22T00:00:00.000,2010-11-22T00:00:00.000,31,395416204110002-OIL,N,62133.69,26684.0
MOORE,BRONX,MOORE,,Not Applicable,,129,251,B012900,FEDERAL,NY005010930P,"S.J. Fuel Co., Inc.",2896918,2010-12-01T00:00:00.000,2010-11-22T00:00:00.000,2010-12-23T00:00:00.000,31,395416204110002-OIL,N,125145.23,53745.0
MORRISANIA AIR RIGHTS,BRONX,MORRISANIA AIR RIGHTS,,Not Applicable,,267,385,B026700,FEDERAL,NY005012670P,"S.J. Fuel Co., Inc.",2897097,2010-02-01T00:00:00.000,2010-01-26T00:00:00.000,2010-02-25T00:00:00.000,30,395416151013001-OIL,N,4916.99,2398.0
MORRISANIA AIR RIGHTS,BRONX,MORRISANIA AIR RIGHTS,,Not Applicable,,267,385,B026700,FEDERAL,NY005012670P,"S.J. Fuel Co., Inc.",2897098,2010-05-01T00:00:00.000,2010-04-26T00:00:00.000,2010-05-24T00:00:00.000,28,395416151013001-OIL,N,19561.32,9540.0
MORRISANIA AIR RIGHTS,BRONX,MORRISANIA AIR RIGHTS,,Not Applicable,,267,385,B026700,FEDERAL,NY005012670P,"S.J. Fuel Co., Inc.",2897099,2010-06-01T00:00:00.000,2010-05-24T00:00:00.000,2010-06-23T00:00:00.000,30,395416151013001-OIL,N,41939.96,20454.0
MORRISANIA AIR RIGHTS,BRONX,MORRISANIA AIR RIGHTS,,Not Applicable,,267,385,B026700,FEDERAL,NY005012670P,"S.J. Fuel Co., Inc.",2897100,2010-07-01T00:00:00.000,2010-06-23T00:00:00.000,2010-07-23T00:00:00.000,30,395416151013001-OIL,N,38396.96,16490.0
MORRISANIA AIR RIGHTS,BRONX,MORRISANIA AIR RIGHTS,,Not Applicable,,267,385,B026700,FEDERAL,NY005012670P,"S.J. Fuel Co., Inc.",2897101,2010-08-01T00:00:00.000,2010-07-23T00:00:00.000,2010-08-23T00:00:00.000,31,395416151013001-OIL,N,38997.72,16748.0
MORRISANIA AIR RIGHTS,BRONX,MORRISANIA AIR RIGHTS,,Not Applicable,,267,385,B026700,FEDERAL,NY005012670P,"S.J. Fuel Co., Inc.",2897102,2010-09-01T00:00:00.000,2010-08-23T00:00:00.000,2010-09-22T00:00:00.000,30,395416151013001-OIL,N,48567.85,20858.0
MORRISANIA AIR RIGHTS,BRONX,MORRISANIA AIR RIGHTS,,Not Applicable,,267,385,B026700,FEDERAL,NY005012670P,"S.J. Fuel Co., Inc.",2897103,2010-10-01T00:00:00.000,2010-09-22T00:00:00.000,2010-10-22T00:00:00.000,30,395416151013001-OIL,N,76598.34,32896.0
MORRISANIA AIR RIGHTS,BRONX,MORRISANIA AIR RIGHTS,,Not Applicable,,267,385,B026700,FEDERAL,NY005012670P,"S.J. Fuel Co., Inc.",2897104,2010-11-01T00:00:00.000,2010-10-22T00:00:00.000,2010-11-22T00:00:00.000,31,395416151013001-OIL,N,112175.49,48175.0
MORRISANIA AIR RIGHTS,BRONX,MORRISANIA AIR RIGHTS,,Not Applicable,,267,385,B026700,FEDERAL,NY005012670P,"S.J. Fuel Co., Inc.",2897105,2010-12-01T00:00:00.000,2010-11-22T00:00:00.000,2010-12-23T00:00:00.000,31,395416151013001-OIL,N,159416.1,68463.0
MOTT HAVEN,BRONX,MOTT HAVEN,,Not Applicable,,121,244,B012100,FEDERAL,NY005001210P,"S.J. Fuel Co., Inc.",2896974,2010-01-01T00:00:00.000,2009-12-24T00:00:00.000,2010-01-26T00:00:00.000,33,395416192600006-OIL,N,2224.74,1085.0
MURPHY,BRONX,MURPHY,,Not Applicable,,133,447,B013300,MIXED FINANCE/LLC2,NY005011330P,"S.J. Fuel Co., Inc.",2896955,2010-02-01T00:00:00.000,2010-01-26T00:00:00.000,2010-02-25T00:00:00.000,30,395416200400001-OIL,N,205.05,100.0
NEW LANE AREA,STATEN ISLAND,NEW LANE AREA,,Not Applicable,,314,306,S031400,FEDERAL,NY005010350P,"Rucci Oil Company, Inc.",2897258,2010-01-01T00:00:00.000,2009-12-29T00:00:00.000,2010-01-28T00:00:00.000,30,3308920010-OIL,N,234.47,146.0
NEW LANE AREA,STATEN ISLAND,NEW LANE AREA,,Not Applicable,,314,306,S031400,FEDERAL,NY005010350P,"Rucci Oil Company, Inc.",2897259,2010-02-01T00:00:00.000,2010-01-28T00:00:00.000,2010-02-26T00:00:00.000,29,3308920010-OIL,N,118.84,74.0
NEW LANE AREA,STATEN ISLAND,NEW LANE AREA,,Not Applicable,,314,306,S031400,FEDERAL,NY005010350P,"Rucci Oil Company, Inc.",2897260,2010-03-01T00:00:00.000,2010-02-26T00:00:00.000,2010-03-26T00:00:00.000,28,3308920010-OIL,N,118.84,74.0
NEW LANE AREA,STATEN ISLAND,NEW LANE AREA,,Not Applicable,,314,306,S031400,FEDERAL,NY005010350P,"Rucci Oil Company, Inc.",2897261,2010-04-01T00:00:00.000,2010-03-26T00:00:00.000,2010-04-27T00:00:00.000,32,3308920010-OIL,N,59.42,37.0
NEW LANE AREA,STATEN ISLAND,NEW LANE AREA,,Not Applicable,,314,306,S031400,FEDERAL,NY005010350P,"Rucci Oil Company, Inc.",2897262,2010-11-01T00:00:00.000,2010-10-25T00:00:00.000,2010-11-23T00:00:00.000,29,3308920010-OIL,N,213.85,112.0
NEW LANE AREA,STATEN ISLAND,NEW LANE AREA,,Not Applicable,,314,306,S031400,FEDERAL,NY005010350P,"Rucci Oil Company, Inc.",2897263,2010-12-01T00:00:00.000,2010-11-23T00:00:00.000,2010-12-23T00:00:00.000,30,3308920010-OIL,N,649.2,340.0
ODWYER GARDENS,BROOKLYN,ODWYER GARDENS,,Not Applicable,,172,582,K017200,FEDERAL,NY005011720P,"S.J. Fuel Co., Inc.",2897450,2010-02-01T00:00:00.000,2010-01-28T00:00:00.000,2010-02-26T00:00:00.000,29,2308913500-OIL,N,2281.91,1096.0
ODWYER GARDENS,BROOKLYN,ODWYER GARDENS,,Not Applicable,,172,582,K017200,FEDERAL,NY005011720P,"S.J. Fuel Co., Inc.",2897451,2010-11-01T00:00:00.000,2010-10-25T00:00:00.000,2010-11-23T00:00:00.000,29,2308913500-OIL,N,1564.59,653.0
"PARK AVENUE-EAST 122ND, 123RD STREETS",MANHATTAN,"PARK AVENUE-EAST 122ND, 123RD STREETS",,Not Applicable,,204,321,M020400,FEDERAL,NY005012410P,"S.J. Fuel Co., Inc.",2896726,2010-06-01T00:00:00.000,2010-05-24T00:00:00.000,2010-06-23T00:00:00.000,30,495416020400008-OIL,N,95.39,45.0
"PARK AVENUE-EAST 122ND, 123RD STREETS",MANHATTAN,"PARK AVENUE-EAST 122ND, 123RD STREETS",,Not Applicable,,204,321,M020400,FEDERAL,NY005012410P,"S.J. Fuel Co., Inc.",2896727,2010-11-01T00:00:00.000,2010-10-22T00:00:00.000,2010-11-22T00:00:00.000,31,495416020400008-OIL,N,15.92,7.0
PARKSIDE,BRONX,PARKSIDE,,Not Applicable,,47,580,B004700,FEDERAL,NY005010470P,"S.J. Fuel Co., Inc.",2896997,2010-01-01T00:00:00.000,2009-12-24T00:00:00.000,2010-01-26T00:00:00.000,33,395416170200001-OIL,N,45778.4,22326.0
PARKSIDE,BRONX,PARKSIDE,,Not Applicable,,47,580,B004700,FEDERAL,NY005010470P,"S.J. Fuel Co., Inc.",2896998,2010-02-01T00:00:00.000,2010-01-26T00:00:00.000,2010-02-25T00:00:00.000,30,395416170200001-OIL,N,30543.54,14896.0
PARKSIDE,BRONX,PARKSIDE,,Not Applicable,,47,580,B004700,FEDERAL,NY005010470P,"S.J. Fuel Co., Inc.",2896999,2010-03-01T00:00:00.000,2010-02-25T00:00:00.000,2010-03-26T00:00:00.000,29,395416170200001-OIL,N,17355.03,8464.0
PARKSIDE,BRONX,PARKSIDE,,Not Applicable,,47,580,B004700,FEDERAL,NY005010470P,"S.J. Fuel Co., Inc.",2897000,2010-04-01T00:00:00.000,2010-03-26T00:00:00.000,2010-04-26T00:00:00.000,31,395416170200001-OIL,N,11421.02,5570.0
PARKSIDE,BRONX,PARKSIDE,,Not Applicable,,47,580,B004700,FEDERAL,NY005010470P,"S.J. Fuel Co., Inc.",2897001,2010-07-01T00:00:00.000,2010-06-23T00:00:00.000,2010-07-23T00:00:00.000,30,395416170200001-OIL,N,11551.69,4961.0
PARKSIDE,BRONX,PARKSIDE,,Not Applicable,,47,580,B004700,FEDERAL,NY005010470P,"S.J. Fuel Co., Inc.",2897002,2010-08-01T00:00:00.000,2010-07-23T00:00:00.000,2010-08-23T00:00:00.000,31,395416170200001-OIL,N,12399.26,5325.0
PARKSIDE,BRONX,PARKSIDE,,Not Applicable,,47,580,B004700,FEDERAL,NY005010470P,"S.J. Fuel Co., Inc.",2897003,2010-09-01T00:00:00.000,2010-08-23T00:00:00.000,2010-09-22T00:00:00.000,30,395416170200001-OIL,N,29562.64,12696.0
PARKSIDE,BRONX,PARKSIDE,,Not Applicable,,47,580,B004700,FEDERAL,NY005010470P,"S.J. Fuel Co., Inc.",2897004,2010-10-01T00:00:00.000,2010-09-22T00:00:00.000,2010-10-22T00:00:00.000,30,395416170200001-OIL,N,7751.58,3329.0
PARKSIDE,BRONX,PARKSIDE,,Not Applicable,,47,580,B004700,FEDERAL,NY005010470P,"S.J. Fuel Co., Inc.",2897005,2010-11-01T00:00:00.000,2010-10-22T00:00:00.000,2010-11-22T00:00:00.000,31,395416170200001-OIL,N,59577.0,25586.0
PARKSIDE,BRONX,PARKSIDE,,Not Applicable,,47,580,B004700,FEDERAL,NY005010470P,"S.J. Fuel Co., Inc.",2897006,2010-12-01T00:00:00.000,2010-11-22T00:00:00.000,2010-12-23T00:00:00.000,31,395416170200001-OIL,N,74872.92,32155.0
PATTERSON,BRONX,PATTERSON,,Not Applicable,,24,522,B002400,FEDERAL,NY005000240P,"S.J. Fuel Co., Inc.",2897036,2010-01-01T00:00:00.000,2009-12-24T00:00:00.000,2010-01-26T00:00:00.000,33,395416160900008-OIL,N,42298.79,20629.0
PATTERSON,BRONX,PATTERSON,,Not Applicable,,24,522,B002400,FEDERAL,NY005000240P,"S.J. Fuel Co., Inc.",2897037,2010-02-01T00:00:00.000,2010-01-26T00:00:00.000,2010-02-25T00:00:00.000,30,395416160900008-OIL,N,36555.47,17828.0
PATTERSON,BRONX,PATTERSON,,Not Applicable,,24,522,B002400,FEDERAL,NY005000240P,"S.J. Fuel Co., Inc.",2897038,2010-03-01T00:00:00.000,2010-02-25T00:00:00.000,2010-03-26T00:00:00.000,29,395416160900008-OIL,N,20084.18,9795.0
PATTERSON,BRONX,PATTERSON,,Not Applicable,,24,522,B002400,FEDERAL,NY005000240P,"S.J. Fuel Co., Inc.",2897039,2010-04-01T00:00:00.000,2010-03-26T00:00:00.000,2010-04-26T00:00:00.000,31,395416160900008-OIL,N,8533.98,4162.0
PATTERSON,BRONX,PATTERSON,,Not Applicable,,24,522,B002400,FEDERAL,NY005000240P,"S.J. Fuel Co., Inc.",2897040,2010-08-01T00:00:00.000,2010-07-23T00:00:00.000,2010-08-23T00:00:00.000,31,395416160900008-OIL,N,500.63,215.0
PELHAM PARKWAY,BRONX,PELHAM PARKWAY,,Not Applicable,,39,586,B003900,FEDERAL,NY005010390P,"S.J. Fuel Co., Inc.",2897018,2010-10-01T00:00:00.000,2010-09-22T00:00:00.000,2010-10-22T00:00:00.000,30,395416165500001-OIL,N,7604.88,3266.0
PINK,BROOKLYN,PINK,,Not Applicable,,89,235,K008900,FEDERAL,NY005000890P,"S.J. Fuel Co., Inc.",2897650,2010-12-01T00:00:00.000,2010-11-23T00:00:00.000,2010-12-23T00:00:00.000,30,0558930000-OIL,N,745.16,311.0
POMONOK,QUEENS,POMONOK,,Not Applicable,,53,588,Q005300,FEDERAL,NY005000530P,"East Coast Petroleum, Inc.",2897230,2010-12-01T00:00:00.000,2010-11-22T00:00:00.000,2010-12-23T00:00:00.000,31,295416003700004-OIL,N,672.6,304.0
PUBLIC SCHOOL 139 (CONVERSION),MANHATTAN,PUBLIC SCHOOL 139 (CONVERSION),,Not Applicable,,340,774,M034000,FEDERAL,NY005011110P,"S.J. Fuel Co., Inc.",2896410,2010-01-01T00:00:00.000,2009-12-24T00:00:00.000,2010-01-26T00:00:00.000,33,495416102700002-OIL,N,38.15,18.0
