development_name,borough,account_name,location,meter_amr,meter_scope,tds,edp,rc_code,funding_source,amp,vendor_name,umis_bill_id,revenue_month,service_start_date,service_end_date,days,meter_number,estimated,current_charges,rate_class,bill_analyzed,consumption_kwh,kwh_charges,consumption_kw,kw_charges,other_charges
BETANCES IV,BRONX,BETANCES IV,BLD 08,NONE,,230,349,B023000,FEDERAL,NY005012110P,NEW YORK POWER AUTHORITY,8147236,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7837000,N,5911.21,GOV/NYC/068,Yes,47600,1970.64,97.6,913.54,3027.03
BROWNSVILLE,BROOKLYN,BROWNSVILLE/VAN DYKE I,BROWNSVILLE BLD 27,AMR,,16,512,K001600,FEDERAL,NY005000160P,NEW YORK POWER AUTHORITY,8147602,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8095218,Y,1078.13,GOV/NYC/068,Yes,22880,934.84,0.0,0.0,143.29
ADAMS,BRONX,ADAMS,BLD 02,NONE,BLD 02,118,248,B011800,FEDERAL,NY005001180P,NEW YORK POWER AUTHORITY,8147152,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7725456,N,12794.4,GOV/NYC/068,Yes,107200,4438.08,208.0,1946.88,6409.44
BROWNSVILLE,BROOKLYN,BROWNSVILLE/VAN DYKE I,BROWNSVILLE BLD 14,AMR,,16,512,K001600,FEDERAL,NY005000160P,NEW YORK POWER AUTHORITY,8147602,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8125619,Y,1781.17,GOV/NYC/068,Yes,37800,1544.45,0.0,0.0,236.72
BROWNSVILLE,BROOKLYN,BROWNSVILLE/VAN DYKE I,BROWNSVILLE BLD 21,AMR,,16,512,K001600,FEDERAL,NY005000160P,NEW YORK POWER AUTHORITY,8147602,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8125620,Y,1255.3,GOV/NYC/068,Yes,26640,1088.47,0.0,0.0,166.83
BAYCHESTER,BRONX,BAYCHESTER,BLD 03,AMR,,126,440,B012600,MIXED FINANCE/LLC2,NY005021260P,NEW YORK POWER AUTHORITY,8147218,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8095574,N,31752.06,GOV/NYC/068,Yes,396000,16394.4,0.0,0.0,15357.66
ADAMS,BRONX,ADAMS,BLD 03,NONE,BLD 03,118,248,B011800,FEDERAL,NY005001180P,NEW YORK POWER AUTHORITY,8147153,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7725454,N,11811.49,GOV/NYC/068,Yes,98400,4073.76,192.0,1797.12,5940.61
BROWNSVILLE,BROOKLYN,BROWNSVILLE/VAN DYKE I,BROWNSVILLE BLD 05,AMR,,16,512,K001600,FEDERAL,NY005000160P,NEW YORK POWER AUTHORITY,8147602,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8125869,Y,2193.95,GOV/NYC/068,Yes,46560,1902.37,0.0,0.0,291.58
BROWNSVILLE,BROOKLYN,BROWNSVILLE/VAN DYKE I,BROWNSVILLE BLD 01,AMR,,16,512,K001600,FEDERAL,NY005000160P,NEW YORK POWER AUTHORITY,8147602,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8125870,Y,927.34,GOV/NYC/068,Yes,19680,804.09,0.0,0.0,123.25
ADAMS,BRONX,ADAMS,BLD 04,NONE,BLD 04,118,248,B011800,FEDERAL,NY005001180P,NEW YORK POWER AUTHORITY,8147154,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7725479,N,12355.7,GOV/NYC/068,Yes,103200,4272.48,200.0,1872.0,6211.22
BROWNSVILLE,BROOKLYN,BROWNSVILLE/VAN DYKE I,BROWNSVILLE BLD 02,AMR,,16,512,K001600,FEDERAL,NY005000160P,NEW YORK POWER AUTHORITY,8147602,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8322431,Y,1179.9,GOV/NYC/068,Yes,25040,1023.09,0.0,0.0,156.81
BROWNSVILLE,BROOKLYN,BROWNSVILLE/VAN DYKE I,BROWNSVILLE BLD 17,AMR,,16,512,K001600,FEDERAL,NY005000160P,NEW YORK POWER AUTHORITY,8147602,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8478369,Y,1014.04,GOV/NYC/068,Yes,21520,879.27,0.0,0.0,134.77
BROWNSVILLE,BROOKLYN,BROWNSVILLE/VAN DYKE I,BROWNSVILLE BLD 06,AMR,,16,512,K001600,FEDERAL,NY005000160P,NEW YORK POWER AUTHORITY,8147602,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8478648,Y,1055.51,GOV/NYC/068,Yes,22400,915.23,0.0,0.0,140.28
BREUKELEN,BROOKLYN,BREUKELEN,BLD 28,INTERVAL,,56,212,K005600,FEDERAL,NY005000560P,NEW YORK POWER AUTHORITY,8147673,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1572094,N,1012.62,GOV/NYC/068,Yes,0,0.0,97.92,1012.62,0.0
BREUKELEN,BROOKLYN,BREUKELEN,BLD 06,AMR,,56,212,K005600,FEDERAL,NY005000560P,NEW YORK POWER AUTHORITY,8147673,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8572075,N,4800.83,GOV/NYC/068,Yes,36240,1500.01,0.0,0.0,3300.82
BUSHWICK,BROOKLYN,BUSHWICK,BLD 06,NONE,,86,430,K008600,MIXED FINANCE/LLC1,NY005020860P,NEW YORK POWER AUTHORITY,8147724,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7161622,Y,12642.11,GOV/NYC/068,Yes,101000,4181.4,210.0,1965.6,6495.11
BUSHWICK,BROOKLYN,BUSHWICK,BLD 07,NONE,,86,430,K008600,MIXED FINANCE/LLC1,NY005020860P,NEW YORK POWER AUTHORITY,8147725,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,9486481,Y,10507.79,GOV/NYC/068,Yes,91000,3767.4,172.0,1609.92,5130.47
BUSHWICK II (GROUPS A & C),BROOKLYN,BUSHWICK II (GROUPS A & C),BLD 12,NONE,BLD 12,302,565,K030200,FEDERAL,NY005012470P,NEW YORK POWER AUTHORITY,8147874,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8881049,N,253.63,GOV/NYC/062,Yes,954,48.24,0.0,0.0,205.39
BUSHWICK II (GROUPS A & C),BROOKLYN,BUSHWICK II (GROUPS A & C),BLD 21,NONE,BLD 21,302,565,K030200,FEDERAL,NY005012470P,NEW YORK POWER AUTHORITY,8147875,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7564361,N,267.56,GOV/NYC/062,Yes,1008,50.97,0.0,0.0,216.59
BUSHWICK II (GROUPS A & C),BROOKLYN,BUSHWICK II (GROUPS A & C),BLD 25,NONE,BLD 25,302,565,K030200,FEDERAL,NY005012470P,NEW YORK POWER AUTHORITY,8147877,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,6646996,Y,271.05,GOV/NYC/062,Yes,1026,51.88,0.0,0.0,219.17
BUSHWICK II (GROUPS A & C),BROOKLYN,BUSHWICK II (GROUPS A & C),BLD 14,NONE,BLD 14,302,565,K030200,FEDERAL,NY005012470P,NEW YORK POWER AUTHORITY,8147878,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8881052,N,223.88,GOV/NYC/062,Yes,828,41.87,0.0,0.0,182.01
BUSHWICK II (GROUPS A & C),BROOKLYN,BUSHWICK II (GROUPS A & C),BLD 11,NONE,BLD 11,302,565,K030200,FEDERAL,NY005012470P,NEW YORK POWER AUTHORITY,8147885,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7390166,Y,180.18,GOV/NYC/062,Yes,666,33.68,0.0,0.0,146.5
BUSHWICK II (GROUPS A & C),BROOKLYN,BUSHWICK II (GROUPS A & C),BLD 19,NONE,BLD 19,302,565,K030200,FEDERAL,NY005012470P,NEW YORK POWER AUTHORITY,8147886,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,5776059,N,331.0,GOV/NYC/062,Yes,1260,63.72,0.0,0.0,267.28
BUSHWICK II (GROUPS A & C),BROOKLYN,BUSHWICK II (GROUPS A & C),BLD 02,NONE,BLD 02,302,565,K030200,FEDERAL,NY005012470P,NEW YORK POWER AUTHORITY,8147888,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,9292676,Y,308.84,GOV/NYC/062,Yes,1152,58.26,3.06,0.0,250.58
BUSHWICK II (GROUPS A & C),BROOKLYN,BUSHWICK II (GROUPS A & C),BLD 03,NONE,BLD 03,302,565,K030200,FEDERAL,NY005012470P,NEW YORK POWER AUTHORITY,8147891,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7660526,Y,304.22,GOV/NYC/062,Yes,1134,57.35,0.0,0.0,246.87
BUSHWICK II (GROUPS A & C),BROOKLYN,BUSHWICK II (GROUPS A & C),BLD 06,NONE,BLD 06,302,565,K030200,FEDERAL,NY005012470P,NEW YORK POWER AUTHORITY,8147894,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8160663,Y,216.61,GOV/NYC/062,Yes,810,40.96,0.0,0.0,175.65
BUSHWICK II (GROUPS A & C),BROOKLYN,BUSHWICK II (GROUPS A & C),BLD 05,NONE,BLD 05,302,565,K030200,FEDERAL,NY005012470P,NEW YORK POWER AUTHORITY,8147895,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,6036863,Y,257.8,GOV/NYC/062,Yes,972,49.15,0.0,0.0,208.65
BEACH 41ST STREET-BEACH CHANNEL DRIVE,QUEENS,BEACH 41ST STREET-BEACH CHANNEL DRIVE,BLD 01,NONE,BLD 01,165,282,Q016500,FEDERAL,NY005001650P,PSEG Long Island,8092685,2019-08,2019-07-25T00:00:00.000,2019-08-26T00:00:00.000,32,80340657,N,33109.73,285-Prim Com Large Mult Per,Exception,178880,22013.37,586.2,9203.05,1893.31
BROWNSVILLE,BROOKLYN,BROWNSVILLE/VAN DYKE I,BROWNSVILLE BLD 27,INTERVAL,,16,512,K001600,FEDERAL,NY005000160P,NEW YORK POWER AUTHORITY,8147602,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1095218,N,581.02,GOV/NYC/068,Yes,0,0.0,59.33,581.02,0.0
BROWNSVILLE,BROOKLYN,BROWNSVILLE/VAN DYKE I,BROWNSVILLE BLD 13,INTERVAL,,16,512,K001600,FEDERAL,NY005000160P,NEW YORK POWER AUTHORITY,8147602,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1095216,N,493.08,GOV/NYC/068,Yes,0,0.0,50.35,493.08,0.0
BEACH 41ST STREET-BEACH CHANNEL DRIVE,QUEENS,BEACH 41ST STREET-BEACH CHANNEL DRIVE,BLD 02,NONE,BLD 02,165,282,Q016500,FEDERAL,NY005001650P,PSEG Long Island,8092702,2019-08,2019-07-25T00:00:00.000,2019-08-26T00:00:00.000,32,80340656,N,17029.25,285-Prim Com Large Mult Per,Exception,89760,11073.11,306.9,4802.41,1153.73
BETANCES V,BRONX,BETANCES V,BLD 07,AMR,,231,350,B023100,FEDERAL,NY005012110P,NEW YORK POWER AUTHORITY,8147235,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8448279,N,5169.03,GOV/NYC/068,Yes,42320,1752.05,84.8,793.73,2623.25
BREUKELEN,BROOKLYN,BREUKELEN,BLD 02,INTERVAL,,56,212,K005600,FEDERAL,NY005000560P,NEW YORK POWER AUTHORITY,8147673,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1572095,N,809.62,GOV/NYC/068,Yes,0,0.0,78.29,809.62,0.0
BREUKELEN,BROOKLYN,BREUKELEN,BLD 23,INTERVAL,,56,212,K005600,FEDERAL,NY005000560P,NEW YORK POWER AUTHORITY,8147673,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1572096,N,905.9,GOV/NYC/068,Yes,0,0.0,87.6,905.9,0.0
BREUKELEN,BROOKLYN,BREUKELEN,BLD 07,INTERVAL,,56,212,K005600,FEDERAL,NY005000560P,NEW YORK POWER AUTHORITY,8147673,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1572098,N,719.24,GOV/NYC/068,Yes,0,0.0,69.55,719.24,0.0
BETANCES V,BRONX,BETANCES V,BLD 03,NONE,,231,350,B023100,FEDERAL,NY005012110P,NEW YORK POWER AUTHORITY,8147232,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7117273,N,3310.39,GOV/NYC/068,Yes,27400,1134.36,55.2,516.67,1659.36
BETANCES VI,BRONX,BETANCES VI,BLD 05,NONE,,285,545,B028500,FEDERAL,NY005012110P,NEW YORK POWER AUTHORITY,8147156,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,6415043,Y,38.33,GOV/NYC/062,Yes,144,7.28,0.0,0.0,31.05
BREUKELEN,BROOKLYN,BREUKELEN,BLD 01,INTERVAL,,56,212,K005600,FEDERAL,NY005000560P,NEW YORK POWER AUTHORITY,8147673,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1572100,N,903.93,GOV/NYC/068,Yes,0,0.0,87.41,903.93,0.0
BREUKELEN,BROOKLYN,BREUKELEN,BLD 13,INTERVAL,,56,212,K005600,FEDERAL,NY005000560P,NEW YORK POWER AUTHORITY,8147673,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1572103,N,674.56,GOV/NYC/068,Yes,0,0.0,65.23,674.56,0.0
BREUKELEN,BROOKLYN,BREUKELEN,BLD 31,AMR,,56,212,K005600,FEDERAL,NY005000560P,NEW YORK POWER AUTHORITY,8147673,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8095526,N,4122.57,GOV/NYC/068,Yes,31120,1288.09,0.0,0.0,2834.48
BREUKELEN,BROOKLYN,BREUKELEN,BLD 20,AMR,,56,212,K005600,FEDERAL,NY005000560P,NEW YORK POWER AUTHORITY,8147673,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8301112,N,7386.71,GOV/NYC/068,Yes,55760,2307.96,0.0,0.0,5078.75
BREUKELEN,BROOKLYN,BREUKELEN,BLD 21,AMR,,56,212,K005600,FEDERAL,NY005000560P,NEW YORK POWER AUTHORITY,8147673,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8572066,N,17571.26,GOV/NYC/068,Yes,132640,5490.1,0.0,0.0,12081.16
BREUKELEN,BROOKLYN,BREUKELEN,BLD 27,AMR,,56,212,K005600,FEDERAL,NY005000560P,NEW YORK POWER AUTHORITY,8147673,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8572067,N,7333.72,GOV/NYC/068,Yes,55360,2291.4,0.0,0.0,5042.32
BREUKELEN,BROOKLYN,BREUKELEN,BLD 09,AMR,,56,212,K005600,FEDERAL,NY005000560P,NEW YORK POWER AUTHORITY,8147673,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8572069,N,6485.89,GOV/NYC/068,Yes,48960,2026.5,0.0,0.0,4459.39
BREUKELEN,BROOKLYN,BREUKELEN,BLD 30,AMR,,56,212,K005600,FEDERAL,NY005000560P,NEW YORK POWER AUTHORITY,8147673,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8572070,N,4747.84,GOV/NYC/068,Yes,35840,1483.45,0.0,0.0,3264.39
BETANCES VI,BRONX,BETANCES VI,BLD 01,NONE,,285,545,B028500,FEDERAL,NY005012110P,NEW YORK POWER AUTHORITY,8147239,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,6251262,N,655.64,GOV/NYC/069,Yes,6180,258.2,10.2,79.66,317.78
ALBANY,BROOKLYN,ALBANY/ALBANY II,ALBANY BLD 06,INTERVAL,,31,524,K003100,FEDERAL,NY005010310P,NEW YORK POWER AUTHORITY,8147662,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1232063,N,3253.59,GOV/NYC/068,Yes,0,0.0,176.64,1653.35,1600.24
BREUKELEN,BROOKLYN,BREUKELEN,BLD 26,AMR,,56,212,K005600,FEDERAL,NY005000560P,NEW YORK POWER AUTHORITY,8147673,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8572077,N,5415.5,GOV/NYC/068,Yes,40880,1692.06,0.0,0.0,3723.44
BREUKELEN,BROOKLYN,BREUKELEN,BLD 29,AMR,,56,212,K005600,FEDERAL,NY005000560P,NEW YORK POWER AUTHORITY,8147673,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8572078,N,7312.52,GOV/NYC/068,Yes,55200,2284.78,0.0,0.0,5027.74
BREUKELEN,BROOKLYN,BREUKELEN,BLD 25,AMR,,56,212,K005600,FEDERAL,NY005000560P,NEW YORK POWER AUTHORITY,8147673,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8572090,N,6994.59,GOV/NYC/068,Yes,52800,2185.44,0.0,0.0,4809.15
BREUKELEN,BROOKLYN,BREUKELEN,BLD 22,AMR,,56,212,K005600,FEDERAL,NY005000560P,NEW YORK POWER AUTHORITY,8147673,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8572089,N,8223.94,GOV/NYC/068,Yes,62080,2569.55,0.0,0.0,5654.39
BREUKELEN,BROOKLYN,BREUKELEN,BLD 17,AMR,,56,212,K005600,FEDERAL,NY005000560P,NEW YORK POWER AUTHORITY,8147673,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8572091,N,5161.16,GOV/NYC/068,Yes,38960,1612.59,0.0,0.0,3548.57
BREUKELEN,BROOKLYN,BREUKELEN,BLD 18,AMR,,56,212,K005600,FEDERAL,NY005000560P,NEW YORK POWER AUTHORITY,8147673,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8572092,N,3984.8,GOV/NYC/068,Yes,30080,1245.04,0.0,0.0,2739.76
ALBANY,BROOKLYN,ALBANY/ALBANY II,ALBANY BLD 01,INTERVAL,,31,524,K003100,FEDERAL,NY005010310P,NEW YORK POWER AUTHORITY,8147662,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1232058,N,2931.8,GOV/NYC/068,Yes,0,0.0,159.17,1489.83,1441.97
BUSHWICK II (GROUPS B & D),BROOKLYN,BUSHWICK II (GROUPS B & D),BLD 50,NONE,,303,566,K030300,FEDERAL,NY005012470P,NEW YORK POWER AUTHORITY,8147881,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8165265,N,164.77,GOV/NYC/069,Yes,918,38.35,1.62,116.51,9.91
BUSHWICK II (GROUPS B & D),BROOKLYN,BUSHWICK II (GROUPS B & D),BLD 28,NONE,,303,566,K030300,FEDERAL,NY005012470P,NEW YORK POWER AUTHORITY,8147890,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7442728,Y,273.48,GOV/NYC/062,Yes,1026,51.88,0.0,0.0,221.6
BUSHWICK II (GROUPS B & D),BROOKLYN,BUSHWICK II (GROUPS B & D),BLD 43,NONE,,303,566,K030300,FEDERAL,NY005012470P,NEW YORK POWER AUTHORITY,8147902,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,9291832,Y,294.3,GOV/NYC/062,Yes,1098,55.53,2.34,0.0,238.77
ALBANY,BROOKLYN,ALBANY/ALBANY II,ALBANY BLD 05,INTERVAL,,31,524,K003100,FEDERAL,NY005010310P,NEW YORK POWER AUTHORITY,8147662,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1232051,N,3830.88,GOV/NYC/068,Yes,0,0.0,207.98,1946.69,1884.19
BUSHWICK II (GROUPS B & D),BROOKLYN,BUSHWICK II (GROUPS B & D),BLD 30,NONE,,303,566,K030300,FEDERAL,NY005012470P,NEW YORK POWER AUTHORITY,8147910,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7423127,N,212.46,GOV/NYC/062,Yes,774,39.14,0.0,0.0,173.32
ALBANY,BROOKLYN,ALBANY/ALBANY II,ALBANY BLD 05,NONE,,31,524,K003100,FEDERAL,NY005010310P,NEW YORK POWER AUTHORITY,8147662,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,19046,N,7161.51,GOV/NYC/068,Yes,0,0.0,388.8,3639.17,3522.34
BUSHWICK II (GROUPS B & D),BROOKLYN,BUSHWICK II (GROUPS B & D),BLD 32,NONE,,303,566,K030300,FEDERAL,NY005012470P,NEW YORK POWER AUTHORITY,8147912,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7210780,Y,390.35,GOV/NYC/062,Yes,1476,74.64,0.0,0.0,315.71
ALBANY,BROOKLYN,ALBANY/ALBANY II,ALBANY BLD 03,INTERVAL,,31,524,K003100,FEDERAL,NY005010310P,NEW YORK POWER AUTHORITY,8147662,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1232064,N,3624.93,GOV/NYC/068,Yes,0,0.0,196.8,1842.05,1782.88
ALBANY,BROOKLYN,ALBANY/ALBANY II,ALBANY BLD 02,NONE,,31,524,K003100,FEDERAL,NY005010310P,NEW YORK POWER AUTHORITY,8147662,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,5081895,Y,7625.7,GOV/NYC/068,Yes,93600,3875.04,0.0,0.0,3750.66
ALBANY,BROOKLYN,ALBANY/ALBANY II,ALBANY BLD 05,AMR,,31,524,K003100,FEDERAL,NY005010310P,NEW YORK POWER AUTHORITY,8147662,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8232051,Y,6009.29,GOV/NYC/068,Yes,73760,3053.66,0.0,0.0,2955.63
ALBANY,BROOKLYN,ALBANY/ALBANY II,ALBANY BLD 01,AMR,,31,524,K003100,FEDERAL,NY005010310P,NEW YORK POWER AUTHORITY,8147662,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8232058,Y,8251.37,GOV/NYC/068,Yes,101280,4192.99,0.0,0.0,4058.38
ALBANY II,BROOKLYN,ALBANY/ALBANY II,ALBANY II BLD 08,NONE,,85,524,K008500,FEDERAL,NY005010310P,NEW YORK POWER AUTHORITY,8147662,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,5081862,Y,7234.6,GOV/NYC/068,Yes,88800,3676.32,0.0,0.0,3558.28
ALBANY II,BROOKLYN,ALBANY/ALBANY II,ALBANY II BLD 09,NONE,,85,524,K008500,FEDERAL,NY005010310P,NEW YORK POWER AUTHORITY,8147662,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,5081863,Y,5963.67,GOV/NYC/068,Yes,73200,3030.48,0.0,0.0,2933.19
BREUKELEN,BROOKLYN,BREUKELEN,BLD 10,AMR,,56,212,K005600,FEDERAL,NY005000560P,NEW YORK POWER AUTHORITY,8147673,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8572097,N,4525.29,GOV/NYC/068,Yes,34160,1413.92,0.0,0.0,3111.37
BREUKELEN,BROOKLYN,BREUKELEN,BLD 07,AMR,,56,212,K005600,FEDERAL,NY005000560P,NEW YORK POWER AUTHORITY,8147673,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8572098,N,5182.35,GOV/NYC/068,Yes,39120,1619.21,0.0,0.0,3563.14
45 ALLEN STREET,MANHATTAN,ALLEN STREET,BLD 01,NONE,,265,380,M026500,FEDERAL,NY005011000P,NEW YORK POWER AUTHORITY,8147341,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7031117,Y,14381.19,GOV/NYC/068,Yes,109600,4537.44,248.0,2321.28,7522.47
BREUKELEN,BROOKLYN,BREUKELEN,BLD 05,AMR,,56,212,K005600,FEDERAL,NY005000560P,NEW YORK POWER AUTHORITY,8147673,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8572099,N,3921.21,GOV/NYC/068,Yes,29600,1225.17,0.0,0.0,2696.04
BREUKELEN,BROOKLYN,BREUKELEN,BLD 01,AMR,,56,212,K005600,FEDERAL,NY005000560P,NEW YORK POWER AUTHORITY,8147673,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8572100,N,6040.78,GOV/NYC/068,Yes,45600,1887.43,0.0,0.0,4153.35
BREUKELEN,BROOKLYN,BREUKELEN,BLD 13,AMR,,56,212,K005600,FEDERAL,NY005000560P,NEW YORK POWER AUTHORITY,8147673,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8572103,N,4758.44,GOV/NYC/068,Yes,35920,1486.76,0.0,0.0,3271.68
BREUKELEN,BROOKLYN,BREUKELEN,BLD 32,INTERVAL,,56,212,K005600,FEDERAL,NY005000560P,NEW YORK POWER AUTHORITY,8147673,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1301113,N,188.21,GOV/NYC/068,Yes,0,0.0,18.2,188.21,0.0
BREUKELEN,BROOKLYN,BREUKELEN,BLD 19,INTERVAL,,56,212,K005600,FEDERAL,NY005000560P,NEW YORK POWER AUTHORITY,8147673,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1572065,N,919.76,GOV/NYC/068,Yes,0,0.0,88.94,919.76,0.0
BREUKELEN,BROOKLYN,BREUKELEN,BLD 27,INTERVAL,,56,212,K005600,FEDERAL,NY005000560P,NEW YORK POWER AUTHORITY,8147673,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1572067,N,1093.08,GOV/NYC/068,Yes,0,0.0,105.7,1093.08,0.0
BREUKELEN,BROOKLYN,BREUKELEN,BLD 16,INTERVAL,,56,212,K005600,FEDERAL,NY005000560P,NEW YORK POWER AUTHORITY,8147673,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1572068,N,634.85,GOV/NYC/068,Yes,0,0.0,61.39,634.85,0.0
BREUKELEN,BROOKLYN,BREUKELEN,BLD 06,INTERVAL,,56,212,K005600,FEDERAL,NY005000560P,NEW YORK POWER AUTHORITY,8147673,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1572075,N,710.86,GOV/NYC/068,Yes,0,0.0,68.74,710.86,0.0
BREUKELEN,BROOKLYN,BREUKELEN,BLD 26,INTERVAL,,56,212,K005600,FEDERAL,NY005000560P,NEW YORK POWER AUTHORITY,8147673,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1572077,N,792.25,GOV/NYC/068,Yes,0,0.0,76.61,792.25,0.0
BEACH 41ST STREET-BEACH CHANNEL DRIVE,QUEENS,BEACH 41ST STREET-BEACH CHANNEL DRIVE,BLD 03,NONE,BLD 03,165,282,Q016500,FEDERAL,NY005001650P,PSEG Long Island,8092720,2019-08,2019-07-25T00:00:00.000,2019-08-26T00:00:00.000,32,80340658,N,40444.06,285-Prim Com Large Mult Per,Yes,218080,26918.69,717.9,11300.96,2224.41
BROWNSVILLE,BROOKLYN,BROWNSVILLE/VAN DYKE I,BROWNSVILLE BLD 26,INTERVAL,,16,512,K001600,FEDERAL,NY005000160P,NEW YORK POWER AUTHORITY,8147602,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1095310,N,702.25,GOV/NYC/068,Yes,0,0.0,71.71,702.25,0.0
