cmplnt_num,addr_pct_cd,boro_nm,cmplnt_fr_dt,cmplnt_fr_tm,crm_atpt_cptd_cd,jurisdiction_code,juris_desc,ky_cd,law_cat_cd,ofns_desc,patrol_boro,pd_cd,pd_desc,prem_typ_desc,rpt_dt,susp_age_group,susp_race,susp_sex,vic_age_group,vic_race,vic_sex,x_coord_cd,y_coord_cd,latitude,longitude,lat_lon,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,cmplnt_to_dt,cmplnt_to_tm,loc_of_occur_desc,parks_nm,station_name,transit_district,housing_psa,hadevelopt
368978439,44,BRONX,2010-09-09T00:00:00.000,22:08:00,COMPLETED,0.0,N.Y. POLICE DEPT,344,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,PATROL BORO BRONX,101.0,ASSAULT 3,RESIDENCE-HOUSE,2019-09-09T00:00:00.000,25-44,BLACK,F,45-64,BLACK,M,1008941,243348,40.83458312700003,-73.91077438799994,"{'latitude': '40.83458312700003', 'longitude': '-73.91077438799994'}",10934.0,50.0,5.0,42.0,27.0,,,INSIDE,,,,,
653336962,42,BRONX,2019-09-08T00:00:00.000,05:00:00,COMPLETED,0.0,N.Y. POLICE DEPT,344,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,PATROL BORO BRONX,101.0,ASSAULT 3,RESIDENCE-HOUSE,2019-09-08T00:00:00.000,18-24,WHITE HISPANIC,F,18-24,BLACK,F,1008015,239860,40.825012109000056,-73.91413307299997,"{'latitude': '40.825012109000056', 'longitude': '-73.91413307299997'}",10929.0,34.0,5.0,43.0,25.0,2019-09-08T00:00:00.000,05:15:00,FRONT OF,,,,,
176153216,9,MANHATTAN,2019-09-08T00:00:00.000,01:15:00,COMPLETED,0.0,N.Y. POLICE DEPT,233,MISDEMEANOR,SEX CRIMES,PATROL BORO MAN SOUTH,175.0,"SEXUAL ABUSE 3,2",GROCERY/BODEGA,2019-09-08T00:00:00.000,25-44,WHITE,M,18-24,WHITE HISPANIC,F,987624,203977,40.72655401900005,-73.98782842699995,"{'latitude': '40.72655401900005', 'longitude': '-73.98782842699995'}",11724.0,70.0,4.0,50.0,5.0,,,INSIDE,,,,,
768762790,109,QUEENS,2019-09-07T00:00:00.000,23:10:00,COMPLETED,0.0,N.Y. POLICE DEPT,109,FELONY,GRAND LARCENY,PATROL BORO QUEENS NORTH,421.0,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE",STREET,2019-09-08T00:00:00.000,,,,25-44,BLACK,F,1030347,215618,40.758386148000056,-73.83360897499993,"{'latitude': '40.758386148000056', 'longitude': '-73.83360897499993'}",13832.0,22.0,3.0,3.0,67.0,2019-09-08T00:00:00.000,14:50:00,FRONT OF,,,,,
342925665,88,BROOKLYN,2019-09-07T00:00:00.000,21:48:00,COMPLETED,0.0,N.Y. POLICE DEPT,344,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,PATROL BORO BKLYN NORTH,101.0,ASSAULT 3,STREET,2019-09-07T00:00:00.000,45-64,BLACK,M,45-64,BLACK,M,991290,189640,40.68720017700008,-73.97461689099998,"{'latitude': '40.68720017700008', 'longitude': '-73.97461689099998'}",17619.0,68.0,2.0,48.0,55.0,,,,,,,,
713950614,43,BRONX,2019-09-07T00:00:00.000,11:00:00,COMPLETED,0.0,N.Y. POLICE DEPT,578,VIOLATION,HARRASSMENT 2,PATROL BORO BRONX,638.0,"HARASSMENT,SUBD 3,4,5",STREET,2019-09-07T00:00:00.000,25-44,BLACK,M,25-44,BLACK,F,1022762,244235,40.836968230000025,-73.86082374599994,"{'latitude': '40.836968230000025', 'longitude': '-73.86082374599994'}",11271.0,58.0,5.0,31.0,26.0,2019-09-07T00:00:00.000,15:00:00,FRONT OF,,,,,
463225146,61,BROOKLYN,2019-09-04T00:00:00.000,19:28:00,COMPLETED,0.0,N.Y. POLICE DEPT,126,FELONY,MISCELLANEOUS PENAL LAW,PATROL BORO BKLYN SOUTH,198.0,CRIMINAL CONTEMPT 1,STREET,2019-09-07T00:00:00.000,25-44,WHITE,M,25-44,WHITE,F,997856,156879,40.59727061500007,-73.95100753599996,"{'latitude': '40.59727061500007', 'longitude': '-73.95100753599996'}",13512.0,32.0,2.0,15.0,36.0,,,,,,,,
763396694,61,BROOKLYN,2019-09-05T00:00:00.000,15:50:00,COMPLETED,0.0,N.Y. POLICE DEPT,105,FELONY,ROBBERY,PATROL BORO BKLYN SOUTH,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",STREET,2019-09-06T00:00:00.000,UNKNOWN,UNKNOWN,U,45-64,WHITE,M,996328,161351,40.60954755900008,-73.95650172099994,"{'latitude': '40.60954755900008', 'longitude': '-73.95650172099994'}",13512.0,32.0,2.0,15.0,36.0,2019-09-05T00:00:00.000,16:00:00,,,,,,
966166782,14,MANHATTAN,2019-09-05T00:00:00.000,15:00:00,COMPLETED,0.0,N.Y. POLICE DEPT,112,FELONY,THEFT-FRAUD,PATROL BORO MAN SOUTH,739.0,"FRAUD,UNCLASSIFIED-FELONY",COMMERCIAL BUILDING,2019-09-06T00:00:00.000,,,,UNKNOWN,UNKNOWN,D,988804,210894,40.74553895100007,-73.98356643599993,"{'latitude': '40.74553895100007', 'longitude': '-73.98356643599993'}",12078.0,11.0,4.0,50.0,8.0,,,INSIDE,,,,,
944322109,46,BRONX,2019-09-05T00:00:00.000,13:20:00,COMPLETED,0.0,N.Y. POLICE DEPT,117,FELONY,DANGEROUS DRUGS,PATROL BORO BRONX,521.0,"CONTROLLED SUBSTANCE, SALE 5",OTHER,2019-09-05T00:00:00.000,45-64,BLACK,F,UNKNOWN,UNKNOWN,E,1009736,250146,40.85323938100004,-73.90787562599996,"{'latitude': '40.85323938100004', 'longitude': '-73.90787562599996'}",10931.0,6.0,5.0,29.0,29.0,,,FRONT OF,,,,,
662400130,40,BRONX,2019-09-04T00:00:00.000,22:31:00,COMPLETED,0.0,N.Y. POLICE DEPT,578,VIOLATION,HARRASSMENT 2,PATROL BORO BRONX,638.0,"HARASSMENT,SUBD 3,4,5",GROCERY/BODEGA,2019-09-04T00:00:00.000,25-44,UNKNOWN,M,25-44,BLACK,F,1007060,234521,40.81036057500006,-73.91760184999998,"{'latitude': '40.81036057500006', 'longitude': '-73.91760184999998'}",10932.0,49.0,5.0,35.0,23.0,2019-09-04T00:00:00.000,22:41:00,,,,,,
503505490,20,MANHATTAN,2019-09-04T00:00:00.000,20:00:00,COMPLETED,0.0,N.Y. POLICE DEPT,109,FELONY,GRAND LARCENY,PATROL BORO MAN NORTH,443.0,"LARCENY,GRAND OF BICYCLE",STREET,2019-09-04T00:00:00.000,,,,25-44,UNKNOWN,M,987189,220928,40.77308040200006,-73.989390454,"{'latitude': '40.77308040200006', 'longitude': '-73.989390454'}",12420.0,20.0,4.0,19.0,12.0,2019-09-04T00:00:00.000,20:10:00,FRONT OF,,,,,
180191769,67,BROOKLYN,2019-09-04T00:00:00.000,16:05:00,COMPLETED,0.0,N.Y. POLICE DEPT,578,VIOLATION,HARRASSMENT 2,PATROL BORO BKLYN SOUTH,638.0,"HARASSMENT,SUBD 3,4,5",STREET,2019-09-04T00:00:00.000,,,,45-64,BLACK,M,1001593,171330,40.63692908600007,-73.93751384299998,"{'latitude': '40.63692908600007', 'longitude': '-73.93751384299998'}",17217.0,61.0,2.0,26.0,40.0,2019-09-04T00:00:00.000,16:08:00,,,,,,
618254542,84,BROOKLYN,2019-09-04T00:00:00.000,14:15:00,COMPLETED,0.0,N.Y. POLICE DEPT,117,FELONY,DANGEROUS DRUGS,PATROL BORO BKLYN NORTH,515.0,"CONTROLLED SUBSTANCE,SALE 3",STREET,2019-09-04T00:00:00.000,,,,UNKNOWN,UNKNOWN,E,987522,191488,40.69227470700002,-73.98820249899995,"{'latitude': '40.69227470700002', 'longitude': '-73.98820249899995'}",16865.0,68.0,2.0,38.0,54.0,,,,,,,,
338798947,112,QUEENS,2019-09-04T00:00:00.000,01:00:00,COMPLETED,0.0,N.Y. POLICE DEPT,107,FELONY,BURGLARY,PATROL BORO QUEENS NORTH,223.0,"BURGLARY,RESIDENCE,NIGHT",RESIDENCE-HOUSE,2019-09-04T00:00:00.000,,,,25-44,WHITE,F,1024530,201366,40.719296403000044,-73.85469140499998,"{'latitude': '40.719296403000044', 'longitude': '-73.85469140499998'}",14786.0,40.0,3.0,28.0,70.0,2019-09-04T00:00:00.000,09:20:00,INSIDE,,,,,
809449275,102,QUEENS,2018-11-07T00:00:00.000,00:01:00,COMPLETED,0.0,N.Y. POLICE DEPT,112,FELONY,THEFT-FRAUD,PATROL BORO QUEENS SOUTH,739.0,"FRAUD,UNCLASSIFIED-FELONY",MAILBOX OUTSIDE,2019-09-04T00:00:00.000,,,,45-64,UNKNOWN,F,1026216,190661,40.68990589800006,-73.84867588699996,"{'latitude': '40.68990589800006', 'longitude': '-73.84867588699996'}",24017.0,46.0,3.0,41.0,60.0,2018-11-13T00:00:00.000,10:31:00,INSIDE,,,,,
644376655,71,BROOKLYN,2019-09-03T00:00:00.000,18:50:00,COMPLETED,0.0,N.Y. POLICE DEPT,578,VIOLATION,HARRASSMENT 2,PATROL BORO BKLYN SOUTH,637.0,"HARASSMENT,SUBD 1,CIVILIAN",STREET,2019-09-03T00:00:00.000,UNKNOWN,BLACK,M,25-44,BLACK,F,997909,180451,40.66197070000004,-73.95076898699995,"{'latitude': '40.66197070000004', 'longitude': '-73.95076898699995'}",13509.0,17.0,2.0,11.0,44.0,2019-09-03T00:00:00.000,18:52:00,FRONT OF,,,,,
336151419,34,MANHATTAN,2019-09-03T00:00:00.000,07:40:00,COMPLETED,0.0,N.Y. POLICE DEPT,578,VIOLATION,HARRASSMENT 2,PATROL BORO MAN NORTH,638.0,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,2019-09-03T00:00:00.000,UNKNOWN,UNKNOWN,M,25-44,BLACK,F,1006649,256932,40.87187326800005,-73.91901171099995,"{'latitude': '40.87187326800005', 'longitude': '-73.91901171099995'}",13092.0,47.0,4.0,39.0,22.0,,,INSIDE,,,,,
875456981,42,BRONX,2019-09-03T00:00:00.000,00:30:00,COMPLETED,0.0,N.Y. POLICE DEPT,341,MISDEMEANOR,PETIT LARCENY,PATROL BORO BRONX,321.0,"LARCENY,PETIT FROM AUTO",STREET,2019-09-03T00:00:00.000,UNKNOWN,UNKNOWN,U,18-24,BLACK,M,1012398,245576,40.84068799700003,-73.89827231999993,"{'latitude': '40.84068799700003', 'longitude': '-73.89827231999993'}",10935.0,34.0,5.0,22.0,25.0,,,,,,,,
703542062,28,MANHATTAN,2019-09-02T00:00:00.000,18:00:00,COMPLETED,0.0,N.Y. POLICE DEPT,105,FELONY,ROBBERY,PATROL BORO MAN NORTH,366.0,"ROBBERY,BICYCLE",STREET,2019-09-03T00:00:00.000,UNKNOWN,BLACK,M,<18,BLACK,M,996629,230536,40.799443618000055,-73.95529047999997,"{'latitude': '40.799443618000055', 'longitude': '-73.95529047999997'}",,18.0,4.0,36.0,18.0,2019-09-02T00:00:00.000,18:03:00,,,,,,
675074683,105,QUEENS,2019-09-01T00:00:00.000,12:00:00,COMPLETED,0.0,N.Y. POLICE DEPT,341,MISDEMEANOR,PETIT LARCENY,PATROL BORO QUEENS SOUTH,349.0,"LARCENY,PETIT OF LICENSE PLATE",STREET,2019-09-03T00:00:00.000,UNKNOWN,UNKNOWN,U,25-44,BLACK,F,1056600,181891,40.66563811300006,-73.73920862199996,"{'latitude': '40.66563811300006', 'longitude': '-73.73920862199996'}",15313.0,63.0,3.0,47.0,63.0,,,,,,,,
712668823,44,BRONX,2019-09-01T00:00:00.000,15:49:00,COMPLETED,0.0,N.Y. POLICE DEPT,344,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,PATROL BORO BRONX,101.0,ASSAULT 3,RESIDENCE - APT. HOUSE,2019-09-01T00:00:00.000,,,,<18,WHITE HISPANIC,F,1007697,241825,40.830406321000055,-73.91527521199998,"{'latitude': '40.830406321000055', 'longitude': '-73.91527521199998'}",10934.0,50.0,5.0,42.0,27.0,,,INSIDE,,,,,
555953085,52,BRONX,2019-09-01T00:00:00.000,01:00:00,COMPLETED,0.0,N.Y. POLICE DEPT,341,MISDEMEANOR,PETIT LARCENY,PATROL BORO BRONX,321.0,"LARCENY,PETIT FROM AUTO",STREET,2019-09-01T00:00:00.000,UNKNOWN,UNKNOWN,U,25-44,BLACK,M,1018862,257382,40.87306893900006,-73.87484997599995,"{'latitude': '40.87306893900006', 'longitude': '-73.87484997599995'}",11605.0,24.0,5.0,40.0,34.0,2019-09-01T00:00:00.000,07:50:00,OPPOSITE OF,,,,,
862191884,52,BRONX,2019-08-31T00:00:00.000,20:20:00,COMPLETED,0.0,N.Y. POLICE DEPT,117,FELONY,DANGEROUS DRUGS,PATROL BORO BRONX,501.0,"CONTROLLED SUBSTANCE,POSSESS.",STREET,2019-08-31T00:00:00.000,25-44,WHITE HISPANIC,M,UNKNOWN,UNKNOWN,E,1009562,254560,40.865354981000046,-73.90848792599996,"{'latitude': '40.865354981000046', 'longitude': '-73.90848792599996'}",11606.0,24.0,5.0,29.0,34.0,,,,,,,,
985977269,45,BRONX,2019-08-31T00:00:00.000,16:20:00,COMPLETED,0.0,N.Y. POLICE DEPT,109,FELONY,GRAND LARCENY,PATROL BORO BRONX,417.0,"LARCENY,GRAND FROM PERSON,PURS",STREET,2019-08-31T00:00:00.000,,,,18-24,WHITE,M,1029524,247258,40.84523339400005,-73.83636634199996,"{'latitude': '40.84523339400005', 'longitude': '-73.83636634199996'}",11270.0,43.0,5.0,12.0,28.0,,,REAR OF,,,,,
591470047,73,BROOKLYN,2019-08-31T00:00:00.000,14:30:00,COMPLETED,0.0,N.Y. POLICE DEPT,578,VIOLATION,HARRASSMENT 2,PATROL BORO BKLYN NORTH,638.0,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,2019-08-31T00:00:00.000,25-44,BLACK,M,25-44,BLACK,F,1010565,179427,40.659131480000035,-73.90515576399997,"{'latitude': '40.659131480000035', 'longitude': '-73.90515576399997'}",17614.0,55.0,2.0,25.0,46.0,,,FRONT OF,,,,,
897365307,67,BROOKLYN,2019-08-31T00:00:00.000,07:00:00,COMPLETED,0.0,N.Y. POLICE DEPT,578,VIOLATION,HARRASSMENT 2,PATROL BORO BKLYN SOUTH,638.0,"HARASSMENT,SUBD 3,4,5",RESIDENCE-HOUSE,2019-08-31T00:00:00.000,25-44,BLACK,F,25-44,BLACK,M,1007478,175487,40.64832567800004,-73.91629562599996,"{'latitude': '40.64832567800004', 'longitude': '-73.91629562599996'}",13827.0,61.0,2.0,26.0,40.0,2019-08-31T00:00:00.000,10:30:00,,,,,,
640238272,18,MANHATTAN,2019-08-31T00:00:00.000,02:00:00,COMPLETED,0.0,N.Y. POLICE DEPT,341,MISDEMEANOR,PETIT LARCENY,PATROL BORO MAN SOUTH,301.0,"LARCENY,PETIT BY ACQUIRING LOS",BAR/NIGHT CLUB,2019-08-31T00:00:00.000,,,,18-24,WHITE,M,987959,217674,40.76414872600003,-73.98661223299997,"{'latitude': '40.76414872600003', 'longitude': '-73.98661223299997'}",12081.0,12.0,4.0,10.0,10.0,2019-08-31T00:00:00.000,02:30:00,INSIDE,,,,,
805372369,46,BRONX,2019-08-31T00:00:00.000,01:00:00,ATTEMPTED,0.0,N.Y. POLICE DEPT,109,FELONY,GRAND LARCENY,PATROL BORO BRONX,415.0,"LARCENY,GRAND FROM PERSON,PICK",STREET,2019-08-31T00:00:00.000,UNKNOWN,BLACK,M,45-64,WHITE HISPANIC,M,1012119,252873,40.86071697500005,-73.89925031699994,"{'latitude': '40.86071697500005', 'longitude': '-73.89925031699994'}",11606.0,6.0,5.0,29.0,29.0,,,FRONT OF,,,,,
311577927,52,BRONX,2019-08-30T00:00:00.000,15:52:00,COMPLETED,0.0,N.Y. POLICE DEPT,344,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,PATROL BORO BRONX,101.0,ASSAULT 3,STREET,2019-08-30T00:00:00.000,18-24,BLACK,F,45-64,BLACK,M,1017440,256046,40.86940749200004,-73.87999831299999,"{'latitude': '40.86940749200004', 'longitude': '-73.87999831299999'}",11605.0,24.0,5.0,40.0,34.0,,,FRONT OF,,,,,
592776603,47,BRONX,2019-08-30T00:00:00.000,09:15:00,COMPLETED,0.0,N.Y. POLICE DEPT,578,VIOLATION,HARRASSMENT 2,PATROL BORO BRONX,638.0,"HARASSMENT,SUBD 3,4,5",RESIDENCE-HOUSE,2019-08-30T00:00:00.000,25-44,BLACK,F,25-44,BLACK,F,1025217,265120,40.89428009700004,-73.85182401999998,"{'latitude': '40.89428009700004', 'longitude': '-73.85182401999998'}",11275.0,29.0,5.0,2.0,30.0,,,INSIDE,,,,,
131595559,73,BROOKLYN,2019-08-29T00:00:00.000,20:42:00,COMPLETED,0.0,N.Y. POLICE DEPT,344,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,PATROL BORO BKLYN NORTH,101.0,ASSAULT 3,PARK/PLAYGROUND,2019-08-29T00:00:00.000,UNKNOWN,BLACK,M,25-44,BLACK,M,1009685,183886,40.67137301200007,-73.90831067399995,"{'latitude': '40.67137301200007', 'longitude': '-73.90831067399995'}",17614.0,55.0,2.0,17.0,46.0,,,,,,,,
895129152,23,MANHATTAN,2019-08-29T00:00:00.000,15:00:00,COMPLETED,0.0,N.Y. POLICE DEPT,106,FELONY,FELONY ASSAULT,PATROL BORO MAN NORTH,105.0,STRANGULATION 1ST,RESIDENCE - APT. HOUSE,2019-08-29T00:00:00.000,<18,BLACK,M,18-24,BLACK,F,999353,225822,40.786500725000046,-73.94546242799998,"{'latitude': '40.786500725000046', 'longitude': '-73.94546242799998'}",12426.0,7.0,4.0,35.0,14.0,,,INSIDE,,,,,
713952390,75,BROOKLYN,2019-08-29T00:00:00.000,09:30:00,COMPLETED,0.0,N.Y. POLICE DEPT,344,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,PATROL BORO BKLYN NORTH,101.0,ASSAULT 3,RESIDENCE-HOUSE,2019-08-29T00:00:00.000,18-24,BLACK,M,25-44,BLACK,F,1016371,182312,40.667031003000034,-73.88421580099998,"{'latitude': '40.667031003000034', 'longitude': '-73.88421580099998'}",17214.0,45.0,2.0,25.0,47.0,2019-08-29T00:00:00.000,09:40:00,INSIDE,,,,,
711161327,33,MANHATTAN,2019-08-29T00:00:00.000,06:50:00,COMPLETED,0.0,N.Y. POLICE DEPT,341,MISDEMEANOR,PETIT LARCENY,PATROL BORO MAN NORTH,321.0,"LARCENY,PETIT FROM AUTO",TAXI (LIVERY LICENSED),2019-08-29T00:00:00.000,,,,25-44,BLACK HISPANIC,M,1000916,245710,40.84108492100006,-73.93976883999993,"{'latitude': '40.84108492100006', 'longitude': '-73.93976883999993'}",13090.0,47.0,4.0,39.0,21.0,2019-08-29T00:00:00.000,06:51:00,,,,,,
546291313,43,BRONX,2019-08-29T00:00:00.000,01:25:00,COMPLETED,0.0,N.Y. POLICE DEPT,118,FELONY,DANGEROUS WEAPONS,PATROL BORO BRONX,793.0,WEAPONS POSSESSION 3,STREET,2019-08-29T00:00:00.000,,,,UNKNOWN,UNKNOWN,E,1021898,245357,40.84005151700006,-73.86393983399995,"{'latitude': '40.84005151700006', 'longitude': '-73.86393983399995'}",11271.0,58.0,5.0,31.0,26.0,2019-08-29T00:00:00.000,01:31:00,,,,,,
357778438,10,MANHATTAN,2019-08-25T00:00:00.000,04:20:00,COMPLETED,0.0,N.Y. POLICE DEPT,578,VIOLATION,HARRASSMENT 2,PATROL BORO MAN SOUTH,638.0,"HARASSMENT,SUBD 3,4,5",STREET,2019-08-29T00:00:00.000,,,,25-44,UNKNOWN,M,983878,209379,40.74138181800004,-74.00134388199997,"{'latitude': '40.74138181800004', 'longitude': '-74.00134388199997'}",12074.0,12.0,4.0,10.0,6.0,2019-08-25T00:00:00.000,04:30:00,INSIDE,,,,,
410563113,67,BROOKLYN,2019-08-28T00:00:00.000,12:20:00,COMPLETED,0.0,N.Y. POLICE DEPT,126,FELONY,MISCELLANEOUS PENAL LAW,PATROL BORO BKLYN SOUTH,198.0,CRIMINAL CONTEMPT 1,RESIDENCE-HOUSE,2019-08-28T00:00:00.000,65+,BLACK,F,65+,UNKNOWN,F,1001219,172586,40.64037726200007,-73.93885822299995,"{'latitude': '40.64037726200007', 'longitude': '-73.93885822299995'}",16866.0,61.0,2.0,26.0,40.0,,,FRONT OF,,,,,
473831248,44,BRONX,2019-08-27T00:00:00.000,21:27:00,COMPLETED,0.0,N.Y. POLICE DEPT,106,FELONY,FELONY ASSAULT,PATROL BORO BRONX,109.0,"ASSAULT 2,1,UNCLASSIFIED",STREET,2019-08-27T00:00:00.000,25-44,WHITE HISPANIC,M,25-44,BLACK,M,1006797,241741,40.83017810900003,-73.91852766299998,"{'latitude': '40.83017810900003', 'longitude': '-73.91852766299998'}",10934.0,50.0,5.0,42.0,27.0,,,FRONT OF,,,,,
505648839,123,STATEN ISLAND,2019-08-27T00:00:00.000,17:30:00,COMPLETED,0.0,N.Y. POLICE DEPT,578,VIOLATION,HARRASSMENT 2,PATROL BORO STATEN ISLAND,638.0,"HARASSMENT,SUBD 3,4,5",CHAIN STORE,2019-08-27T00:00:00.000,UNKNOWN,BLACK,F,18-24,WHITE,M,919159,127822,40.51728641000005,-74.23410772899997,"{'latitude': '40.51728641000005', 'longitude': '-74.23410772899997'}",10694.0,15.0,1.0,9.0,77.0,,,FRONT OF,,,,,
131224841,73,BROOKLYN,2019-08-27T00:00:00.000,14:05:00,COMPLETED,0.0,N.Y. POLICE DEPT,578,VIOLATION,HARRASSMENT 2,PATROL BORO BKLYN NORTH,638.0,"HARASSMENT,SUBD 3,4,5",STREET,2019-08-27T00:00:00.000,25-44,BLACK,M,25-44,WHITE HISPANIC,F,1008059,185790,40.67660358400008,-73.91416552099997,"{'latitude': '40.67660358400008', 'longitude': '-73.91416552099997'}",13516.0,55.0,2.0,17.0,46.0,,,FRONT OF,,,,,
187895905,48,BRONX,2019-08-27T00:00:00.000,05:50:00,COMPLETED,0.0,N.Y. POLICE DEPT,121,FELONY,CRIMINAL MISCHIEF & RELATED OF,PATROL BORO BRONX,269.0,"MISCHIEF,CRIMINAL,    UNCL 2ND",BANK,2019-08-27T00:00:00.000,,,,UNKNOWN,UNKNOWN,D,1014282,247361,40.845581091000035,-73.89145540599996,"{'latitude': '40.845581091000035', 'longitude': '-73.89145540599996'}",10935.0,35.0,5.0,43.0,31.0,,,FRONT OF,,,,,
967352098,47,BRONX,2019-08-26T00:00:00.000,23:50:00,COMPLETED,0.0,N.Y. POLICE DEPT,341,MISDEMEANOR,PETIT LARCENY,PATROL BORO BRONX,321.0,"LARCENY,PETIT FROM AUTO",STREET,2019-08-27T00:00:00.000,,,,18-24,WHITE HISPANIC,F,1026480,262584,40.88731363400007,-73.84727175799998,"{'latitude': '40.88731363400007', 'longitude': '-73.84727175799998'}",11275.0,29.0,5.0,2.0,30.0,,,,,,,,
903296052,10,MANHATTAN,2019-08-25T00:00:00.000,16:00:00,COMPLETED,0.0,N.Y. POLICE DEPT,341,MISDEMEANOR,PETIT LARCENY,PATROL BORO MAN SOUTH,338.0,"LARCENY,PETIT FROM BUILDING,UN",RESTAURANT/DINER,2019-08-27T00:00:00.000,,,,UNKNOWN,UNKNOWN,D,985116,211616,40.74752179100005,-73.99687603299998,"{'latitude': '40.74752179100005', 'longitude': '-73.99687603299998'}",11722.0,12.0,4.0,10.0,6.0,,,INSIDE,,,,,
941337590,46,BRONX,2019-08-23T00:00:00.000,18:30:00,COMPLETED,0.0,N.Y. POLICE DEPT,107,FELONY,BURGLARY,PATROL BORO BRONX,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",RESIDENCE - APT. HOUSE,2019-08-27T00:00:00.000,,,,45-64,BLACK,M,1009153,248205,40.847913576000046,-73.90999023999996,"{'latitude': '40.847913576000046', 'longitude': '-73.90999023999996'}",10931.0,6.0,5.0,29.0,29.0,2019-08-26T00:00:00.000,06:00:00,INSIDE,,,,,
868472881,10,MANHATTAN,2019-08-26T00:00:00.000,17:00:00,ATTEMPTED,0.0,N.Y. POLICE DEPT,104,FELONY,RAPE,PATROL BORO MAN SOUTH,157.0,RAPE 1,RESIDENCE - APT. HOUSE,2019-08-26T00:00:00.000,25-44,WHITE,M,25-44,WHITE,F,984623,209859,40.74269929900004,-73.99865537999993,"{'latitude': '40.74269929900004', 'longitude': '-73.99865537999993'}",12074.0,12.0,4.0,10.0,6.0,2019-08-26T00:00:00.000,17:20:00,INSIDE,,,,,
952859972,49,BRONX,2019-06-04T00:00:00.000,10:00:00,COMPLETED,0.0,N.Y. POLICE DEPT,341,MISDEMEANOR,PETIT LARCENY,PATROL BORO BRONX,349.0,"LARCENY,PETIT OF LICENSE PLATE",RESIDENCE-HOUSE,2019-08-26T00:00:00.000,,,,25-44,WHITE HISPANIC,M,1024497,247479,40.84586431600008,-73.85453420999994,"{'latitude': '40.84586431600008', 'longitude': '-73.85453420999994'}",11271.0,59.0,5.0,12.0,32.0,,,INSIDE,,,,,
990832898,48,BRONX,2019-01-01T00:00:00.000,12:00:00,COMPLETED,0.0,N.Y. POLICE DEPT,233,MISDEMEANOR,SEX CRIMES,PATROL BORO BRONX,175.0,"SEXUAL ABUSE 3,2",RESIDENCE-HOUSE,2019-08-26T00:00:00.000,,,,UNKNOWN,UNKNOWN,M,1011779,246746,40.84390125500005,-73.900504632,"{'latitude': '40.84390125500005', 'longitude': '-73.900504632'}",10935.0,35.0,5.0,22.0,31.0,,,INSIDE,,,,,
438640692,69,BROOKLYN,2019-08-25T00:00:00.000,00:00:00,COMPLETED,0.0,N.Y. POLICE DEPT,344,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,PATROL BORO BKLYN SOUTH,101.0,ASSAULT 3,STREET,2019-08-25T00:00:00.000,18-24,BLACK,M,18-24,BLACK,M,1017117,172123,40.63906170200005,-73.88157637199998,"{'latitude': '40.63906170200005', 'longitude': '-73.88157637199998'}",13827.0,5.0,2.0,8.0,42.0,2019-08-25T00:00:00.000,00:10:00,,,,,,
334518087,70,BROOKLYN,2019-08-24T00:00:00.000,21:45:00,COMPLETED,0.0,N.Y. POLICE DEPT,341,MISDEMEANOR,PETIT LARCENY,PATROL BORO BKLYN SOUTH,343.0,"LARCENY,PETIT OF BICYCLE",STREET,2019-08-25T00:00:00.000,,,,18-24,WHITE,M,999240,169262,40.631257160000075,-73.94599639799998,"{'latitude': '40.631257160000075', 'longitude': '-73.94599639799998'}",17217.0,60.0,2.0,26.0,43.0,2019-08-24T00:00:00.000,22:36:00,FRONT OF,,,,,
981487700,71,BROOKLYN,2019-08-24T00:00:00.000,17:00:00,COMPLETED,0.0,N.Y. POLICE DEPT,105,FELONY,ROBBERY,PATROL BORO BKLYN SOUTH,386.0,"ROBBERY,PERSONAL ELECTRONIC DEVICE",STREET,2019-08-25T00:00:00.000,18-24,BLACK,M,18-24,BLACK,M,998054,178678,40.657103980000045,-73.95024997899996,"{'latitude': '40.657103980000045', 'longitude': '-73.95024997899996'}",13509.0,17.0,2.0,11.0,44.0,,,,,,,,
