development_name,borough,account_name,location,meter_amr,meter_scope,tds,edp,rc_code,funding_source,amp,vendor_name,umis_bill_id,revenue_month,service_start_date,service_end_date,days,meter_number,estimated,current_charges,rate_class,bill_analyzed,consumption_mlbs
WSUR (BROWNSTONES),MANHATTAN,WEST SIDE URBAN RENEWAL (BROWNSTONES),BLD 22,AMR,,178,279,M017800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,7092944,2018-08,2018-08-01T00:00:00.000,2018-08-29T00:00:00.000,28,311067,N,3574.27,SC3,Yes,55.3
WSUR (SITE C) 589 AMSTERDAM AVENUE,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE C),BLD 01,AMR,,174,259,M017400,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,7092876,2018-08,2018-08-01T00:00:00.000,2018-08-29T00:00:00.000,28,621181,N,6901.2,SC3,Yes,255.18
344 EAST 28TH STREET,MANHATTAN,EAST 028TH STREET,BLD 01,AMR,,185,452,M018500,MIXED FINANCE/LLC2,NY005021850P,CONSOLIDATED EDISON COMPANY OF NY,7092935,2018-08,2018-07-31T00:00:00.000,2018-08-29T00:00:00.000,29,631134,N,0.0,SC4,Yes,0.0
STRAUS,MANHATTAN,STRAUS,BLD 01,AMR,,153,263,M015300,FEDERAL,NY005011530P,CONSOLIDATED EDISON COMPANY OF NY,7092841,2018-08,2018-08-01T00:00:00.000,2018-08-29T00:00:00.000,28,321108,N,9398.44,SC3,Yes,440.85
FULTON,MANHATTAN,FULTON,BLD 01,AMR,,136,252,M013600,FEDERAL,NY005001360P,CONSOLIDATED EDISON COMPANY OF NY,7081435,2018-08,2018-08-01T00:00:00.000,2018-08-29T00:00:00.000,28,23318,N,35457.74,SC3,Yes,2516.0
WISE TOWERS,MANHATTAN,WISE TOWERS,BLD 02,AMR,,127,445,M012700,MIXED FINANCE/LLC2,NY005021270P,CONSOLIDATED EDISON COMPANY OF NY,7092861,2018-08,2018-08-01T00:00:00.000,2018-08-29T00:00:00.000,28,331153,N,14837.39,SC3,Yes,862.76
WSUR (SITE B) 74 WEST 92ND STREET,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE B),BLD 05,AMR,,173,259,M017300,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,7092855,2018-08,2018-07-31T00:00:00.000,2018-08-29T00:00:00.000,29,331087,N,0.0,SC3,Yes,0.0
SEWARD PARK EXTENSION,MANHATTAN,SEWARD PARK EXTENSION,BLD 01,AMR,,192,312,M019200,FEDERAL,NY005011000P,CONSOLIDATED EDISON COMPANY OF NY,7092835,2018-08,2018-08-01T00:00:00.000,2018-08-29T00:00:00.000,28,332130,N,2066.25,SC3,Yes,88.1
WSUR (BROWNSTONES),MANHATTAN,WEST SIDE URBAN RENEWAL (BROWNSTONES),BLD 19,AMR,,178,279,M017800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,7092865,2018-08,2018-08-01T00:00:00.000,2018-08-29T00:00:00.000,28,321022,N,234.6,SC3,Yes,8.43
STRAUS,MANHATTAN,STRAUS,BLD 01,AMR,,153,263,M015300,FEDERAL,NY005011530P,CONSOLIDATED EDISON COMPANY OF NY,7092841,2018-08,2018-08-01T00:00:00.000,2018-08-29T00:00:00.000,28,332091,N,2.56,SC3,Yes,0.12
GOMPERS,MANHATTAN,GOMPERS,BLD 01,AMR,,100,237,M010000,FEDERAL,NY005011000P,CONSOLIDATED EDISON COMPANY OF NY,7092922,2018-08,2018-08-01T00:00:00.000,2018-08-29T00:00:00.000,28,62135,N,17734.8,SC3,Yes,1094.7
CAMPOS PLAZA II,MANHATTAN,CAMPOS PLAZA I/CAMPOS PLAZA II,CAMPOS PLAZA I BLD 02,AMR,CAMPOS PLAZA II ALL,286,593,M028600,FEDERAL,NY005012570P,CONSOLIDATED EDISON COMPANY OF NY,7092849,2018-08,2018-07-31T00:00:00.000,2018-08-29T00:00:00.000,29,22440-593,N,5898.61,SC3,Yes,259.9
WSUR (BROWNSTONES),MANHATTAN,WEST SIDE URBAN RENEWAL (BROWNSTONES),BLD 19,AMR,,178,279,M017800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,7092865,2018-08,2018-08-01T00:00:00.000,2018-08-29T00:00:00.000,28,322040,N,6373.82,SC3,Yes,229.03
CAMPOS PLAZA II,MANHATTAN,CAMPOS PLAZA I/CAMPOS PLAZA II,CAMPOS PLAZA I BLD 02,AMR,CAMPOS PLAZA II ALL,286,593,M028600,FEDERAL,NY005012570P,CONSOLIDATED EDISON COMPANY OF NY,7092849,2018-08,2018-07-31T00:00:00.000,2018-08-29T00:00:00.000,29,23358-593,N,0.0,SC3,Yes,0.0
WISE TOWERS,MANHATTAN,WISE TOWERS,BLD 02,AMR,,127,445,M012700,MIXED FINANCE/LLC2,NY005021270P,CONSOLIDATED EDISON COMPANY OF NY,7092861,2018-08,2018-08-01T00:00:00.000,2018-08-29T00:00:00.000,28,342056,N,0.0,SC3,Yes,0.0
GOMPERS,MANHATTAN,GOMPERS,BLD 01,AMR,,100,237,M010000,FEDERAL,NY005011000P,CONSOLIDATED EDISON COMPANY OF NY,7092922,2018-08,2018-08-01T00:00:00.000,2018-08-29T00:00:00.000,28,62340,N,0.0,SC3,Yes,0.0
CAMPOS PLAZA I,MANHATTAN,CAMPOS PLAZA I/CAMPOS PLAZA II,CAMPOS PLAZA I BLD 02,AMR,CAMPOS PLAZA I ALL,257,544,M025700,SECTION 8,NY005012570P,CONSOLIDATED EDISON COMPANY OF NY,7092849,2018-08,2018-07-31T00:00:00.000,2018-08-29T00:00:00.000,29,22440-544,N,5315.47,SC3,Yes,234.2
WSUR (SITE B) 74 WEST 92ND STREET,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE B),BLD 05,AMR,,173,259,M017300,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,7092855,2018-08,2018-07-31T00:00:00.000,2018-08-29T00:00:00.000,29,322105,N,6562.55,SC3,Yes,234.7
CAMPOS PLAZA I,MANHATTAN,CAMPOS PLAZA I/CAMPOS PLAZA II,CAMPOS PLAZA I BLD 02,AMR,CAMPOS PLAZA I ALL,257,544,M025700,SECTION 8,NY005012570P,CONSOLIDATED EDISON COMPANY OF NY,7092849,2018-08,2018-07-31T00:00:00.000,2018-08-29T00:00:00.000,29,23358-544,N,0.0,SC3,Yes,0.0
DE HOSTOS APARTMENTS,MANHATTAN,DE HOSTOS APARTMENTS,BLD 01,AMR,,155,265,M015500,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,7092913,2018-08,2018-08-01T00:00:00.000,2018-08-29T00:00:00.000,28,321021,N,9331.44,SC3,Yes,436.74
THOMAS APARTMENTS,MANHATTAN,THOMAS APARTMENTS,BLD 01,AMR,,268,387,M026800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,7092960,2018-08,2018-08-01T00:00:00.000,2018-08-29T00:00:00.000,28,321244,N,214.33,SC3,Yes,5.3
344 EAST 28TH STREET,MANHATTAN,EAST 028TH STREET,BLD 01,AMR,,185,452,M018500,MIXED FINANCE/LLC2,NY005021850P,CONSOLIDATED EDISON COMPANY OF NY,7092935,2018-08,2018-07-31T00:00:00.000,2018-08-29T00:00:00.000,29,621398,N,6154.82,SC4,Yes,210.23
ROBBINS PLAZA,MANHATTAN,ROBBINS PLAZA,BLD 01,AMR,,218,329,M021800,FEDERAL,NY005011390P,CONSOLIDATED EDISON COMPANY OF NY,7092907,2018-08,2018-08-01T00:00:00.000,2018-08-29T00:00:00.000,28,321143,N,84.38,SC3,Yes,1.83
ROBBINS PLAZA,MANHATTAN,ROBBINS PLAZA,BLD 01,AMR,,218,329,M021800,FEDERAL,NY005011390P,CONSOLIDATED EDISON COMPANY OF NY,7092907,2018-08,2018-08-01T00:00:00.000,2018-08-29T00:00:00.000,28,310029,N,4837.26,SC3,Yes,104.91
WSUR (SITE A) 120 WEST 94TH STREET,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE A),BLD 03,AMR,,151,259,M015100,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,7092898,2018-08,2018-08-01T00:00:00.000,2018-08-29T00:00:00.000,28,322112,N,5825.66,SC3,Yes,191.56
THOMAS APARTMENTS,MANHATTAN,THOMAS APARTMENTS,BLD 01,AMR,,268,387,M026800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,7092960,2018-08,2018-08-01T00:00:00.000,2018-08-29T00:00:00.000,28,322062,N,4297.07,SC3,Yes,106.26
WSUR (SITE A) 120 WEST 94TH STREET,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE A),BLD 03,AMR,,151,259,M015100,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,7092898,2018-08,2018-08-01T00:00:00.000,2018-08-29T00:00:00.000,28,321316,N,40.45,SC3,Yes,1.33
AMSTERDAM ADDITION,MANHATTAN,AMSTERDAM ADDITION,BLD 01,AMR,,187,453,M018700,MIXED FINANCE/LLC1,NY005021870P,CONSOLIDATED EDISON COMPANY OF NY,7092950,2018-08,2018-08-01T00:00:00.000,2018-08-29T00:00:00.000,28,331058,N,0.0,SC3,Yes,0.0
FULTON,MANHATTAN,FULTON,BLD 01,AMR,,136,252,M013600,FEDERAL,NY005001360P,CONSOLIDATED EDISON COMPANY OF NY,7081435,2018-08,2018-08-01T00:00:00.000,2018-08-29T00:00:00.000,28,24012,N,281.86,SC3,Yes,20.0
SEWARD PARK EXTENSION,MANHATTAN,SEWARD PARK EXTENSION,BLD 01,AMR,,192,312,M019200,FEDERAL,NY005011000P,CONSOLIDATED EDISON COMPANY OF NY,7092835,2018-08,2018-08-01T00:00:00.000,2018-08-29T00:00:00.000,28,321269,N,5126.93,SC3,Yes,218.6
WSUR (SITE C) 589 AMSTERDAM AVENUE,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE C),BLD 01,AMR,,174,259,M017400,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,7092876,2018-08,2018-08-01T00:00:00.000,2018-08-29T00:00:00.000,28,631052,N,6.49,SC3,Yes,0.24
AMSTERDAM ADDITION,MANHATTAN,AMSTERDAM ADDITION,BLD 01,AMR,,187,453,M018700,MIXED FINANCE/LLC1,NY005021870P,CONSOLIDATED EDISON COMPANY OF NY,7092950,2018-08,2018-08-01T00:00:00.000,2018-08-29T00:00:00.000,28,321136,N,6750.94,SC3,Yes,246.01
DE HOSTOS APARTMENTS,MANHATTAN,DE HOSTOS APARTMENTS,BLD 01,AMR,,155,265,M015500,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,7092913,2018-08,2018-08-01T00:00:00.000,2018-08-29T00:00:00.000,28,341004,N,0.0,SC3,Yes,0.0
344 EAST 28TH STREET,MANHATTAN,EAST 028TH STREET,BLD 01,AMR,,185,452,M018500,MIXED FINANCE/LLC2,NY005021850P,CONSOLIDATED EDISON COMPANY OF NY,7093833,2018-07,2018-06-29T00:00:00.000,2018-07-31T00:00:00.000,32,331161,N,6670.89,SC4,Yes,236.11
