,id,building_code,dbn,location_name,location_code,address,borough,geographical_district_code,register,schools,schools_in_building,major_n,oth_n,nocrim_n,prop_n,vio_n,engroupa,rangea,avgofmajor_n,avgofoth_n,avgofnocrim_n,avgofprop_n,avgofvio_n,geocoded_column,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,building_name
527,571,K660,19K409,EAST NEW YORK FAMILY ACADEMY(BN),K409,2057 LINDEN BOULEVARD,K,19,440,2,EAST NEW YORK FAMILY ACADEMY(BN)  | WILLIAM H. MAXWELL CAREER & TECHNICAL EDUCATION HS(BROOKLYN) | 145 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-73.886314, 40.660614]}",17214,45.0,2.0,25.0,47.0,2057 LINDEN BOULEVARD CONSOLIDATED LOCATION
528,41,K027,15K027,AGNES HUMPHREY SCHOOL FOR LEADERSHIP(BS),K676,27 HUNTINGTON STREET,K,15,SCHOOL CLOSED,2,Red Hook Neighborhood School|Agnes Humphrey School for Leadership|27 HUNTINGTON STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-74.454772, 40.504599]}",30129,,,,,27 HUNTINGTON STREET CONSOLIDATED LOCATION
529,779,M128,,560 WEST 169 STREET CONSOLIDATED LOCATION,,560 WEST 169 STREET,M,6,738,2,P.S. 128 Audubon |  Castle Bridge School |  560 WEST 169 STREET CONSOLIDATED LOCATION,0,2,0,1,1,4C,501-750,0.26,1.13,2.41,0.66,0.57,"{'type': 'Point', 'coordinates': [-84.74891, 30.571365]}",27559,,,,,560 WEST 169 STREET CONSOLIDATED LOCATION
530,373,K308,84K406,TEACHING FIRMS OF AMERICA PROFESSIONAL PREPARATORY CHARTER SCHOOL(BN),K406,616 Quincy St.,K,16,466,2,P.S. 308 Clara Cardwell|  Teaching Firms of America-Professional Preparatory|  616 QUINCY STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-76.376309, 37.011831]}",13187,,,,,616 QUINCY STREET CONSOLIDATED LOCATION
531,505,K465,17K408,ACADEMY OF HOSPITALITY &TOURISM(BS),K408,911 Flatbush Ave,K,17,153,7,"ERASMUS HALL HS(BS) |ACADEMY FOR COLLEGE PREPARATION & CAREER EXPLORATION(BS)|ACADEMY OF HOSPITALITY &TOURISM(BS)|ERASMUS CAMPUS BUSINESS TEC(BS) |HS FOR YOUTH & COMMUNITY DEVELOPMENT@ERASMUS(BS)|HS FOR SERVICE & LEARNING@ERASMUS(BS)|SCIENCE,TECH., & RESEARCH EARLY COLLEGE HS@ERASMUS-STAR(BROOKLYN)",N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-73.958476, 40.649472]}",13510,60.0,2.0,11.0,43.0,911 FLATBUSH AVENUE CONSOLIDATED LOCATION
532,137,K117,13K117,JHS 117(BN),K412,300 WILLOUGHBY AVENUE,K,13,355,3,Brooklyn Community High School of Communication Arts and Media |  JHS 117 |  Brooklyn High School for Leadership and Community |  300 WILLOUGHBY AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-73.958368, 40.692701]}",17212,69.0,2.0,38.0,51.0,300 WILLOUGHBY AVENUE CONSOLIDATED LOCATION
533,75,K055,,2021 BERGEN STREET CONSOLIDATED LOCATION,,2021 Bergen Street,K,23,1177,2,Brooklyn Collegiate: A College Board School l Achievement First Brownsville Charter School l 2021 BERGEN STREET CONSOLIDATED LOCATION,0,4,6,1,1,6C,1001-1250,0.61,2.55,6.10,1.29,1.48,"{'type': 'Point', 'coordinates': [-75.048258, 40.068155]}",4331,,,,,2021 BERGEN STREET CONSOLIDATED LOCATION
534,131,K113,13K113,JHS 113(BN),K113,300 ADELPHI STREET,K,13,307,2,JHS 113 | Compass Charter School | 300 Adelphi Street Consolidated Location,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-73.970931, 40.688511]}",17212,68.0,2.0,48.0,55.0,300 ADELPHI STREET CONSOLIDATED LOCATION
535,345,K291,32K564,Bushwick Community High School,K564,231 PALMETTO STREET,K,32,163,3,"J.H.S. 291 Roland Hayes |  Bushwick Community High School | Math, Engineering, and Science Academy Charter Hig |  231 PALMETTO STREET CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-80.346844, 33.900142]}",12955,,,,,231 PALMETTO STREET CONSOLIDATED LOCATION
536,241,K209,21K209,PS 209(BROOKLYN),K209,2609 EAST 7 STREET,K,21,716,1,PS 209(BROOKLYN),0,1,1,1,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,"{'type': 'Point', 'coordinates': [-97.712268, 30.260706]}",2857,,,,,
537,107,K090,21K090,PS 90(BROOKLYN),K090,2840 WEST 12 STREET,K,21,604,1,PS 90(BROOKLYN),0,2,0,2,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,"{'type': 'Point', 'coordinates': [-73.979598, 40.578209]}",18184,21.0,2.0,15.0,35.0,
538,248,K216,21K216,PS 216(BROOKLYN),K216,350 AVENUE X,K,21,667,1,PS 216(BROOKLYN),0,0,2,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,"{'type': 'Point', 'coordinates': [-73.969777, 40.590592]}",18183,32.0,2.0,45.0,36.0,
539,1219,Q189,25Q189,JHS 189(QN),Q189,144-80 BARCLAY AVENUE,Q,25,774,2,J.H.S. 189 Daniel Carter Beard |  Flushing International High School |  144-80 BARCLAY AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,5C,751-1000,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-96.09295, 29.33024]}",10997,,,,,144-80 BARCLAY AVENUE CONSOLIDATED LOCATION
540,792,M136,05M302,KAPPA IV(MN),M302,6 EDGECOMBE AVENUE,M,5,131,4,Eagle Academy for Young Men of Harlem |  KAPPA IV |  Mott Hall High School |  Bread & Roses Integrated Arts High School |  6 EDGECOMBE AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-73.947623, 40.817461]}",12427,18.0,4.0,36.0,20.0,6 EDGECOMBE AVENUE CONSOLIDATED LOCATION
541,3,K002,75K141,P141(BS),K141,655 PARKSIDE AVENUE,K,17,350,3,Parkside Preparatory Academy |  P.S. K141 |Explore Charter High School |655 PARKSIDE AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-80.714584, 28.40276]}",22273,,,,,655 PARKSIDE AVENUE CONSOLIDATED LOCATION
542,1090,Q058,24Q058,PS 58(QUEENS),Q058,72-50 Grand Avenue,Q,24,985,1,PS 58(QUEENS),0,0,1,0,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,"{'type': 'Point', 'coordinates': [-73.890302, 40.729161]}",14788,54.0,3.0,34.0,62.0,
543,940,M475,,345 EAST  15TH STREET CONSOLIDATED LOCATION,,345 EAST  15TH STREET,M,2,2100,3,P.S. M226 |  Institute for Collaborative Education |  High School for Health Professions and Human Servi |  345 EAST  15TH STREET CONSOLIDATED LOCATION,1,5,7,4,2,10C,2001-2500,1.21,7.43,22.93,3.29,4.29,"{'type': 'Point', 'coordinates': [-81.965449, 34.949187]}",14044,,,,,345 EAST  15TH STREET CONSOLIDATED LOCATION
544,270,K232,18K581,East Flatbush Community Research School,K581,905 WINTHROP STREET,K,18,131,1,East Flatbush Community Research School,0,2,0,1,1,2C,1-250,0.25,0.88,1.69,0.57,0.45,"{'type': 'Point', 'coordinates': [-86.884926, 40.39373]}",17225,,,,,
545,634,M009,,100 WEST  84 STREET CONSOLIDATED LOCATION,,100 WEST  84 STREET,M,3,831,2,P.S. 009 Sarah Anderson |  M.S. 243 Center School |  100 WEST  84 STREET CONSOLIDATED LOCATION,0,0,0,0,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,"{'type': 'Point', 'coordinates': [-81.565258, 29.478932]}",24635,,,,,100 WEST  84 STREET CONSOLIDATED LOCATION
546,362,K303,21K303,I.S. 303 Herbert S. Eisenberg,K303,501 WEST AVENUE,K,21,548,3,I.S. 303 Herbert S. Eisenberg | Coney Island Preparatory Public Charter School |Rachel Carson High School for Coastal Studies |  521 WEST AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-121.003472, 37.253643]}",12916,,,,,501 WEST AVENUE CONSOLIDATED LOCATION
547,805,M145,03M145,PS 145(MN),M145,150 WEST 105 STREET,M,3,343,2,"P.S. 145, The Bloomingdale School |  West Prep Academy |  150 WEST 105 STREET CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-85.025494, 42.627459]}",23906,,,,,150 WEST 105 STREET CONSOLIDATED LOCATION
548,208,K178,23K178,PS 178(BROOKLYN),K178,2163 DEAN STREET,K,23,302,1,PS 178(BROOKLYN),0,2,3,0,2,3C,251-500,0.25,1.03,2.22,0.55,0.58,"{'type': 'Point', 'coordinates': [-73.915367, 40.675005]}",13516,55.0,2.0,17.0,46.0,
549,509,K465,17K543,"SCIENCE,TECH., & RESEARCH EARLY COLLEGE HS@ERASMUS-STAR(BROOKLYN)",K543,911 FLATBUSH AVENUE,K,17,469,7,"ERASMUS HALL HS(BS) |ACADEMY FOR COLLEGE PREPARATION & CAREER EXPLORATION(BS)|ACADEMY OF HOSPITALITY &TOURISM(BS)|ERASMUS CAMPUS BUSINESS TEC(BS) |HS FOR YOUTH & COMMUNITY DEVELOPMENT@ERASMUS(BS)|HS FOR SERVICE & LEARNING@ERASMUS(BS)|SCIENCE,TECH., & RESEARCH EARLY COLLEGE HS@ERASMUS-STAR(BROOKLYN)",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-73.958476, 40.649472]}",13510,60.0,2.0,11.0,43.0,911 FLATBUSH AVENUE CONSOLIDATED LOCATION
550,314,K269,22K361,PS 361(BROOKLYN),K361,3109 NEWKIRK AVENUE,K,22,351,2,PS 269(BROOKLYN)  | PS 361(BROOKLYN)  | 1957 Nostand Avenue Consolidated Location,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-73.946979, 40.640072]}",17217,61.0,2.0,26.0,40.0,3109 NEWKIRK AVENUE CONSOLIDATED LOCATION
551,923,M460,,40 IRVING PLACE CONSOLIDATED LOCATION,,40 IRVING PLACE,M,2,2265,8,Gramercy Arts High School|THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY|International High School at Union Square|Washington Irving HS|Union Square Academy for Health Sciences|Academy for Software Engineering|Success Academy Union Square (Manhattan 1)|Washington Irving evening school|40 IRVING PLACE CONSOLIDATED LOCATION,3,8,17,2,7,10C,2001-2500,1.21,7.43,22.93,3.29,4.29,"{'type': 'Point', 'coordinates': [-75.003693, 40.152439]}",6974,,,,,40 IRVING PLACE CONSOLIDATED LOCATION
552,283,K243,16K243,PS 243(BROOKLYN),K243,1580 DEAN STREET,K,16,223,1,PS 243(BROOKLYN),0,1,2,0,1,2C,1-250,0.25,0.88,1.69,0.57,0.45,"{'type': 'Point', 'coordinates': [-73.93494, 40.67606]}",17615,16.0,2.0,49.0,49.0,
553,542,K515,18K637,ACADEMY FOR CONSERVATION & THE ENVIRONMENT(BS),K637,6565 Flatlands Avenue,K,18,222,6,South Shore |Brooklyn Generation School |  Brooklyn Theatre Arts High School |  Victory Collegiate High School |  Brooklyn Bridge Academy |  Academy for Conservation and the Environment | 6565 FLATLANDS AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-73.916477, 40.633516]}",13827,5.0,2.0,8.0,42.0,6565 Flatlands Avenue CONSOLIDATED LOCATION
554,657,M030,85M030,P.S. 030 Hernandez/Hughes,M030,144-176 East 128 St.,M,85,240,3,P.S. 030 Hernandez/Hughes|  P.S. 138|  Success Academy Charter School - Harlem 2|  144-176 EAST 128 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-84.369694, 43.009296]}",9393,,,,,144-176 East 128 St. CONSOLIDATED LOCATION
555,765,M121,04M038,PS 38(MANHATTAN),M038,232 EAST 103 STREET,M,4,199,2,PS 38(MANHATTAN) |  HARLEM PREP CHARTER SCHOOL(MN) |  232 EAST 103 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-81.594577, 27.913066]}",1310,,,,,232 EAST 103 STREET CONSOLIDATED LOCATION
556,1057,Q024,25Q024,PS 24(QUEENS),Q024,141-11 HOLLY AVENUE,Q,25,983,1,PS 24(QUEENS),0,0,0,0,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,"{'type': 'Point', 'coordinates': [-82.574486, 27.412186]}",3994,,,,,
557,1184,Q158,26Q158,MS 158(QN),Q158,46-35 OCEANIA STREET,Q,26,1061,1,MS 158(QN),0,2,2,2,0,6C,1001-1250,0.61,2.55,6.10,1.29,1.48,"{'type': 'Point', 'coordinates': [-74.151298, 40.695502]}",17000,,,,,
558,402,K328,84K769,HYDE LEADERSHIP CHARTER SCHOOL BROOKLYN(BN),K769,330 ALABAMA AVENUE,K,19,343,2,P.S. 328 Phyllis Wheatley|Hyde Leadership Charter School- Brooklyn|330 ALABAMA AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-81.670377, 29.636791]}",24666,,,,,330 ALABAMA AVENUE CONSOLIDATED LOCATION
559,1038,Q007,24Q007,PS 7(QUEENS),Q007,80-55 CORNISH AVENUE,Q,24,932,1,PS 7(QUEENS),0,0,1,0,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,"{'type': 'Point', 'coordinates': [-73.882107, 40.739407]}",14784,66.0,3.0,5.0,68.0,
560,561,K625,,150 ALBANY AVENUE CONSOLIDATED LOCATION,,150 ALBANY AVENUE,K,17,770,2,Pathways in Technology Early College High School  |  Academy for Health Careers |  150 ALBANY AVENUE CONSOLIDATED LOCATION,1,9,11,3,4,5C,751-1000,0.38,1.52,3.88,0.83,0.91,"{'type': 'Point', 'coordinates': [-93.719616, 32.473872]}",12336,,,,,150 ALBANY AVENUE CONSOLIDATED LOCATION
561,1074,Q041,26Q041,PS 41(QUEENS),Q041,214-43 35 AVENUE,Q,26,486,1,PS 41(QUEENS),0,0,0,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,"{'type': 'Point', 'coordinates': [-121.970482, 36.957186]}",11500,,,,,
562,1201,Q171,30Q171,PS 171(QUEENS),Q171,14-14 29 AVENUE,Q,30,460,1,PS 171(QUEENS),0,1,1,1,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,"{'type': 'Point', 'coordinates': [-72.801112, 44.784948]}",2604,,,,,
563,674,M044,,100 WEST 77 STREET CONSOLIDATED LOCATION,,100 WEST 77 STREET,M,3,1110,3,MS 245 COMPUTER SCHOOL(MN)| IS/JHS 247(MN)| THE ANDERSON SCHOOL(MN)|  100 WEST 77 STREET CONSOLIDATED LOCATION,1,0,2,0,1,6C,1001-1250,0.61,2.55,6.10,1.29,1.48,"{'type': 'Point', 'coordinates': [-81.565258, 29.478932]}",24635,,,,,100 WEST 77 STREET CONSOLIDATED LOCATION
564,1029,M916,05M517,TEACHERS COLLEGE COMMUNITY SCHOOL(MN),M517,168 Morningside Ave.,M,5,272,1,TEACHERS COLLEGE COMMUNITY SCHOOL(MN),0,0,0,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,"{'type': 'Point', 'coordinates': [-73.953284, 40.812435]}",12424,37.0,4.0,36.0,17.0,
565,1181,Q156,29Q289,QUEENS UNITED MIDDLE SCHOOL(QS),Q289,229-02 137 Avenue,Q,29,194,2,P.S. 156 Laurelton |  Queens United Middle School |  229-02 137 AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-73.742884, 40.672975]}",15313,63.0,3.0,47.0,63.0,229-02 137 AVENUE CONSOLIDATED LOCATION
566,531,K500,18K500,CANARSIE HS(BS),K617,1600 ROCKAWAY PARKWAY,K,18,SCHOOL CLOSED,4,Canarsie HS | High School for Innovation in Advertising and Medi |  High School for Medical Professions |  Urban Action Academy |  1600 ROCKAWAY PARKWAY CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-73.897959, 40.641223]}",13827,5.0,2.0,8.0,42.0,1600 ROCKAWAY PARKWAY CONSOLIDATED LOCATION
567,955,M490,03M492,HS FOR LAW ADVOCACY & COMMUNITY JUSTICE(MN),M492,122 AMSTERDAM AVENUE,M,3,358,5,"High School for Arts, Imagination and Inquiry |  Urban Assembly School for Media Studies, The |  High School for Law, Advocacy and Community Justic |  High School of Arts and Technology |  Manhattan / Hunter Science High School |  122 AMSTERDAM AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-74.277678, 40.657145]}",17004,,,,,122 AMSTERDAM AVENUE CONSOLIDATED LOCATION
568,1199,Q169,25Q294,BELL ACADEMY(QN),Q294,18-25 212 STREET,Q,25,370,2,P.S. 169 Bay Terrace |  BELL Academy |  18-25 212 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-106.54398, 35.103207]}",6575,,,,,18-25 212 STREET CONSOLIDATED LOCATION
569,773,M125,05M362,Columbia Secondary School,M362,425 West 123rd St,M,5,604,3,P.S. 125 Ralph Bunche|Columbia Secondary School|KIPP STAR College Prep Charter School|425 WEST 123 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-90.439207, 34.013793]}",15388,,,,,425 West 123rd St CONSOLIDATED LOCATION
570,794,M136,05M685,BREAD & ROSES INTEGRATED ARTS  HS(MN),M685,6 EDGECOMBE AVENUE,M,5,SCHOOL CLOSED,4,Eagle Academy for Young Men of Harlem |  KAPPA IV |  Mott Hall High School |  Bread & Roses Integrated Arts High School |  6 EDGECOMBE AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-73.947623, 40.817461]}",12427,18.0,4.0,36.0,20.0,6 EDGECOMBE AVENUE CONSOLIDATED LOCATION
571,588,K806,15K592,KHALIL GIBRAN INTERNATIONAL ACADEMY,K592,50 Navy St.,K,15,216,1,KHALIL GIBRAN INTERNATIONAL ACADEMY,0,4,3,1,2,2C,1-250,0.25,0.88,1.69,0.57,0.45,"{'type': 'Point', 'coordinates': [-73.980532, 40.697845]}",16865,68.0,2.0,48.0,54.0,
572,662,M040,02M040,PS 40 AUGUSTUS SAINT GAUDENS(MANHATTAN),M040,319 East 19th St,M,2,634,2,P.S. 040 Augustus Saint-Gaudens |  M.S. 255 Salk School of Science |  319 EAST 19 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-83.596608, 42.590141]}",7641,,,,,319 East 19th St CONSOLIDATED LOCATION
573,718,M083,04M182,THE BILINGUAL BICULTURAL SCHOOL PS 182(MN),M182,219 EAST 109 STREET,M,4,320,2,P.S. 083 Luis Munoz Rivera |  The Bilingual Bicultural School |  219 EAST 109 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-83.436172, 43.734021]}",75,,,,,219 EAST 109 STREET CONSOLIDATED LOCATION
574,890,M340,02M340,SIXTH AVENUE ELEMENTARY SCHOOL(MS),M340,590 Sixth Avenue,M,2,208,1,SIXTH AVENUE ELEMENTARY SCHOOL(MS),0,1,0,0,1,2C,1-250,0.25,0.88,1.69,0.57,0.45,"{'type': 'Point', 'coordinates': [-73.710061, 42.713263]}",1819,,,,,
575,928,M465,06M468,HS FOR HEALTH CAREERS & SCIENCES(MN),M468,549 AUDUBON AVENUE,M,6,346,5,George Washington Yabc |  The College Academy |  High School for Media and Communications |  High School for Law and Public Service |  High School for Health Careers and Sciences |  549 AUDUBON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-80.660106, 28.010919]}",21888,,,,,549 AUDUBON AVENUE CONSOLIDATED LOCATION
576,908,M445,02M445,SEWARD PARK HS(MANHATTAN),M294,350 GRAND STREET,M,2,260,7,ESSEX STREET ACADEMY(MS)| THE URBAN ASSEMBLY ACADEMY OF GOVERNMENT & LAW(MANHATTAN) |LOWER MANHATTAN ARTS ACADEMY(MS)|SEWARD PARK HS(MANHATTAN)|NEW DESIGN HS(MS)| HS FOR DUAL LANGUAGE & ASIAN STUDIES(MS) |SEWARD PARK GED(MANHATTAN)|350 GRAND STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-74.747046, 40.204073]}",28083,,,,,350 GRAND STREET CONSOLIDATED LOCATION
577,378,K310,20K310,PS 310 (BS),K310,942 62ND STREET,K,20,410,1,PS 310 (BS),0,0,0,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,"{'type': 'Point', 'coordinates': [-122.919029, 44.053645]}",1720,,,,,
578,1144,Q119,24Q119,IS 119(QN),Q119,74-01 78 AVENUE,Q,24,1270,1,IS 119(QN),0,0,4,0,0,7C,1251-1500,0.65,2.79,6.71,1.48,1.47,"{'type': 'Point', 'coordinates': [-87.814657, 41.757037]}",10411,,,,,
579,416,K356,23K392,I.S. 392,K392,104 SUTTER AVENUE,K,23,290,2,P.S. 156 Waverly |  I.S. 392 |  104 SUTTER AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-73.918267, 40.665949]}",17614,55.0,2.0,17.0,46.0,104 SUTTER AVENUE CONSOLIDATED LOCATION
580,966,M510,,198 FORSYTH STREET CONSOLIDATED LOCATION,,198 FORSYTH STREET,M,1,272,2,Forsyth Satellite Academy |  Cascades High School |  198 FORSYTH STREET CONSOLIDATED LOCATION,0,4,18,2,2,3C,251-500,0.25,1.03,2.22,0.55,0.58,"{'type': 'Point', 'coordinates': [-73.990733, 40.722532]}",11723,70.0,4.0,32.0,2.0,198 FORSYTH STREET CONSOLIDATED LOCATION
581,749,M111,02M111,PS 111(MS),M111,440 WEST 53 STREET,M,2,357,1,PS 111(MS),0,0,3,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,"{'type': 'Point', 'coordinates': [-80.292164, 25.870688]}",22649,,,,,
582,620,K994,13K595,BEDFORD ACADEMY HS(BN),K595,1119 Bedford Ave,K,13,263,1,BEDFORD ACADEMY HS(BN),0,2,0,1,1,3C,251-500,0.25,1.03,2.22,0.55,0.58,"{'type': 'Point', 'coordinates': [-75.027868, 39.931394]}",27936,,,,,
583,429,K383,32K383,J.H.S. 383 Philippa Schuyler,K383,1300 GREENE AVENUE,K,32,862,2,J.H.S. 383 Philippa Schuyler| Achievement First Bushwick Charter School| 1300 GREENE AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,5C,751-1000,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-73.91947, 40.698094]}",13828,42.0,2.0,37.0,53.0,1300 GREENE AVENUE CONSOLIDATED LOCATION
584,514,K470,17K544,Brooklyn Institute for Liberal Arts,K544,600 KINGSTON AVENUE,K,17,312,5,GEORGE WINGATE HS(BS) |GEORGE W. WINGATE HS GED (BS) |THE SCHOOL FOR HUMAN RIGHTS(BROOKLYN) | Brooklyn Institute for Liberal Arts |HS FOR PUBLIC SERVICE HEROES OF TOMORROW(BS),N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-73.942431, 40.658787]}",16866,17.0,2.0,11.0,44.0,600 KINGSTON AVENUE CONSOLIDATED LOCATION
585,1155,Q131,29Q131,PS 131(QS),Q131,170-45 84 AVENUE,Q,29,808,1,PS 131(QS),0,1,0,1,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,"{'type': 'Point', 'coordinates': [-73.793915, 40.716802]}",24340,25.0,3.0,24.0,65.0,
586,433,K390,17K354,The School of Integrated Learning,K354,1224 PARK PLACE,K,17,263,2,The School for Integrated Learning|KIPP AMP Charter School|1224 PARK PLACE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-73.937248, 40.672726]}",17615,16.0,2.0,49.0,49.0,1224 PARK PLACE CONSOLIDATED LOCATION
587,1109,Q080,28Q080,PS 80(QUEENS),Q080,171-05 137 AVENUE,Q,28,494,1,PS 80(QUEENS),0,3,3,1,2,3C,251-500,0.25,1.03,2.22,0.55,0.58,"{'type': 'Point', 'coordinates': [-73.768994, 40.672879]}",24669,41.0,3.0,46.0,71.0,
588,1237,Q201,25Q201,PS 201(QUEENS),Q201,65-11 155 STREET,Q,25,433,1,PS 201(QUEENS),0,0,2,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,"{'type': 'Point', 'coordinates': [-73.813364, 40.736534]}",14509,25.0,3.0,24.0,65.0,
589,824,M158,,1458 YORK AVENUE  CONSOLIDATED LOCATION,,1458 YORK AVENUE,M,2,957,2,P.S. 158 Bayard Taylor | Yorkville East Middle School | 1458 YORK AVENUE  CONSOLIDATED LOCATION,0,1,1,0,1,5C,751-1000,0.38,1.52,3.88,0.83,0.91,"{'type': 'Point', 'coordinates': [-73.951072, 40.770522]}",10092,23.0,4.0,1.0,11.0,1458 YORK AVENUE  CONSOLIDATED LOCATION
590,170,K149,19K149,PS 149(BROOKLYN),K149,700 SUTTER AVENUE,K,19,606,1,PS 149(BROOKLYN),0,0,2,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,"{'type': 'Point', 'coordinates': [-121.554712, 38.58105]}",11108,,,,,
