bbl,street_name,borough,zip,benchmarking_submission,street_number,entry_number,site_eui,weather_normalized_source_eui,energy_star_score,ghg,reported_building_square_footage,reported_facility_type,number_of_buildings,reported_bins,water_per_square_foot,latitude,longitude,community_board,community_council,census_tract,bin,nta
4119420302,INWOOD STREET       ,QUEENS              ,11435,No DOF Record as of 08/01/12,   109-17,,,,,,,,,,,,,,,,,
4120190010, 119 AVENUE         ,QUEENS              ,11436,No DOF Record as of 08/01/12,   145-01,,,,,,,,,,,,,,,,,
4120510001,SUTPHIN BOULEVARD   ,QUEENS              ,11434,No DOF Record as of 08/01/12,   125-20,,,,,,,,,,,,,,,,,
4120930034, 140 STREET,QUEENS,11436,Yes,   135-30,2105.0,40.1,80.0,98,1965.89,700000.0,Hotel,1.0,,,,,,,,,
4120990001,NORTH CONDUIT AVENUE,QUEENS              ,11434,No DOF Record as of 08/01/12,   144-02,,,,,,,,,,,,,,,,,
4120990016,NORTH CONDUIT AVENUE,QUEENS,11436,Yes,   145-11,621.0,127.5,310.5,24,761.91,77500.0,Hotel,1.0,,14.61,,,,,,,
4120990050, 135 AVENUE,QUEENS,11436,Yes,   144-10,1313.0,83.4,203.5,58,744.63,114618.0,Hotel,1.0,4518486.0,,,,,,,,
4121370020,ROCKAWAY BOULEVARD,QUEENS,11434,Yes,   153-90,1136.0,120.9,209.5,N/A,551.75,70690.0,Multifamily Housing,1.0,4263211.0,,,,,,,,
4121410003,SUTPHIN BOULEVARD   ,QUEENS              ,11435,No DOF Record as of 08/01/12,   109-37,,,,,,,,,,,,,,,,,
4122610001,BAISLEY BOULEVARD   ,QUEENS              ,11434,No DOF Record as of 08/01/12,   156-10,,,,,,,,,,,,,,,,,
4122780060,ROCKAWAY BOULEVARD  ,QUEENS              ,11434,No DOF Record as of 08/01/12,   152-65,,,,,,,,,,,,,,,,,
4123350049,GUY R BREWER BLVD   ,QUEENS              ,11434,No DOF Record as of 08/01/12,   116-01,,,,,,,,,,,,,,,,,
4123410031, 116 AVENUE         ,QUEENS              ,11434,No DOF Record as of 08/01/12,   166-01,,,,,,,,,,,,,,,,,
4123850131,BAISLEY BOULEVARD,QUEENS,11434,Yes,   168-27,1559.0,,,N/A,,28640.0,Self-Storage,3.0,,,,,,,,,
4124060100,LINDEN BOULEVARD    ,QUEENS              ,11434,No DOF Record as of 08/01/12,   180-20,,,,,,,,,,,,,,,,,
4124060280,BAISLEY BOULEVARD   ,QUEENS              ,11434,No DOF Record as of 08/01/12,,,,,,,,,,,,,,,,,,
4125160057,MERRICK BOULEVARD   ,QUEENS              ,11434,No DOF Record as of 08/01/12,   122-22,,,,,,,,,,,,,,,,,
4125290035,BEDELL STREET       ,QUEENS              ,11434,No DOF Record as of 08/01/12,   132-11,,,,,,,,,,,,,,,,,
4129270028, 132 AVENUE         ,QUEENS              ,11413,No DOF Record as of 08/01/12,   218-02,,,,,,,,,,,,,,,,,
4129730001,MERRICK BOULEVARD   ,QUEENS              ,11422,No DOF Record as of 08/01/12,   233-15,,,,,,,,,,,,,,,,,
4129800001,BROOKVILLE BOULEVARD,QUEENS              ,11422,No DOF Record as of 08/01/12,   133-33,,,,,,,,,,,,,,,,,
4129990044,BELKNAP STREET      ,QUEENS              ,11434,No DOF Record as of 08/01/12,   132-20,,,,,,,,,,,,,,,,,
4129990220,MERRICK BOULEVARD,QUEENS,11413,Yes,   184-04,1573.0,0.0,0.1,N/A,0.15,96076.0,Supermarket/Grocery,1.0,4279935.0,,,,,,,,
4130570056,SPRINGFIELD BLVD    ,QUEENS              ,11413,No DOF Record as of 08/01/12,   143-40,,,,,,,,,,,,,,,,,
4131930170,NORTH CONDUIT AVENUE,QUEENS              ,11413,No DOF Record as of 08/01/12,   227-15,,,,,,,,,,,,,,,,,
4132960014, 146 AVENUE         ,QUEENS              ,11434,No DOF Record as of 08/01/12,   165-25,,,,,,,,,,,,,,,,,
4133530020,GUY R BREWER BLVD   ,QUEENS              ,11434,No DOF Record as of 08/01/12,   146-02,,,,,,,,,,,,,,,,,
4133640040,FARMERS BOULEVARD   ,QUEENS              ,11434,No DOF Record as of 08/01/12,   147-35,,,,,,,,,,,,,,,,,
4133800011, 149 AVENUE,QUEENS,11434,Yes,   175-21,2021.0,,,N/A,,69345.0,Lodging,1.0,4286131.0,,,,,,,,
4134060039, 181 STREET         ,QUEENS              ,11413,No DOF Record as of 08/01/12,   147-02,,,,,,,,,,,,,,,,,
4134120001, 150 AVENUE         ,QUEENS              ,11413,No DOF Record as of 08/01/12,   182-17,,,,,,,,,,,,,,,,,
4134130001, 150 AVENUE         ,QUEENS              ,11434,No DOF Record as of 08/01/12,   179-02,,,,,,,,,,,,,,,,,
4134150001, 150 AVENUE         ,QUEENS              ,11413,No DOF Record as of 08/01/12,   182-02,,,,,,,,,,,,,,,,,
4134300002, 183 STREET         ,QUEENS              ,11413,No DOF Record as of 08/01/12,   149-09,,,,,,,,,,,,,,,,,
4134740004, 226 STREET         ,QUEENS              ,11413,No DOF Record as of 08/01/12,   145-73,,,,,,,,,,,,,,,,,
4134740012, 226 STREET         ,QUEENS              ,11413,No DOF Record as of 08/01/12,   145-69,,,,,,,,,,,,,,,,,
4137910020,ROCKAWAY BOULEVARD  ,QUEENS              ,11413,No DOF Record as of 08/01/12,   230-19,,,,,,,,,,,,,,,,,
4137910021,ROCKAWAY BOULEVARD  ,QUEENS              ,11413,No DOF Record as of 08/01/12,   230-39,,,,,,,,,,,,,,,,,
4137910022,ROCKAWAY BOULEVARD  ,QUEENS              ,11413,No DOF Record as of 08/01/12,   230-59,,,,,,,,,,,,,,,,,
4137910023,ROCKAWAY BOULEVARD  ,QUEENS              ,11413,No DOF Record as of 08/01/12,   230-79,,,,,,,,,,,,,,,,,
4138950001,BROOKVILLE BOULEVARD,QUEENS              ,11422,No DOF Record as of 08/01/12,   154-71,,,,,,,,,,,,,,,,,
4141950013,CROSS BAY BOULEVARD ,QUEENS              ,11414,No DOF Record as of 08/01/12,   162-31,,,,,,,,,,,,,,,,,
4142600111,SOUTH CONDUIT AVENUE,QUEENS              ,11434,No DOF Record as of 08/01/12,   153-20,,,,,,,,,,,,,,,,,
4161870030,OCEAN PROMENADE     ,QUEENS              ,11694,No DOF Record as of 08/01/12,   114-02,,,,,,,,,,,,,,,,,
4150110006, 157 STREET         ,QUEENS              ,11434,No DOF Record as of 08/01/12,   145-30,,,,,,,,,,,,,,,,,
4150120006, 157 STREET         ,QUEENS              ,11434,No DOF Record as of 08/01/12,   144-01,,,,,,,,,,,,,,,,,
4155410001,CENTRAL AVENUE      ,QUEENS              ,11691,No DOF Record as of 08/01/12,    13-07,,,,,,,,,,,,,,,,,
4155570025,NAMEOKE STREET      ,QUEENS              ,11691,No DOF Record as of 08/01/12,    10-45,,,,,,,,,,,,,,,,,
4155610029,MOTT AVENUE         ,QUEENS              ,11691,No DOF Record as of 08/01/12,    19-31,,,,,,,,,,,,,,,,,
4155740008,GATEWAY BOULEVARD   ,QUEENS              ,11691,No DOF Record as of 08/01/12,    14-41,,,,,,,,,,,,,,,,,
4156270045,SEAGIRT BOULEVARD,QUEENS,11691,Yes,    14-10,1683.0,156.6,222.5,N/A,962.29,81500.0,Senior Care Facility,1.0,4299228.0,,,,,,,,
4156330001,BROOKHAVEN AVENUE   ,QUEENS              ,11691,No DOF Record as of 08/01/12,    17-11,,,,,,,,,,,,,,,,,
4156360001,PLAINVIEW AVENUE,QUEENS,11691,Yes,    19-04,1132.0,377.1,647.6,6,9681.07,272986.0,Hospital (General Medical and Surgical),1.0,4430537.0,,,,,,,,
4158400006,BEACH 49 STREET     ,QUEENS              ,11691,No DOF Record as of 08/01/12,     3-53,,,,,,,,,,,,,,,,,
4158420100,BEACH CHANNEL DRIVE,QUEENS,11691,Yes,    51-15,625.0,,,N/A,,125000.0,Senior Care Facility,1.0,4301899.0,,,,,,,,
4158900042,BEACH   53 STREET,QUEENS,11691,Yes,     3-57,1798.0,,,84,,70000.0,Office,1.0,,,,,,,,,
4159080007,BEACH   65 STREET   ,QUEENS              ,11692,No DOF Record as of 08/01/12,     3-16,,,,,,,,,,,,,,,,,
4159800002,ALMEDA AVENUE       ,QUEENS              ,11692,No DOF Record as of 08/01/12,    54-02,,,,,,,,,,,,,,,,,
4161310010,BEACH   84 STREET   ,QUEENS              ,11693,No DOF Record as of 08/01/12,    85-15,,,,,,,,,,,,,,,,,
4161510092,ROCKAWAY BEACH BLVD ,QUEENS              ,11693,No DOF Record as of 08/01/12,    95-02,,,,,,,,,,,,,,,,,
4161660434,BEACH CHANNEL DRIVE ,QUEENS              ,11694,No DOF Record as of 08/01/12,   113-01,,,,,,,,,,,,,,,,,
4161670099,BEACH CHANNEL DRIVE ,QUEENS              ,11694,No DOF Record as of 08/01/12,   100-00,,,,,,,,,,,,,,,,,
4161880034,OCEAN PROMENADE,QUEENS,11694,Yes,   115-02,2138.0,,,74,,50877.0,Senior Care Facility,3.0,4444819.0,115.98,,,,,,,
4163250227,ROCKAWAY BEACH BLVD ,QUEENS              ,11695,No DOF Record as of 08/01/12,67,,,,,,,,,,,,,,,,,
4163400020,ROCKAWAY POINT BLVD ,QUEENS              ,0,No DOF Record as of 08/01/12,,,,,,,,,,,,,,,,,,
5001840360,RICHMOND TERRACE    ,STATEN ISLAND       ,0,No DOF Record as of 08/01/12,,,,,,,,,,,,,,,,,,
5006830301,MILFORD DRIVE       ,STATEN ISLAND       ,0,No DOF Record as of 08/01/12,,,,,,,,,,,,,,,,,,
5006830302,MILFORD DRIVE       ,STATEN ISLAND       ,0,No DOF Record as of 08/01/12,,,,,,,,,,,,,,,,,,
5031280001,BAY STREET          ,STATEN ISLAND       ,0,No DOF Record as of 08/01/12,,,,,,,,,,,,,,,,,,
5038510001,FR CAPODANNO BLVD   ,STATEN ISLAND       ,0,No DOF Record as of 08/01/12,,,,,,,,,,,,,,,,,,
5059650084,ARDEN AVENUE,STATEN ISLAND,10309,Yes,       7A,2001.0,,,N/A,,,Self-Storage,1.0,5153794.0,,,,,,,,
5075110001,VETERANS ROAD WEST  ,STATEN ISLAND       ,10309,No DOF Record as of 08/01/12,2935-2965,,,,,,,,,,,,,,,,,
3015540016,HERKIMER STREET,BROOKLYN,11233,Yes,1495,2603.0,45.0,74.8,N/A,317.14,110000.0,Other,1.0,3042309.0,,40.67715,-73.903953,16.0,37.0,367.0,3042309.0,Ocean Hill                                                                 
2046580021,BARNES AVENUE,BRONX,10467,Yes,3441,2101.0,71.7,239.3,23,520.71,77403.0,Senior Care Facility,1.0,,,40.875665,-73.86234,12.0,12.0,372.0,,Williamsbridge-Olinville                                                   
1009960014,WEST   43 STREET    ,MANHATTAN,10036,No DOF Record as of 08/01/12,127,,,,,,,,,,,40.755873,-73.984454,5.0,4.0,119.0,1022613.0,Midtown-Midtown South                                                      
4026110350,FLUSHING AVENUE,QUEENS,11378,Yes,    52-15,2148.0,34.3,63.9,66,150.13,66000.0,Warehouse (Unrefrigerated),1.0,4059015.0,,,,,,,,
1010350017,WEST   44 STREET,MANHATTAN,10036,Yes,315,1533.0,68.8,164.4,83,1358.66,228406.0,Office,1.0,,,40.758841,-73.989546,4.0,3.0,121.0,1080877.0,Clinton                                                                    
3020680117,ST EDWARD'S STREET,BROOKLYN,11201,Yes,140,1388.0,169.2,252.9,50,1345.72,129776.0,Senior Care Facility,1.0,3058264.0,,40.692375,-73.977643,2.0,35.0,31.0,3058264.0,Fort Greene                                                                
1007940017,WEST   18 STREET,MANHATTAN,10011,Yes,135,1693.0,,,59,,,Office,1.0,1014716.0,,40.740339,-73.996128,4.0,3.0,87.0,1014716.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
1013130005,EAST   58 STREET,MANHATTAN,10022,Yes,111,2230.0,170.1,331.6,38,7346.12,563530.0,Office,1.0,1037165.0,0.28,40.762013,-73.969584,5.0,4.0,11203.0,1037165.0,Turtle Bay-East Midtown                                                    
1010070029,WEST   55 STREET,MANHATTAN,10019,Yes,120,70.0,149.4,366.4,26,24451.54,1866776.0,Office,2.0,1083719.0,,40.763379,-73.979001,5.0,4.0,137.0,1083719.0,Midtown-Midtown South                                                      
3056310038,  10 AVENUE,BROOKLYN,11219,Yes,4802,1038.0,346.7,452.5,6,1727.29,86000.0,Office,5.0,,,40.639488,-73.998242,12.0,38.0,114.0,3336293.0,Borough Park                                                               
1012760058,MADISON AVENUE,MANHATTAN,10017,Yes,300,2207.0,124.7,357.3,76,12083.98,1071012.0,Office,1.0,,,40.752236,-73.979712,5.0,4.0,82.0,1085972.0,Murray Hill-Kips Bay                                                       
4003290018,   9 STREET,QUEENS,11106,Yes,    35-11,1491.0,16.1,35.7,N/A,122.06,102600.0,Other,1.0,4003935.0,,,,,,,,
3001180006,CONCORD STREET,BROOKLYN,11201,Yes,146,2401.0,,,96,,,Office,2.0,,,40.697685,-73.985733,2.0,33.0,13.0,3335884.0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
3030290090,MEADOW STREET,BROOKLYN,11206,Yes,43,1124.0,63.3,186.2,N/A,301.48,55184.0,Other,3.0,3070839.0,,40.711004,-73.935235,1.0,34.0,485.0,3070839.0,Bushwick South                                                             
1005630031,BROADWAY,MANHATTAN,10003,Yes,817,956.0,47.9,148.7,88,534.0,122175.0,Office,1.0,1009134.0,,40.733043,-73.99116,2.0,2.0,61.0,1009134.0,West Village                                                               
3079200006,AVENUE D,BROOKLYN,11236,Yes,8719,2505.0,11.5,12.2,N/A,98.16,159946.0,Other,1.0,3397396.0,,40.64458,-73.913225,18.0,45.0,960.0,3397396.0,Canarsie                                                                   
1010100029,AVENUE OF THE AMER  ,MANHATTAN,10019,No DOF Record as of 08/01/12,1401,,,,,,,,,,,40.764427,-73.977131,5.0,4.0,137.0,1023730.0,Midtown-Midtown South                                                      
3009900069,   2 AVENUE,BROOKLYN,11215,Yes,58,1636.0,37.4,56.4,84,851.17,380000.0,Warehouse (Unrefrigerated),1.0,,0.0,40.673125,-73.992959,6.0,39.0,119.0,3021536.0,Park Slope-Gowanus                                                         
1007790017,WEST   29 STREET,MANHATTAN,10001,Yes,231,2198.0,43.4,59.1,100,470.19,141299.0,Office,1.0,1014283.0,,40.748299,-73.993937,5.0,3.0,95.0,1014283.0,Midtown-Midtown South                                                      
1008210014,WEST   19 STREET,MANHATTAN,10011,Yes,39,1850.0,65.9,220.2,55,742.69,120000.0,Office,1.0,1015465.0,,40.739666,-73.992725,5.0,3.0,54.0,1015465.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
1000460001,WALL STREET,MANHATTAN,10005,Yes,2,232.0,109.1,297.6,44,1883.48,192500.0,Office,1.0,1001023.0,,40.707725,-74.011632,1.0,1.0,7.0,1001023.0,Battery Park City-Lower Manhattan                                          
1004820016,SPRING STREET,MANHATTAN,10012,Yes,72,510.0,61.6,162.4,91,702.59,130000.0,Office,1.0,1007214.0,,40.722506,-73.99763,2.0,1.0,45.0,1007214.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1000130005,BROADWAY,MANHATTAN,10004,Yes,11,275.0,100.9,237.2,72,3717.62,423348.0,Office,1.0,,,40.705354,-74.013731,1.0,1.0,13.0,1000044.0,Battery Park City-Lower Manhattan                                          
3000420011,FRONT STREET        ,BROOKLYN            ,11201,No DOF Record as of 08/01/12,231,,,,,,,,,,,40.702337,-73.983976,2.0,33.0,21.0,3329427.0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
1000240036,BROAD STREET,MANHATTAN,10004,Yes,50,961.0,67.3,202.4,N/A,1271.16,205940.0,Office,1.0,1000820.0,,40.705689,-74.011455,1.0,1.0,9.0,1000820.0,Battery Park City-Lower Manhattan                                          
5000040021,RICHMOND TERRACE,STATEN ISLAND,10301,Yes,561,1402.0,3.0,10.0,N/A,59.68,210598.0,Other,1.0,5000016.0,,40.645886,-74.09131,1.0,49.0,81.0,5000016.0,West New Brighton-New Brighton-St. George                                  
1013880021,MADISON AVENUE      ,MANHATTAN,10021,No DOF Record as of 08/01/12,921,,,,,,,,,,,40.772722,-73.964737,8.0,4.0,130.0,1041498.0,Upper East Side-Carnegie Hill                                              
5010520001,FOREST AVENUE,STATEN ISLAND,10302,Yes,1351,2412.0,214.3,562.9,N/A,1890.18,108283.0,Mall (Strip Mall and Enclosed),1.0,,,40.625957,-74.134451,1.0,49.0,201.0,5024915.0,Westerleigh                                                                
1005520026,WASHINGTON SQUARE W,MANHATTAN,10011,Yes,37,807.0,65.1,80.0,N/A,624.64,119090.0,Multifamily Housing,1.0,1008877.0,,40.73127,-73.999423,2.0,1.0,65.0,1008877.0,West Village                                                               
3036790030,JUNIUS STREET,BROOKLYN,11212,Yes,1,1075.0,120.0,270.0,22,579.61,65500.0,Residence Hall/Dormitory,1.0,3083426.0,,40.674922,-73.904306,16.0,37.0,908.0,3083426.0,Brownsville                                                                
1012910021,MADISON AVENUE,MANHATTAN,10022,Yes,551,59.0,72.8,222.1,62,835.37,129674.0,Office,1.0,1035770.0,30.59,40.761081,-73.97323,5.0,4.0,102.0,1035770.0,Midtown-Midtown South                                                      
2051410260,CO-OP CITY BOULEVARD,BRONX               ,10475,No DOF Record as of 08/01/12,789,,,,,,,,,,,40.878641,-73.827763,10.0,12.0,46201.0,2119182.0,Co-op City                                                                 
1005110001,PRINCE STREET,MANHATTAN,10012,Yes,75,1030.0,72.3,210.4,73,2334.95,353419.0,Office,1.0,1007942.0,,40.72409,-73.99742,2.0,1.0,43.0,1007942.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1010260103,WEST   54 STREET    ,MANHATTAN,10019,No DOF Record as of 08/01/12,261,,,,,,,,,,,40.764426,-73.983387,5.0,3.0,137.0,1000000.0,Midtown-Midtown South                                                      
1008310010,WEST   29 STREET,MANHATTAN,10001,Yes,39,2174.0,73.4,136.3,N/A,339.05,56931.0,Other,1.0,1015756.0,,40.746199,-73.988957,5.0,3.0,76.0,1015756.0,Midtown-Midtown South                                                      
1014800001,YORK AVENUE,MANHATTAN,10065,Yes,1176,612.0,1991.5,2451.9,N/A,38309.08,586436.0,Other,1.0,,,40.761395,-73.957726,8.0,5.0,116.0,,Lenox Hill-Roosevelt Island                                                
1013250001,   3 AVENUE,MANHATTAN,10022,Yes,845,51.0,133.7,298.3,49,3941.88,342387.0,Office,1.0,1038464.0,11.35,40.756688,-73.970128,6.0,4.0,98.0,1038464.0,Turtle Bay-East Midtown                                                    
1012910010,MADISON AVENUE,MANHATTAN,10022,Yes,550,1399.0,90.4,240.8,74,6987.96,871353.0,Office,1.0,1035769.0,,40.761089,-73.973252,5.0,4.0,102.0,1035769.0,Midtown-Midtown South                                                      
4016400020,DITMARS BOULEVARD,QUEENS,11369,Yes,   102-40,1314.0,83.9,185.7,68,776.03,125000.0,Hotel,1.0,4865195.0,,,,,,,,
3038820006,DE WITT AVENUE      ,BROOKLYN            ,11207,No DOF Record as of 08/01/12,338,,,,,,,,,,,40.655996,-73.897428,5.0,42.0,1098.0,3086089.0,East New York                                                              
3006520023,  24 STREET,BROOKLYN,11232,Yes,290,506.0,66.4,150.0,N/A,316.21,56400.0,Storage/Shipping/Non-Refrigerated Warehouse,1.0,,,40.660329,-73.996277,7.0,38.0,101.0,3009588.0,Sunset Park West                                                           
1008120006,   7 AVENUE,MANHATTAN,10018,Yes,491,662.0,39.6,80.6,100,1184.51,360946.0,Office,2.0,1015236.0,,40.752608,-73.989443,5.0,3.0,109.0,1015236.0,Midtown-Midtown South                                                      
1004980011,BROADWAY,MANHATTAN,10012,Yes,549,2017.0,91.2,271.3,49,1735.99,217968.0,Office,1.0,,,40.723656,-73.99829,2.0,1.0,49.0,1007576.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1005350036,WEST    3 STREET,MANHATTAN,10012,Yes,17,1475.0,9458.4,10141.4,N/A,80635.29,158590.0,College/University (Campus-Level),1.0,1008627.0,,40.728347,-73.995898,2.0,1.0,5501.0,1008627.0,West Village                                                               
1005650011,EAST   14 STREET,MANHATTAN,10003,Yes,44,1060.0,217.2,549.1,5,3568.88,206442.0,Retail,1.0,1009216.0,,40.735094,-73.991427,2.0,2.0,61.0,1009216.0,West Village                                                               
1008250031,BROADWAY,MANHATTAN,10010,Yes,1097,2534.0,94.9,250.6,70,6080.95,744341.0,Office,1.0,1015583.0,,40.741969,-73.989322,5.0,3.0,58.0,1015583.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
2023160001,LINCOLN AVENUE      ,BRONX               ,10454,No DOF Record as of 08/01/12,101,,,,,,,,,,,40.807149,-73.929969,1.0,8.0,19.0,2000759.0,Mott Haven-Port Morris                                                     
1007870011,WEST   37 STREET,MANHATTAN,10018,Yes,247,1819.0,26.3,85.5,92,344.98,139629.0,Office,1.0,,,40.753475,-73.990594,5.0,3.0,109.0,1014454.0,Midtown-Midtown South                                                      
1007080037,  10 AVENUE         ,MANHATTAN,10018,No DOF Record as of 08/01/12,481,,,,,,,,,,,40.756338,-73.997881,4.0,3.0,99.0,1012494.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
5011610001,LAKE AVENUE,STATEN ISLAND,10303,Yes,125,2193.0,7.6,25.3,97,118.25,166543.0,Warehouse (Unrefrigerated),1.0,,,40.633518,-74.150942,1.0,49.0,239.0,5000000.0,Mariner's Harbor-Arlington-Port Ivory-Graniteville                         
1001580001,DUANE STREET        ,MANHATTAN,10007,No DOF Record as of 08/01/12,27,,,,,,,,,,,40.713122,-74.002936,1.0,1.0,29.0,1001675.0,Chinatown                                                                  
1008590039,PARK AVENUE SOUTH,MANHATTAN,10016,Yes,424,859.0,86.4,219.7,64,1025.27,133123.0,Office,1.0,1016934.0,,40.744041,-73.983569,5.0,2.0,74.0,1016934.0,Midtown-Midtown South                                                      
1000110021,BROAD STREET,MANHATTAN,10004,Yes,80,2531.0,77.2,194.6,69,2719.82,400000.0,Office,1.0,1000038.0,,40.704322,-74.011581,1.0,1.0,9.0,1000038.0,Battery Park City-Lower Manhattan                                          
2032910016,EAST  198 STREET,BRONX,10458,Yes,323,1928.0,57.2,81.4,N/A,285.78,64680.0,Multifamily Housing,1.0,2017680.0,0.0,40.867854,-73.887563,7.0,15.0,40702.0,2113538.0,Bedford Park-Fordham North                                                 
1008030067,WEST   28 STREET,MANHATTAN,10001,Yes,150,709.0,81.3,144.0,93,741.61,113508.0,Office,2.0,1015095.0,13.83,40.746638,-73.991963,5.0,3.0,95.0,1015095.0,Midtown-Midtown South                                                      
3030840001,BOGART STREET       ,BROOKLYN            ,11206,No DOF Record as of 08/01/12,74,,,,,,,,,,,40.706236,-73.933545,1.0,34.0,453.0,3071392.0,Bushwick North                                                             
1008490070,BROADWAY,MANHATTAN,10010,Yes,915,386.0,77.0,183.7,78,1501.97,221831.0,Office,1.0,1016226.0,17.47,40.739644,-73.989654,5.0,2.0,52.0,1016226.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
3073240001,AVENUE T            ,BROOKLYN            ,11229,No DOF Record as of 08/01/12,1902,,,,,,,,,,,40.601521,-73.95284,15.0,48.0,578.0,3336576.0,Madison                                                                    
1005780047,HUDSON STREET,MANHATTAN,10013,Yes,250,116.0,87.7,226.4,78,2329.08,332960.0,Office,1.0,,0.14,40.724658,-74.007753,2.0,3.0,37.0,1009723.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
3001270001,CADMAN PLAZA EAST   ,BROOKLYN            ,11201,No DOF Record as of 08/01/12,291,,,,,,,,,,,40.695426,-73.990061,2.0,33.0,13.0,3000242.0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
1008590064,MADISON AVENUE,MANHATTAN,10016,Yes,105,455.0,62.1,207.3,70,977.29,167670.0,Office,1.0,1016939.0,,40.744889,-73.985041,5.0,2.0,74.0,1016939.0,Midtown-Midtown South                                                      
1012660001,AVENUE OF THE AMER,MANHATTAN,10020,Yes,1260,2244.0,148.2,322.6,35,13970.34,1217115.0,Office,7.0,1083860.0,,40.75999,-73.980349,5.0,4.0,104.0,1083861.0,Midtown-Midtown South                                                      
1010950035,  11 AVENUE,MANHATTAN,10036,Yes,653,926.0,116.2,282.5,25,1380.91,153363.0,Hotel,1.0,1027122.0,,40.764317,-73.995784,4.0,3.0,129.0,1027122.0,Clinton                                                                    
3045520001,WORTMAN AVENUE      ,BROOKLYN            ,11208,No DOF Record as of 08/01/12,852,,,,,,,,,,,40.664691,-73.863031,5.0,42.0,1220.0,3000000.0,East New York                                                              
5027050225,VICTORY BOULEVARD,STATEN ISLAND,10314,Yes,4435,751.0,225.8,545.1,N/A,12982.28,438530.0,Other,1.0,5041883.0,,40.586217,-74.200825,2.0,50.0,29102.0,5041883.0,New Springville-Bloomfield-Travis                                          
1008630027,MADISON AVENUE,MANHATTAN,10016,Yes,169,449.0,,,90,,,Office,1.0,1017082.0,,40.747194,-73.983362,5.0,2.0,74.0,1017082.0,Midtown-Midtown South                                                      
1011190043,WEST   67 STREET,MANHATTAN,10023,Yes,30,920.0,312.0,930.8,N/A,2627.75,94885.0,Other,1.0,1028232.0,,40.77345,-73.979291,7.0,6.0,153.0,1028232.0,Lincoln Square                                                             
1012640005,AVENUE OF THE AMER,MANHATTAN,10020,Yes,1230,161.0,136.7,270.1,55,3969.05,409556.0,Office,4.0,1077284.0,,40.758977,-73.981089,5.0,4.0,96.0,1077287.0,Midtown-Midtown South                                                      
1005470030,BROADWAY,MANHATTAN,10003,Yes,715,809.0,0.1,0.2,N/A,1.67,262739.0,College/University (Campus-Level),1.0,1088447.0,,40.729099,-73.993682,2.0,1.0,57.0,1008831.0,West Village                                                               
2059520374,ARLINGTON AVENUE,BRONX,10471,Yes,5625,681.0,,,N/A,,40500.0,Other,1.0,,,40.905009,-73.907133,8.0,11.0,323.0,2086312.0,North Riverdale-Fieldston-Riverdale                                        
4041470001,  20 AVENUE,QUEENS,11357,Yes,   141-07,863.0,105.5,275.2,18,1247.9,139253.0,Office,2.0,4437997.0,,,,,,,,
1008610064,MADISON AVENUE,MANHATTAN,10016,Yes,148,423.0,61.9,151.4,76,392.0,71871.0,Office,1.0,1017000.0,,40.746335,-73.984012,5.0,4.0,74.0,1017000.0,Midtown-Midtown South                                                      
1009940045,WEST   42 STREET,MANHATTAN,10036,Yes,130,270.0,91.4,226.3,52,1663.15,210000.0,Office,2.0,,,40.755278,-73.985172,5.0,4.0,113.0,1022577.0,Midtown-Midtown South                                                      
2042260040,WATERS PLACE,BRONX,10461,Yes,1260,2649.0,65.9,220.2,69,2775.05,448380.0,Office,2.0,2113980.0,,40.842744,-73.838413,11.0,13.0,284.0,2113980.0,Van Nest-Morris Park-Westchester Square                                    
1001590040,PARK ROW            ,MANHATTAN,10007,No DOF Record as of 08/01/12,128,,,,,,,,,,,40.71282,-74.001782,1.0,1.0,29.0,1001678.0,Chinatown                                                                  
1010130012,WEST   42 STREET    ,MANHATTAN,10036,No DOF Record as of 08/01/12,256,,,,,,,,,,,40.756881,-73.98898,5.0,3.0,113.0,1024669.0,Midtown-Midtown South                                                      
1000200009,BROADWAY,MANHATTAN,10006,Yes,45,368.0,89.0,251.5,57,2962.47,368315.0,Office,1.0,1000804.0,,40.706397,-74.012829,1.0,1.0,13.0,1000804.0,Battery Park City-Lower Manhattan                                          
5005930500,HOWARD AVENUE,STATEN ISLAND,10301,Yes,300,1359.0,156.3,357.4,45,116.9,10029.0,Office,1.0,,,40.622406,-74.088569,1.0,49.0,39.0,5106892.0,Grymes Hill-Clifton-Fox Hills                                              
2022770082,BRUCKNER BOULEVARD,BRONX,10454,Yes,112,2046.0,12.6,24.5,N/A,78.61,90422.0,Warehouse (Unrefrigerated),1.0,2000138.0,,40.804746,-73.922527,1.0,8.0,19.0,2000138.0,Mott Haven-Port Morris                                                     
