order,property_id,property_name,bbl_10_digits,nyc_borough_block_and_lot,nyc_building_identification,address_1_self_reported,postal_code,street_number,street_name,borough,dof_gross_floor_area_ft,self_reported_gross_floor,primary_property_type_self,list_of_all_property_use,largest_property_use_type,largest_property_use_type_1,_2nd_largest_property_use,_2nd_largest_property_use_1,year_built,number_of_buildings,occupancy,metered_areas_energy,metered_areas_water,energy_star_score,source_eui_kbtu_ft,weather_normalized_source,site_eui_kbtu_ft,weather_normalized_site_eui,weather_normalized_site,weather_normalized_site_1,district_steam_use_kbtu,natural_gas_use_kbtu,weather_normalized_site_2,electricity_use_grid_purchase,electricity_use_grid_purchase_1,weather_normalized_site_3,total_ghg_emissions_metric,direct_ghg_emissions_metric,indirect_ghg_emissions_metric,water_use_all_water_sources,water_use_intensity_all_water,water_required,generation_date,dof_benchmarking_submission,latitude,longitude,community_board,council_district,census_tract,nta,fuel_oil_2_use_kbtu,_3rd_largest_property_use,_3rd_largest_property_use_1,fuel_oil_4_use_kbtu,parent_property_id,parent_property_name,address_2_self_reported,annual_maximum_demand_kw,annual_maximum_demand_mm,fuel_oil_5_6_use_kbtu,diesel_2_use_kbtu,district_chilled_water_use
773,3099349,261 Madison Avenue,1008680025,1008680025,1017231,261 Madison Avenue,10016,Not found,Not found,Manhattan,Not found,396239,Office,Office,Office,396239.0,,,1954,1,100,Whole Building,Whole Building,78.0,197.5,197.5,101.5,101.5,11.4,,24826571.0,,,15409369.7,4516227.4,4516227.4,3014.6,0.0,3014.6,11422.0,28.83,Not found,2018-04-02T00:00:00.000,Not found,40.750806,-73.98073,106.0,4.0,82.0,Murray Hill-Kips Bay,,,,,,,,879.8,2017-07-01T00:00:00.000,,,
774,2929077,Grandview,2024650038,2-02465-0038,2002854,1245 Grandview Place,10452,Not found,Not found,Bronx,Not found,51000,Multifamily Housing,Multifamily Housing,Multifamily Housing,51000.0,,,1938,1,100,Whole Building,,32.0,139.7,143.3,109.9,113.5,3.9,0.1,,322145.5,3237.9,681205.8,199650.0,199059.7,423.8,363.4,60.4,4419.3,86.65,Not found,2018-04-02T00:00:00.000,Not found,40.835643,-73.917717,204.0,16.0,197.0,West Concourse,,,,4599875.6,,,,,,,,
775,2605035,Metropolitan Jewish Healthcare System - Menorah Center,3087600200,3-08760-0200,3246887,1516 Oriental Blvd.,11235,Not found,Not found,Brooklyn,Not found,275102,Senior Care Community,Senior Care Community,Senior Care Community,275102.0,,,1985,1,100,Whole Building,,36.0,235.7,238.4,106.9,109.6,17.3,0.5,,13165316.0,139057.2,16251583.4,4763066.1,4757869.6,2140.1,699.3,1440.9,,,Not found,2018-04-02T00:00:00.000,Not found,40.578348,-73.939421,315.0,48.0,616.0,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,,,,,,,,,,,,
776,4096274,0732-Long Island City - Northern Blvd Bldg A,4002140016,4-00214-0016,4003101,36-02 Northern Boulevard,11101,Not found,Not found,Queens,Not found,96000,Self-Storage Facility,Self-Storage Facility,Self-Storage Facility,96000.0,,,2000,1,80,Whole Building,Whole Building,,16.5,16.5,5.3,5.3,1.5,,,,,504163.9,147762.0,147762.0,44.7,0.0,44.7,86.0,0.9,Not found,2018-04-02T00:00:00.000,Not found,40.752045,-73.92762,401.0,26.0,171.0,Hunters Point-Sunnyside-West Maspeth,,,,,,,,,,,,
777,4096306,0732-Long Island City - Northern Blvd Bldg B,4002140021,4-00214-0021,4003102,36-20 Northern Blvd,11101,Not found,Not found,Queens,Not found,67500,Self-Storage Facility,Self-Storage Facility,Self-Storage Facility,67500.0,,,2000,1,80,Whole Building,Whole Building,,66.5,75.5,54.5,62.9,1.3,0.6,,3377200.2,39424.1,300112.7,87958.0,89530.5,206.0,179.4,26.6,344.0,5.1,Not found,2018-04-02T00:00:00.000,Not found,40.752055,-73.926974,401.0,26.0,171.0,Hunters Point-Sunnyside-West Maspeth,,,,,,,,,,,,
778,4233307,Kato International LLC SBS Version,1012840007,1-01284-0007,1035434,7 East 48 Street,10017,Not found,Not found,Manhattan,Not found,598058,Office,"Financial Office, Office, Restaurant",Office,598058.0,Financial Office,0.0,1984,1,85,Whole Building,Whole Building,83.0,190.7,197.5,89.1,95.5,12.5,0.0,26560526.9,900331.3,9151.7,25837828.8,7572633.5,7489217.4,4102.2,47.8,4054.3,7434.1,12.43,Not found,2018-04-02T00:00:00.000,Not found,40.757083,-73.977606,105.0,4.0,94.0,Midtown-Midtown South,,Restaurant,0.0,,,,,,,,,
779,3264952,Sofitel New York-44th Street,1012600014,1-01260-0014,1085873,45 West 44th Street,10036,Not found,Not found,Manhattan,Not found,293966,Hotel,Hotel,Hotel,293966.0,,,2000,1,100,Whole Building,Whole Building,13.0,285.9,288.3,148.2,150.9,16.4,0.1,23093691.9,3821600.0,38216.0,16640948.1,4877182.3,4834330.4,3211.7,203.0,3008.8,21234.0,72.23,Not found,2018-04-02T00:00:00.000,Not found,40.75542,-73.981429,105.0,4.0,96.0,Midtown-Midtown South,,,,,,,,,,,,
780,3264953,M&C New York Times Square - 52nd Street,1010230018,1-01023-0018,1024817,226 West 52nd Street,10019,Not found,Not found,Manhattan,Not found,262051,Hotel,Hotel,Hotel,262051.0,,,1984,1,100,Whole Building,Whole Building,41.0,244.5,249.0,114.2,118.0,16.3,0.1,13859331.1,1462800.0,14628.0,14602922.8,4279871.3,4280232.5,2292.6,77.7,2214.9,18460.0,70.44,Not found,2018-04-02T00:00:00.000,Not found,40.762897,-73.983683,105.0,3.0,131.0,Midtown-Midtown South,,,,,,,,,,,,
781,3663468,0504-Bronx - Bruckner Boulevard,2025990165,2-02599-0165,2004060,330 Bruckner Boulevard,10454,Not found,Not found,Bronx,Not found,126530,Self-Storage Facility,Self-Storage Facility,Self-Storage Facility,126530.0,,,2009,1,100,Whole Building,Whole Building,,46.1,50.1,30.3,34.1,2.0,0.3,,2963199.7,34427.8,868193.6,254453.0,254453.0,234.4,157.4,77.0,41.0,0.32,Not found,2018-04-02T00:00:00.000,Not found,40.806385,-73.908242,201.0,17.0,19.0,Mott Haven-Port Morris,,,,,,,,,,,,
782,3663489,0539-New York (Manhattan) - West 143rd S,1017400009,1-01740-0009,1081459,58 West 143rd Street,10037,Not found,Not found,Manhattan,Not found,71656,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,71656.0,,,2009,1,100,Whole Building,Whole Building,67.0,22.4,24.3,14.8,16.5,1.0,0.1,,821800.0,9486.9,236451.6,69300.0,69300.0,64.6,43.6,21.0,48.0,0.67,Not found,2018-04-02T00:00:00.000,Not found,40.818505,-73.935691,110.0,9.0,214.0,Central Harlem North-Polo Grounds,,,,,,,,,,,,
783,3663558,0690-Staten Island - Arden Ave.,5059650084,5-05965-0084,5153794,7 Arden Avenue,10312,Not found,Not found,Staten Island,Not found,84767,Self-Storage Facility,Self-Storage Facility,Self-Storage Facility,84767.0,,,2009,1,100,Whole Building,Whole Building,,36.9,37.4,14.3,14.8,3.1,0.0,,320900.0,3677.2,887505.6,260113.0,260113.0,95.7,17.0,78.7,61.0,0.72,Not found,2018-04-02T00:00:00.000,Not found,40.559391,-74.19824,503.0,51.0,228.0,New Springville-Bloomfield-Travis,,,,,,,,,,,,
784,3663729,1042-Bronx - Edson AV,2048000006,2-04800-0006,2062768,2875 Edson Avenue,10469,Not found,Not found,Bronx,Not found,115274,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,115274.0,,,2009,1,100,Whole Building,Whole Building,100.0,9.5,11.2,5.5,6.5,0.6,0.0,,435200.0,5073.2,202270.2,59282.0,71215.1,41.0,23.1,17.9,86.0,0.75,Not found,2018-04-02T00:00:00.000,Not found,40.869927,-73.83395,212.0,12.0,46202.0,Co-op City,,,,,,,,,,,,
785,3663836,1213-Bronx - Fordham RD,2032350030,2-03235-0030,2015122,245 West Fordham Road,10468,Not found,Not found,Bronx,Not found,58350,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,58350.0,,,2009,1,100,Whole Building,Whole Building,76.0,21.7,21.7,7.1,7.1,2.0,0.0,,15700.0,157.0,397562.8,116519.0,116519.0,36.1,0.8,35.2,28.0,0.48,Not found,2018-04-02T00:00:00.000,Not found,40.862116,-73.910787,207.0,14.0,269.0,Kingsbridge Heights,,,,,,,,,,,,
786,3663952,1399-Brooklyn,3004530054,3-00453-0054,3007684,312 3rd Ave,11720,Not found,Not found,Brooklyn,Not found,71965,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,71965.0,,,2009,1,100,Whole Building,Whole Building,100.0,10.0,11.2,5.8,6.6,0.6,0.0,,278400.0,3224.1,135920.4,39836.0,43924.8,36.5,14.8,21.8,19.0,0.26,Not found,2018-04-02T00:00:00.000,Not found,40.67658,-73.986758,306.0,39.0,119.0,Park Slope-Gowanus,,,,,,,,,,,,
787,4880857,8501-Bronx - Baychester OC,2052570016,2-05257-0016,2072454,3450 Baychester Ave,10475,Not found,Not found,Bronx,Not found,66950,Self-Storage Facility,Self-Storage Facility,Self-Storage Facility,66950.0,,,2009,1,100,Whole Building,Whole Building,,26.1,26.1,8.3,8.3,2.4,,,,,555528.2,162816.0,162816.0,49.3,0.0,49.3,100.0,1.49,Not found,2018-04-02T00:00:00.000,Not found,40.880418,-73.838253,212.0,12.0,46202.0,Co-op City,,,,,,,,,,,,
788,5839381,1805-New York - Convent Ave,1019690012,1-01969-0012,1059609,40 Convent Ave,10027,Not found,Not found,Manhattan,Not found,62549,Self-Storage Facility,Self-Storage Facility,Self-Storage Facility,62549.0,,,2016,1,100,Whole Building,Whole Building,,44.7,45.0,15.6,15.8,4.0,0.0,,128200.0,1426.8,848424.5,248659.0,248659.0,82.0,6.8,75.2,1133.0,18.11,Not found,2018-04-02T00:00:00.000,Not found,40.814415,-73.953072,109.0,7.0,21303.0,Manhattanville,,,,,,,,,,,,
789,6271267,535 West 163 Street HDFC,1021220127,1021220127,1062939,535 West 163 Street,10032,Not found,Not found,Manhattan,Not found,34320,Multifamily Housing,Multifamily Housing,Multifamily Housing,34320.0,,,1900,1,100,Whole Building,,54.0,126.3,125.3,91.5,91.2,4.5,0.1,,184532.3,1852.2,541251.1,158631.6,155431.7,237.1,189.1,48.0,2585.3,75.33,Not found,2018-04-02T00:00:00.000,Not found,40.837202,-73.940685,112.0,7.0,245.0,Washington Heights South,2415690.0,,,,,,,,,,,
790,2721694,71 Thomas,1001480010,1-00148-0010,1001621,71 Thomas Street,10013,Not found,Not found,Manhattan,Not found,102304,Office,Office,Office,102304.0,,,1915,1,100,Whole Building,,80.0,146.0,147.2,56.0,57.9,11.7,,1573649.2,,,4155268.2,1217839.3,1199655.2,472.9,0.0,472.9,1274.5,12.46,Not found,2018-04-02T00:00:00.000,Not found,40.716965,-74.00759,101.0,1.0,33.0,SoHo-TriBeCa-Civic Center-Little Italy,,,,,,,,,,,,
791,2732758,Ace Hotel New York,1008300054,1-00830-0054,1015739,1186 Broadway,10001,Not found,Not found,Manhattan,Not found,187893,Hotel,"Hotel, Restaurant",Hotel,185490.0,Restaurant,2403.0,1904,1,100,Whole Building,Whole Building,19.0,306.9,306.3,145.4,147.1,21.3,0.7,,13447178.0,139858.1,13867144.2,4064227.0,4000289.5,1943.7,714.2,1229.5,19688.0,104.78,Not found,2018-04-02T00:00:00.000,Not found,40.745608,-73.988661,105.0,4.0,76.0,Midtown-Midtown South,,,,,,,,,,,,
792,2647367,171 Madison Association,1008630027,1-00863-0027,1017082,171 Madison Avenue,10016,Not found,Not found,Manhattan,Not found,125630,Office,"Office, Other - Mall",Office,119605.0,Other - Mall,6025.0,1914,1,100,Whole Building,Whole Building,85.0,169.1,170.2,74.5,76.9,12.7,0.1,,854652.9,8546.5,5520785.6,1618049.5,1595522.7,756.3,266.8,489.5,2184.3,17.39,Not found,2018-04-02T00:00:00.000,Not found,40.74726,-73.983316,105.0,2.0,74.0,Midtown-Midtown South,2984056.8,,,,,,,,,,,
793,2989315,8801 Shore RD BG Corp,3060580001,3-06058-0001,3153885,8801 Shore Road,11209,Not found,Not found,Brooklyn,Not found,275892,Multifamily Housing,Multifamily Housing,Multifamily Housing,275892.0,,,1920,2,100,Whole Building,Whole Building,96.0,54.6,54.4,28.1,28.0,3.5,0.2,,4440462.0,44404.6,3310988.9,970395.2,964783.4,529.4,235.9,293.6,6168.5,22.36,Not found,2018-04-03T00:00:00.000,Not found,40.624055,-74.040822,310.0,43.0,50.0,Bay Ridge,,,,,,,,,,,,
794,5789733,MJM - 10 Jay Street,3000010050,3-00001-0050,3000002,10 Jay Street,11201,Not found,Not found,Brooklyn,Not found,180000,Office,"Office, Retail Store",Office,172500.0,Retail Store,7500.0,2015,1,50,Whole Building,,100.0,4.5,,3.9,,,0.0,,659240.0,6592.4,38845.6,11385.0,,38.5,35.0,3.4,,,Not found,2018-04-03T00:00:00.000,Not found,40.704522,-73.986572,302.0,33.0,21.0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,,,,,,,,,,,,
795,4266080,Andaz Hotel - 5th Avenue,1012760001,1012760001,1035330,485 Fifth Avenue,10017,Not found,Not found,Manhattan,Not found,190357,Hotel,"Hotel, Other, Retail Store",Hotel,182716.0,Retail Store,7641.0,1914,1,100,Whole Building,Whole Building,30.0,298.5,301.5,129.3,132.3,21.6,0.0,9663092.1,832478.8,8324.8,14115919.5,4137138.9,4117845.6,1937.3,44.2,1893.1,,,Not found,2018-04-03T00:00:00.000,Not found,40.753013,-73.981213,105.0,4.0,82.0,Murray Hill-Kips Bay,,Other,0.0,,,,,,,,,
796,5833057,444 Madison Avenue,1012850015,1012850015,,444 Madison Avenue,10022,Not found,Not found,Manhattan,Not found,476000,Office,Office,Office,476000.0,,,1929,1,95,Whole Building,Whole Building,85.0,169.8,174.1,65.8,68.6,13.9,0.0,8331887.2,636650.0,6434.9,22342349.4,6548167.2,6609757.8,2567.9,33.8,2534.1,7112.5,14.94,Not found,2018-04-03T00:00:00.000,Not found,40.757582,-73.975805,105.0,4.0,102.0,Midtown-Midtown South,,,,,,,,,,,,
797,1192662,CBRE-1166 Avenue of the Americas,1012617501,1012617501,1071414,1166 Avenue of the Americas,10036,Not found,Not found,Manhattan,Not found,1797825,Office,"Office, Other",Office,1779804.0,Other,18021.0,1974,1,100,Whole Building,Whole Building,70.0,198.0,199.8,98.1,99.6,12.1,,102144390.1,,,74217759.2,21751978.4,21751978.4,13362.3,0.0,13362.3,,,Not found,2018-04-03T00:00:00.000,Not found,40.757004,-73.982526,105.0,4.0,96.0,Midtown-Midtown South,,,,,,,,,,,,
798,2739050,CBRE- 2 Grand Central,1012990027,1012990027,1036176,140 East 45th Street,10017,Not found,Not found,Manhattan,Not found,655946,Office,"Fast Food Restaurant, Office",Office,654431.0,Fast Food Restaurant,1515.0,1982,1,80,Whole Building,Whole Building,77.0,178.0,179.0,65.4,67.1,14.9,0.0,9292723.1,11136.4,111.4,33616098.5,9852313.7,9751360.1,3598.0,0.6,3597.4,,,Not found,2018-04-03T00:00:00.000,Not found,40.753157,-73.974172,106.0,4.0,92.0,Turtle Bay-East Midtown,,,,,,,,,,,,
799,4848996,MD Property Group 117 East 24 Street,1008807501,1-00880-7501,1018090,117 East 24 Street,10010,Not found,Not found,Manhattan,Not found,75000,Multifamily Housing,Multifamily Housing,Multifamily Housing,75000.0,,,1920,1,100,Whole Building,,,68.7,72.3,37.2,40.6,4.2,0.3,,1727891.1,19792.2,1062936.0,311528.7,312326.7,186.0,91.8,94.2,539.3,7.19,Not found,2018-04-03T00:00:00.000,Not found,40.740506,-73.985031,105.0,2.0,68.0,Gramercy,,,,,,,,,,,,
800,5815298,25 W 31st Street - 29321,1008330024,1-00833-0024,1015809,25 W 31st Street,10001,Not found,Not found,Manhattan,Not found,60000,Office,Office,Office,60000.0,,,1912,1,100,Whole Building,,92.0,122.7,122.1,57.7,58.1,8.7,0.0,,812.1,9.1,1813770.3,531585.6,524334.9,285.1,124.3,160.8,,,Not found,2018-04-03T00:00:00.000,Not found,40.747044,-73.987123,105.0,4.0,76.0,Midtown-Midtown South,,,,1649946.1,,,,,,,,
801,5815318,28 W 27th Street - 29322,1008280064,1-00828-0064,1015663,28 W 27th Street,10001,Not found,Not found,Manhattan,Not found,64000,Office,Office,Office,64000.0,,,1909,1,100,Whole Building,,94.0,114.5,113.4,58.9,58.6,7.5,0.0,,993.3,11.3,1651244.4,483952.0,477649.2,306.1,159.7,146.4,1411.6,22.06,Not found,2018-04-03T00:00:00.000,Not found,40.744785,-73.989491,105.0,3.0,58.0,Hudson Yards-Chelsea-Flatiron-Union Square,,,,2120065.8,,,,,,,,
802,5815333,141 W 28th Street - 29323,1008040013,1-00804-0013,1015101,141 W 28th Street,10001,Not found,Not found,Manhattan,Not found,56000,Office,Office,Office,56000.0,,,1913,1,100,Whole Building,,53.0,220.3,219.2,143.5,143.1,10.3,0.0,,1778.8,20.4,1982198.0,580948.9,574927.7,631.5,455.7,175.7,,,Not found,2018-04-03T00:00:00.000,Not found,40.746567,-73.99175,105.0,3.0,95.0,Midtown-Midtown South,,,,6051992.0,,,,,,,,
803,6231306,137 5th   AVENUE - 30523,1008490002,1-00849-0002,1016196,137 5th   AVENUE,10010,Not found,Not found,Manhattan,Not found,40003,Office,Office,Office,40003.0,,,1902,1,100,Whole Building,,84.0,127.7,132.2,66.9,71.8,8.2,0.1,,391335.3,3913.4,1122616.6,329020.1,326304.3,206.4,106.9,99.5,1257.9,31.45,Not found,2018-04-03T00:00:00.000,Not found,40.739828,-73.990823,105.0,2.0,52.0,Hudson Yards-Chelsea-Flatiron-Union Square,1160317.7,,,,,,,,,,,
804,5833057,444 Madison Avenue,1012850015,1012850015,1035454,444 Madison Avenue,10022,Not found,Not found,Manhattan,Not found,476000,Office,Office,Office,476000.0,,,1929,1,95,Whole Building,Whole Building,85.0,169.8,174.1,65.8,68.6,13.9,0.0,8331887.2,636650.0,6434.9,22342349.4,6548167.2,6609757.8,2567.9,33.8,2534.1,7112.5,14.94,Not found,2018-04-03T00:00:00.000,Not found,40.757582,-73.975805,105.0,4.0,102.0,Midtown-Midtown South,,,,,,,,,,,,
805,4522614,CBRE - 200 W41st Street,1010120036,1-01012-0036,1024649,200 W41st Street,10018,Not found,Not found,Manhattan,Not found,173380,Office,Office,Office,173380.0,,,1929,1,100,Whole Building,Whole Building,76.0,148.3,151.8,63.1,66.6,11.6,0.0,,419396.8,4799.8,6873458.6,2014495.2,2014495.2,902.1,292.7,609.4,,,Not found,2018-04-03T00:00:00.000,Not found,40.755547,-73.987876,105.0,3.0,113.0,Midtown-Midtown South,3644579.8,,,,,,,,,,,
806,4624800,3 Bryant Park,1009947501,1-00994-7501,,1095 6th Avenue,10036,Not found,Not found,Manhattan,Not found,1216578,Office,"Financial Office, Fitness Center/Health Club/Gym, Office",Office,921063.0,Financial Office,266215.0,1972,1,85,Whole Building,,48.0,251.3,254.8,106.1,108.1,18.9,,51400771.5,,,77680279.0,22766784.7,22955402.4,10300.0,0.0,10300.0,,,Not found,2018-04-03T00:00:00.000,Not found,40.754688,-73.984241,105.0,4.0,113.0,Midtown-Midtown South,,Fitness Center/Health Club/Gym,29300.0,,,,,,,,,
807,4401675,ESRT - 250 West 57th Street,1010280056,1-01028-0056,1024899,250 West 57th Street,10107,Not found,Not found,Manhattan,Not found,479349,Office,"Bank Branch, Office, Retail Store",Office,427105.0,Retail Store,44948.0,1921,1,80,Whole Building,Whole Building,79.0,175.0,177.3,73.1,76.3,13.8,0.0,,9745.5,112.5,22772515.4,6674241.7,6609663.4,2929.9,910.9,2019.0,5787.0,12.07,Not found,2018-04-03T00:00:00.000,Not found,40.766391,-73.982119,105.0,3.0,137.0,Midtown-Midtown South,12268475.2,Bank Branch,7296.0,,,,,,,,,
808,3538058,The Oneill Condominium,1007967504,1-00796-7504,1087522,655 Sixth Avenue,10010,Not found,Not found,Manhattan,Not found,131206,Multifamily Housing,Multifamily Housing,Multifamily Housing,131206.0,,,2005,1,100,Whole Building,,10.0,140.1,141.7,44.7,45.2,13.2,0.0,3168.9,21113.3,216.2,5845331.8,1713168.6,1732696.0,519.6,1.1,518.5,,,Not found,2018-04-03T00:00:00.000,Not found,40.741135,-73.9941,104.0,3.0,87.0,Hudson Yards-Chelsea-Flatiron-Union Square,,,,,,,,,,,,
809,4413526,456 West 19th Street,1007167505,1-00716-7505,1088185,456 West 19 Street,10011,Not found,Not found,Manhattan,Not found,56876,Multifamily Housing,Multifamily Housing,Multifamily Housing,56876.0,,,2008,1,100,Whole Building,,2.0,201.5,206.3,109.1,114.8,12.0,0.7,,3841486.6,41923.4,2365172.0,693192.2,684480.5,413.7,204.0,209.7,1235.0,21.71,Not found,2018-04-03T00:00:00.000,Not found,40.744786,-74.004923,104.0,3.0,89.0,Hudson Yards-Chelsea-Flatiron-Union Square,,,,,,,,,,,,
810,4413921,520 West 19 Street,1006907501,1-00690-7501,1012282,520 West 19 Street,10011,Not found,Not found,Manhattan,Not found,58700,Multifamily Housing,Multifamily Housing,Multifamily Housing,58700.0,,,2007,1,100,Whole Building,,2.0,152.5,156.8,69.7,73.2,11.2,0.3,,1867096.8,20518.5,2226570.8,652570.5,658147.4,296.6,99.2,197.4,1914.3,32.61,Not found,2018-04-03T00:00:00.000,Not found,40.745601,-74.006853,104.0,3.0,99.0,Hudson Yards-Chelsea-Flatiron-Union Square,,,,,,,,,,,,
811,4406449,ESRT - 1400 Broadway,1008140019,1-00814-0019,1015266,1400 Broadway,10018,Not found,Not found,Manhattan,Not found,818729,Office,"Bank Branch, Fast Food Restaurant, Office",Office,809400.0,Fast Food Restaurant,6750.0,1935,1,100,Whole Building,Whole Building,81.0,179.4,182.9,75.3,79.2,14.2,0.0,,37312.1,409.1,39731751.8,11644709.0,11592525.9,5147.4,1624.8,3522.6,12600.2,15.39,Not found,2018-04-03T00:00:00.000,Not found,40.753187,-73.98720900000001,105.0,4.0,113.0,Midtown-Midtown South,21868033.8,Bank Branch,2579.0,,,,,,,,,
812,4399574,ESRT - 111 West 33rd Street,1008090053,1-00809-0053,1015201,111 West 33rd Street,10120,Not found,Not found,Manhattan,Not found,670212,Office,"Office, Retail Store",Office,582061.0,Retail Store,88151.0,1954,1,100,Whole Building,Whole Building,88.0,129.5,130.6,55.1,56.1,9.6,,15105897.7,,,21854161.7,6405087.6,6405087.6,2940.6,0.0,2940.6,10505.7,15.68,Not found,2018-04-03T00:00:00.000,Not found,40.749399,-73.988869,105.0,3.0,101.0,Midtown-Midtown South,,,,,,,,,,,,
813,4407011,ESRT - 501 7th Ave*,1008130001,1-00813-0001,1015253,501 7th Avenue,10018,Not found,Not found,Manhattan,Not found,455058,Office,"Fast Food Restaurant, Office, Retail Store",Office,423289.0,Fast Food Restaurant,16042.0,1928,1,100,Whole Building,Whole Building,75.0,182.1,184.7,75.9,79.3,14.4,0.0,,1168386.7,11683.9,22510266.5,6597380.9,6541509.7,2864.3,868.5,1995.7,6672.6,14.66,Not found,2018-04-03T00:00:00.000,Not found,40.752984,-73.989165,105.0,3.0,109.0,Midtown-Midtown South,10867830.0,Retail Store,15727.0,,,,,,,,,
814,4398177,ESRT - Empire State Building,1008350041,1-00835-0041,1015862,350 Fifth Avenue,10018,Not found,Not found,Manhattan,Not found,2851447,Office,"Office, Other - Entertainment/Public Assembly, Restaurant, Retail Store",Office,2751552.0,Retail Store,52888.0,1930,1,100,Whole Building,Whole Building,86.0,178.6,182.8,75.0,78.3,13.4,0.0,79038099.3,4359150.0,43591.5,130434834.9,38228258.8,38315752.4,17043.8,231.5,16812.3,93365.2,32.74,Not found,2018-04-03T00:00:00.000,Not found,40.748276,-73.98469,105.0,4.0,76.0,Midtown-Midtown South,,Restaurant,26155.0,,,,,,,,,
815,4230670,50 West 47th Street,1012627502,1012627502,1034346,50 West 47th Street,10036,Not found,Not found,Manhattan,Not found,739305,Office,"Food Sales, Office, Parking, Retail Store",Office,730042.0,Parking,27250.0,2012,1,70,Whole Building,Whole Building,91.0,141.5,146.2,60.0,63.9,10.5,,17895750.2,,,26465673.3,7756644.2,7756644.2,3534.7,0.0,3534.7,,,Not found,2018-04-03T00:00:00.000,Not found,40.757333,-73.980187,105.0,4.0,96.0,Midtown-Midtown South,,Retail Store,6500.0,,,,,,,,,
816,1470683,Fisher - 1345 Avenue of the Americas,1010070029,1010070029,1083719,1345 Avenue of the Americas,10105,Not found,Not found,Manhattan,Not found,1866766,Office,"Office, Restaurant",Office,1832312.0,Restaurant,34454.0,1969,1,100,Whole Building,,46.0,292.4,293.9,125.3,126.5,21.4,,97436132.2,,,136529713.1,40014565.2,40014565.2,18574.2,0.0,18574.2,76887.7,41.19,Not found,2018-04-03T00:00:00.000,Not found,40.762605,-73.97846,105.0,4.0,137.0,Midtown-Midtown South,,,,,,,,,,,,
817,2674172,Kitano Arms Corp.,1008670042,1-00867-0042,1017211,66 Park Avenue,100163007,Not found,Not found,Manhattan,Not found,105231,Hotel,Hotel,Hotel,105231.0,,,1995,1,100,Whole Building,Whole Building,30.0,276.0,275.6,157.8,156.3,13.6,0.2,10138126.0,1653173.5,16531.7,4811883.6,1410282.2,1433752.5,1187.6,87.8,1099.8,,,Not found,2018-04-03T00:00:00.000,Not found,40.749513,-73.979583,106.0,4.0,82.0,Murray Hill-Kips Bay,,,,,,,,,,,,
818,2662342,Fisher- Park Ave Plaza - 55 E 52nd St,1012880027,1012880027,1083869,55 East 52nd Street,10055,Not found,Not found,Manhattan,Not found,1155000,Financial Office,"Financial Office, Office",Financial Office,679149.0,Office,475851.0,1981,1,100,Whole Building,Tenant and/or common areas (partial energy loads),94.0,135.8,137.5,58.7,61.0,9.7,0.0,27181059.1,1539350.0,15393.5,39023943.5,11437262.2,11250385.2,5346.4,81.8,5264.6,,,Not found,2018-04-03T00:00:00.000,Not found,40.758828,-73.973978,105.0,4.0,102.0,Midtown-Midtown South,,,,,,,,,,,,
