order,property_id,property_name,bbl_10_digits,nyc_borough_block_and_lot,nyc_building_identification,address_1_self_reported,postal_code,street_number,street_name,borough,dof_gross_floor_area_ft,self_reported_gross_floor,primary_property_type_self,list_of_all_property_use,largest_property_use_type,largest_property_use_type_1,_2nd_largest_property_use,_2nd_largest_property_use_1,year_built,number_of_buildings,occupancy,metered_areas_energy,metered_areas_water,energy_star_score,source_eui_kbtu_ft,weather_normalized_source,site_eui_kbtu_ft,weather_normalized_site_eui,weather_normalized_site,weather_normalized_site_1,district_steam_use_kbtu,natural_gas_use_kbtu,weather_normalized_site_2,electricity_use_grid_purchase,electricity_use_grid_purchase_1,weather_normalized_site_3,total_ghg_emissions_metric,direct_ghg_emissions_metric,indirect_ghg_emissions_metric,water_use_all_water_sources,water_use_intensity_all_water,water_required,generation_date,dof_benchmarking_submission,latitude,longitude,community_board,council_district,census_tract,nta,fuel_oil_2_use_kbtu,_3rd_largest_property_use,_3rd_largest_property_use_1,fuel_oil_4_use_kbtu,parent_property_id,parent_property_name,address_2_self_reported,annual_maximum_demand_kw,annual_maximum_demand_mm,fuel_oil_5_6_use_kbtu,diesel_2_use_kbtu,district_chilled_water_use
226,6198641,Queen of All Saints - PARISH,3021050047,3021050047,3059154,300 Vanderbilt Avenue,11205,Not found,Not found,Brooklyn,Not found,64959,Worship Facility,"K-12 School, Other, Worship Facility",Worship Facility,37846.0,K-12 School,18922.0,1911,2,100,Whole Building,,,39.1,,30.2,,1.1,0.1,,800757.1,9164.6,245809.0,72042.5,72042.5,132.4,110.6,21.8,,,Not found,2018-03-14T00:00:00.000,Not found,40.688451,-73.968911,302.0,35.0,197.0,Clinton Hill,916734.0,Other,8191.0,,,,,,,,,
227,6222853,165 West 83rd Street,1012140008,1-01214-0008,1032111,165 West 83rd Street,10025,Not found,Not found,Manhattan,Not found,36512,Multifamily Housing,Multifamily Housing,Multifamily Housing,36512.0,,,1912,1,100,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,Not found,2018-03-14T00:00:00.000,Not found,40.785271,-73.975318,107.0,6.0,169.0,Upper West Side,,,,,,,,,,,,
228,2809442,"Our Lady of the Snows Church, School and Convent",4086950001,4086950001,4438391;4444849;4459240;4861791,79-33 258th Street,11004,Not found,Not found,Queens,Not found,93000,K-12 School,Other,Other,93000.0,,,1958,3,100,Whole Building,,,78.4,82.7,52.8,57.1,3.2,0.5,,3895208.9,43005.6,1018620.5,298540.6,296369.1,297.2,206.9,90.3,,,Not found,2018-03-14T00:00:00.000,Not found,40.745499,-73.713293,413.0,23.0,157902.0,Glen Oaks-Floral Park-New Hyde Park,,,,,,,,,,,,
229,6098891,1000 Targee Street Mgmt. LLC,5031680161,5-03168-0161,5046384,1000 Targee Street,10304,Not found,Not found,Staten Island,Not found,74260,Multifamily Housing,"Multifamily Housing, Parking",Multifamily Housing,74260.0,Parking,0.0,1972,1,95,Whole Building,,,127.4,132.1,78.7,83.3,6.3,0.6,,4252218.4,45981.6,1590595.4,466176.8,464797.6,366.9,225.9,141.0,5546.8,74.69,Not found,2018-03-14T00:00:00.000,Not found,40.604577,-74.091116,502.0,50.0,50.0,Grasmere-Arrochar-Ft. Wadsworth,,,,,,,,,,,,
230,6225085,141-18 CHERRY AVENUE - 44298,4051937506,4-05193-7506,4593294,141-18 CHERRY AVENUE,11355,Not found,Not found,Queens,Not found,53665,Multifamily Housing,Multifamily Housing,Multifamily Housing,53665.0,,,2011,1,100,Whole Building,,95.0,83.8,87.7,57.8,61.5,3.3,0.5,,2510954.5,27028.6,591895.7,173474.7,174454.8,185.8,133.4,52.5,,,Not found,2018-03-14T00:00:00.000,Not found,40.75474,-73.821467,407.0,20.0,859.0,Flushing,,,,,,,,,,,,
231,6167386,Flushing 32nd Ave Corp,4060210029,6021;29,,198-39 32nd Avenue,11358,Not found,Not found,Queens,Not found,28726,Multifamily Housing,Multifamily Housing,Multifamily Housing,28726.0,,,1924,1,100,Whole Building,Whole Building,95.0,82.4,82.5,26.4,26.5,7.7,0.0,,8240.0,82.4,751095.8,220133.6,220380.9,67.0,0.4,66.6,2179.8,75.88,Not found,2018-03-14T00:00:00.000,Not found,40.76917,-73.79115,411.0,19.0,1085.0,Bayside-Bayside Hills,,,,,,,,,,,,
232,6191713,Parsons 34 Avenue Corp,4049950014,4995;14,,34-01 Parsons Blvd,11354,Not found,Not found,Queens,Not found,24723,Multifamily Housing,Multifamily Housing,Multifamily Housing,24723.0,,,1927,1,100,Whole Building,Whole Building,5.0,183.4,183.3,128.4,128.4,7.4,,,,,623031.2,182600.0,182446.2,244.6,189.3,55.2,1914.4,77.43,Not found,2018-03-14T00:00:00.000,Not found,40.766727,-73.823908,407.0,20.0,1159.0,Murray Hill,2551509.7,,,,,,,,,,,
233,6166154,1836 E 18 LLC,3068210222,3068210222,3184052,1836 east 18 street,11229,Not found,Not found,Brooklyn,Not found,34176,Multifamily Housing,Multifamily Housing,Multifamily Housing,34176.0,,,1930,1,100,Whole Building,Whole Building,73.0,97.3,98.9,76.4,78.0,2.4,0.7,,2330848.0,23881.5,279688.6,81972.0,81396.2,148.6,123.8,24.8,1505.1,44.04,Not found,2018-03-14T00:00:00.000,Not found,40.605188,-73.954706,315.0,48.0,558.0,Madison,,,,,,,,,,,,
234,5985966,"WeCare Trading Company llc, d/b/a Cambria Hotel  Suites New York - Chelsea",1008040022,1008040022,1089883,123 West 28th St,10001,Not found,Not found,Manhattan,Not found,55411,Hotel,Hotel,Hotel,55411.0,,,2014,1,100,Whole Building,,65.0,222.9,228.3,92.8,95.8,17.9,0.3,,1813470.3,19216.7,3327051.5,975102.9,992668.1,391.3,96.3,295.0,,,Not found,2018-03-14T00:00:00.000,Not found,40.746413,-73.991382,105.0,3.0,95.0,Midtown-Midtown South,,,,,,,,,,,,
235,4038133,360 Lexington Ave,1012950017,1012950017,1036145,360 Lexington Avenue,10017,Not found,Not found,Manhattan,Not found,255544,Office,Office,Office,255544.0,,,1959,1,90,Whole Building,Whole Building,90.0,146.2,149.9,61.3,64.7,10.9,,6098388.5,,,9558281.4,2801371.7,2788090.6,1252.4,0.0,1252.4,9783.7,38.29,Not found,2018-03-14T00:00:00.000,Not found,40.750429,-73.9768,105.0,4.0,80.0,Murray Hill-Kips Bay,,,,,,,,,,,,
236,4040253,830 Third Ave,1013050040,1-01305-0040,1036457,830 Third Avenue,10022,Not found,Not found,Manhattan,Not found,151559,Office,Office,Office,151559.0,,,1958,1,95,Whole Building,Whole Building,47.0,274.8,275.6,109.2,110.3,22.0,0.2,2826089.3,2314843.8,23148.4,11405956.7,3342894.3,3329426.5,1321.8,123.0,1198.9,3015.9,19.9,Not found,2018-03-14T00:00:00.000,Not found,40.756216,-73.970496,106.0,4.0,100.0,Turtle Bay-East Midtown,,,,,,,,,,,,
237,6235436,Nunz Realty LLC,1018830040,1-01883-0040,1056980,508 West 112th Street,10025,Not found,Not found,Manhattan,Not found,27326,Multifamily Housing,Multifamily Housing,Multifamily Housing,27326.0,,,1920,1,70,Whole Building,,69.0,116.1,115.6,88.9,88.8,3.6,0.0,,84553.1,845.5,335329.1,98279.3,97183.1,183.4,153.6,29.7,1882.2,68.88,Not found,2018-03-14T00:00:00.000,Not found,40.804483,-73.963482,109.0,7.0,199.0,Morningside Heights,2009970.0,,,,,,,,,,,
238,6151465,85 Broad Street,1000290001,1000290001,1066031,85 Broad Street,10005,Not found,Not found,Manhattan,Not found,1180000,Office,"Office, Restaurant",Office,1165215.0,Restaurant,14785.0,1983,1,85,Whole Building,Whole Building,90.0,144.4,,50.7,,12.6,,,,,50811504.9,14891998.5,14891998.5,5100.2,0.0,5100.2,23118.2,19.59,Not found,2018-03-14T00:00:00.000,Not found,40.704215,-74.011559,101.0,1.0,9.0,Battery Park City-Lower Manhattan,,,,,,,,,,,,
239,6151477,3 Bryant Park,1009947501,1009947501,1087119,3 Bryant Park,10036,Not found,Not found,Manhattan,Not found,1437148,Office,Office,Office,1437148.0,,,1972,1,95,Whole Building,Whole Building,65.0,213.3,213.3,89.5,89.5,16.0,,50171304.0,,,78413220.0,22981597.4,22981597.4,10283.4,0.0,10283.4,48754.3,33.92,Not found,2018-03-14T00:00:00.000,Not found,40.754515,-73.984368,105.0,4.0,113.0,Midtown-Midtown South,,,,,,,,,,,,
240,6235351,Strauss Park Realty,1018910055,1-01891-0055,1057240,929 West End Avenue,10025,Not found,Not found,Manhattan,Not found,30870,Multifamily Housing,Multifamily Housing,Multifamily Housing,30870.0,,,1928,1,95,Whole Building,,63.0,113.9,114.6,86.5,87.0,3.6,0.1,,364553.3,3776.7,377226.9,110558.9,111267.1,196.0,162.6,33.4,,,Not found,2018-03-14T00:00:00.000,Not found,40.801296,-73.968829,107.0,6.0,191.0,Upper West Side,1929695.5,,,,,,,,,,,
241,6250436,51 Buchanan,2032080048,2-03208-0048,2014533,51 Buchanan Place,10452,Not found,Not found,Bronx,Not found,40500,Multifamily Housing,Multifamily Housing,Multifamily Housing,40500.0,,,1935,1,100,Whole Building,,22.0,137.6,,110.9,,,,,136162.5,,484064.3,141871.1,,337.4,294.5,42.9,,,Not found,2018-03-14T00:00:00.000,Not found,40.858418,-73.906294,205.0,14.0,251.0,University Heights-Morris Heights,3871314.1,,,,,,,,,,,
242,6220945,St. Joseph's Seminary & College Egan Pavilion: St. John Vianney Priest Residence,2059470120,2-05947-0120,2086267,5655 Arlington Avenue,10471,Not found,Not found,Bronx,Not found,122641,Residence Hall/Dormitory,Residence Hall/Dormitory,Residence Hall/Dormitory,122641.0,,,1902,1,60,Whole Building,,50.0,164.2,,73.5,,12.4,,,3909044.2,,5107806.8,1497012.4,1524452.9,660.5,207.6,452.9,,,Not found,2018-03-15T00:00:00.000,Not found,40.905671,-73.906966,208.0,11.0,323.0,North Riverdale-Fieldston-Riverdale,,,,,,,,,,,,
243,3772862,Ares,4043820001,4-04382-001,4860641,31-22 College Point Blvd,11354,Not found,Not found,Queens,Not found,65968,Manufacturing/Industrial Plant,"Manufacturing/Industrial Plant, Parking",Manufacturing/Industrial Plant,65968.0,Parking,0.0,2011,1,100,,Whole Building,,,,,,,,,,,,,,0.0,0.0,0.0,463.0,7.02,Not found,2018-03-15T00:00:00.000,Not found,40.768462,-73.840864,407.0,19.0,907.0,College Point,,,,,,,,,,,,
244,6070237,10 Hudson Yards,1007020010,1007020010,1089323,501 W 30th Street,10001,Not found,Not found,Manhattan,Not found,1757325,Office,"Office, Parking",Office,1757325.0,Parking,83945.0,2016,1,95,Whole Building,Whole Building,77.0,184.5,187.5,99.8,103.0,11.1,0.6,,108166051.2,1141434.6,67023836.1,19643560.4,19552173.2,11700.6,5758.3,5942.3,21090.4,12.0,Not found,2018-03-15T00:00:00.000,Not found,40.752139,-74.001148,104.0,3.0,99.0,Hudson Yards-Chelsea-Flatiron-Union Square,176801.0,,,,,,,5460.9,2017-10-01T00:00:00.000,,,
245,2656024,Royal Industries,3006520023,3-00652-0023,3009588,225th 25th Street,11232,Not found,Not found,Brooklyn,Not found,56400,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,56400.0,,,1931,1,100,Whole Building,,33.0,90.9,96.9,54.6,60.2,4.7,0.4,,2170935.5,24905.2,907327.8,265922.5,265922.5,195.8,115.3,80.4,,,Not found,2018-03-15T00:00:00.000,Not found,,,,,,,,,,,,,,,,,,
246,3772862,Ares,4043820001,4-04382-001,4860641,31-22 College Point Blvd,11354,Not found,Not found,Queens,Not found,65968,Manufacturing/Industrial Plant,"Manufacturing/Industrial Plant, Parking",Manufacturing/Industrial Plant,65968.0,Parking,0.0,2011,1,100,,Whole Building,,,,,,,,,,,,,,0.0,0.0,0.0,463.0,7.02,Not found,2018-03-15T00:00:00.000,Not found,40.768462,-73.840864,407.0,19.0,907.0,College Point,,,,,,,,,,,,
247,6168561,South Bronx Charter School,2025460027,2025460027,,164 Bruckner Blvd,10454,Not found,Not found,Bronx,Not found,39614,K-12 School,K-12 School,K-12 School,39614.0,,,2014,1,100,Whole Building,Whole Building,12.0,374.4,402.3,234.9,258.9,18.3,2.0,,6881326.6,77814.1,2422656.4,710039.9,724986.0,580.3,365.5,214.8,566.9,14.31,Not found,2018-03-15T00:00:00.000,Not found,40.803044,-73.918036,201.0,8.0,19.0,Mott Haven-Port Morris,,,,,,,,,,,,
248,6128959,Building 1,7000060005,7000060005,,99-32 66 Road,11374,Not found,Not found,Queens,Not found,150000,Multifamily Housing,"Multifamily Housing, Parking",Multifamily Housing,150000.0,Parking,5000.0,1951,1,100,Whole Building,,,,,,,,,,,,,,,0.0,0.0,0.0,,,Not found,2018-03-15T00:00:00.000,Not found,40.727758,-73.854069,406.0,29.0,71304.0,Forest Hills,,,,,,,,,,,,
249,6237684,59 KENT CORP,,,,59 KENT ST,11222,Not found,Not found,BROOKLYN,Not found,36000,Multifamily Housing,Multifamily Housing,Multifamily Housing,36000.0,,,1931,1,100,Common areas (all energy loads),Whole Building,,25.6,26.6,8.1,8.5,2.5,,,,,293218.8,85937.5,89261.4,26.0,0.0,26.0,1263.9,35.11,Not found,2018-03-15T00:00:00.000,Not found,40.730497,-73.958774,301.0,33.0,565.0,Greenpoint,,,,,,,,,,,,
250,6167386,Flushing 32nd Ave Corp,,,4-06021-0029,198-39 32nd Avenue,11358,Not found,Not found,Queens,Not found,28726,Multifamily Housing,Multifamily Housing,Multifamily Housing,28726.0,,,1924,1,100,Whole Building,Whole Building,95.0,82.4,82.5,26.4,26.5,7.7,0.0,,8240.0,82.4,751095.8,220133.6,220380.9,67.0,0.4,66.6,2179.8,75.88,Not found,2018-03-15T00:00:00.000,Not found,40.76917,-73.79115,411.0,19.0,1085.0,Bayside-Bayside Hills,,,,,,,,,,,,
251,6191713,Parsons 34 Avenue Corp,,,4-04995-0014,34-01 Parsons Blvd,11354,Not found,Not found,Queens,Not found,24723,Multifamily Housing,Multifamily Housing,Multifamily Housing,24723.0,,,1927,1,100,Whole Building,Whole Building,5.0,183.4,183.3,128.4,128.4,7.4,,,,,623031.2,182600.0,182446.2,244.6,189.3,55.2,1914.4,77.43,Not found,2018-03-15T00:00:00.000,Not found,40.766727,-73.823908,407.0,20.0,1159.0,Murray Hill,2551509.7,,,,,,,,,,,
252,3999038,PVII CTNY 240 Owner LLC,1007890062,1-00789-0062,1014508,240 West 40th Street,10018,Not found,Not found,Manhattan,Not found,170000,Office,"Fast Food Restaurant, Food Sales, Office, Other - Restaurant/Bar, Supermarket/Grocery Store",Office,150000.0,Fast Food Restaurant,5000.0,1924,1,100,Whole Building,Whole Building,61.0,219.9,220.6,90.4,92.5,17.3,0.3,,5194658.2,56688.2,10167280.6,2979859.1,2944975.3,1177.3,275.9,901.4,4877.1,28.69,Not found,2018-03-15T00:00:00.000,Not found,40.755265,-73.989132,105.0,3.0,113.0,Midtown-Midtown South,,Food Sales,5000.0,,,,,,,,,
253,3999038,PVII CTNY 240 Owner LLC,1007890062,1-00789-0062,1014508,240 West 40th Street,10018,Not found,Not found,Manhattan,Not found,170000,Office,"Fast Food Restaurant, Food Sales, Office, Other - Restaurant/Bar, Supermarket/Grocery Store",Office,150000.0,Fast Food Restaurant,5000.0,1924,1,100,Whole Building,Whole Building,57.0,228.3,229.6,94.4,96.9,17.9,0.4,,5544858.0,60718.0,10508398.6,3079835.1,3048831.1,1226.2,294.5,931.7,4877.1,28.69,Not found,2018-03-15T00:00:00.000,Not found,40.755265,-73.989132,105.0,3.0,113.0,Midtown-Midtown South,,Food Sales,5000.0,,,,,,,,,
254,3287077,3075 Richmond Terrace,5012080004,5012080004,5157635,3035 Richmond Terrace,10303,Not found,Not found,Staten Island,Not found,63000,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,63000.0,,,1912,1,100,Whole Building,Whole Building,79.0,15.3,,6.4,,,0.0,,142413.1,1568.0,260139.1,76242.4,,30.6,7.6,23.1,86.8,1.38,Not found,2018-03-15T00:00:00.000,Not found,40.637405,-74.160722,501.0,49.0,31902.0,Mariner's Harbor-Arlington-Port Ivory-Graniteville,,,,,,,,,,,,
255,6187038,"88 Glendale Management, Inc.",4038100154,4038100154,4092532,74-12 88th Street,11385,Not found,Not found,Queens,Not found,27920,Distribution Center,Distribution Center,Distribution Center,27920.0,,,1939,1,100,Whole Building,,100.0,6.8,7.1,2.2,2.3,0.7,,,,,60509.1,17734.2,18466.0,5.4,0.0,5.4,26.2,0.94,Not found,2018-03-15T00:00:00.000,Not found,40.708191,-73.862942,405.0,30.0,637.0,Glendale,,,,,,,,,,,,
256,2638790,Jopin Realty,4001610033,4-00161-0033,4001915,43-22,11104,Not found,Not found,Queens,Not found,61950,Multifamily Housing,Multifamily Housing,Multifamily Housing,61950.0,,,1930,1,100,Whole Building,Whole Building,,93.5,,69.9,,,,,3738819.4,,593831.1,174041.9,,251.2,198.6,52.6,3493.4,56.39,Not found,2018-03-15T00:00:00.000,Not found,,,,,,,,,,,,,,,,,,
257,6222853,165 West 83rd Street,1012140008,1-01214-0008,1032111,165 West 83rd Street,10025,Not found,Not found,Manhattan,Not found,36512,Multifamily Housing,Multifamily Housing,Multifamily Housing,36512.0,,,1912,1,100,Whole Building,Whole Building,66.0,115.3,,84.2,,,,,2604003.7,,469699.6,137661.1,,180.0,138.3,41.6,1692.8,46.36,Not found,2018-03-15T00:00:00.000,Not found,40.785271,-73.975318,107.0,6.0,169.0,Upper West Side,,,,,,,,,,,,
258,6247708,917 Ogden Avenue,2025240021,2-02524-0021,2003444,917 Ogden Avenue,10452,Not found,Not found,Bronx,Not found,36888,Multifamily Housing,Multifamily Housing,Multifamily Housing,36888.0,,,1929,1,100,Whole Building,,10.0,156.5,,117.9,,,,,54612.1,,647305.9,189714.5,,330.9,273.5,57.4,,,Not found,2018-03-15T00:00:00.000,Not found,40.83101,-73.930475,204.0,8.0,189.0,Highbridge,3647008.9,,,,,,,,,,,
259,2638809,Wolk Properties,1018680001,1-01868-0001,1056059,740 West End Avenue,10025,Not found,Not found,Manhattan,Not found,145497,Multifamily Housing,Multifamily Housing,Multifamily Housing,145497.0,,,1920,1,100,Whole Building,Whole Building,94.0,83.6,,55.4,,,,,6298114.6,,1766960.2,517866.4,,491.2,334.5,156.7,5083.0,34.94,Not found,2018-03-15T00:00:00.000,Not found,40.795352,-73.973126,107.0,6.0,183.0,Upper West Side,,,,,,,,,,,,
260,2638321,155 West 81,1012120110,1012120110,1032045,155 West 81st Street,10024,Not found,Not found,Manhattan,Not found,78435,Multifamily Housing,"Multifamily Housing, Office",Multifamily Housing,74925.0,Office,3510.0,1905,1,100,Whole Building,Whole Building,,99.4,,71.8,,,,,4726739.2,,902294.4,264447.3,,331.1,251.1,80.0,6475.3,82.56,Not found,2018-03-15T00:00:00.000,Not found,40.783904,-73.976048,107.0,6.0,165.0,Upper West Side,,,,,,,,,,,,
261,3522664,Centers FC,2051140014,2-05114-0014,2071889,4770 White Plains Road,10462,Not found,Not found,Bronx,Not found,69851,Office,Office,Office,69851.0,,,1905,1,100,Whole Building,,100.0,0.8,,0.6,,,,,35678.6,,6410.0,1878.7,,2.5,1.9,0.6,424.9,6.08,Not found,2018-03-15T00:00:00.000,Not found,40.905314,-73.84949,212.0,11.0,442.0,Woodlawn-Wakefield,,,,,,,,,,,,
262,2667339,"Mayflower Agency Co., Inc.",1008590024,1008590024,2667339,99 Madison Avenue,10016,Not found,Not found,Manhattan,Not found,126052,Office,Office,Office,126052.0,,,1916,1,95,Whole Building,,6.0,454.5,453.1,318.7,318.2,16.7,2.6,,32931523.9,329315.2,7235266.7,2120535.1,2103373.0,2390.6,1749.2,641.5,8221.8,65.23,Not found,2018-03-16T00:00:00.000,Not found,40.74476,-73.985135,105.0,2.0,74.0,Midtown-Midtown South,,,,,,,,,,,,
263,2669761,"Kiamie East 32nd Street, Inc.",1008620026,1008620026,2669761,31 East 32nd Street,10016,Not found,Not found,Manhattan,Not found,60450,Office,Office,Office,60450.0,,,1915,1,90,Whole Building,,86.0,125.5,123.5,49.7,49.1,10.1,0.1,,885458.8,8854.6,2119091.6,621070.2,610039.4,234.9,47.0,187.9,1134.8,18.77,Not found,2018-03-16T00:00:00.000,Not found,40.746352,-73.983572,105.0,2.0,74.0,Midtown-Midtown South,,,,,,,,,,,,
264,2669784,"Kiamie Princess Marion Realty, Co.",1008280009,1008280009,2669784,37 West 26th Street,10010,Not found,Not found,Manhattan,Not found,122330,Office,Office,Office,122330.0,,,1908,1,100,Whole Building,,70.0,183.6,180.9,73.5,72.7,14.7,0.2,,2757356.7,27692.4,6231409.5,1826321.4,1794423.7,698.9,146.5,552.5,4031.4,32.96,Not found,2018-03-16T00:00:00.000,Not found,40.744179,-73.989902,105.0,3.0,58.0,Hudson Yards-Chelsea-Flatiron-Union Square,,,,,,,,,,,,
265,3523055,Kiamie 256 LLC,1007850073,1007850073,1014435,256 West 36th Street,10018,Not found,Not found,Manhattan,Not found,36000,Office,Office,Office,36000.0,,,2007,1,100,Whole Building,Whole Building,82.0,112.4,114.4,48.6,50.8,8.6,0.2,,692633.3,7795.5,1056513.5,309646.3,308008.1,130.5,36.8,93.7,,,Not found,2018-03-16T00:00:00.000,Not found,40.752932,-73.991258,105.0,3.0,109.0,Midtown-Midtown South,,,,,,,,,,,,
266,6213321,5.01E+76,1014860001,1014860001,,501 East 74th Street,10021,Not found,Not found,Manhattan,Not found,100000,Multifamily Housing,Multifamily Housing,Multifamily Housing,100000.0,,,2016,1,100,Whole Building,,50.0,117.1,120.2,66.7,70.3,6.5,0.5,,4422757.5,48124.0,2249248.8,659217.0,650622.9,434.3,234.9,199.4,2553.9,25.54,Not found,2018-03-16T00:00:00.000,Not found,40.768032,-73.952436,108.0,5.0,132.0,Lenox Hill-Roosevelt Island,,,,,,,,,,,,
267,2535600,175 lawrence,3054200069,3054200069,3328479,175 lawrence avenue,11230,Not found,Not found,Brooklyn,Not found,105000,Office,Office,Office,105000.0,,,1973,1,100,Whole Building,,87.0,128.3,129.6,63.8,64.6,8.7,0.4,,3615028.1,36793.0,3082598.9,903457.9,909082.6,465.3,192.0,273.3,19949.6,190.0,Not found,2018-03-16T00:00:00.000,Not found,40.6308,-73.973311,314.0,44.0,480.0,Flatbush,,,,,,,,,,,,
268,2970037,school,2044110300,2044110300,2102042,1770 stillwell avenue,10469,Not found,Not found,Bronx,Not found,27000,K-12 School,K-12 School,K-12 School,27000.0,,,1924,1,100,Whole Building,,93.0,116.3,126.9,85.6,95.2,3.8,0.8,,1970525.8,22235.5,340932.5,99921.6,101881.4,134.9,104.7,30.2,1179.3,43.68,Not found,2018-03-16T00:00:00.000,Not found,40.858063,-73.834696,211.0,13.0,284.0,Van Nest-Morris Park-Westchester Square,,,,,,,,,,,,
269,2970270,160 Lawrence Avenue,3054230026,3054230026,3127903,160 lawrence avenue,11230,Not found,Not found,Brooklyn,Not found,41000,K-12 School,K-12 School,K-12 School,41000.0,,,1985,1,100,Whole Building,,1.0,239.4,238.9,131.9,131.8,14.1,0.8,,3430016.2,34300.2,1979444.3,580141.9,578057.5,357.7,182.2,175.5,18236.8,444.8,Not found,2018-03-16T00:00:00.000,Not found,40.630647,-73.973585,314.0,44.0,480.0,Flatbush,,,,,,,,,,,,
270,2978589,port richmond,5010370006,1037 6,5024273,281 port richmond avenue,10302,Not found,Not found,Staten Island,Not found,49000,Other - Education,Other - Education,Other - Education,49000.0,,,1938,1,100,Whole Building,,,237.3,243.9,127.6,133.9,14.5,0.8,,3829431.9,41403.1,2422321.9,709941.8,709941.8,418.2,203.4,214.8,102632.7,2094.54,Not found,2018-03-16T00:00:00.000,Not found,40.634511,-74.135733,501.0,49.0,213.0,Port Richmond,,,,,,,,,,,,
271,4936038,80 WEA,1011540151,1011540151,1030337,80 West End Avenue,10023,Not found,Not found,Manhattan,Not found,190000,Pre-school/Daycare,Pre-school/Daycare,Pre-school/Daycare,190000.0,,,1911,1,25,Whole Building,Whole Building,,,,,,11.6,0.3,,4910935.9,54760.6,7537482.0,2209109.4,2209109.4,,,668.3,953.6,5.02,Not found,2018-03-16T00:00:00.000,Not found,40.774239,-73.988522,107.0,6.0,151.0,Lincoln Square,,,,,,,,,,,,
272,3136671,Skyline Hotel,1010780023,1010780023,1083799,725 10th Avenue,10019,Not found,Not found,Manhattan,Not found,121054,Hotel,"Hotel, Parking",Hotel,121054.0,Parking,38262.0,1959,1,100,Whole Building,Whole Building,14.0,353.2,,201.8,,,1.4,,16246615.2,172866.8,8183779.7,2398528.3,,1588.5,862.9,725.6,15179.4,125.39,Not found,2018-03-16T00:00:00.000,Not found,40.764279,-73.992094,104.0,3.0,129.0,Clinton,,,,,,,,,,,,
273,2689677,Hotel Wolcott,1008320049,1-00832-0049,1015792,4 West 31st St.,10001,Not found,Not found,Manhattan,Not found,90633,Hotel,Hotel,Hotel,90633.0,,,1904,1,100,Whole Building,,97.0,80.1,79.0,32.6,32.2,6.3,0.1,,965394.0,9653.9,1989928.0,583214.5,573548.2,227.7,51.3,176.4,,,Not found,2018-03-16T00:00:00.000,Not found,40.746712,-73.986383,105.0,4.0,76.0,Midtown-Midtown South,,,,,,,,,,,,
274,6258027,St. Nicholas Greek Orthodox Church,4055200001;4055200047;4055200050,4-05520-0001:05520-0047:05520-0050,4124560:4121243:4121243,196-10 Northern Blvd,11358,Not found,Not found,Queens,Not found,80000,Worship Facility,"K-12 School, Parking, Worship Facility",K-12 School,75000.0,Worship Facility,20000.0,2007,1,95,Whole Building,,84.0,94.9,,52.1,,,,,3117300.0,,1827467.0,535599.9,,327.6,165.6,162.0,,,Not found,2018-03-16T00:00:00.000,Not found,40.757911,-73.785197,411.0,19.0,145101.0,Auburndale,,Parking,0.0,,,,,,,,,
275,4354217,Silvercup Studios 22nd Street,4004270060,4-00427-0060,4005076,42-22 22nd Street,11101,Not found,Not found,Queens,Not found,80000,Other,Other,Other,80000.0,,,1931,1,100,Whole Building,Whole Building,,229.1,232.5,84.3,87.0,19.8,0.2,,1362400.0,15596.2,5380996.8,1577079.7,1582974.9,549.4,72.4,477.1,1411.4,17.64,Not found,2018-03-16T00:00:00.000,Not found,40.751055,-73.943635,402.0,26.0,19.0,Hunters Point-Sunnyside-West Maspeth,,,,,,,,,,,,
276,2744948,Affinia Gardens,1014190010,1-0141-90010,1043868,215 East,10065,Not found,Not found,Manhattan,Not found,98495,Hotel,Hotel,Hotel,98495.0,,,1963,1,100,Whole Building,Whole Building,58.0,134.9,138.0,76.6,80.6,7.8,0.0,,66800.0,668.0,2657265.6,778799.9,765981.6,602.2,366.6,235.6,4756.1,48.29,Not found,2018-03-16T00:00:00.000,Not found,,,,,,,,,,4822672.3,,,64th. Street,,,,,
277,2792241,Affinia50,1013050033,1-0130-50033,1036456,155 East,10022,Not found,Not found,Manhattan,Not found,153761,Hotel,Hotel,Hotel,153761.0,,,1963,1,100,Whole Building,Whole Building,42.0,189.6,188.2,121.0,120.1,8.7,0.9,,13997499.9,139091.5,4605159.3,1349694.8,1337484.8,1151.8,743.5,408.3,8894.3,57.85,Not found,2018-03-16T00:00:00.000,Not found,,,,,,,,,,,,,50th. Street,,,,,
278,2797507,The Surrey Hotel,1013900057,1-0139-00057,1041706,20 East 76 Street,10065,Not found,Not found,Manhattan,Not found,130000,Hotel,Hotel,Hotel,130000.0,,,1926,1,100,Whole Building,Whole Building,20.0,326.4,331.1,160.3,164.1,22.6,0.3,,3293070.0,32930.7,9981874.2,2925519.6,2939766.6,1629.0,744.0,885.0,11682.8,89.87,Not found,2018-03-16T00:00:00.000,Not found,40.774549,-73.964003,108.0,4.0,130.0,Upper East Side-Carnegie Hill,,,,7559296.4,,,,,,,,
