borough,block,lot,bin,agency,building,rating,current_source_energy_intensity_kbtu_sq_ft,current_total_ghg_emissions_mtco2e,rating_2,source_energy_intensity_kbtu_sq_ft,total_ghg_emissions_mtco2e,address,city,state,zip,gross_sq_ft,year_built,epapmbenchmarkedas,campus_name
4,6517,1,4439909,Queens College Campus: L-1  B & G  Admin.,CUNY, N/A , 229.0 ,7.5,,227.3,7.5,, 219.1 ,7.1,,229.0,7.8,Part of campus,Queens College Campus
4,6517,1,4439907,Queens College Campus: L-2  B & G  Lockers,CUNY, N/A , 229.0 ,7.5,,227.3,7.5,, 219.1 ,7.1,,229.0,7.8,Part of campus,Queens College Campus
4,6517,1,4439908,Queens College Campus: L-3  B & G Laborers & Station Engineers,CUNY, N/A , 229.0 ,7.5,,227.3,7.5,, 219.1 ,7.1,,229.0,7.8,Part of campus,Queens College Campus
4,6517,1,4439906,Queens College Campus: L-4  B & G Shop & Storage,CUNY, N/A , 229.0 ,7.5,,227.3,7.5,, 219.1 ,7.1,,229.0,7.8,Part of campus,Queens College Campus
4,6517,1,4439905,Queens College Campus: L-5  B & G Equipment,CUNY, N/A , 229.0 ,7.5,,227.3,7.5,, 219.1 ,7.1,,229.0,7.8,Part of campus,Queens College Campus
4,6517,1,4442884,Queens College Campus: Laura Arthur Colwin Hall,CUNY, N/A , 229.0 ,7.5,,227.3,7.5,, 219.1 ,7.1,,229.0,7.8,Part of campus,Queens College Campus
4,6517,1,4442883,Queens College Campus: Lloyd T Delany Hall,CUNY, N/A , 229.0 ,7.5,,227.3,7.5,, 219.1 ,7.1,,229.0,7.8,Part of campus,Queens College Campus
4,1748,36,4043494,Queens College Campus: Louis Armstrong House,CUNY, N/A , 229.0 ,7.5,,227.3,7.5,, 219.1 ,7.1,,229.0,7.8,Part of campus,Queens College Campus
4,6517,1,4467565,Queens College Campus: Main Gate - Security,CUNY, N/A , 229.0 ,7.5,,227.3,7.5,, 219.1 ,7.1,,229.0,7.8,Part of campus,Queens College Campus
4,6517,1,4141870,Queens College Campus: Margaret Kiely Hall,CUNY, N/A , 229.0 ,7.5,,227.3,7.5,, 219.1 ,7.1,,229.0,7.8,Part of campus,Queens College Campus
4,6517,1,4439911,Queens College Campus: Paul Klapper Hall,CUNY, N/A , 229.0 ,7.5,,227.3,7.5,, 219.1 ,7.1,,229.0,7.8,Part of campus,Queens College Campus
4,8013,1,4167997,Queens College Campus: President's Residence,CUNY, N/A , 229.0 ,7.5,,227.3,7.5,, 219.1 ,7.1,,229.0,7.8,Part of campus,Queens College Campus
4,6507,30,4141868,Queens College Campus: Queens Hall,CUNY, N/A , 229.0 ,7.5,,227.3,7.5,, 219.1 ,7.1,,229.0,7.8,Part of campus,Queens College Campus
4,6517,1,4439919,Queens College Campus: Rathaus Hall,CUNY, N/A , 229.0 ,7.5,,227.3,7.5,, 219.1 ,7.1,,229.0,7.8,Part of campus,Queens College Campus
4,6517,1,4439902,Queens College Campus: Remsen Hall,CUNY, N/A , 229.0 ,7.5,,227.3,7.5,, 219.1 ,7.1,,229.0,7.8,Part of campus,Queens College Campus
4,6517,1,4467563,Queens College Campus: School of Music,CUNY, N/A , 229.0 ,7.5,,227.3,7.5,, 219.1 ,7.1,,229.0,7.8,Part of campus,Queens College Campus
4,6517,1,4439904,Queens College Campus: Science Bldg,CUNY, N/A , 229.0 ,7.5,,227.3,7.5,, 219.1 ,7.1,,229.0,7.8,Part of campus,Queens College Campus
4,6517,200,4467570,Queens College Campus: Student Union,CUNY, N/A , 229.0 ,7.5,,227.3,7.5,, 219.1 ,7.1,,229.0,7.8,Part of campus,Queens College Campus
4,6517,1,9999999,Queens College Campus: The Summit,CUNY, N/A , 229.0 ,7.5,,227.3,7.5,, 219.1 ,7.1,,229.0,7.8,Part of campus,Queens College Campus
4,6517,1,9999999,Queens College Campus: Tunnels,CUNY, N/A , 229.0 ,7.5,,227.3,7.5,, 219.1 ,7.1,,229.0,7.8,Part of campus,Queens College Campus
4,6517,1,4439914,Queens College Campus: Virginia Frese Hall,CUNY, N/A , 229.0 ,7.5,,227.3,7.5,, 219.1 ,7.1,,229.0,7.8,Part of campus,Queens College Campus
1,1120,9,1028237,William E. Macaulay Honors College,CUNY, N/A , 293.2 ,8.9,,289.3,8.9,, 268.9 ,8.0,,237.7,7.3,Individual building,
4,10104,43,4215630,York College Campus: Academic Core,CUNY, N/A , 33.1 ,0.9,,38.9,1.2,, 91.8 ,2.4,,201.8,5.3,Part of campus,York College Campus
4,10117,36,4215677,York College Campus: Athletic Field Storage,CUNY, N/A , 33.1 ,0.9,,38.9,1.2,, 91.8 ,2.4,,201.8,5.3,Part of campus,York College Campus
4,10103,16,4448849,York College Campus: Classroom Bldg,CUNY, N/A , 33.1 ,0.9,,38.9,1.2,, 91.8 ,2.4,,201.8,5.3,Part of campus,York College Campus
4,10099,80,4467556,York College Campus: FDA Building,CUNY, N/A , 33.1 ,0.9,,38.9,1.2,, 91.8 ,2.4,,201.8,5.3,Part of campus,York College Campus
4,10118,34,4858182,York College Campus: Health & Physical Edu Complex,CUNY, N/A , 33.1 ,0.9,,38.9,1.2,, 91.8 ,2.4,,201.8,5.3,Part of campus,York College Campus
4,10116,26,4215675,York College Campus: Outdoor Athletics & Recreation,CUNY, N/A , 33.1 ,0.9,,38.9,1.2,, 91.8 ,2.4,,201.8,5.3,Part of campus,York College Campus
4,10152,66,4462248,York College Campus: Performing Arts Cntr,CUNY, N/A , 33.1 ,0.9,,38.9,1.2,, 91.8 ,2.4,,201.8,5.3,Part of campus,York College Campus
4,8050,35,4168369,York College Campus: President's Residence,CUNY, N/A , 33.1 ,0.9,,38.9,1.2,, 91.8 ,2.4,,201.8,5.3,Part of campus,York College Campus
4,10099,52,4215611,York College Campus: Science Bldg,CUNY, N/A , 33.1 ,0.9,,38.9,1.2,, 91.8 ,2.4,,201.8,5.3,Part of campus,York College Campus
4,10103,16,4439752,York College Campus: St. Monicas / Child Care Cntr,CUNY, N/A , 33.1 ,0.9,,38.9,1.2,, 91.8 ,2.4,,201.8,5.3,Part of campus,York College Campus
3,1997,3,3057373,DCA Office,DCA, 100 , 18.8 ,0.9,100,30.5,1.5,100, 27.1 ,1.3,100.0,13.5,0.5,Space within building,
3,2604,1,3065442,Testing Station,DCA, N/A , 68.3 ,2.0,,95.7,3.6,, 71.5 ,2.5,,98.4,3.6,Individual building,
1,94,25,1001289,100 Gold Street Office Building,DCAS, 30 , 319.6 ,8.9,30,315.9,9.1,34, 299.3 ,8.6,43.0,276.6,8.3,Individual building,
1,423,22,1005645,115 Chrystie Street Office Building,DCAS, 95 , 101.1 ,2.7,91,116.0,3.4,87, 127.9 ,4.4,86.0,131.4,4.8,Individual building,
5,8,70,5000085,130 Stuyvesant Place Office,DCAS, 49 , 254.7 ,8.3,52,243.2,7.9,44, 260.3 ,8.9,50.0,247.9,8.4,Individual building,
2,2947,18,2009911,Bronx Bergen Building,DCAS, 34 , 277.5 ,10.0,42,249.8,8.9,50, 227.5 ,7.9,46.0,243.8,8.7,Individual building,
2,2443,94,2099027,Bronx Concourse Plaza,DCAS, 55 , 243.2 ,6.7,59,231.3,6.3,62, 220.9 ,6.1,63.0,222.7,6.2,Individual building,
2,2468,1,2002869,Bronx County Courthouse,DCAS, 92 , 137.5 ,5.8,93,131.2,5.6,95, 119.2 ,4.8,94.0,126.7,5.4,Individual building,
2,2444,1,2097114,Bronx County Hall of Justice,DCAS, 4 , 509.2 ,15.7,6,468.5,14.1,9, 432.2 ,13.3,7.0,459.0,14.3,Individual building,
2,2454,1,2002704,Bronx Family and Criminal Court,DCAS, 32 , 323.3 ,10.0,31,320.4,10.0,42, 284.4 ,8.7,47.0,274.0,8.5,Individual building,
2,2462,39,2101266,Bronx Housing Court,DCAS, 38 , 268.6 ,7.7,46,242.2,6.9,57, 212.9 ,5.9,49.0,237.0,6.8,Individual building,
2,4832,9,2063174,Bronx Neighborhood Building,DCAS, 37 , 213.6 ,9.9,42,198.0,9.2,49, 182.0 ,8.4,33.0,220.9,10.4,Individual building,
3,237,1,3001881,Brooklyn Appellate Court,DCAS, 49 , 217.9 ,7.8,50,212.8,7.5,56, 196.1 ,6.7,47.0,221.4,8.1,Individual building,
3,169,17,3000534,Brooklyn Criminal Court,DCAS, 37 , 298.3 ,11.8,39,284.7,11.4,31, 309.3 ,13.4,25.0,338.0,13.5,Individual building,Brooklyn Criminal Court Campus
3,140,7502,3347736,Brooklyn Family Court,DCAS, 86 , 157.7 ,4.1,87,153.1,4.0,88, 147.5 ,3.8,88.0,147.4,3.8,Individual building,
3,266,30,3002558,Brooklyn Municipal Building,DCAS, 81 , 173.6 ,5.6,85,159.2,5.1,91, 135.3 ,4.1,89.0,145.3,4.7,Individual building,Brooklyn Supreme Court Campus
3,139,20,3000257,Brooklyn Supreme Court,DCAS, 33 , 310.4 ,12.3,43,272.7,11.0,83, 163.3 ,5.8,85.0,160.4,5.7,Individual building,Brooklyn Supreme Court Campus
1,200,1,1066494,Chinatown Senior Center,DCAS, N/A , 164.1 ,6.1,,153.8,5.8,, 132.9 ,4.9,,186.6,7.8,Individual building,
1,122,1,1079147,City Hall,DCAS, 24 , 293.8 ,9.0,14,336.1,10.1,26, 277.4 ,8.3,26.0,283.7,9.0,Individual building,City Hall Campus
1,154,23,1078613,City Planning Building,DCAS, 56 , 222.4 ,7.2,63,202.3,6.5,67, 190.5 ,5.9,62.0,205.9,6.9,Individual building,
1,170,6,1001835,Clocktower Building,DCAS, 69 , 208.4 ,8.2,73,196.1,7.8,78, 181.5 ,7.0,72.0,201.4,8.5,Individual building,
3,2467,1,3063635,Construction Shops,DCAS, N/A , 32.6 ,1.4,,26.1,1.1,, 24.1 ,0.9,,24.9,0.9,Individual building,
1,155,1,1001672,Court Square Building,DCAS, 77 , 185.7 ,5.4,80,174.5,5.3,86, 153.0 ,4.6,87.0,152.1,4.8,Individual building,
1,197,17,1002358,Excelsior Building,DCAS, 54 , 213.1 ,6.5,57,200.6,6.4,63, 186.7 ,6.0,61.0,193.7,6.1,Individual building,
1,1769,45,1054382,Harlem Courthouse,DCAS, 35 , 231.7 ,9.2,40,214.9,9.1,52, 187.2 ,7.9,47.0,201.1,8.2,Individual building,
1,168,32,1001831,Health Building,DCAS, 81 , 172.0 ,6.5,83,162.7,6.6,86, 152.9 ,6.2,84.0,163.5,6.6,Individual building,
1,134,7501,1082757,Home Life Building,DCAS, 85 , 159.6 ,6.5,84,162.2,7.0,89, 143.2 ,5.9,92.0,132.8,5.9,Individual building,
4,83,1,4000698,Long Island City Courthouse,DCAS, 68 , 179.8 ,6.7,64,185.5,7.2,71, 169.3 ,6.4,61.0,194.1,7.5,Individual building,
1,166,27,1001830,Louis J. Lefkowitz Building,DCAS, 82 , 170.1 ,6.9,84,160.1,6.5,87, 151.2 ,5.9,85.0,159.6,6.6,Individual building,
1,855,1,1016743,Manhattan Appellate Court,DCAS, 11 , 354.9 ,13.8,11,348.5,13.2,13, 337.7 ,13.0,15.0,331.3,13.1,Individual building,
1,169,10,1001833,Manhattan Civil Court,DCAS, 84 , 157.4 ,6.1,91,132.7,4.8,92, 124.9 ,4.4,91.0,132.9,4.9,Individual building,
1,167,1,1079000,Manhattan Criminal Court,DCAS, 63 , 224.2 ,8.0,62,221.4,8.1,70, 198.5 ,7.0,64.0,220.0,8.1,Individual building,Manhattan Criminal Court Campus
1,171,31,1001842,Manhattan Family Court,DCAS, 79 , 179.5 ,6.5,80,174.1,6.2,81, 169.8 ,6.2,87.0,153.1,5.6,Individual building,
1,121,1,1001394,Manhattan Municipal Building,DCAS, 88 , 150.0 ,5.4,88,147.4,5.3,90, 137.0 ,4.8,90.0,140.1,5.3,Individual building,City Hall Campus
1,160,21,1085748,Manhattan Supreme Court,DCAS, 47 , 265.5 ,10.9,50,254.2,10.5,56, 236.4 ,9.3,53.0,248.3,10.5,Individual building,
1,153,24,1001670,Manhattan Surrogate's Court,DCAS, 53 , 249.1 ,10.5,59,229.6,9.3,61, 222.7 ,9.1,61.0,226.3,9.8,Individual building,City Hall Campus
3,85,6,3000172,OEM Headquarters,DCAS, 2 , 517.9 ,14.5,1,522.3,14.8,1, 544.1 ,15.2,2.0,488.1,14.0,Individual building,
3,140,7503,3392969,Office Building,DCAS, 78 , 181.8 ,5.9,77,182.7,6.1,84, 158.4 ,5.1,87.0,153.7,5.1,Individual building,
4,2274,2,4052812,Queens Borough Hall,DCAS, 68 , 208.5 ,6.5,68,206.6,6.5,72, 194.6 ,6.0,6.0,477.8,20.5,Individual building,Queens Borough Hall Campus
4,9680,1,4448759,Queens Civil Court,DCAS, 63 , 234.9 ,7.0,69,219.0,6.6,70, 211.7 ,6.2,69.0,217.1,6.6,Individual building,
4,9653,1,4206522,Queens Criminal Court,DCAS, 57 , 238.5 ,7.9,54,244.0,8.1,58, 230.0 ,7.5,80.0,173.7,4.8,Individual building,Queens Borough Hall Campus
3,311,1,3255627,K029,DOE, 88 , 91.4 ,3.6,87,92.0,3.7,75, 109.5 ,4.7,71.0,116.0,4.9,Individual building,
4,9653,1,4206522,Queens Criminal Court (Annex),DCAS, 74 , 192.7 ,5.5,72,195.1,5.6,75, 186.0 ,5.2,74.0,191.8,5.6,Individual building,Queens Borough Hall Campus
4,10093,1,4438731,Queens Family Court,DCAS, 39 , 289.1 ,8.7,38,291.5,8.7,40, 279.7 ,8.4,41.0,282.5,8.5,Individual building,
4,9691,1,4207071,Queens Supreme Court,DCAS, 74 , 191.4 ,6.5,74,189.1,6.6,83, 161.6 ,5.3,80.0,174.8,6.1,Individual building,
5,7,1,5000063,Staten Island Borough Hall,DCAS, 57 , 214.1 ,7.9,58,210.0,8.0,66, 189.3 ,6.9,56.0,215.8,8.4,Individual building,Staten Island Borough Hall Campus
5,159,65,5004530,Staten Island Civil Court,DCAS, 37 , 215.1 ,7.1,41,203.4,6.6,47, 185.5 ,6.0,51.0,183.6,6.2,Individual building,
5,542,9,5014078,Staten Island Criminal Court,DCAS, 29 , 244.6 ,7.7,17,281.7,9.3,24, 250.7 ,7.8,25.0,254.2,8.3,Individual building,
5,9,22,5000090,Staten Island Family Court,DCAS, 20 , 247.1 ,8.0,28,221.0,6.7,35, 198.9 ,5.9,32.0,212.0,6.6,Individual building,
5,7,12,5000064,Staten Island Supreme Court,DCAS, 4 , 386.8 ,12.4,3,393.5,12.8,4, 365.3 ,11.5,4.0,385.2,12.8,Individual building,Staten Island Borough Hall Campus
5,523,1,5013729,Staten Island Village Hall,DCAS, 58 , 147.1 ,6.1,62,138.7,5.8,75, 113.5 ,4.5,64.0,135.0,5.4,Individual building,
1,153,1,1079215,Sun Building,DCAS, 69 , 207.3 ,6.9,72,197.2,6.4,78, 176.7 ,5.4,77.0,185.0,5.8,Individual building,
1,122,1,1079146,Tweed Courthouse,DCAS, 16 , 376.3 ,14.7,19,358.7,13.9,15, 376.2 ,14.0,8.0,434.4,16.5,Individual building,City Hall Campus
1,1130,1,1083846,American Museum of Natural History,DCLA, N/A , 326.5 ,12.8,,328.7,12.8,, 316.8 ,12.4,,326.0,13.2,Individual building,
3,5778,1,3257059,American Museum of Natural History Storage,DCLA, 14 , 119.1 ,3.1,43,72.2,1.9,32, 82.3 ,2.1,30.0,89.2,2.3,Individual building,
3,2095,45,3345162,BAM Harvey Theater (Majestic Theater),DCLA, N/A , 316.4 ,9.3,,340.5,10.8,, 325.2 ,9.7,,365.8,11.1,Individual building,
3,2110,3,3059182,BAM Peter Jay Sharp Theater (Opera House),DCLA, N/A , 322.0 ,10.6,,323.8,10.7,, 305.8 ,9.8,,329.2,11.0,Individual building,
3,1190,61,3029723,BBG Technical Services Center,DCLA, N/A , 152.7 ,4.5,,120.7,3.1,, 98.3 ,2.5,,114.9,3.2,Individual building,
2,2462,1,2002826,Bronx Museum of the Arts,DCLA, N/A , 355.1 ,11.4,,347.0,10.6,, 287.2 ,8.6,,301.0,9.6,Individual building,
2,3120,20,9999999,Bronx Zoo Campus: Admin. East,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Admin. West,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: African Labs,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: African Market Food Stand,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: African Market Gift Shop,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: African Plains Lion House,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: African Terrace Food Station,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: African Wild Dogs Holding,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Animal Commissary Barn,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
3,6062,141,3154079,K264,DOE, No data ,,, No data ,,, No data ,,,46.0,173.2,5.5,Individual building,
2,3120,20,9999999,Bronx Zoo Campus: Aquatic Bird House,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Aquatic Stork Holding,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Asia Admission Ticket Booth 1,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Asia Admission Ticket Booth 2,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Asia Admissions Ticket Booth Storage Locker,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Asia Bazaar Gift Shop,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Asia Cart Depot,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Asia Marketplace Gift Shop,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Asia Theater & Holding Area,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Asian Horse Holding (Wild Asia Horse Shelter),DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Babirusa Holding,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Bear Dens,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Beebe Lab,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Bird Dept Offices (Former Ostrich House),DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Birds of Prey,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Bison Holding,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Bronx Zoo Campus: Flamingo Holding Facility,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Bronx Zoo Store,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Bronxdale (Bronx River) Admissions Ticket Booth,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Bronxdale (Bronx River) Parking Ticket Booth 1,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Bronxdale (Bronx River) Parking Ticket Booth 2,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Bronxdale (Bronx River) Parking Ticket Booth 3,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Bronxdale (Bronx River) Parking Ticket Booth 4,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Bronxdale Photo Booth and Stroller Rental,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Bug Carousel,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Bug Carousel Ticket Booth,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Business Service Trailer (Jungleworld),DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Butterfly Garden & Exhibit,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Butterfly Garden Ticket Booth,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Camel Barn,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Camel Ride Ticket Booth,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Carpenter's/Foreman's Shop,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Carter Giraffe Building,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: CGC Cogeneration Plant (Turbine Plant),DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Children's Zoo / Petting Zoo Feed,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Children's Zoo Animal Nursery,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Children's Zoo Holding (Multiple),DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: CNG  Fenced Area,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Cntr for Global Conservation,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: CoGen Office Trailer,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Cogeneration Plant,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Comfort Station - Wild Asia,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Comfort Station - World of Darkness,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Congo Gift Shop,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Congo Gorilla Forest,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Congo Restroom,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
4,776,150,4539578,Bowery Bay WPCP: BIN 4539578,DEP, 69 , 409.3 ,13.1,70,399.4,12.9,76, 351.7 ,9.7,76.0,366.7,9.6,Part of campus,Bowery Bay WPCP Campus
