borough,block,lot,bin,agency,building,rating,current_source_energy_intensity_kbtu_sq_ft,current_total_ghg_emissions_mtco2e,rating_2,source_energy_intensity_kbtu_sq_ft,total_ghg_emissions_mtco2e,address,city,state,zip,gross_sq_ft,year_built,epapmbenchmarkedas,campus_name
3,8698,1,3999999,NY Aquarium Campus: Dive Shower,DCLA, N/A , 832.8 ,24.5,,828.6,24.0,, 633.2 ,17.1,,395.1,10.6,Part of campus,New York Aquarium Campus
3,8698,1,3999999,NY Aquarium Campus: East Ticket Booth,DCLA, N/A , 832.8 ,24.5,,828.6,24.0,, 633.2 ,17.1,,395.1,10.6,Part of campus,New York Aquarium Campus
3,8698,1,3999999,NY Aquarium Campus: East Well,DCLA, N/A , 832.8 ,24.5,,828.6,24.0,, 633.2 ,17.1,,395.1,10.6,Part of campus,New York Aquarium Campus
3,8698,1,3999999,NY Aquarium Campus: Explore the Shore/Alien Stingers,DCLA, N/A , 832.8 ,24.5,,828.6,24.0,, 633.2 ,17.1,,395.1,10.6,Part of campus,New York Aquarium Campus
3,8698,1,3999999,"NY Aquarium Campus: Grounds, Transformers",DCLA, N/A , 832.8 ,24.5,,828.6,24.0,, 633.2 ,17.1,,395.1,10.6,Part of campus,New York Aquarium Campus
3,1472,1,3319475,East New York Avenue SRO Residence,DHS, N/A , 222.3 ,8.1,,217.3,7.9,, 214.9 ,7.6,,219.9,7.8,Individual building,
3,8698,1,3999999,NY Aquarium Campus: HP Facility Pump Room,DCLA, N/A , 832.8 ,24.5,,828.6,24.0,, 633.2 ,17.1,,395.1,10.6,Part of campus,New York Aquarium Campus
3,8698,1,3999999,NY Aquarium Campus: HP Ozone Shed,DCLA, N/A , 832.8 ,24.5,,828.6,24.0,, 633.2 ,17.1,,395.1,10.6,Part of campus,New York Aquarium Campus
3,8698,1,3999999,NY Aquarium Campus: Hudson River,DCLA, N/A , 832.8 ,24.5,,828.6,24.0,, 633.2 ,17.1,,395.1,10.6,Part of campus,New York Aquarium Campus
3,8698,1,3999999,NY Aquarium Campus: Main Feed Room,DCLA, N/A , 832.8 ,24.5,,828.6,24.0,, 633.2 ,17.1,,395.1,10.6,Part of campus,New York Aquarium Campus
3,8698,1,3999999,NY Aquarium Campus: Merchandise Trailer,DCLA, N/A , 832.8 ,24.5,,828.6,24.0,, 633.2 ,17.1,,395.1,10.6,Part of campus,New York Aquarium Campus
3,8698,1,3999999,NY Aquarium Campus: Native Sea Life,DCLA, N/A , 832.8 ,24.5,,828.6,24.0,, 633.2 ,17.1,,395.1,10.6,Part of campus,New York Aquarium Campus
3,8698,1,3999999,NY Aquarium Campus: Operations Building,DCLA, N/A , 832.8 ,24.5,,828.6,24.0,, 633.2 ,17.1,,395.1,10.6,Part of campus,New York Aquarium Campus
3,8698,1,3999999,NY Aquarium Campus: Osborn Lab. of Marine Sciences,DCLA, N/A , 832.8 ,24.5,,828.6,24.0,, 633.2 ,17.1,,395.1,10.6,Part of campus,New York Aquarium Campus
3,8698,1,3999999,NY Aquarium Campus: Sea Cliffs,DCLA, N/A , 832.8 ,24.5,,828.6,24.0,, 633.2 ,17.1,,395.1,10.6,Part of campus,New York Aquarium Campus
3,8698,1,3999999,NY Aquarium Campus: Seaside Pavilion,DCLA, N/A , 832.8 ,24.5,,828.6,24.0,, 633.2 ,17.1,,395.1,10.6,Part of campus,New York Aquarium Campus
3,8698,1,3999999,NY Aquarium Campus: Tunnel Holding Facility,DCLA, N/A , 832.8 ,24.5,,828.6,24.0,, 633.2 ,17.1,,395.1,10.6,Part of campus,New York Aquarium Campus
3,8698,1,3999999,NY Aquarium Campus: West Ticket Booth,DCLA, N/A , 832.8 ,24.5,,828.6,24.0,, 633.2 ,17.1,,395.1,10.6,Part of campus,New York Aquarium Campus
3,8698,1,3999999,NY Aquarium Campus: West Well,DCLA, N/A , 832.8 ,24.5,,828.6,24.0,, 633.2 ,17.1,,395.1,10.6,Part of campus,New York Aquarium Campus
2,3272,1,2823777,NY Botanical Garden Campus: ECAG Discovery Cntr,DCLA, N/A , 121.3 ,3.7,,118.9,3.7,, 119.1 ,3.6,,136.1,4.1,Part of campus,New York Botanical Garden Campus
2,3272,1,2824109,NY Botanical Garden Campus: ECAG Multi-Purpose Bldg,DCLA, N/A , 121.3 ,3.7,,118.9,3.7,, 119.1 ,3.6,,136.1,4.1,Part of campus,New York Botanical Garden Campus
2,3272,1,2824110,NY Botanical Garden Campus: ECAG Service Bldg  (Round),DCLA, N/A , 121.3 ,3.7,,118.9,3.7,, 119.1 ,3.6,,136.1,4.1,Part of campus,New York Botanical Garden Campus
2,3272,1,2113012,NY Botanical Garden Campus: Enid A. Haupt Conservatory,DCLA, N/A , 121.3 ,3.7,,118.9,3.7,, 119.1 ,3.6,,136.1,4.1,Part of campus,New York Botanical Garden Campus
2,3272,1,2113012,NY Botanical Garden Campus: Garden Café & Terrace Room,DCLA, N/A , 121.3 ,3.7,,118.9,3.7,, 119.1 ,3.6,,136.1,4.1,Part of campus,New York Botanical Garden Campus
2,3272,1,2820080,NY Botanical Garden Campus: Harding Laboratory,DCLA, N/A , 121.3 ,3.7,,118.9,3.7,, 119.1 ,3.6,,136.1,4.1,Part of campus,New York Botanical Garden Campus
2,4336,1,9999999,NY Botanical Garden Campus: Hort Srvs. Head-House,DCLA, N/A , 121.3 ,3.7,,118.9,3.7,, 119.1 ,3.6,,136.1,4.1,Part of campus,New York Botanical Garden Campus
2,3272,1,9999999,NY Botanical Garden Campus: Hort Srvs. Storage Building,DCLA, N/A , 121.3 ,3.7,,118.9,3.7,, 119.1 ,3.6,,136.1,4.1,Part of campus,New York Botanical Garden Campus
2,4336,1,9999999,NY Botanical Garden Campus: Hort Srvs. Temporary Office,DCLA, N/A , 121.3 ,3.7,,118.9,3.7,, 119.1 ,3.6,,136.1,4.1,Part of campus,New York Botanical Garden Campus
2,3272,1,2113265,NY Botanical Garden Campus: International Plant Science Bldg,DCLA, N/A , 121.3 ,3.7,,118.9,3.7,, 119.1 ,3.6,,136.1,4.1,Part of campus,New York Botanical Garden Campus
2,3272,1,2113265,NY Botanical Garden Campus: Library Building,DCLA, N/A , 121.3 ,3.7,,118.9,3.7,, 119.1 ,3.6,,136.1,4.1,Part of campus,New York Botanical Garden Campus
4,776,150,4539576,Bowery Bay WPCP: BIN 4539576,DEP, 69 , 409.3 ,13.1,70,399.4,12.9,76, 351.7 ,9.7,76.0,366.7,9.6,Part of campus,Bowery Bay WPCP Campus
2,3272,1,2823760,NY Botanical Garden Campus: Nolen Building,DCLA, N/A , 121.3 ,3.7,,118.9,3.7,, 119.1 ,3.6,,136.1,4.1,Part of campus,New York Botanical Garden Campus
2,4336,1,9999999,NY Botanical Garden Campus: Nolen Glasshouses,DCLA, N/A , 121.3 ,3.7,,118.9,3.7,, 119.1 ,3.6,,136.1,4.1,Part of campus,New York Botanical Garden Campus
2,4336,1,9999999,NY Botanical Garden Campus: Operations Garage/Storage Bldg,DCLA, N/A , 121.3 ,3.7,,118.9,3.7,, 119.1 ,3.6,,136.1,4.1,Part of campus,New York Botanical Garden Campus
2,4336,1,9999999,NY Botanical Garden Campus: Operations Multi-Purpose Bldg,DCLA, N/A , 121.3 ,3.7,,118.9,3.7,, 119.1 ,3.6,,136.1,4.1,Part of campus,New York Botanical Garden Campus
2,4336,1,9999999,NY Botanical Garden Campus: Operations Office/Shops Bldg,DCLA, N/A , 121.3 ,3.7,,118.9,3.7,, 119.1 ,3.6,,136.1,4.1,Part of campus,New York Botanical Garden Campus
2,4336,1,9999999,NY Botanical Garden Campus: P-10,DCLA, N/A , 121.3 ,3.7,,118.9,3.7,, 119.1 ,3.6,,136.1,4.1,Part of campus,New York Botanical Garden Campus
2,3272,1,2113265,NY Botanical Garden Campus: Pfizer Laboratory,DCLA, N/A , 121.3 ,3.7,,118.9,3.7,, 119.1 ,3.6,,136.1,4.1,Part of campus,New York Botanical Garden Campus
2,4336,1,9999999,NY Botanical Garden Campus: Pit Houses,DCLA, N/A , 121.3 ,3.7,,118.9,3.7,, 119.1 ,3.6,,136.1,4.1,Part of campus,New York Botanical Garden Campus
2,3272,1,2113265,NY Botanical Garden Campus: Pratt Wing,DCLA, N/A , 121.3 ,3.7,,118.9,3.7,, 119.1 ,3.6,,136.1,4.1,Part of campus,New York Botanical Garden Campus
2,3272,1,2831176,NY Botanical Garden Campus: School Groups Restroom,DCLA, N/A , 121.3 ,3.7,,118.9,3.7,, 119.1 ,3.6,,136.1,4.1,Part of campus,New York Botanical Garden Campus
2,3273,1,2823840,NY Botanical Garden Campus: Snuff Mill,DCLA, N/A , 121.3 ,3.7,,118.9,3.7,, 119.1 ,3.6,,136.1,4.1,Part of campus,New York Botanical Garden Campus
2,4336,1,2832134,NY Botanical Garden Campus: Stone Cottage,DCLA, N/A , 121.3 ,3.7,,118.9,3.7,, 119.1 ,3.6,,136.1,4.1,Part of campus,New York Botanical Garden Campus
2,3272,1,2113267,NY Botanical Garden Campus: Transformer Bldg,DCLA, N/A , 121.3 ,3.7,,118.9,3.7,, 119.1 ,3.6,,136.1,4.1,Part of campus,New York Botanical Garden Campus
2,3272,1,2113266,NY Botanical Garden Campus: Visitor Center Restroom (Berm),DCLA, N/A , 121.3 ,3.7,,118.9,3.7,, 119.1 ,3.6,,136.1,4.1,Part of campus,New York Botanical Garden Campus
2,3272,1,2113266,NY Botanical Garden Campus: Visitor Center Ticketing & Café,DCLA, N/A , 121.3 ,3.7,,118.9,3.7,, 119.1 ,3.6,,136.1,4.1,Part of campus,New York Botanical Garden Campus
2,3272,1,2113266,NY Botanical Garden Campus: Visitor Cntr Restroom (Fountain),DCLA, N/A , 121.3 ,3.7,,118.9,3.7,, 119.1 ,3.6,,136.1,4.1,Part of campus,New York Botanical Garden Campus
2,3272,1,2113266,NY Botanical Garden Campus: Visitor Cntr Shop in the Garden,DCLA, N/A , 121.3 ,3.7,,118.9,3.7,, 119.1 ,3.6,,136.1,4.1,Part of campus,New York Botanical Garden Campus
2,3273,112,2094718,NY Botanical Garden Campus: Warehouse Lower,DCLA, N/A , 121.3 ,3.7,,118.9,3.7,, 119.1 ,3.6,,136.1,4.1,Part of campus,New York Botanical Garden Campus
2,3273,122,2094718,NY Botanical Garden Campus: Warehouse Upper,DCLA, N/A , 121.3 ,3.7,,118.9,3.7,, 119.1 ,3.6,,136.1,4.1,Part of campus,New York Botanical Garden Campus
2,3272,1,2113265,NY Botanical Garden Campus: Watson Bldg,DCLA, N/A , 121.3 ,3.7,,118.9,3.7,, 119.1 ,3.6,,136.1,4.1,Part of campus,New York Botanical Garden Campus
1,1008,15,1023391,NYC Center Campus: Manhattan Theater Club,DCLA, N/A , 142.6 ,6.0,,144.7,6.1,, 177.7 ,7.1,,185.9,7.8,Part of campus,New York City Center Campus
1,1008,15,1023391,NYC Center Campus: New York City Center,DCLA, N/A , 142.6 ,6.0,,144.7,6.1,, 177.7 ,7.1,,185.9,7.8,Part of campus,New York City Center Campus
1,34,37,1000866,Police Museum,DCLA, N/A , 246.3 ,8.0,,215.2,7.2,, 180.8 ,5.7,,44.2,2.1,Individual building,
1,544,16,1008774,Public Theater,DCLA, N/A , 349.8 ,9.1,,324.0,8.4,, 428.9 ,12.0,,572.0,17.0,Individual building,
4,5107,200,4439683,Queens Botanical Garden Campus: Admin. Bldg,DCLA, N/A , 213.1 ,6.8,,202.2,6.8,, 180.3 ,5.8,,208.8,7.0,Part of campus,Queens Botanical Garden Campus
4,5107,200,4439682,Queens Botanical Garden Campus: Greenhouse / Maintenance Bldg,DCLA, N/A , 213.1 ,6.8,,202.2,6.8,, 180.3 ,5.8,,208.8,7.0,Part of campus,Queens Botanical Garden Campus
5,76,200,5113027,Snug Harbor Campus: Snug Harbor A-B Hyphen,DCLA, N/A , 166.8 ,6.3,,138.9,5.1,, 132.1 ,4.7,,147.4,5.4,Part of campus,Snug Harbor Campus
5,76,200,5113028,Snug Harbor Campus: Snug Harbor B-C Hyphen,DCLA, N/A , 166.8 ,6.3,,138.9,5.1,, 132.1 ,4.7,,147.4,5.4,Part of campus,Snug Harbor Campus
5,76,200,5113028,Snug Harbor Campus: Snug Harbor B-H Hyphen/SIM Lab,DCLA, N/A , 166.8 ,6.3,,138.9,5.1,, 132.1 ,4.7,,147.4,5.4,Part of campus,Snug Harbor Campus
5,76,200,9999999,Snug Harbor Campus: Snug Harbor Bldg  A/Staten Island Museum,DCLA, N/A , 166.8 ,6.3,,138.9,5.1,, 132.1 ,4.7,,147.4,5.4,Part of campus,Snug Harbor Campus
5,76,200,9999999,Snug Harbor Campus: Snug Harbor Bldg  C/Newhouse Center,DCLA, N/A , 166.8 ,6.3,,138.9,5.1,, 132.1 ,4.7,,147.4,5.4,Part of campus,Snug Harbor Campus
5,76,200,9999999,Snug Harbor Campus: Snug Harbor Bldg  D/Noble Collection,DCLA, N/A , 166.8 ,6.3,,138.9,5.1,, 132.1 ,4.7,,147.4,5.4,Part of campus,Snug Harbor Campus
5,76,200,9999999,Snug Harbor Campus: Snug Harbor Bldg  E,DCLA, N/A , 166.8 ,6.3,,138.9,5.1,, 132.1 ,4.7,,147.4,5.4,Part of campus,Snug Harbor Campus
5,76,200,9999999,Snug Harbor Campus: Snug Harbor Bldg  F,DCLA, N/A , 166.8 ,6.3,,138.9,5.1,, 132.1 ,4.7,,147.4,5.4,Part of campus,Snug Harbor Campus
5,76,200,9999999,Snug Harbor Campus: Snug Harbor Bldg  G/Newhouse Gallery,DCLA, N/A , 166.8 ,6.3,,138.9,5.1,, 132.1 ,4.7,,147.4,5.4,Part of campus,Snug Harbor Campus
5,76,200,9999999,Snug Harbor Campus: Snug Harbor Bldg  H,DCLA, N/A , 166.8 ,6.3,,138.9,5.1,, 132.1 ,4.7,,147.4,5.4,Part of campus,Snug Harbor Campus
5,76,200,9999999,Snug Harbor Campus: Snug Harbor Bldg  J/Gazebo,DCLA, N/A , 166.8 ,6.3,,138.9,5.1,, 132.1 ,4.7,,147.4,5.4,Part of campus,Snug Harbor Campus
5,76,200,9999999,Snug Harbor Campus: Snug Harbor Bldg  K/Matrons' Quarters,DCLA, N/A , 166.8 ,6.3,,138.9,5.1,, 132.1 ,4.7,,147.4,5.4,Part of campus,Snug Harbor Campus
5,76,200,9999999,Snug Harbor Campus: Snug Harbor Bldg  L/Power Plant,DCLA, N/A , 166.8 ,6.3,,138.9,5.1,, 132.1 ,4.7,,147.4,5.4,Part of campus,Snug Harbor Campus
5,76,200,9999999,Snug Harbor Campus: Snug Harbor Bldg  M/SI Children's Museum,DCLA, N/A , 166.8 ,6.3,,138.9,5.1,, 132.1 ,4.7,,147.4,5.4,Part of campus,Snug Harbor Campus
5,76,200,9999999,Snug Harbor Campus: Snug Harbor Bldg  N,DCLA, N/A , 166.8 ,6.3,,138.9,5.1,, 132.1 ,4.7,,147.4,5.4,Part of campus,Snug Harbor Campus
5,76,1,5146247,Snug Harbor Campus: Snug Harbor Bldg  O/SICM Barn,DCLA, N/A , 166.8 ,6.3,,138.9,5.1,, 132.1 ,4.7,,147.4,5.4,Part of campus,Snug Harbor Campus
5,76,200,9999999,Snug Harbor Campus: Snug Harbor Bldg  P/Admin,DCLA, N/A , 166.8 ,6.3,,138.9,5.1,, 132.1 ,4.7,,147.4,5.4,Part of campus,Snug Harbor Campus
5,76,200,9999999,Snug Harbor Campus: Snug Harbor Bldg  Q/Greenhouse,DCLA, N/A , 166.8 ,6.3,,138.9,5.1,, 132.1 ,4.7,,147.4,5.4,Part of campus,Snug Harbor Campus
5,76,200,9999999,Snug Harbor Campus: Snug Harbor Bldg  R/Great Hall,DCLA, N/A , 166.8 ,6.3,,138.9,5.1,, 132.1 ,4.7,,147.4,5.4,Part of campus,Snug Harbor Campus
5,76,200,9999999,Snug Harbor Campus: Snug Harbor Bldg  S/Veterans Memorial Hall,DCLA, N/A , 166.8 ,6.3,,138.9,5.1,, 132.1 ,4.7,,147.4,5.4,Part of campus,Snug Harbor Campus
5,76,200,9999999,Snug Harbor Campus: Snug Harbor Bldg  T/Music Hall,DCLA, N/A , 166.8 ,6.3,,138.9,5.1,, 132.1 ,4.7,,147.4,5.4,Part of campus,Snug Harbor Campus
5,76,200,9999999,Snug Harbor Campus: Snug Harbor Bldg  U,DCLA, N/A , 166.8 ,6.3,,138.9,5.1,, 132.1 ,4.7,,147.4,5.4,Part of campus,Snug Harbor Campus
5,76,200,9999999,Snug Harbor Campus: Snug Harbor Bldg  V/Main Gate,DCLA, N/A , 166.8 ,6.3,,138.9,5.1,, 132.1 ,4.7,,147.4,5.4,Part of campus,Snug Harbor Campus
5,76,200,9999999,Snug Harbor Campus: Snug Harbor C-D Hyphen,DCLA, N/A , 166.8 ,6.3,,138.9,5.1,, 132.1 ,4.7,,147.4,5.4,Part of campus,Snug Harbor Campus
5,76,200,9999999,Snug Harbor Campus: Snug Harbor Cottage 1,DCLA, N/A , 166.8 ,6.3,,138.9,5.1,, 132.1 ,4.7,,147.4,5.4,Part of campus,Snug Harbor Campus
5,76,200,9999999,Snug Harbor Campus: Snug Harbor Cottage 2,DCLA, N/A , 166.8 ,6.3,,138.9,5.1,, 132.1 ,4.7,,147.4,5.4,Part of campus,Snug Harbor Campus
5,76,200,9999999,Snug Harbor Campus: Snug Harbor Cottage 3,DCLA, N/A , 166.8 ,6.3,,138.9,5.1,, 132.1 ,4.7,,147.4,5.4,Part of campus,Snug Harbor Campus
5,76,200,9999999,Snug Harbor Campus: Snug Harbor Cottage 4,DCLA, N/A , 166.8 ,6.3,,138.9,5.1,, 132.1 ,4.7,,147.4,5.4,Part of campus,Snug Harbor Campus
5,76,200,9999999,Snug Harbor Campus: Snug Harbor Cottage 5,DCLA, N/A , 166.8 ,6.3,,138.9,5.1,, 132.1 ,4.7,,147.4,5.4,Part of campus,Snug Harbor Campus
5,76,200,9999999,Snug Harbor Campus: Snug Harbor D-E Hyphen,DCLA, N/A , 166.8 ,6.3,,138.9,5.1,, 132.1 ,4.7,,147.4,5.4,Part of campus,Snug Harbor Campus
5,76,200,9999999,Snug Harbor Campus: Snug Harbor D-F Hyphen,DCLA, N/A , 166.8 ,6.3,,138.9,5.1,, 132.1 ,4.7,,147.4,5.4,Part of campus,Snug Harbor Campus
5,76,200,9999999,Snug Harbor Campus: Snug Harbor M-O Connector/SICM,DCLA, N/A , 166.8 ,6.3,,138.9,5.1,, 132.1 ,4.7,,147.4,5.4,Part of campus,Snug Harbor Campus
5,76,200,9999999,Snug Harbor Campus: Snug Harbor/Scholar's Garden,DCLA, N/A , 166.8 ,6.3,,138.9,5.1,, 132.1 ,4.7,,147.4,5.4,Part of campus,Snug Harbor Campus
5,99999,9999,5999999,Staten Island Historical Society Campus: Annandale RR & Store,DCLA, N/A , 70.6 ,2.5,,79.9,3.0,, 65.4 ,2.4,,62.7,2.3,Part of campus,Staten Island Historical Society Campus
5,99999,9999,5999999,Staten Island Historical Society Campus: Barn Foundation,DCLA, N/A , 70.6 ,2.5,,79.9,3.0,, 65.4 ,2.4,,62.7,2.3,Part of campus,Staten Island Historical Society Campus
5,99999,9999,5999999,Staten Island Historical Society Campus: Barton House,DCLA, N/A , 70.6 ,2.5,,79.9,3.0,, 65.4 ,2.4,,62.7,2.3,Part of campus,Staten Island Historical Society Campus
5,99999,9999,5999999,Staten Island Historical Society Campus: Barton Privy,DCLA, N/A , 70.6 ,2.5,,79.9,3.0,, 65.4 ,2.4,,62.7,2.3,Part of campus,Staten Island Historical Society Campus
5,4441,22,5999999,Staten Island Historical Society Campus: Bennett House #27,DCLA, N/A , 70.6 ,2.5,,79.9,3.0,, 65.4 ,2.4,,62.7,2.3,Part of campus,Staten Island Historical Society Campus
5,3299,10,5999999,Staten Island Historical Society Campus: Billiou-Stillwell-Perine House,DCLA, N/A , 70.6 ,2.5,,79.9,3.0,, 65.4 ,2.4,,62.7,2.3,Part of campus,Staten Island Historical Society Campus
5,4444,1,5114190,Staten Island Historical Society Campus: Boehm House #11,DCLA, N/A , 70.6 ,2.5,,79.9,3.0,, 65.4 ,2.4,,62.7,2.3,Part of campus,Staten Island Historical Society Campus
5,2359,1,5999999,Staten Island Historical Society Campus: Britton Cottage #20,DCLA, N/A , 70.6 ,2.5,,79.9,3.0,, 65.4 ,2.4,,62.7,2.3,Part of campus,Staten Island Historical Society Campus
3,2091,3,3058531,K020,DOE, 94 , 99.4 ,5.3,92,103.9,5.5,96, 89.9 ,4.5,97.0,86.6,4.5,Individual building,
5,5570,1,5141709,Staten Island Historical Society Campus: Car Barn,DCLA, N/A , 70.6 ,2.5,,79.9,3.0,, 65.4 ,2.4,,62.7,2.3,Part of campus,Staten Island Historical Society Campus
5,99999,9999,5999999,Staten Island Historical Society Campus: Christopher House,DCLA, N/A , 70.6 ,2.5,,79.9,3.0,, 65.4 ,2.4,,62.7,2.3,Part of campus,Staten Island Historical Society Campus
5,99999,9999,5999999,Staten Island Historical Society Campus: Cooper,DCLA, N/A , 70.6 ,2.5,,79.9,3.0,, 65.4 ,2.4,,62.7,2.3,Part of campus,Staten Island Historical Society Campus
5,4441,1,5121946,Staten Island Historical Society Campus: Court House #1,DCLA, N/A , 70.6 ,2.5,,79.9,3.0,, 65.4 ,2.4,,62.7,2.3,Part of campus,Staten Island Historical Society Campus
5,99999,9999,5999999,Staten Island Historical Society Campus: Crocheron House,DCLA, N/A , 70.6 ,2.5,,79.9,3.0,, 65.4 ,2.4,,62.7,2.3,Part of campus,Staten Island Historical Society Campus
5,2390,194,5999999,Staten Island Historical Society Campus: Decker Farm,DCLA, N/A , 70.6 ,2.5,,79.9,3.0,, 65.4 ,2.4,,62.7,2.3,Part of campus,Staten Island Historical Society Campus
5,4444,35,5141713,Staten Island Historical Society Campus: Edna Hayes Facility,DCLA, N/A , 70.6 ,2.5,,79.9,3.0,, 65.4 ,2.4,,62.7,2.3,Part of campus,Staten Island Historical Society Campus
5,4441,1,5999999,Staten Island Historical Society Campus: General Store,DCLA, N/A , 70.6 ,2.5,,79.9,3.0,, 65.4 ,2.4,,62.7,2.3,Part of campus,Staten Island Historical Society Campus
5,99999,9999,5999999,Staten Island Historical Society Campus: Guard House,DCLA, N/A , 70.6 ,2.5,,79.9,3.0,, 65.4 ,2.4,,62.7,2.3,Part of campus,Staten Island Historical Society Campus
5,4443,1,5999999,Staten Island Historical Society Campus: Historical Museum,DCLA, N/A , 70.6 ,2.5,,79.9,3.0,, 65.4 ,2.4,,62.7,2.3,Part of campus,Staten Island Historical Society Campus
5,70,60,5999999,Staten Island Historical Society Campus: Judge Jacob Tysen House,DCLA, N/A , 70.6 ,2.5,,79.9,3.0,, 65.4 ,2.4,,62.7,2.3,Part of campus,Staten Island Historical Society Campus
5,2278,1,5999999,Staten Island Historical Society Campus: Kruser-Finley House,DCLA, N/A , 70.6 ,2.5,,79.9,3.0,, 65.4 ,2.4,,62.7,2.3,Part of campus,Staten Island Historical Society Campus
5,2278,1,5999999,Staten Island Historical Society Campus: Lake Tysen House #24,DCLA, N/A , 70.6 ,2.5,,79.9,3.0,, 65.4 ,2.4,,62.7,2.3,Part of campus,Staten Island Historical Society Campus
5,4443,1,9999999,Staten Island Historical Society Campus: Museum #3,DCLA, N/A , 70.6 ,2.5,,79.9,3.0,, 65.4 ,2.4,,62.7,2.3,Part of campus,Staten Island Historical Society Campus
5,99999,9999,5999999,Staten Island Historical Society Campus: New Car Barns,DCLA, N/A , 70.6 ,2.5,,79.9,3.0,, 65.4 ,2.4,,62.7,2.3,Part of campus,Staten Island Historical Society Campus
5,99999,9999,5999999,Staten Island Historical Society Campus: New Dorp RR,DCLA, N/A , 70.6 ,2.5,,79.9,3.0,, 65.4 ,2.4,,62.7,2.3,Part of campus,Staten Island Historical Society Campus
5,4442,51,9999999,Staten Island Historical Society Campus: P.S. 28 #34,DCLA, N/A , 70.6 ,2.5,,79.9,3.0,, 65.4 ,2.4,,62.7,2.3,Part of campus,Staten Island Historical Society Campus
5,4410,200,5999999,Staten Island Historical Society Campus: Parsonage Building,DCLA, N/A , 70.6 ,2.5,,79.9,3.0,, 65.4 ,2.4,,62.7,2.3,Part of campus,Staten Island Historical Society Campus
5,99999,9999,5999999,Staten Island Historical Society Campus: Parsonage Shed,DCLA, N/A , 70.6 ,2.5,,79.9,3.0,, 65.4 ,2.4,,62.7,2.3,Part of campus,Staten Island Historical Society Campus
5,4441,1,5121933,Staten Island Historical Society Campus: Schwiebert House,DCLA, N/A , 70.6 ,2.5,,79.9,3.0,, 65.4 ,2.4,,62.7,2.3,Part of campus,Staten Island Historical Society Campus
5,99999,9999,5999999,Staten Island Historical Society Campus: Seamons Cottage,DCLA, N/A , 70.6 ,2.5,,79.9,3.0,, 65.4 ,2.4,,62.7,2.3,Part of campus,Staten Island Historical Society Campus
3,1692,17,3047914,K021,DOE, 39 , 134.6 ,6.9,55,115.9,5.7,59, 117.6 ,5.1,70.0,111.0,5.4,Individual building,
5,99999,9999,5999999,Staten Island Historical Society Campus: Shed 38,DCLA, N/A , 70.6 ,2.5,,79.9,3.0,, 65.4 ,2.4,,62.7,2.3,Part of campus,Staten Island Historical Society Campus
5,4441,1,5121941,Staten Island Historical Society Campus: Stephens House #30,DCLA, N/A , 70.6 ,2.5,,79.9,3.0,, 65.4 ,2.4,,62.7,2.3,Part of campus,Staten Island Historical Society Campus
5,4437,26,5060575,Staten Island Historical Society Campus: Stephens-Prier House,DCLA, N/A , 70.6 ,2.5,,79.9,3.0,, 65.4 ,2.4,,62.7,2.3,Part of campus,Staten Island Historical Society Campus
5,4441,1,5999999,Staten Island Historical Society Campus: Tavern,DCLA, N/A , 70.6 ,2.5,,79.9,3.0,, 65.4 ,2.4,,62.7,2.3,Part of campus,Staten Island Historical Society Campus
5,4441,1,5999999,Staten Island Historical Society Campus: Tin Shop,DCLA, N/A , 70.6 ,2.5,,79.9,3.0,, 65.4 ,2.4,,62.7,2.3,Part of campus,Staten Island Historical Society Campus
5,4441,4,5999999,Staten Island Historical Society Campus: Transportation Bldg  #32,DCLA, N/A , 70.6 ,2.5,,79.9,3.0,, 65.4 ,2.4,,62.7,2.3,Part of campus,Staten Island Historical Society Campus
5,4444,10,5999999,Staten Island Historical Society Campus: Treasurer House,DCLA, N/A , 70.6 ,2.5,,79.9,3.0,, 65.4 ,2.4,,62.7,2.3,Part of campus,Staten Island Historical Society Campus
5,4444,24,5999999,Staten Island Historical Society Campus: Voorlezer House #10,DCLA, N/A , 70.6 ,2.5,,79.9,3.0,, 65.4 ,2.4,,62.7,2.3,Part of campus,Staten Island Historical Society Campus
5,99999,9999,5999999,Staten Island Historical Society Campus: Wagon Factory,DCLA, N/A , 70.6 ,2.5,,79.9,3.0,, 65.4 ,2.4,,62.7,2.3,Part of campus,Staten Island Historical Society Campus
5,4441,1,5121933,Staten Island Historical Society Campus: Workshop Richmond Town,DCLA, N/A , 70.6 ,2.5,,79.9,3.0,, 65.4 ,2.4,,62.7,2.3,Part of campus,Staten Island Historical Society Campus
5,9,1,5000088,Staten Island Museum,DCLA, N/A , 168.9 ,5.2,,152.2,4.6,, 151.3 ,4.5,,151.9,4.6,Individual building,
5,314,70,5106733,Staten Island Zoo Campus: Carousel,DCLA, N/A , 339.0 ,11.4,,337.7,11.7,, 310.8 ,10.6,,356.7,12.8,Part of campus,Staten Island Zoo Campus
5,314,70,5106733,Staten Island Zoo Campus: Horse Barn,DCLA, N/A , 339.0 ,11.4,,337.7,11.7,, 310.8 ,10.6,,356.7,12.8,Part of campus,Staten Island Zoo Campus
5,314,70,5106733,Staten Island Zoo Campus: Hospital Building,DCLA, N/A , 339.0 ,11.4,,337.7,11.7,, 310.8 ,10.6,,356.7,12.8,Part of campus,Staten Island Zoo Campus
