record_number,nyc_borough_block_and_lot_bbl,co_reported_bbl_status,bbls_co_reported,reported_nyc_building_identification_numbers_bins,street_number,street_name,borough,zip_code,bbl_on_the_covered_buildings_list,dof_benchmarking_submission_status,site_eui_kbtu_ft2,weather_normalized_site_eui_kbtu_ft2,source_eui_kbtu_ft2,weather_normalized_source_eui_kbtu_ft2,municipally_supplied_potable_water_indoor_intensity_gal_ft,automatic_water_benchmarking_eligible,reported_water_method,energy_star_score,total_ghg_emissions_mtco2e,direct_ghg_emissions_mtco2e,indirect_ghg_emissions_mtco2e,reported_property_floor_area_building_s_ft,dof_property_floor_area_buildngs_and_parking_ft2,primary_property_type_self_selected,dof_number_of_buildings,latitude,longitude,community_board,council_district,census_tract,bin,nta
2386537.0,1014027501,,,1076299,1156,   3 AVENUE         ,MANHATTAN,10065.0,Yes,In Compliance ,124.9,124.9,210.8,210.8,Not Available,No,None,7,1181.4,700.9,480.5,152026,144425,Multifamily Housing,1,40.766845,-73.96273000000001,8.0,4.0,120.0,1076299.0,Upper East Side-Carnegie Hill                                              
2386538.0,1015000045,,,1046957,48,EAST   89 STREET    ,MANHATTAN,10128.0,Yes,In Compliance ,78.6,75.8,132.4,129.8,Not Available,No,None,23,1532.3,911.2,621.1,313721,364623,Multifamily Housing,1,40.782589,-73.95695400000001,8.0,4.0,15002.0,1046958.0,Upper East Side-Carnegie Hill                                              
2386543.0,1015440019,,,1049854,345,EAST   81 STREET    ,MANHATTAN,10028.0,Yes,In Compliance ,62.4,Not Available,121.6,Not Available,Not Available,No,None,75,887.3,407.6,479.7,215606,217720,Multifamily Housing,1,40.774183,-73.952952,8.0,5.0,138.0,1049854.0,Yorkville                                                                  
2386549.0,1011250024,,,1028636,15,WEST   72 STREET    ,MANHATTAN,10023.0,Yes,In Compliance ,83.6,83.2,129.2,128.6,Not Available,No,None,50,3116.3,2146.4,969.9,583517,625517,Multifamily Housing,1,40.77693,-73.97762900000001,7.0,6.0,157.0,1028636.0,Lincoln Square                                                             
2386552.0,1015070040,,,1047432,1230,PARK AVENUE         ,MANHATTAN,10128.0,Yes,In Compliance ,80.7,Not Available,119.8,Not Available,32.83,Yes,ABS,73,609.3,432.6,176.6,127250,119765,Multifamily Housing,1,40.786274,-73.952766,8.0,4.0,16001.0,1047432.0,Upper East Side-Carnegie Hill                                              
2607418.0,1008570024,,,1016889,63,MADISON AVENUE      ,MANHATTAN,10016.0,Yes,In Compliance ,118.4,116,234.7,231.7,Not Available,No,None,71,6798,0,6798,786069,675986,Office,1,40.743478,-73.98607,5.0,2.0,56.0,1016889.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
2386556.0,1013680025,,,1040470,2,SUTTON PLACE SOUTH  ,MANHATTAN,10022.0,Yes,In Compliance ,65.6,Not Available,99.9,Not Available,Not Available,No,None,75,853.4,586.5,267,217275,206411,Multifamily Housing,1,40.757265000000004,-73.960753,6.0,5.0,10601.0,1040470.0,Turtle Bay-East Midtown                                                    
2386561.0,1018900001,,,1057175,300,RIVERSIDE DRIVE     ,MANHATTAN,10025.0,Yes,In Compliance ,56.2,Not Available,78.4,Not Available,Not Available,No,None,95,667.1,509.8,157.3,204525,190890,Multifamily Housing,1,40.799781,-73.97147700000001,7.0,6.0,191.0,1057175.0,Upper West Side                                                            
2386572.0,1012100019,,,1031759,127,WEST   79 STREET    ,MANHATTAN,10024.0,Yes,In Compliance ,64.2,Not Available,105.1,Not Available,Not Available,No,None,83,521.6,323.6,198.1,132158,123898,Multifamily Housing,1,40.782361,-73.97643199999999,7.0,6.0,165.0,1031759.0,Upper West Side                                                            
2386585.0,1013120069,,,1036921,475,PARK AVENUE         ,MANHATTAN,10022.0,Yes,In Compliance ,106.4,102.3,169.7,164.9,Not Available,No,None,Not Available,975.5,2.6,972.8,131573,122801,Multifamily Housing,1,40.762131,-73.97036,5.0,4.0,11203.0,1036921.0,Turtle Bay-East Midtown                                                    
2386589.0,1015110069,,,1047636,975,PARK AVENUE         ,MANHATTAN,10028.0,Yes,In Compliance ,23.4,23.3,70.1,69.8,Not Available,No,None,Not Available,286.6,12.6,274,151547,142075,Multifamily Housing,1,40.778071999999995,-73.95873,8.0,4.0,140.0,1047636.0,Upper East Side-Carnegie Hill                                              
2386612.0,1013367501,,,1038674,806,   2 AVENUE         ,MANHATTAN,10017.0,Yes,In Compliance ,83.2,79.6,137.7,133.4,Not Available,No,None,Not Available,621.3,380,241.3,120905,137127,Multifamily Housing,1,40.750585,-73.97163499999999,6.0,4.0,88.0,1038674.0,Turtle Bay-East Midtown                                                    
2386773.0,1014970041,,,1046834,1036,PARK AVENUE         ,MANHATTAN,10028.0,Yes,In Compliance ,70.8,Not Available,102.3,Not Available,Not Available,No,None,Not Available,555.7,432.4,123.2,102900,97755,Multifamily Housing,1,40.780034,-73.957313,8.0,4.0,15001.0,1046834.0,Upper East Side-Carnegie Hill                                              
2386791.0,1013237501,,,1038254,255,EAST   49 STREET    ,MANHATTAN,10017.0,Yes,In Compliance ,53.1,Not Available,106.3,Not Available,Not Available,Yes,None,68,820.8,408.9,411.9,201134,200679,Multifamily Housing,1,40.754696,-73.970013,6.0,4.0,98.0,1038254.0,Turtle Bay-East Midtown                                                    
2386803.0,1005607501,,,1009090,30,EAST   90 STREET    ,MANHATTAN,10128.0,Yes,In Compliance ,41.2,Not Available,89.1,Not Available,Not Available,No,None,Not Available,712.4,284.9,427.5,232930,199654,Multifamily Housing,1,40.783590999999994,-73.957394,8.0,4.0,15002.0,1046978.0,Upper East Side-Carnegie Hill                                              
2386810.0,1014097502,,,1076301,1040,LEXINGTON AVENUE    ,MANHATTAN,10021.0,Yes,In Compliance ,42.3,Not Available,79.7,Not Available,Not Available,Yes,None,Not Available,461.7,260,201.7,140278,128588,Multifamily Housing,1,40.771936,-73.961113,8.0,4.0,128.0,1076301.0,Upper East Side-Carnegie Hill                                              
2605661.0,4025730001,,,4058921,    50-35,  56 ROAD           ,QUEENS,11378.0,Yes,In Compliance ,130.9,121.2,180,169.1,4.49,Yes,Manual,16,982.9,763.7,219.2,130000,140000,Distribution Center,1,,,,,,,
2386824.0,1014270034,,,1043976,220,EAST   73 STREET    ,MANHATTAN,10021.0,Yes,In Compliance ,80.7,80.5,122.4,122,Not Available,No,None,58,604.1,448.6,155.5,97677,90700,Multifamily Housing,1,40.770148,-73.959457,8.0,4.0,126.0,1043976.0,Lenox Hill-Roosevelt Island                                                
2386826.0,1014280009,,,1043990,215,EAST   73 STREET    ,MANHATTAN,10021.0,Yes,In Compliance ,76.4,Not Available,119.5,Not Available,Not Available,No,None,62,482.7,347.6,135.1,82199,74726,Multifamily Housing,1,40.770203,-73.95954300000001,8.0,4.0,126.0,1043990.0,Lenox Hill-Roosevelt Island                                                
2386839.0,1014280017,,,1043992,235,EAST   73 STREET    ,MANHATTAN,10021.0,Yes,In Compliance ,50.1,48.4,85.1,83.4,Not Available,Yes,None,90,369.5,241.1,128.4,95798,88955,Multifamily Housing,1,40.770068,-73.959222,8.0,4.0,126.0,1043992.0,Lenox Hill-Roosevelt Island                                                
2386843.0,1008420007,,,1016062,7,EAST   14 STREET    ,MANHATTAN,10003.0,Yes,In Compliance ,111.2,111.2,158.5,158.5,56.2,Yes,ABS,Not Available,2847.9,2133.7,714.3,428628,430000,Multifamily Housing,1,40.735859000000005,-73.993245,5.0,2.0,52.0,1016062.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
2386859.0,1014430011,,,1044754,333,EAST   68 STREET    ,MANHATTAN,10065.0,Yes,In Compliance ,28.1,28,55.3,54.9,Not Available,No,None,Not Available,262.3,118.5,143.8,140899,132611,Multifamily Housing,1,40.765869,-73.959333,8.0,5.0,118.0,1044754.0,Lenox Hill-Roosevelt Island                                                
2387304.0,1008770030,,,1017994,44,GRAMERCY PARK       ,MANHATTAN,10010.0,Yes,In Compliance ,65.4,Not Available,96.6,Not Available,Not Available,No,None,79,461.6,350.9,110.6,93280,87793,Multifamily Housing,1,40.73761,-73.984213,6.0,2.0,68.0,1017994.0,Gramercy                                                                   
2387307.0,1014090040,,,1043090,1296,   3 AVENUE         ,MANHATTAN,10021.0,Yes,In Compliance ,81.8,81.9,133.6,133.9,Not Available,No,None,46,1004.5,670.9,333.6,170888,162750,Multifamily Housing,1,40.771330999999996,-73.959463,8.0,4.0,128.0,1043090.0,Upper East Side-Carnegie Hill                                              
2388489.0,1015117501,,,1073038,129,EAST   82 STREET    ,MANHATTAN,10028.0,Yes,In Compliance ,76.4,73.7,121.9,119.4,Not Available,No,None,Not Available,309.9,218.3,91.6,52740,52740,Multifamily Housing,1,40.777114000000005,-73.95792900000001,8.0,4.0,140.0,1073038.0,Upper East Side-Carnegie Hill                                              
2388492.0,1008947501,,,1019166,77,PARK AVENUE         ,MANHATTAN,10016.0,Yes,In Compliance ,116.0,110.8,164,158.8,Not Available,No,None,Not Available,998.9,793.4,205.5,112958,158571,Multifamily Housing,1,40.749990000000004,-73.978746,6.0,4.0,80.0,1019166.0,Murray Hill-Kips Bay                                                       
2388494.0,1014940037,,,1046760,970,PARK AVENUE         ,MANHATTAN,10028.0,Yes,In Compliance ,73.5,Not Available,116.1,Not Available,Not Available,Yes,None,50,561.7,395.7,166.1,102804,96379,Multifamily Housing,1,40.778036,-73.95878,8.0,4.0,142.0,1046760.0,Upper East Side-Carnegie Hill                                              
2388507.0,1011647501,,,1077846,201,WEST   72 STREET    ,MANHATTAN,10023.0,Yes,In Compliance ,140.9,133,229.6,221.8,Not Available,No,None,1,2231.2,1425.6,805.6,246461,293224,Multifamily Housing,1,40.778954,-73.982412,7.0,6.0,159.0,1077846.0,Lincoln Square                                                             
