record_number,nyc_borough_block_and_lot_bbl,co_reported_bbl_status,bbls_co_reported,reported_nyc_building_identification_numbers_bins,street_number,street_name,borough,zip_code,bbl_on_the_covered_buildings_list,dof_benchmarking_submission_status,site_eui_kbtu_ft2,weather_normalized_site_eui_kbtu_ft2,source_eui_kbtu_ft2,weather_normalized_source_eui_kbtu_ft2,municipally_supplied_potable_water_indoor_intensity_gal_ft,automatic_water_benchmarking_eligible,reported_water_method,energy_star_score,total_ghg_emissions_mtco2e,direct_ghg_emissions_mtco2e,indirect_ghg_emissions_mtco2e,reported_property_floor_area_building_s_ft,dof_property_floor_area_buildngs_and_parking_ft2,primary_property_type_self_selected,dof_number_of_buildings,latitude,longitude,community_board,council_district,census_tract,bin,nta
2562937.0,2028080051,,,2007688,1955,GRAND CONCOURSE     ,BRONX               ,10453.0,Yes,In Compliance ,108.9,105.5,141.9,138.4,Not Available,No,None,83,431.4,356.7,74.7,67350,59800,Multifamily Housing,1,40.850654999999996,-73.905048,5.0,14.0,23501.0,2007688.0,Mount Hope                                                                 
2562986.0,1009400012,,,1021900,321,EAST   34 STREET    ,MANHATTAN,10016.0,Yes,In Compliance ,118.9,Not Available,281.8,Not Available,Not Available,No,None,77,1094.7,354,740.7,117900,105572,Medical Office,1,40.744378999999995,-73.97490400000001,6.0,2.0,78.0,1021900.0,Murray Hill-Kips Bay                                                       
2563004.0,2024570040,,,2002774,1268,GRAND CONCOURSE     ,BRONX               ,10456.0,Yes,In Compliance ,94.2,90.7,136,132.6,Not Available,No,None,Not Available,396.1,308.4,87.7,55284,53934,Multifamily Housing,1,40.836031,-73.916213,4.0,16.0,17901.0,2002774.0,East Concourse-Concourse Village                                           
2563011.0,2028310036,,,2007979,1350,GRAND CONCOURSE     ,BRONX               ,10456.0,Yes,In Compliance ,100.7,96.7,133.8,129.8,124.84,Yes,ABS,90,386.6,322.6,64.1,51528,50800,Multifamily Housing,1,40.837674,-73.914618,4.0,16.0,17902.0,2007979.0,East Concourse-Concourse Village                                           
2640777.0,4003420024,,,Not Available,    36-06,  30 STREET         ,QUEENS,11106.0,Yes,In Compliance ,92.1,Not Available,120.4,Not Available,81.21,No,Manual,Not Available,423.7,358,65.7,61999,61000,Multifamily Housing,1,,,,,,,
2563021.0,2028770211,,,2008874,1480,POPHAM AVENUE       ,BRONX               ,10453.0,Yes,In Compliance ,84.0,80.5,119.9,116.3,Not Available,No,None,92,456.8,358.9,97.9,72372,60480,Multifamily Housing,1,40.847884,-73.921891,5.0,14.0,20501.0,2008874.0,University Heights-Morris Heights                                          
2563039.0,2030370025,,,2011294,2115,WASHINGTON AVENUE   ,BRONX               ,10457.0,Yes,In Compliance ,141.1,135.2,182.1,175.7,172.36,Yes,ABS,Not Available,875.4,746.5,128.9,85550,84300,Multifamily Housing,1,40.851887,-73.89534,6.0,15.0,395.0,2011294.0,Claremont-Bathgate                                                         
2563051.0,2033430180,,,2018213,282,EAST GUN HILL ROAD  ,BRONX               ,10467.0,Yes,In Compliance ,113.6,Not Available,163.1,Not Available,Not Available,No,None,Not Available,346.5,257.2,89.4,51265,55000,Multifamily Housing,1,40.879338,-73.874931,7.0,11.0,423.0,2018213.0,Norwood                                                                    
2563063.0,2028750039,,,2008784,1522,UNIVERSITY AVENUE   ,BRONX               ,10452.0,Yes,In Compliance ,98.7,96.4,132.8,130.6,Not Available,No,None,91,331.2,264.1,67.1,57750,55000,Multifamily Housing,1,40.845634000000004,-73.922151,5.0,14.0,21301.0,2008784.0,University Heights-Morris Heights                                          
2563179.0,1008190010,,,1015409,47,WEST   17 STREET    ,MANHATTAN,10011.0,Yes,In Compliance ,58.1,Not Available,131.3,Not Available,Not Available,Yes,None,84,890.7,329.3,561.4,199086,179186,Office,1,40.738571,-73.99376099999999,5.0,3.0,54.0,1015409.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
2563226.0,5022500250,,,Not Available,110,MEISNER AVENUE      ,STATEN ISLAND       ,10306.0,Yes,In Compliance ,99.2,97.4,170.2,168.4,39.78,No,Manual,77,334.4,193.3,141.1,53856,53856,Senior Care Community,1,40.579999,-74.131359,2.0,50.0,279.0,5150274.0,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill                   
2563301.0,3016730001,,,Not Available,239,PATCHEN AVENUE      ,BROOKLYN            ,11233.0,Yes,In Compliance ,63.5,61.1,128.4,126.3,Not Available,Yes,None,Not Available,382.9,162.4,220.5,90000,89457,K-12 School,1,40.68315,-73.92610400000001,3.0,41.0,383.0,3046965.0,Stuyvesant Heights                                                         
2563453.0,1008250012,,,1080679; 1080678; 1080677,49,WEST   23 STREET    ,MANHATTAN,10010.0,Yes,In Compliance ,59.0,Not Available,144.7,Not Available,Not Available,No,None,87,1301.5,393.3,908.3,274116,274116,Office,3,40.742227,-73.991162,5.0,3.0,58.0,1080677.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
2563484.0,1008800014,,,1018069,121,EAST   24 STREET    ,MANHATTAN,10010.0,Yes,In Compliance ,64.7,Not Available,128.4,Not Available,Not Available,Yes,None,82,322.6,167.3,155.3,63270,58744,Office,1,40.740448,-73.984894,5.0,2.0,68.0,1018069.0,Gramercy                                                                   
2563502.0,1008560009,,,1016876,11,EAST   26 STREET    ,MANHATTAN,10010.0,Yes,In Compliance ,59.5,Not Available,132.4,Not Available,Not Available,No,None,88,1201.5,487,714.5,253623,217991,Office,1,40.743188,-73.98755,5.0,2.0,56.0,1016876.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
2563563.0,1008340049,,,1083631,4,WEST   33 STREET    ,MANHATTAN,10001.0,Yes,In Compliance ,64.1,63.3,165.2,164.9,Not Available,No,None,78,1834.8,349.8,1485,382200,319200,Office,1,40.747908,-73.985387,5.0,4.0,76.0,1083631.0,Midtown-Midtown South                                                      
2605548.0,1012930059,,,1036076,600,MADISON AVENUE      ,MANHATTAN,10022.0,Yes,In Compliance ,109.1,106.9,252.5,249.2,27.52,No,Manual,50,2753.9,0,2753.9,332608,315918,Office,1,40.762629,-73.972125,5.0,4.0,11202.0,1036076.0,Midtown-Midtown South                                                      
2563587.0,1005110015,,,1007945,598,BROADWAY            ,MANHATTAN,10012.0,Yes,In Compliance ,72.6,Not Available,174.7,Not Available,Not Available,No,None,Not Available,454.1,144,310.1,78616,64120,Office,1,40.725045,-73.997085,2.0,1.0,43.0,1007945.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
2563600.0,1008340022,,,1015846,29,WEST   32 STREET    ,MANHATTAN,10001.0,Yes,In Compliance ,76.4,Not Available,183.8,Not Available,Not Available,No,None,72,1124.6,290,834.6,203096,206388,Office,1,40.747568,-73.986452,5.0,4.0,76.0,1015846.0,Midtown-Midtown South                                                      
2563626.0,5000050057,,,5000026,33,CENTRAL AVENUE      ,STATEN ISLAND       ,10301.0,Yes,In Compliance ,60.9,59.7,81.6,80.2,37.61,Yes,ABS,96,275.1,221.6,53.5,75000,78300,Multifamily Housing,1,40.64095,-74.076785,1.0,49.0,3.0,5000026.0,West New Brighton-New Brighton-St. George                                  
2564478.0,1019237501,,,1058390,257,WEST  117 STREET    ,MANHATTAN,10026.0,Yes,In Compliance ,36.1,36.2,76.5,76.7,22.99,Yes,ABS,88,246.6,93.8,152.8,99886,87400,Multifamily Housing,1,40.804666999999995,-73.95383000000001,10.0,9.0,218.0,1058390.0,Central Harlem South                                                       
2564620.0,1008197502,,,1015407,63,WEST   17 STREET    ,MANHATTAN,10011.0,Yes,In Compliance ,89.8,87.5,165.6,163.2,Not Available,Yes,None,Not Available,452,230.9,221.1,78121,74713,Multifamily Housing,1,40.738725,-73.994129,5.0,3.0,54.0,1015407.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
2564633.0,1014920069,,,1046650,995,   5 AVENUE         ,MANHATTAN,10028.0,Yes,In Compliance ,68.4,66.7,159.3,157.6,Not Available,No,None,9,779.5,40.5,739,151627,142708,Multifamily Housing,1,40.778065000000005,-73.96293299999999,8.0,4.0,142.0,1046650.0,Upper East Side-Carnegie Hill                                              
2587389.0,1020010120,,,1059948,2341,  12 AVENUE         ,MANHATTAN,10027.0,Yes,In Compliance ,39.0,36.3,82.2,79.5,Not Available,Yes,None,Not Available,230.1,88.6,141.5,86453,86625,Self-Storage Facility,1,40.820365,-73.95859499999999,9.0,7.0,22302.0,1059948.0,Manhattanville                                                             
2564636.0,1005597501,,,1087620,108,   3 AVENUE         ,MANHATTAN,10003.0,Yes,In Compliance ,,Not Available,Not Available,Not Available,Not Available,No,None,Not Available,Not Available,2.5,Not Available,115160,105525,Multifamily Housing,1,40.732766,-73.987577,3.0,2.0,42.0,1087620.0,East Village                                                               
2564688.0,1013797504,,,1041101,838,   5 AVENUE         ,MANHATTAN,10065.0,Yes,In Compliance ,99.8,98.5,230.6,229.4,Not Available,No,None,Not Available,474,8.3,465.7,62857,71707,Multifamily Housing,1,40.767925,-73.970339,8.0,4.0,122.0,1041101.0,Upper East Side-Carnegie Hill                                              
2564691.0,1013500020,,,1040003,345,EAST   57 STREET    ,MANHATTAN,10022.0,Yes,In Compliance ,74.7,65.6,104.2,95.1,Not Available,No,None,84,499.9,396.6,103.3,94933,89349,Multifamily Housing,1,40.75871,-73.96385,6.0,5.0,108.0,1040003.0,Turtle Bay-East Midtown                                                    
2564710.0,1014977501,,,1046842,1049,   5 AVENUE         ,MANHATTAN,10028.0,Yes,In Compliance ,41.2,41.2,128.3,128.3,Not Available,No,None,53,3158.9,4.6,3154.3,167707,160719,Multifamily Housing,1,40.781149,-73.959923,8.0,4.0,15001.0,1046842.0,Upper East Side-Carnegie Hill                                              
2564712.0,1010187502,,,1024736,247,WEST   46 STREET    ,MANHATTAN,10036.0,Yes,In Compliance ,69.7,67,141.8,138.5,Not Available,No,None,Not Available,1466.5,614.4,852.1,313240,324126,Multifamily Housing,1,40.759228,-73.986572,5.0,3.0,125.0,1024736.0,Midtown-Midtown South                                                      
2564772.0,1013307501,,,1038595,212,EAST   57 STREET    ,MANHATTAN,10022.0,Yes,In Compliance ,,Not Available,Not Available,Not Available,Not Available,No,None,Not Available,Not Available,Not Available,Not Available,78424,75623,Multifamily Housing,1,40.75999,-73.966928,6.0,4.0,108.0,1038595.0,Turtle Bay-East Midtown                                                    
2564792.0,1004747506,,,1087559,40,MERCER STREET       ,MANHATTAN,10013.0,Yes,In Compliance ,,Not Available,Not Available,Not Available,19.43,Yes,ABS,Not Available,Not Available,Not Available,Not Available,169614,153500,Multifamily Housing,1,40.721447,-74.00126999999999,2.0,1.0,47.0,1087559.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
2565216.0,1008380076,,,1015952,48,WEST   37 STREET    ,MANHATTAN,10018.0,Yes,In Compliance ,65.5,Not Available,151.8,Not Available,Not Available,No,None,84,846.1,307.3,538.8,161519,130625,Office,1,40.750993,-73.98474399999999,5.0,4.0,84.0,1015952.0,Midtown-Midtown South                                                      
2612580.0,4098490130,,,4210682,   166-05,HIGHLAND AVENUE     ,QUEENS,11432.0,Yes,In Compliance ,83.3,81.2,118.2,115.5,Not Available,Yes,None,74,816.3,611.4,204.9,167857,169643,Multifamily Housing,1,,,,,,,
2565227.0,1008120069,,,1015249,148,WEST   37 STREET    ,MANHATTAN,10018.0,Yes,In Compliance ,49.3,Not Available,104.4,Not Available,Not Available,No,None,94,398.4,180.4,218,102562,93846,Office,1,40.752465,-73.988237,5.0,3.0,109.0,1015249.0,Midtown-Midtown South                                                      
2586171.0,1008150039,,,1080614; 1080613,110,WEST   40 STREET    ,MANHATTAN,10018.0,Yes,In Compliance ,71.9,Not Available,148.4,Not Available,Not Available,No,None,84,779,375,404,136974,129808,Office,1,40.753818,-73.98569599999999,5.0,4.0,113.0,1080614.0,Midtown-Midtown South                                                      
2586202.0,1008670001,,,1017191,411,   5 AVENUE         ,MANHATTAN,10016.0,Yes,In Compliance ,71.4,68.9,170.5,168.4,Not Available,Yes,None,72,721.3,239.6,481.7,125858,116598,Office,1,40.75043,-73.983098,5.0,4.0,82.0,1017191.0,Murray Hill-Kips Bay                                                       
2586293.0,1009930036,,,1022566,1071,AVENUE OF THE AMER  ,MANHATTAN,10018.0,Yes,In Compliance ,64.6,64.8,164.2,164.9,Not Available,Yes,None,78,972,253.7,718.2,186371,174028,Office,1,40.753894,-73.984812,5.0,4.0,113.0,1022566.0,Midtown-Midtown South                                                      
2586400.0,1008260046,,,1015604,1115,BROADWAY            ,MANHATTAN,10010.0,Yes,In Compliance ,61.7,Not Available,157.2,Not Available,Not Available,Yes,None,78,1514.5,376.2,1138.3,308313,313755,Office,1,40.742915999999994,-73.98918499999999,5.0,3.0,58.0,1015604.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
2586431.0,1008370056,,,1015902,16,WEST   36 STREET    ,MANHATTAN,10018.0,Yes,In Compliance ,113.5,110.9,222.3,219.7,Not Available,No,None,49,498.8,252,246.8,59367,59367,Office,1,40.750027,-73.984365,5.0,4.0,84.0,1015902.0,Midtown-Midtown South                                                      
2587268.0,1007010001,,,1080333,302,  11 AVENUE         ,MANHATTAN,10001.0,Yes,In Compliance ,35.2,32.4,70.7,67.8,Not Available,Yes,None,Not Available,507.1,218.4,288.8,215814,213330,Self-Storage Facility,1,40.752732,-74.004198,4.0,3.0,99.0,,Hudson Yards-Chelsea-Flatiron-Union Square                                 
2587287.0,1006940047,,,1012336,524,WEST   23 STREET    ,MANHATTAN,10011.0,Yes,In Compliance ,45.7,42.3,81.3,77.7,Not Available,No,None,Not Available,382.6,208.3,174.2,131835,141934,Self-Storage Facility,1,40.748159,-74.005305,4.0,3.0,99.0,1012336.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
2587434.0,1014560035,,,1045287,406,EAST   62 STREET    ,MANHATTAN,10065.0,Yes,In Compliance ,36.8,34.6,90.1,87.4,0.97,No,Manual,Not Available,519.7,125,394.7,193270,177920,Self-Storage Facility,1,40.761302,-73.960188,8.0,5.0,10602.0,1045287.0,Lenox Hill-Roosevelt Island                                                
2587536.0,1004430005,,,1006080,28,   2 AVENUE         ,MANHATTAN,10003.0,Yes,In Compliance ,36.5,33.7,69.5,66.3,Not Available,No,None,Not Available,131,62.9,68.1,55000,52497,Self-Storage Facility,1,40.7246,-73.990569,3.0,2.0,3602.0,1006080.0,East Village                                                               
2587540.0,1014100033,,,1043149,1308,   3 AVENUE         ,MANHATTAN,10021.0,Yes,In Compliance ,98.1,98.2,138,138.3,Not Available,No,None,48,966,13.7,952.3,145000,191549,Multifamily Housing,1,40.771795000000004,-73.95912,8.0,4.0,128.0,1043149.0,Upper East Side-Carnegie Hill                                              
2587541.0,1002500001,,,1003205,220,SOUTH STREET        ,MANHATTAN,10002.0,Yes,In Compliance ,43.7,41.2,113,109.7,Not Available,No,None,Not Available,836.5,157.7,678.8,255084,274752,Self-Storage Facility,1,40.709452,-73.99433,3.0,1.0,8.0,1003205.0,Chinatown                                                                  
2587543.0,1018610040,,,1081588,108,WEST  107 STREET    ,MANHATTAN,10025.0,Yes,In Compliance ,29.1,27.5,73.3,71.3,Not Available,Yes,None,Not Available,245.7,52.6,193.1,113886,113886,Self-Storage Facility,1,40.800158,-73.962967,7.0,7.0,193.0,1081588.0,Morningside Heights                                                        
2587548.0,1017040001,,,1081440,2138,   1 AVENUE         ,MANHATTAN,10029.0,Yes,In Compliance ,33.7,32,88.1,85.9,1.6,Yes,Manual,Not Available,564.6,99.2,465.4,222200,257400,Self-Storage Facility,1,40.792278,-73.938114,11.0,8.0,162.0,1081440.0,East Harlem South                                                          
2587768.0,1006920041,,,1012299,510,WEST   21 STREET    ,MANHATTAN,10011.0,Yes,In Compliance ,21.0,18.8,35.7,33.5,0.55,Yes,Manual,Not Available,186.1,121,65.2,115123,124385,Self-Storage Facility,1,40.746767,-74.00599100000001,4.0,3.0,99.0,1012299.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
2587818.0,3069630003,,,3328935,2730,WEST   33 STREET    ,BROOKLYN            ,11224.0,Yes,In Compliance ,77.3,76.6,169.2,167.3,Not Available,No,None,29,1045.2,363.8,681.4,195001,139712,Multifamily Housing,1,40.578674,-74.000299,13.0,47.0,330.0,3328935.0,Seagate-Coney Island                                                       
2640581.0,4071170002,,,4444005,   189-15,  73 AVENUE         ,QUEENS,11366.0,Yes,In Compliance ,352.5,352.6,483.4,483.6,Not Available,No,None,1,280.7,218.7,62,13800,483292,Multifamily Housing,30,,,,,,,
2587898.0,1006930014,,,1012309,531,WEST   21 STREET    ,MANHATTAN,10011.0,Yes,In Compliance ,18.0,17.2,40.5,39.7,Not Available,No,None,Not Available,116.2,37.3,78.9,91958,91591,Self-Storage Facility,1,40.746918,-74.00630100000001,4.0,3.0,99.0,1012309.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
2587913.0,1022310001,,,1064883,5020,BROADWAY            ,MANHATTAN,10034.0,Yes,In Compliance ,,Not Available,Not Available,Not Available,Not Available,Yes,Manual,Not Available,1768.7,198.2,1570.5,Not Available,377493,Self-Storage Facility,1,40.868911,-73.917524,12.0,10.0,303.0,1064883.0,Marble Hill-Inwood                                                         
2587952.0,3002500001,,,3002094,26,COURT STREET        ,BROOKLYN            ,11242.0,Yes,In Compliance ,89.9,86.6,175.6,171.8,Not Available,No,None,88,1738,793.9,944.1,293000,293137,Office,1,40.693244,-73.99065999999999,2.0,33.0,9.0,3002094.0,Brooklyn Heights-Cobble Hill                                               
2589255.0,1005800022,,,1080159,157,VARICK STREET       ,MANHATTAN,10013.0,Yes,In Compliance ,40.2,36.1,80.5,75.8,1.73,No,Manual,Not Available,474.9,206.3,268.6,177093,164791,Self-Storage Facility,1,40.726547,-74.00565,2.0,3.0,37.0,1080159.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
2589282.0,1018880015,,,1057082,781,WEST END AVENUE     ,MANHATTAN,10025.0,Yes,In Compliance ,95.7,90.4,125.7,120.3,33.4,No,Manual,57,667.8,564.6,103.2,91615,91615,Multifamily Housing,1,40.796688,-73.972176,7.0,6.0,187.0,1057082.0,Upper West Side                                                            
2590256.0,1007880011,,,1014474,263,WEST   38 STREET    ,MANHATTAN,10018.0,Yes,In Compliance ,30.5,30.7,95.7,96.3,Not Available,No,None,97,385.2,0,385.2,152439,146377,Office,1,40.75423,-73.990468,5.0,3.0,113.0,1014474.0,Midtown-Midtown South                                                      
2590300.0,1021390578,,,Not Available,824,WEST  176 STREET    ,MANHATTAN,10033.0,Yes,In Compliance ,1.5,1.5,4.7,4.7,26.56,Yes,Manual,100,10.6,0,10.6,84800,54562,Multifamily Housing,1,40.847448,-73.941066,12.0,10.0,255.0,1063455.0,Washington Heights South                                                   
2590314.0,1021390537,,,Not Available,2,SOUTH PINEHURST AVE ,MANHATTAN,10033.0,Yes,In Compliance ,73.8,70.1,83,79,Not Available,No,None,92,247.9,234.5,13.4,62000,52326,Multifamily Housing,1,40.847544,-73.94064,12.0,10.0,255.0,1063451.0,Washington Heights South                                                   
2590317.0,1012100055,,,Not Available,150,WEST   80 STREET    ,MANHATTAN,10024.0,Yes,In Compliance ,1.8,1.8,5.1,5.1,29.12,No,Manual,100,9.9,1,8.9,70000,53111,Multifamily Housing,1,40.783473,-73.977002,7.0,6.0,165.0,1031783.0,Upper West Side                                                            
2590318.0,1021800480,,,Not Available,4411,BROADWAY            ,MANHATTAN,10040.0,Yes,In Compliance ,12.8,Not Available,17.7,Not Available,Not Available,No,None,100,82.6,66.9,15.7,85000,74356,Multifamily Housing,1,40.855513,-73.93324,12.0,10.0,279.0,1064458.0,Washington Heights North                                                   
4397962.0,4098380062,,,4210455,    87-50, 167 STREET         ,QUEENS,11432.0,Yes,In Compliance ,127.1,126.2,218.6,217.6,70.14,Yes,ABS,16,987.8,568.9,418.9,124000,123914,Multifamily Housing,1,,,,,,,
2591141.0,1014447501,,,1072630,301,EAST   69 STREET    ,MANHATTAN,10021.0,Yes,In Compliance ,85.9,85.7,145.9,145.4,Not Available,No,None,24,1375.5,20.2,1355.3,227557,223754,Multifamily Housing,1,40.766725,-73.959416,8.0,5.0,126.0,1072630.0,Lenox Hill-Roosevelt Island                                                
2591226.0,1000880018,,,1001241,225,BROADWAY            ,MANHATTAN,10007.0,Yes,In Compliance ,99.8,95.8,195,190.4,Not Available,No,None,81,3590.5,1899.4,1691.1,461731,480831,Office,1,40.711870000000005,-74.008217,1.0,1.0,21.0,1001241.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
2591254.0,1000130005,,,1000044,11,BROADWAY            ,MANHATTAN,10004.0,Yes,In Compliance ,99.8,98.9,235.2,234.1,Not Available,No,None,69,3219,15.2,3203.8,423348,434220,Office,1,40.705354,-74.013731,1.0,1.0,13.0,1000044.0,Battery Park City-Lower Manhattan                                          
2591375.0,1000640015,,,1079040; 1079037; 1079038; 1079039,160,BROADWAY            ,MANHATTAN,10038.0,Yes,In Compliance ,114.9,105.8,239.2,230,Not Available,No,None,65,1303.1,608.8,694.3,145000,150000,Office,1,40.709493,-74.01024,1.0,1.0,1502.0,1079040.0,Battery Park City-Lower Manhattan                                          
2591543.0,1008250001,,,1015575,716,AVENUE OF THE AMER  ,MANHATTAN,10010.0,Yes,In Compliance ,96.1,92.1,187.3,183.6,Not Available,No,None,72,2360.4,1082,1278.4,372545,219718,Office,1,40.743004,-73.992721,5.0,3.0,58.0,1015575.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
2591915.0,1012630071,,,1034502,1212,AVENUE OF THE AMER  ,MANHATTAN,10036.0,Yes,In Compliance ,113.0,110.8,224.1,221.5,20.94,No,Manual,60,2046.6,0,2046.6,247919,248896,Office,1,40.758404,-73.981504,5.0,4.0,96.0,1034502.0,Midtown-Midtown South                                                      
2591922.0,1000750030,,,1001167,111,JOHN STREET         ,MANHATTAN,10038.0,Yes,In Compliance ,86.3,81.5,196.6,190.9,Not Available,No,None,81,1948,0,1948,298776,296076,Office,1,40.707671000000005,-74.005764,1.0,1.0,1502.0,1001167.0,Battery Park City-Lower Manhattan                                          
2591965.0,1015250021,,,1048515,1523,   2 AVENUE         ,MANHATTAN,10075.0,Yes,In Compliance ,70.8,70.8,116.1,116.1,Not Available,No,None,54,1350.8,837.8,513,310000,281825,Multifamily Housing,1,40.773495000000004,-73.954949,8.0,5.0,138.0,1048515.0,Yorkville                                                                  
2592027.0,4014450034,,,Not Available,    84-09,  35 AVENUE         ,QUEENS,11372.0,Yes,In Compliance ,102.2,97.6,135.3,130.4,Not Available,Yes,None,31,470.7,381.3,89.4,80754,80754,Multifamily Housing,1,,,,,,,
2592635.0,2023870032,,,2115806,1085,WASHINGTON AVENUE   ,BRONX               ,10456.0,Yes,In Compliance ,68.8,66.8,95.4,93.5,54.85,Yes,ABS,92,377.5,280.8,96.8,103856,110544,Multifamily Housing,1,40.827978,-73.908755,3.0,16.0,185.0,2115806.0,Morrisania-Melrose                                                         
2652071.0,4033530059,,,4080122,    80-40,LEFFERTS BOULEVARD  ,QUEENS,11415.0,Yes,In Compliance ,69.0,69.1,90.8,90.9,23.13,Yes,ABS,Not Available,393.6,332.4,61.2,74591,67810,Multifamily Housing,1,,,,,,,
2593250.0,1002270028,,,1087764,306,WEST BROADWAY       ,MANHATTAN,10013.0,Yes,In Compliance ,129.5,128,283.4,282.6,66.21,No,Manual,24,1816.5,104.6,1711.9,189986,189986,Hotel,1,40.721634,-74.004412,2.0,1.0,47.0,1087764.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
2594233.0,3036500001,,,3083089,9801,AVENUE D            ,BROOKLYN            ,11236.0,Yes,In Compliance ,359.7,349.9,622.8,612.5,2.65,No,Manual,1,2938.3,1673.6,1264.7,130000,131625,Non-Refrigerated Warehouse,1,40.650545,-73.90661899999999,18.0,42.0,1098.0,3083089.0,East New York                                                              
2595424.0,1015580050,,,1050342,1852,   2 AVENUE         ,MANHATTAN,10128.0,Yes,In Compliance ,58.6,Not Available,96.5,Not Available,45.24,No,Manual,76,231.9,143.1,88.9,64198,62500,Multifamily Housing,1,40.784021,-73.94724000000001,8.0,5.0,15601.0,1050342.0,Yorkville                                                                  
2595479.0,1015390010,,,1048917,225,EAST   93 STREET    ,MANHATTAN,10128.0,Yes,In Compliance ,81.1,77.8,111.9,108.3,73.07,Yes,ABS,76,515.5,399,116.5,109913,109913,Multifamily Housing,1,40.782968,-73.950017,8.0,5.0,154.0,1048917.0,Yorkville                                                                  
2664119.0,4014600001,,,4035839,    86-06,  35 AVENUE         ,QUEENS,11372.0,Yes,In Compliance ,98.4,94.9,136.6,133.1,Not Available,No,None,45,440.5,338.5,102,77238,83238,Multifamily Housing,1,,,,,,,
2595881.0,3010590061,,,3024466,209,LINCOLN PLACE       ,BROOKLYN            ,11217.0,Yes,In Compliance ,80.7,78.8,111.3,109.4,43.96,No,Manual,62,269.3,208.4,60.9,57700,57700,Multifamily Housing,1,40.675252,-73.97334000000001,6.0,39.0,159.0,3024466.0,Park Slope-Gowanus                                                         
2595885.0,2033117501,,,2017347,3130,GRAND CONCOURSE     ,BRONX               ,10458.0,Yes,In Compliance ,99.5,99.4,140,139.6,80.57,Yes,Manual,26,1133.1,903.3,229.8,150135,143577,Multifamily Housing,1,40.875122999999995,-73.886286,7.0,11.0,413.0,2017347.0,Bedford Park-Fordham North                                                 
2595887.0,1022500054,,,1065081,25,INDIAN ROAD         ,MANHATTAN,10034.0,Yes,In Compliance ,96.0,95.9,122.5,122.2,42.77,No,Manual,46,456.5,394.3,62.2,62796,55296,Multifamily Housing,1,40.872631,-73.918951,12.0,10.0,307.0,1065081.0,Marble Hill-Inwood                                                         
2595904.0,1008920020,,,1018952,288,LEXINGTON AVENUE    ,MANHATTAN,10016.0,Yes,In Compliance ,63.3,63.3,97.1,97.1,50.5,Yes,Manual,79,310.2,226.6,83.6,65000,65532,Multifamily Housing,1,40.748104999999995,-73.978494,6.0,4.0,80.0,1018952.0,Murray Hill-Kips Bay                                                       
2595908.0,1008900049,,,1018530,166,EAST   35 STREET    ,MANHATTAN,10016.0,Yes,In Compliance ,97.8,90.9,145.6,138.2,51.86,Yes,Manual,21,434.2,306.8,127.4,74798,74798,Multifamily Housing,1,40.746721,-73.97844,6.0,2.0,72.0,1018530.0,Murray Hill-Kips Bay                                                       
2595911.0,1022460110,,,1065052,1825,RIVERSIDE DRIVE     ,MANHATTAN,10034.0,Yes,In Compliance ,77.1,77.1,101.8,101.8,44.4,No,Manual,73,337.8,284.2,53.6,57796,57796,Multifamily Housing,1,40.86568,-73.928873,12.0,10.0,287.0,1065052.0,Washington Heights North                                                   
4403944.0,4051810036,,,4117039,   142-46,SANFORD AVENUE      ,QUEENS,11355.0,Yes,In Compliance ,12.9,12.9,32.3,32.3,Not Available,Yes,None,100,51.1,11.1,40,53727,53727,Multifamily Housing,1,,,,,,,
2595917.0,3010710014,,,3024928,814,CARROLL STREET      ,BROOKLYN            ,11215.0,Yes,In Compliance ,85.2,81.7,120.5,117,30.37,Yes,Manual,49,278.3,209.3,69,56000,59520,Multifamily Housing,1,40.672391999999995,-73.97427900000001,6.0,39.0,157.0,3024928.0,Park Slope-Gowanus                                                         
2595922.0,2059500406,,,2086306,5410,NETHERLAND AVENUE   ,BRONX               ,10471.0,Yes,In Compliance ,73.5,73.5,94.1,94.2,7.87,Yes,Manual,82,1049.2,903.5,145.7,189592,189592,Multifamily Housing,1,40.902201,-73.90692,8.0,11.0,323.0,2086306.0,North Riverdale-Fieldston-Riverdale                                        
2595928.0,1007750022,,,1014200,219,WEST   25 STREET    ,MANHATTAN,10001.0,Yes,In Compliance ,90.1,87.1,118.7,115.7,33.38,No,Manual,51,427.2,359.9,67.3,62586,62586,Multifamily Housing,1,40.745723999999996,-73.995496,4.0,3.0,91.0,1014200.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
