bbl,street_number,street_name,borough,zip,benchmarking_submission,entry_number,site_eui_kbtu_ft2,weather_normalized_source_eui_kbtu_ft2,indoor_water_intensity_all_water_sources_gal_ft2,reported_water_method,energy_star_score,total_ghg_emissions_mtco2e,property_floor_area_buildngs_and_parking_ft2,primary_property_type_self_selected,number_of_buildings,reported_bins,latitude,longitude,community_board,community_council,census_tract,nta
1001007502,8.0,SPRUCE STREET,MANHATTAN,10038,No Record as of 08/1/13,,,,,,,,,,0,,40.711407,-74.005573,1.0,1.0,1501.0,Battery Park City-Lower Manhattan                                          
1012320061,512.0,WEST END AVENUE,MANHATTAN,10024,Yes,12370.0,47.6,86.0,31.98,ABS,,270.11,68072.0,Multifamily Housing,1,1033124,40.787991,-73.978495,7.0,6.0,171.0,Upper West Side                                                            
1001010002,39.0,PARK ROW,MANHATTAN,10038,Yes,222.0,62.0,174.6,,Manual,,720.12,128572.0,College/University (Campus-Level),1,,40.711835,-74.006558,1.0,1.0,1501.0,Battery Park City-Lower Manhattan                                          
1001020001,154.0,NASSAU STREET,MANHATTAN,10038,Yes,182.0,117.3,239.9,,Manual,,6233.25,628399.0,College/University (Campus-Level),1,,40.711437,-74.006146,1.0,1.0,1501.0,Battery Park City-Lower Manhattan                                          
1001060009,1.0,PECK SLIP,MANHATTAN,10038,No Record as of 08/1/13,,,,,,,,,,1,,40.708766,-74.00240600000001,1.0,1.0,1501.0,Battery Park City-Lower Manhattan                                          
1001137501,375.0,PEARL STREET,MANHATTAN,10038,Yes,3320.0,33.2,110.9,,Manual,86,3490.19,1120000.0,Office,1,1001389,40.710207000000004,-74.001125,1.0,1.0,29.0,Chinatown                                                                  
1001170001,185.0,PARK ROW,MANHATTAN,10038,Yes,3615.0,44013.0,61266.7,8.15,Manual,,1791056.12,515425.0,Multifamily Housing,3,1077407,40.713139,-74.00014399999999,3.0,1.0,27.0,Chinatown                                                                  
1001230010,99.0,CHURCH STREET,MANHATTAN,10007,No Record as of 08/1/13,,,,,,,,,,1,,40.712949,-74.00948000000001,1.0,1.0,21.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1001237501,233.0,BROADWAY,MANHATTAN,10007,Yes,5510.0,71.8,193.8,,Manual,69,5776.2,900134.0,Office,1,1087167,40.712265,-74.007892,1.0,1.0,21.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1001237501,233.0,BROADWAY,MANHATTAN,10007,Yes,9590.0,71.1,192.8,,Manual,78,5776.71,908960.0,Office,1,1087167,40.712265,-74.007892,1.0,1.0,21.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
3072440105,2675.0,EAST    7 STREET,BROOKLYN,11235,Yes,3734.0,68.8,134.1,32.98,ABS,,568.38,120263.0,Multifamily Housing,1,3196247,40.585308000000005,-73.96169,13.0,48.0,370.0,Brighton Beach                                                             
1001240024,250.0,BROADWAY,MANHATTAN,10007,Yes,5635.0,0.0,0.0,,Manual,,,0.0,,1,1001408,40.712982000000004,-74.007301,1.0,1.0,21.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1001250020,100.0,CHURCH STREET,MANHATTAN,10007,Yes,11006.0,74.9,178.4,,Manual,88,6664.36,1018237.0,Office,1,1001409,40.712968,-74.00949,1.0,1.0,21.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1001260013,53.0,PARK PLACE,MANHATTAN,10007,Yes,4600.0,88.1,187.7,,Manual,,878.51,138600.0,Multifamily Housing,1,1001412,40.713764000000005,-74.010356,1.0,1.0,21.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1013230036,230.0,EAST   50 STREET,MANHATTAN,10022,Yes,7763.0,18.9,56.1,33.79,ABS,,90.79,53694.0,Multifamily Housing,1,1038238,40.755472,-73.969948,6.0,4.0,98.0,Turtle Bay-East Midtown                                                    
1001270001,30.0,WEST BROADWAY,MANHATTAN,10007,No Record as of 08/1/13,,,,,,,,,,1,,40.713684,-74.010713,1.0,1.0,21.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1001280002,123.0,BARCLAY STREET,MANHATTAN,10007,Yes,64.0,77.8,206.2,17.51,Manual,98,10942.12,1097737.0,Bank/Financial Institution,1,BIN #1001416,40.714145,-74.012762,1.0,1.0,21.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1001280026,125.0,BARCLAY STREET,MANHATTAN,10007,Yes,3049.0,80.3,224.5,19.54,Manual,,1889.59,265371.0,Office,1,1001417,40.71417,-74.01281999999999,1.0,1.0,21.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1001327503,71.0,MURRAY STREET,MANHATTAN,10007,Yes,4114.0,63.2,146.8,,Manual,,262.07,55672.0,Multifamily Housing,1,1001421,40.714582,-74.01056899999999,1.0,1.0,21.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1001340025,258.0,BROADWAY,MANHATTAN,10007,Yes,6485.0,72.9,115.9,,Manual,,665.76,110810.0,Multifamily Housing,1,1077426,40.713564,-74.006828,1.0,1.0,21.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1001347505,25.0,MURRAY STREET,MANHATTAN,10007,Yes,12735.0,55.8,147.7,,Manual,,759.61,151457.0,Multifamily Housing,1,1001451,40.713588,-74.008361,1.0,1.0,21.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
4030820082,,SAUNDERS STREET,QUEENS,11374,Yes,7909.0,42.8,60.0,35.26,ABS,,434.27,169016.0,Multifamily Housing,2,4433846,,,,,,
1001357504,270.0,BROADWAY,MANHATTAN,10007,Yes,3974.0,56827.4,79194.2,43.03,Manual,,969528.68,216053.0,Multifamily Housing,1,1079153,40.714022,-74.006442,1.0,1.0,21.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1001367502,38.0,WARREN STREET,MANHATTAN,10007,Yes,10159.0,45.0,98.7,,Manual,,241.26,73719.0,Multifamily Housing,1,1079156,40.714489,-74.008643,1.0,1.0,21.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1001367505,85.0,WEST BROADWAY,MANHATTAN,10007,Yes,5947.0,46.5,155.3,,Manual,,588.54,134773.0,Hotel,1,1088224,40.715205,-74.009476,1.0,1.0,21.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1001367505,85.0,WEST BROADWAY,MANHATTAN,10007,Yes,12055.0,121.5,346.7,,Manual,14,778.58,71407.0,Hotel,1,1088224,40.715205,-74.009476,1.0,1.0,21.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1001370001,68.0,WARREN STREET,MANHATTAN,10007,No Record as of 08/1/13,,,,,,,,,,1,,40.715013,-74.009801,1.0,1.0,21.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1001370005,76.0,WARREN STREET,MANHATTAN,10007,Yes,5066.0,52.7,101.7,2.31,Manual,,250.3,70000.0,Multifamily Housing,1,1001488,40.715103000000006,-74.010003,1.0,1.0,21.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1001377502,295.0,GREENWICH STREET,MANHATTAN,10007,Yes,1639.0,85.4,188.1,,Manual,,903.3,125200.0,Multifamily Housing,2,1066187,40.716012,-74.01101700000001,1.0,1.0,21.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
3059680056,255.0,  79 STREET,BROOKLYN,11209,Yes,7787.0,53.4,83.6,36.32,ABS,,264.16,81776.0,Multifamily Housing,1,3150267,40.628867,-74.030215,10.0,43.0,64.0,Bay Ridge                                                                  
3087207509,125.0,OCEANA DRIVE EAST,BROOKLYN,11235,Yes,6794.0,128.4,311.8,36.86,ABS,,1555.95,155360.0,Multifamily Housing,2,3387622,40.575856,-73.957278,13.0,48.0,61002.0,Brighton Beach                                                             
1009290001,401.0,   1 AVENUE,MANHATTAN,10010,Yes,12649.0,79.8,119.8,36.9,ABS,,4428.35,927590.0,Multifamily Housing,4,1084709; 1078824; 1084710; 1802187; 1084711,40.737175,-73.978284,6.0,2.0,64.0,Gramercy                                                                   
1001420025,310.0,GREENWICH STREET,MANHATTAN,10013,Yes,2167.0,106.1,178.5,,Manual,,7425.94,1112900.0,Multifamily Housing,10,1083157;1083235;1083237;1083240;1083241;1083243;1083705;1808800;1086183;1083239;1086184,40.717603999999994,-74.010667,1.0,1.0,39.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1001420100,101.0,MURRAY STREET,MANHATTAN,10007,Yes,7470.0,116.1,235.6,,Manual,,1154.33,143091.0,College/University (Campus-Level),1,1001542,40.715065,-74.01223900000001,1.0,1.0,21.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1001427501,270.0,GREENWICH STREET,MANHATTAN,10007,Yes,10797.0,107.7,257.2,31.27,Manual,,6296.03,773597.0,Multifamily Housing,1,1087715,40.71532,-74.01122600000001,1.0,1.0,21.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
4021370013,,  68 AVENUE,QUEENS,11375,Yes,7919.0,65.6,106.6,36.96,ABS,,306.37,75834.0,Multifamily Housing,1,4449617,,,,,,
1001430001,47.0,HUDSON STREET,MANHATTAN,10013,Yes,1016.0,60.3,133.0,,Manual,,338.45,77630.0,Multifamily Housing,1,1001543,40.717316,-74.009062,1.0,1.0,39.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
4001290070,,SKILLMAN AVENUE,QUEENS,11104,Yes,11756.0,83.3,112.3,37.86,ABS,,425.4,63571.0,Multifamily Housing,1,4000949,,,,,,
3076540014,3626.0,KINGS HIGHWAY,BROOKLYN,11234,Yes,9936.0,64.8,108.4,38.48,ABS,,381.94,94080.0,Multifamily Housing,1,3209903,40.621294,-73.93969200000001,18.0,45.0,738.0,Flatlands                                                                  
3053070070,40.0,TEHAMA STREET,BROOKLYN,11218,Yes,5761.0,68.9,105.1,39.05,ABS,,405.69,98603.0,Multifamily Housing,1,3123699,40.644518,-73.982163,12.0,39.0,498.0,Kensington-Ocean Parkway                                                   
1012477501,340.0,WEST   86 STREET,MANHATTAN,10024,Yes,12264.0,112.9,152.6,39.38,ABS,,645.76,70885.0,Multifamily Housing,1,1033928,40.789553000000005,-73.979466,7.0,6.0,171.0,Upper West Side                                                            
1009300012,319.0,EAST   24 STREET,MANHATTAN,10010,Yes,10477.0,22.1,65.3,39.96,ABS,,521.79,265406.0,Multifamily Housing,1,1078830; 1078831,40.738103,-73.97933,6.0,2.0,66.0,Murray Hill-Kips Bay                                                       
1001457501,105.0,CHAMBERS STREET,MANHATTAN,10007,No Record as of 08/1/13,,,,,,,,,,1,,40.715049,-74.008185,1.0,1.0,21.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1001477509,137.0,DUANE STREET,MANHATTAN,10013,No Record as of 08/1/13,,,,,,,,,,1,,40.716281,-74.00769100000001,1.0,1.0,33.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1001490033,277.0,BROADWAY,MANHATTAN,10007,Yes,4671.0,70.6,139.2,14.66,Manual,,603.97,104017.0,Office,1,1001635,40.714349,-74.00617199999999,1.0,1.0,21.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
4043120010,,WHITESTONE EP SR W,QUEENS,11357,Yes,3692.0,25.9,40.8,0.0,ABS,,431.72,274009.0,Multifamily Housing,3,4449845,,,,,,
1001497501,91.0,CHAMBERS STREET,MANHATTAN,10007,No Record as of 08/1/13,,,,,,,,,,0,,40.714642,-74.007308,1.0,1.0,21.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1001497502,281.0,BROADWAY,MANHATTAN,10007,No Record as of 08/1/13,,,,,,,,,,0,,40.71445,-74.006085,1.0,1.0,21.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1001500031,299.0,BROADWAY,MANHATTAN,10007,Yes,1208.0,50.7,120.3,,Manual,93,1185.47,270564.0,Office,1,1001648,40.715046,-74.00559100000001,1.0,1.0,33.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1001500038,291.0,BROADWAY,MANHATTAN,10007,Yes,8830.0,72.6,71.1,,Manual,98,741.27,128940.0,Office,1,1001649,40.714824,-74.005779,1.0,1.0,33.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1001507501,70.0,READE STREET,MANHATTAN,10007,Yes,10176.0,42.3,96.3,,Manual,,235.8,65000.0,Multifamily Housing,1,1001640,40.715095,-74.006782,1.0,1.0,33.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1001510001,101.0,DUANE STREET,MANHATTAN,10007,Yes,10063.0,85.7,172.9,38.19,Manual,,3468.96,483429.0,Multifamily Housing,1,1001650,40.715477,-74.005927,1.0,1.0,33.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1001510010,117.0,DUANE STREET,MANHATTAN,10007,No Record as of 08/1/13,,,,,,,,,,1,,40.715809,-74.006659,1.0,1.0,33.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
4037030007,,68 STREET,QUEENS,11385,No Record as of 08/1/13,,,,,,,,,,1,,,,,,,
1001510032,305.0,BROADWAY,MANHATTAN,10007,Yes,11433.0,73.3,157.7,,Manual,84,844.9,132600.0,Office,1,1001659,40.715317999999996,-74.00536,1.0,1.0,33.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1001531001,280.0,BROADWAY,MANHATTAN,10007,No Record as of 08/1/13,,,,,,,,,,1,,40.714417,-74.006089,1.0,1.0,31.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1001540001,290.0,BROADWAY,MANHATTAN,10007,No Record as of 08/1/13,,,,,,,,,,1,,40.714807,-74.005764,1.0,1.0,31.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1001550003,52.0,DUANE STREET,MANHATTAN,10007,No Record as of 08/1/13,,,,,,,,,,1,,40.714387,-74.003773,1.0,1.0,31.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1001580001,27.0,DUANE STREET,MANHATTAN,10007,No Record as of 08/1/13,,,,,,,,,,1,,40.713122,-74.002936,1.0,1.0,29.0,Chinatown                                                                  
1001590040,128.0,PARK ROW,MANHATTAN,10007,No Record as of 08/1/13,,,,,,,,,,1,,40.71282,-74.00178199999999,1.0,1.0,29.0,Chinatown                                                                  
1001590060,100.0,PARK ROW,MANHATTAN,10007,No Record as of 08/1/13,,,,,,,,,,1,,40.712669,-74.002438,1.0,1.0,29.0,Chinatown                                                                  
1001600001,464.0,PEARL STREET,MANHATTAN,10038,No Record as of 08/1/13,,,,,,,,,,1,,40.712817,-74.000877,3.0,1.0,27.0,Chinatown                                                                  
1001610001,196.0,PARK ROW,MANHATTAN,10038,Yes,2658.0,20.2,57.5,,Manual,,542.51,310802.0,Multifamily Housing,1,1077438,40.71327,-73.999477,3.0,1.0,29.0,Chinatown                                                                  
1001610003,,PARK ROW,MANHATTAN,0,No Record as of 08/1/13,,,,,,,,,,1,,,,,,,
1001700001,336.0,BROADWAY,MANHATTAN,10013,Yes,4299.0,68.9,152.4,,Manual,,726.47,143500.0,Multifamily Housing,1,1085786,40.716336,-74.00447700000001,1.0,1.0,31.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1001700020,95.0,WORTH STREET,MANHATTAN,10013,Yes,1736.0,125.4,235.5,,Manual,,2095.94,248919.0,Multifamily Housing,1,1086161;1812335,40.716182,-74.004304,1.0,1.0,31.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1001710001,350.0,BROADWAY,MANHATTAN,10013,No Record as of 08/1/13,,,,,,,,,,1,,40.716954,-74.003943,1.0,1.0,31.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1005450026,740.0,BROADWAY,MANHATTAN,10003,Yes,7726.0,0.6,0.9,40.46,ABS,100,15.7,316832.0,Office,4,1080094,40.729884000000006,-73.992993,2.0,2.0,57.0,West Village                                                               
1014980020,49.0,EAST   86 STREET,MANHATTAN,10028,Yes,11718.0,91.1,140.7,40.65,ABS,,690.54,91361.0,Multifamily Housing,1,1046850,40.780685,-73.958378,8.0,4.0,15002.0,Upper East Side-Carnegie Hill                                              
1001727501,374.0,BROADWAY,MANHATTAN,10013,No Record as of 08/1/13,,,,,,,,,,1,,40.717849,-74.003182,1.0,1.0,31.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1001727504,50.0,FRANKLIN STREET,MANHATTAN,10013,Yes,10232.0,79.1,196.1,22.37,Manual,,544.99,91412.0,Multifamily Housing,1,1088222,40.716951,-74.0025,1.0,1.0,31.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1001730027,343.0,BROADWAY,MANHATTAN,10013,Yes,5306.0,70.5,156.3,,Manual,,1781.09,339750.0,Multifamily Housing,1,1087082,40.716619,-74.004257,1.0,1.0,33.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1001730033,335.0,BROADWAY,MANHATTAN,10013,No Record as of 08/1/13,,,,,,,,,,1,,40.716344,-74.00449499999999,1.0,1.0,33.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1016030060,16.0,EAST   98 STREET,MANHATTAN,10029,Yes,7743.0,72.9,111.9,41.16,ABS,,295.09,52000.0,Multifamily Housing,1,1051478,40.788915,-73.954144,11.0,4.0,16002.0,East Harlem South                                                          
1001737502,65.0,WORTH STREET,MANHATTAN,10013,Yes,3904.0,81.2,157.2,0.0,Manual,,560.97,101834.0,Multifamily Housing,1,1079275,40.716926,-74.005905,1.0,1.0,33.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1001750033,365.0,BROADWAY,MANHATTAN,10013,No Record as of 08/1/13,,,,,,,,,,1,,40.717478,-74.00352099999999,1.0,1.0,33.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1001757501,377.0,BROADWAY,MANHATTAN,10013,Yes,5143.0,115.0,306.6,33.26,Manual,41,758.38,80149.0,Office,1,1001940,40.717914,-74.003153,1.0,1.0,33.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1001757504,90.0,FRANKLIN STREET,MANHATTAN,10013,Yes,10177.0,59.8,138.5,,Manual,,555.98,107222.0,Multifamily Housing,1,1001924,40.718137,-74.005004,1.0,1.0,33.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1001760001,57.0,WORTH STREET,MANHATTAN,10013,No Record as of 08/1/13,,,,,,,,,,1,,40.717231,-74.00656500000001,1.0,1.0,33.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1001760018,40.0,LEONARD STREET,MANHATTAN,10013,Yes,487.0,32300.0,44630.4,,Manual,1,714298.87,280000.0,K-12 School,1,2558304,40.718171999999996,-74.006869,1.0,1.0,33.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1001760026,56.0,LEONARD STREET,MANHATTAN,10013,No Record as of 08/1/13,,,,,,,,,,1,,40.717898,-74.006273,1.0,1.0,33.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1012320014,2326.0,BROADWAY,MANHATTAN,10024,Yes,7757.0,105.6,185.5,41.97,ABS,,749.4,110000.0,Multifamily Housing,1,1033105,40.787277,-73.977376,7.0,6.0,171.0,Upper West Side                                                            
1001790032,176.0,WEST BROADWAY,MANHATTAN,10013,Yes,11094.0,96.6,217.6,40.49,Manual,,286.08,40020.0,Multifamily Housing,1,1002002,40.717887,-74.00737,1.0,1.0,33.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1018897501,825.0,WEST END AVENUE,MANHATTAN,10025,Yes,4648.0,71.6,82.9,42.02,ABS,,953.98,166832.0,Multifamily Housing,1,1057135,40.798013,-73.97120699999999,7.0,6.0,187.0,Upper West Side                                                            
1001790066,139.0,FRANKLIN STREET,MANHATTAN,10013,Yes,6778.0,35.1,41.0,,Manual,76,147.37,56000.0,Warehouse (Unrefrigerated),1,BIN#  1002017,40.719177,-74.007547,1.0,1.0,33.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1001797506,14.0,LEONARD STREET,MANHATTAN,10013,Yes,10150.0,88.2,177.2,,Manual,,530.31,85000.0,Multifamily Housing,1,1001998,40.718740000000004,-74.008124,1.0,1.0,33.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
3058870006,7101.0,SHORE ROAD,BROOKLYN,11209,Yes,7795.0,111.7,178.4,42.87,ABS,,509.73,74916.0,Multifamily Housing,1,3146369,40.636477,-74.03669000000001,10.0,43.0,34.0,Bay Ridge                                                                  
1007760065,250.0,WEST   27 STREET,MANHATTAN,10001,Yes,12288.0,59.6,74.4,43.14,ABS,,297.9,66636.0,Multifamily Housing,1,1014241,40.747223,-73.99525799999999,5.0,3.0,95.0,Midtown-Midtown South                                                      
1001860001,107.0,NORTH MOORE STREET,MANHATTAN,10013,Yes,14.0,72.8,212.3,24.92,Manual,78,12278.38,1869756.0,Office,1,1082816,40.720279999999995,-74.011696,1.0,1.0,39.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1001870016,377.0,GREENWICH STREET,MANHATTAN,10013,Yes,10231.0,198.0,450.7,14.85,Manual,1,1197.82,80500.0,Hotel,1,1087575,40.719783,-74.010227,1.0,1.0,39.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
3074407501,2900.0,OCEAN AVENUE,BROOKLYN,11235,Yes,5764.0,57.2,76.8,43.34,ABS,,675.02,146706.0,Multifamily Housing,1,3204172;3823373,40.590278999999995,-73.94969300000001,15.0,48.0,592.0,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             
1001877501,375.0,GREENWICH STREET,MANHATTAN,10013,Yes,9071.0,199.8,441.3,80.71,Manual,,874.63,59400.0,Office,1,1002114,40.719704,-74.010242,1.0,1.0,39.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1001887502,387.0,GREENWICH STREET,MANHATTAN,10013,Yes,4642.0,104.6,205.5,,Manual,,545.41,76176.0,Multifamily Housing,0,1002124,40.720285,-74.010144,1.0,1.0,39.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1001887503,53.0,NORTH MOORE STREET,MANHATTAN,10013,Yes,2678.0,67.2,188.6,,Manual,,607.84,107866.0,Multifamily Housing,1,1002127,40.720006,-74.009008,1.0,1.0,39.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1001887505,48.0,BEACH STREET,MANHATTAN,10013,Yes,11261.0,21.1,48.7,,Manual,,305.08,192854.0,Multifamily Housing,1,1002125,40.720634000000004,-74.008831,1.0,1.0,39.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1001887505,48.0,BEACH STREET,MANHATTAN,10013,Yes,12523.0,60.6,142.8,,Manual,,304.26,66812.0,Multifamily Housing,1,,40.720634000000004,-74.008831,1.0,1.0,39.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1001890030,20.0,NORTH MOORE STREET,MANHATTAN,10013,Yes,10161.0,46.0,80.2,,Manual,,242.77,66918.0,Multifamily Housing,1,1002147,40.719811,-74.00722900000001,1.0,1.0,33.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1019930023,3117.0,BROADWAY,MANHATTAN,10027,Yes,6185.0,5.0,14.0,43.5,ABS,,29.93,70749.0,Multifamily Housing,1,1059839,40.812961,-73.960287,9.0,7.0,211.0,Morningside Heights                                                        
1001897502,104.0,HUDSON STREET,MANHATTAN,10013,No Record as of 08/1/13,,,,,,,,,,1,,40.719394,-74.008669,1.0,1.0,33.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1001897507,132.0,FRANKLIN STREET,MANHATTAN,10013,Yes,10149.0,78.9,186.9,,Manual,,420.12,70023.0,Multifamily Housing,0,1002128,40.719159999999995,-74.007201,1.0,1.0,33.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1001907503,31.0,NORTH MOORE STREET,MANHATTAN,10013,Yes,10156.0,50.4,110.8,,Manual,,357.37,97430.0,Multifamily Housing,1,1002161; 1002162,40.719868,-74.00765200000001,1.0,1.0,33.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1001907504,27.0,NORTH MOORE STREET,MANHATTAN,10013,Yes,4211.0,72.6,164.2,24.63,Manual,,891.04,169429.0,Multifamily Housing,1,1002167,40.719854999999995,-74.007486,1.0,1.0,33.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1019930023,3117.0,BROADWAY,MANHATTAN,10027,Yes,12616.0,84.9,121.2,43.5,ABS,,457.71,70749.0,Multifamily Housing,1,1059839,40.812961,-73.960287,9.0,7.0,211.0,Morningside Heights                                                        
5024507509,5.0,WINDHAM LOOP,STATEN ISLAND,10314,Yes,12275.0,56.7,208.1,44.31,ABS,,729.33,137000.0,Multifamily Housing,2,5112323,40.577988,-74.16292299999999,2.0,51.0,27702.0,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill                   
1001910001,2.0,AVENUE OF THE AMER,MANHATTAN,10013,Yes,884.0,131.2,347.3,63.91,Manual,8,1513.08,132689.0,Hotel,1,1088221,40.719128000000005,-74.005166,1.0,1.0,33.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1001920001,16.0,WALKER STREET,MANHATTAN,10013,Yes,3022.0,0.0,0.0,,Manual,,24145.38,0.0,Office,1,1002192,40.719753000000004,-74.00497800000001,1.0,1.0,33.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1001920001,16.0,WALKER STREET,MANHATTAN,10013,Yes,11820.0,148.2,495.0,1.16,Manual,1,1452.21,104373.0,Office,1,,40.719753000000004,-74.00497800000001,1.0,1.0,33.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1021490104,475.0,WEST  186 STREET,MANHATTAN,10033,Yes,12267.0,109.8,138.0,45.12,ABS,,537.17,61245.0,Multifamily Housing,1,1063587,40.851034000000006,-73.928275,12.0,10.0,267.0,Washington Heights North                                                   
1001950007,396.0,BROADWAY,MANHATTAN,10013,Yes,7663.0,0.3,0.9,0.0,Manual,,1.54,61219.0,Multifamily Housing,1,1002323,40.718488,-74.00264399999999,1.0,1.0,31.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1001950017,91.0,WALKER STREET,MANHATTAN,10013,Yes,8638.0,57.6,150.5,,Manual,,279.96,59449.0,Office,1,1002329,40.718046,-74.00126999999999,1.0,1.0,31.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
4033400036,,  76 ROAD,QUEENS,11375,Yes,12974.0,29.6,63.1,45.67,ABS,,133.28,52182.0,Multifamily Housing,1,4079814,,,,,,
1001970007,101.0,LAFAYETTE STREET,MANHATTAN,10013,Yes,10553.0,34.1,66.3,0.0,Manual,,157.29,56345.0,Office,1,1002356,40.717783000000004,-74.001111,1.0,1.0,31.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1001977502,139.0,CENTRE STREET,MANHATTAN,10013,No Record as of 08/1/13,,,,,,,,,,1,,40.717217,-74.000602,1.0,1.0,31.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1001980001,100.0,BAXTER STREET,MANHATTAN,10013,Yes,7110.0,22.4,35.4,,Manual,,346.56,253009.0,Multifamily Housing,1,1002364;1084763;1084583,40.717154,-73.999567,1.0,1.0,29.0,Chinatown                                                                  
1001980126,125.0,WALKER STREET,MANHATTAN,10013,Yes,7122.0,66.4,154.6,34.57,Manual,,601.97,119052.0,Other,1,1084583;1084763;1002364,40.717451000000004,-73.99982,1.0,1.0,29.0,Chinatown                                                                  
1002000012,202.0,CANAL STREET,MANHATTAN,10013,Yes,169.0,102.0,297.9,,Manual,29,434.9,49101.0,Office,1,1082488,40.717031,-73.998413,3.0,1.0,29.0,Chinatown                                                                  
1008960039,210.0,EAST   15 STREET,MANHATTAN,10003,Yes,12287.0,45840.5,63820.5,45.69,ABS,,492917.97,136191.0,Multifamily Housing,1,1019521,40.733688,-73.986018,6.0,2.0,48.0,Gramercy                                                                   
1002047501,158.0,HESTER STREET,MANHATTAN,10013,Yes,12115.0,76.5,138.2,,Manual,,337.77,65844.0,Other,1,,40.717711,-73.99668100000001,2.0,1.0,41.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
