bbl,street_number,street_name,borough,zip,benchmarking_submission,entry_number,site_eui_kbtu_ft2,weather_normalized_source_eui_kbtu_ft2,indoor_water_intensity_all_water_sources_gal_ft2,reported_water_method,energy_star_score,total_ghg_emissions_mtco2e,property_floor_area_buildngs_and_parking_ft2,primary_property_type_self_selected,number_of_buildings,reported_bins,latitude,longitude,community_board,community_council,census_tract,nta
1005450026,740.0,BROADWAY,MANHATTAN,10003,Yes,7728.0,0.6,0.9,0.0,ABS,100,14.05,316832.0,Office,4,1080092,40.729884000000006,-73.992993,2.0,2.0,57.0,West Village                                                               
4014710012,,  84 STREET,QUEENS,11372,Yes,7903.0,471.7,565.9,0.0,ABS,,803.72,31641.0,Multifamily Housing,6,4431432,,,,,,
1005460015,14.0,WASHINGTON PLACE,MANHATTAN,10003,Yes,8533.0,8.7,29.0,0.0,ABS,,10.5,12871.0,College/University (Campus-Level),1,1008812,40.729651000000004,-73.995068,2.0,1.0,59.0,West Village                                                               
1005440048,30.0,COOPER SQUARE,MANHATTAN,10003,No Record as of 08/1/13,,,,,,,,,,1,,40.72804,-73.991294,2.0,2.0,57.0,West Village                                                               
1005470020,15.0,WASHINGTON PLACE,MANHATTAN,10003,Yes,3663.0,44.9,60.8,0.0,ABS,,268.15,73733.0,Multifamily Housing,1,1008828,40.729618,-73.994963,2.0,1.0,59.0,West Village                                                               
1005480070,300.0,MERCER STREET,MANHATTAN,10003,Yes,7669.0,96.0,114.3,0.0,ABS,,3499.51,461959.0,Multifamily Housing,1,1008840,40.730458,-73.99365,2.0,1.0,57.0,West Village                                                               
1005120023,569.0,BROADWAY,MANHATTAN,10012,Yes,10902.0,137.1,342.4,0.0,Manual,19,1750.59,159980.0,Office,1,1080019,40.724406,-73.997651,2.0,1.0,49.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1005790047,304.0,HUDSON STREET,MANHATTAN,10013,Yes,398.0,94.0,258.3,0.0,ABS,54,1698.09,207762.0,Office,1,1009742,40.726009000000005,-74.00751899999999,2.0,3.0,37.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1005127502,599.0,BROADWAY,MANHATTAN,10012,Yes,5825.0,63.1,153.4,,Manual,82,725.25,130000.0,Office,1,1007956,40.725021000000005,-73.997132,2.0,1.0,49.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1005130035,93.0,PRINCE STREET,MANHATTAN,10012,Yes,11776.0,100.9,330.1,,Manual,67,720.03,76000.0,Hotel,1,1007983,40.724697,-73.998694,2.0,1.0,49.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1006450011,848.0,WASHINGTON STREET,MANHATTAN,10014,Yes,7419.0,188.6,487.5,0.0,ABS,15,3095.73,204500.0,Hotel,1,1012203,40.740624,-74.007719,2.0,3.0,79.0,West Village                                                               
1007400001,88.0,   9 AVENUE,MANHATTAN,10011,Yes,4084.0,106.2,225.7,0.0,ABS,37,1865.11,246340.0,Hotel,1,1013044,40.742367,-74.004341,4.0,3.0,83.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
1007630024,315.0,WEST   39 STREET,MANHATTAN,10018,Yes,440.0,62.7,108.7,0.0,ABS,91,814.13,153821.0,Office,1,1013683,40.755638,-73.99188199999999,4.0,3.0,115.0,Clinton                                                                    
1007840064,240.0,WEST   35 STREET,MANHATTAN,10001,Yes,6565.0,59.5,131.9,0.0,ABS,90,743.95,153463.0,Office,1,1014415,40.752171000000004,-73.991377,5.0,3.0,109.0,Midtown-Midtown South                                                      
1007880016,257.0,WEST   38 STREET,MANHATTAN,10018,Yes,7993.0,79.3,172.2,0.0,ABS,,498.12,78325.0,Multifamily Housing,1,1014475,40.754178,-73.99034499999999,5.0,3.0,113.0,Midtown-Midtown South                                                      
1005190070,180.0,VARICK STREET,MANHATTAN,10014,Yes,1209.0,50.3,136.4,,Manual,91,1660.7,370000.0,Office,1,1008117,40.72748,-74.00548,2.0,3.0,37.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1005210001,298.0,MULBERRY STREET,MANHATTAN,10012,Yes,5965.0,39.9,51.3,43.7,Manual,,189.26,86746.0,Multifamily Housing,1,,40.725243,-73.994754,2.0,1.0,5502.0,West Village                                                               
1005210009,304.0,MULBERRY STREET,MANHATTAN,10012,No Record as of 08/1/13,,,,,,,,,,1,,40.725402,-73.994675,2.0,1.0,5502.0,West Village                                                               
1005210011,32.0,BLEECKER STREET,MANHATTAN,10012,No Record as of 08/1/13,,,,,,,,,,1,,40.725668,-73.99387,2.0,1.0,5502.0,West Village                                                               
1005220001,610.0,BROADWAY,MANHATTAN,10012,Yes,11977.0,101.7,331.0,9.56,Manual,29,917.18,97750.0,Office,1,1008209,40.725722999999995,-73.996511,2.0,1.0,5502.0,West Village                                                               
1005220005,622.0,BROADWAY,MANHATTAN,10012,Yes,3279.0,,,10.67,Manual,,,99470.0,Office,1,1080049,40.725965,-73.996309,2.0,1.0,5502.0,West Village                                                               
1005220008,628.0,BROADWAY,MANHATTAN,10012,Yes,11267.0,56.6,155.7,0.0,Manual,,445.7,88160.0,Office,1,1008211,40.726085999999995,-73.996205,2.0,1.0,5502.0,West Village                                                               
1008097501,132.0,WEST   32 STREET,MANHATTAN,10001,Yes,1415.0,77.0,179.8,0.0,ABS,,1240.94,201475.0,Office,1,1015198,40.748957,-73.989797,5.0,3.0,101.0,Midtown-Midtown South                                                      
1008130050,1384.0,BROADWAY,MANHATTAN,10018,Yes,5876.0,58.1,149.8,0.0,ABS,83,1039.76,201648.0,Office,1,1015261,40.752577,-73.987378,5.0,4.0,109.0,Midtown-Midtown South                                                      
1005230038,88.0,BLEECKER STREET,MANHATTAN,10012,Yes,3546.0,,,96.92,Manual,,,82483.0,Multifamily Housing,1,1008236,40.726824,-73.996461,2.0,1.0,5501.0,West Village                                                               
1008430022,21.0,UNION SQUARE,MANHATTAN,10003,Yes,3802.0,68.6,156.5,0.0,ABS,58,345.63,65998.0,Residence Hall/Dormitory,1,1087303,40.736139,-73.99104399999999,5.0,2.0,52.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
1005230048,18.0,WEST HOUSTON STREET,MANHATTAN,10012,No Record as of 08/1/13,,,,,,,,,,1,,40.725751,-73.997478,2.0,1.0,5501.0,West Village                                                               
1008430022,21.0,UNION SQUARE,MANHATTAN,10003,Yes,3803.0,88.2,162.3,0.0,ABS,56,515.23,86115.0,Residence Hall/Dormitory,1,1087304,40.736139,-73.99104399999999,5.0,2.0,52.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
1008500075,159.0,   5 AVENUE,MANHATTAN,10010,Yes,12176.0,1997.9,2243.0,0.0,ABS,1,6244.07,57300.0,Office,1,1016266,40.740590999999995,-73.990267,5.0,2.0,56.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
1008670018,240.0,MADISON AVENUE,MANHATTAN,10016,Yes,7511.0,165.4,371.0,0.0,ABS,,699.08,55750.0,Office,1,1017196,40.750009999999996,-73.98133299999999,5.0,4.0,82.0,Murray Hill-Kips Bay                                                       
1005257501,156.0,BLEECKER STREET,MANHATTAN,10012,Yes,2404.0,111.4,195.3,0.0,Manual,,1545.55,177421.0,Multifamily Housing,1,1083503,40.728474,-73.999798,2.0,3.0,65.0,West Village                                                               
1005257506,184.0,THOMPSON STREET,MANHATTAN,10012,Yes,2941.0,81.8,155.0,,Manual,,541.51,98626.0,Multifamily Housing,1,1008266,40.727988,-74.00003199999999,2.0,1.0,65.0,West Village                                                               
1005270027,10.0,DOWNING STREET,MANHATTAN,10014,Yes,2229.0,64.5,126.5,,Manual,,529.89,121476.0,Multifamily Housing,1,1008350,40.729596,-74.002825,2.0,3.0,67.0,West Village                                                               
1005280001,182.0,WEST HOUSTON STREET,MANHATTAN,10014,Yes,2384.0,114.5,157.2,0.0,Manual,,662.6,71480.0,Multifamily Housing,1,1008351,40.728441,-74.003511,2.0,3.0,67.0,West Village                                                               
1005280012,214.0,WEST HOUSTON STREET,MANHATTAN,10014,Yes,6166.0,167.5,385.8,0.0,Manual,5,853.69,67473.0,Senior Care Facility,1,1088511,40.728526,-74.00442,2.0,3.0,67.0,West Village                                                               
1008890068,120.0,EAST   34 STREET,MANHATTAN,10016,Yes,7666.0,11.4,34.9,0.0,ABS,,324.97,312460.0,Multifamily Housing,1,1018513,40.746660999999996,-73.98036,5.0,2.0,72.0,Murray Hill-Kips Bay                                                       
1010410050,346.0,WEST   51 STREET,MANHATTAN,10019,Yes,8871.0,100.1,163.7,0.0,ABS,,1006.48,121828.0,Multifamily Housing,1,1025183,40.763715000000005,-73.987575,4.0,3.0,133.0,Clinton                                                                    
1012240029,100.0,WEST   94 STREET,MANHATTAN,10025,Yes,5234.0,15.0,49.3,0.0,ABS,,290.67,209502.0,Multifamily Housing,1,1084572,40.791585,-73.96854499999999,7.0,6.0,177.0,Upper West Side                                                            
1005297501,656.0,BROADWAY,MANHATTAN,10012,No Record as of 08/1/13,,,,,,,,,,1,,40.726865000000004,-73.995548,2.0,1.0,5502.0,West Village                                                               
1005297504,1.0,BOND STREET,MANHATTAN,10012,Yes,4036.0,102.0,235.4,,Manual,,405.77,53047.0,Retail,1,1008423,40.726887,-73.994646,2.0,1.0,5502.0,West Village                                                               
1005297508,25.0,BOND STREET,MANHATTAN,10012,Yes,10154.0,76.2,183.6,,Manual,,400.92,69071.0,Multifamily Housing,1,1087669,40.726365,-73.99358199999999,2.0,1.0,5502.0,West Village                                                               
1005300001,670.0,BROADWAY,MANHATTAN,10012,Yes,4465.0,79.6,171.2,0.0,Manual,68,434.88,65000.0,Office,1,1008467,40.727299,-73.995183,2.0,1.0,5502.0,West Village                                                               
1012360010,2401.0,BROADWAY,MANHATTAN,10024,Yes,7537.0,60.8,98.5,0.0,ABS,,823.21,164530.0,Multifamily Housing,1,1033291,40.789731,-73.975382,7.0,6.0,175.0,Upper West Side                                                            
1013470044,310.0,EAST   55 STREET,MANHATTAN,10022,Yes,2387.0,102.7,151.1,0.0,ABS,,518.77,62277.0,Multifamily Housing,1,1039960,40.75778,-73.96571999999999,6.0,5.0,108.0,Turtle Bay-East Midtown                                                    
1005317501,14.0,EAST    4 STREET,MANHATTAN,10012,Yes,5767.0,76.8,173.3,0.0,Manual,,1076.43,188889.0,Multifamily Housing,1,1008529,40.72807,-73.993578,2.0,1.0,5502.0,West Village                                                               
1005317501,14.0,EAST    4 STREET,MANHATTAN,10012,Yes,8586.0,62.1,203.0,0.0,Manual,,84.62,14511.0,College/University (Campus-Level),1,1008529,40.72807,-73.993578,2.0,1.0,5502.0,West Village                                                               
1013980060,826.0,LEXINGTON AVENUE,MANHATTAN,10065,Yes,2474.0,62.4,111.1,0.0,ABS,,787.87,150572.0,Multifamily Housing,1,1042117,40.764878,-73.966265,8.0,4.0,120.0,Upper East Side-Carnegie Hill                                              
1014330031,240.0,EAST   79 STREET,MANHATTAN,10075,Yes,2312.0,67.8,106.0,0.0,ABS,,341.05,61300.0,Multifamily Housing,1,1047475,40.773863,-73.956324,8.0,4.0,134.0,Lenox Hill-Roosevelt Island                                                
1005320020,77.0,BLEECKER STREET,MANHATTAN,10012,Yes,1421.0,72.2,171.4,,Manual,,1199.5,198020.0,Multifamily Housing,2,1084804;1077824;1077826;1084761,40.726634000000004,-73.996042,2.0,1.0,5501.0,West Village                                                               
1014600047,400.0,EAST   66 STREET,MANHATTAN,10065,Yes,7986.0,50.2,80.9,0.0,ABS,,424.0,138500.0,Multifamily Housing,1,1045408,40.763843,-73.95845,8.0,5.0,116.0,Lenox Hill-Roosevelt Island                                                
1017360001,560.0,LENOX AVENUE,MANHATTAN,10037,Yes,5722.0,94.1,151.0,0.0,ABS,,577.55,99430.0,Multifamily Housing,2,1083987,40.816237,-73.939288,10.0,9.0,212.0,Central Harlem North-Polo Grounds                                          
1018690001,760.0,WEST END AVENUE,MANHATTAN,10025,Yes,2172.0,73.6,108.6,0.0,ABS,,572.56,100752.0,Multifamily Housing,1,1056372,40.796018,-73.972638,7.0,6.0,183.0,Upper West Side                                                            
1018787501,2770.0,BROADWAY,MANHATTAN,10025,Yes,2059.0,200.3,313.4,0.0,ABS,,1573.8,127072.0,Multifamily Housing,1,1056646,40.801811,-73.967825,7.0,7.0,195.0,Morningside Heights                                                        
1018880087,276.0,RIVERSIDE DRIVE,MANHATTAN,10025,Yes,7532.0,68.0,106.2,0.0,ABS,,857.65,153653.0,Multifamily Housing,1,1057094,40.798390000000005,-73.972955,7.0,6.0,187.0,Upper West Side                                                            
1019580001,410.0,ST NICHOLAS AVENUE,MANHATTAN,10027,Yes,5232.0,161.5,282.1,0.0,ABS,,3644.2,353151.0,Multifamily Housing,1,1084089,40.814225,-73.94952099999999,10.0,9.0,215.0,Central Harlem North-Polo Grounds                                          
1019580001,410.0,ST NICHOLAS AVENUE,MANHATTAN,10027,Yes,10654.0,,,0.0,ABS,,,12000.0,Retail (Misc),1,1084088;1084087;1084089;1084090,40.814225,-73.94952099999999,10.0,9.0,215.0,Central Harlem North-Polo Grounds                                          
4093630020,, 134 STREET,QUEENS,11418,No Record as of 08/1/13,,,,,,,,,,1,,,,,,,
1019580001,410.0,ST NICHOLAS AVENUE,MANHATTAN,10027,Yes,10664.0,,,0.0,ABS,,,335684.0,Multifamily Housing,1,1084087;1084088;1084089;1084090,40.814225,-73.94952099999999,10.0,9.0,215.0,Central Harlem North-Polo Grounds                                          
2023790007,404.0,EAST  158 STREET,BRONX,10451,Yes,5384.0,79.9,154.7,0.0,ABS,,525.17,96782.0,Multifamily Housing,2,2114612,40.822205,-73.91454399999999,1.0,17.0,69.0,Melrose South-Mott Haven North                                             
2024180033,303.0,EAST  158 STREET,BRONX,10451,Yes,5346.0,81.8,140.3,0.0,ABS,,501.01,97234.0,Multifamily Housing,1,2113089,40.823071,-73.91731,1.0,17.0,69.0,Melrose South-Mott Haven North                                             
2024300045,1160.0,TELLER AVENUE,BRONX,10456,Yes,7528.0,186.4,305.5,0.0,ABS,27,3115.65,264600.0,Senior Care Facility,1,2002160,40.831568,-73.912013,4.0,16.0,17701.0,East Concourse-Concourse Village                                           
1005387501,58.0,WASHINGTON SQUARE S,MANHATTAN,10012,No Record as of 08/1/13,,,,,,,,,,0,,40.73023,-73.997972,2.0,1.0,65.0,West Village                                                               
1005390001,209.0,SULLIVAN STREET,MANHATTAN,10012,No Record as of 08/1/13,,,,,,,,,,1,,40.729212,-74.000072,2.0,1.0,65.0,West Village                                                               
1005390031,211.0,THOMPSON STREET,MANHATTAN,10012,Yes,4571.0,63.7,113.6,56.85,Manual,,270.9,65100.0,Multifamily Housing,1,1008680,40.728852,-73.999325,2.0,1.0,65.0,West Village                                                               
2024390090,1205.0,COLLEGE AVENUE,BRONX,10456,Yes,7551.0,107.2,147.5,0.0,ABS,,500.34,58153.0,Multifamily Housing,1,2002440,40.832519,-73.91354,4.0,16.0,175.0,East Concourse-Concourse Village                                           
2024420060,675.0,MORRIS AVENUE,BRONX,10451,Yes,5440.0,88.0,161.9,0.0,ABS,,1206.73,205084.0,Multifamily Housing,1,2115818,40.820467,-73.921371,1.0,17.0,65.0,Melrose South-Mott Haven North                                             
1005400030,214.0,SULLIVAN STREET,MANHATTAN,10012,Yes,12317.0,1.8,3.0,,Manual,,5.75,48000.0,Office,1,,40.729248,-74.000065,2.0,1.0,65.0,West Village                                                               
1005410001,40.0,WASHINGTON SQUARE S,MANHATTAN,10012,Yes,3579.0,7.9,25.6,0.0,Manual,,189.86,257259.0,Library,1,1008716,40.730979999999995,-73.999495,2.0,1.0,65.0,West Village                                                               
2024610090,1000.0,GRAND CONCOURSE,BRONX,10451,Yes,9287.0,78.1,114.2,0.0,ABS,,784.99,131600.0,Multifamily Housing,1,2002822,40.829705,-73.921121,4.0,16.0,18301.0,East Concourse-Concourse Village                                           
2024630053,1185.0,GRAND CONCOURSE,BRONX,10452,Yes,8826.0,95.9,130.4,0.0,ABS,,492.88,68200.0,Multifamily Housing,1,,40.833985,-73.91823199999999,4.0,16.0,197.0,West Concourse                                                             
1005418001,40.0,WASHINGTON SQUARE S,MANHATTAN,10012,No Record as of 08/1/13,,,,,,,,,,1,,40.730979999999995,-73.999495,2.0,1.0,65.0,West Village                                                               
1005420025,290.0,AVENUE OF THE AMER,MANHATTAN,10014,Yes,2386.0,88.2,120.3,,Manual,,391.63,54914.0,Multifamily Housing,1,1008725,40.730162,-74.00191600000001,2.0,1.0,65.0,West Village                                                               
1005440001,393.0,LAFAYETTE STREET,MANHATTAN,10003,Yes,8691.0,177.7,272.5,35.83,Manual,,1160.69,105000.0,Office,3,,40.728159999999995,-73.992878,2.0,2.0,57.0,West Village                                                               
2024960046,1184.0,CROMWELL AVENUE,BRONX,10452,Yes,9290.0,129.4,167.8,0.0,ABS,,680.84,69969.0,Multifamily Housing,1,2003025,40.835487,-73.92264300000001,4.0,16.0,197.0,West Concourse                                                             
1005440038,32.0,COOPER SQUARE,MANHATTAN,10003,Yes,1728.0,29.1,60.0,,Manual,,354.63,164208.0,Office,1,1082209;1082210;1082211;1082212;1082213,40.728108,-73.991272,2.0,2.0,57.0,West Village                                                               
1005440050,16.0,COOPER SQUARE,MANHATTAN,10003,Yes,3780.0,18.3,21.0,0.0,Manual,,145.07,137314.0,College/University (Campus-Level),1,1008780,40.727592,-73.991373,2.0,2.0,57.0,West Village                                                               
1005440065,2.0,COOPER SQUARE,MANHATTAN,10003,No Record as of 08/1/13,,,,,,,,,,1,,40.727167,-73.991536,2.0,2.0,57.0,West Village                                                               
2025040141,1001.0,JEROME AVENUE,BRONX,10452,Yes,9343.0,17.1,49.9,0.0,ABS,,185.34,122850.0,Multifamily Housing,1,2003054,40.831367,-73.92649300000001,4.0,8.0,189.0,Highbridge                                                                 
2026000001,430.0,SOUTHERN BOULEVARD,BRONX,10455,Yes,12979.0,5.6,13.8,0.0,ABS,100,80.58,186600.0,Warehouse (Unrefrigerated),1,2004065,40.809593,-73.90734599999999,1.0,8.0,31.0,Mott Haven-Port Morris                                                     
1005447502,443.0,LAFAYETTE STREET,MANHATTAN,10003,Yes,10015.0,125.4,256.3,38.46,Manual,,1219.61,140970.0,Multifamily Housing,1,1087152,40.729365,-73.991846,2.0,2.0,57.0,West Village                                                               
