,prop_id,ampsdistrict,inspection_id,season,round,date,begininspection,endinspection,inspection_year,inspector,overall_condition,cleanliness,inspectiontype,comments,closed,inspector2
711,BZ245,01,31719,Summer,5,2004-08-05,10:01 AM,10:09 AM,2004,2,A,A,PIP,No photos due to failure in system transfer,,
712,XZ232,01,41761,Winter,0,1905-01-13,12:04 PM,12:17 PM,1905,11,A,A,SNR,,,
713,X004-02,12,17886,Summer,3,2003-07-08,11:01 AM,11:20 AM,2003,5,A,A,PIP,Drinking fountains constantly running.,,
714,QZ32,11,14117,Spring,6,2000-05-22,01:28 PM,01:33 PM,2000,39,A,A,PIP,,,
715,M205,09,10784,Fall,6,2001-11-21,12:37 PM,12:46 PM,2001,44,N,N,PIP,Park closed for Board of Ed. Use during school hours.,Closed / No Construct.,
716,Q006-01,07,42717,Spring,1,2006-03-02,11:28 AM,11:45 AM,2006,3,A,A,PIP,,,
717,B223NA,01,45389,Summer,5,2006-07-31,11:15 AM,11:36 AM,2006,13,A,A,PIP,,,
718,B347,03,11658,Winter,6,2000-03-02,11:35 AM,11:56 AM,1999,35,U,A,PIP,"PLGD locked, in horrid condition. MPPA & HBCT rated.",,
719,Q305,05,28177,Winter,6,2004-02-20,01:12 PM,02:06 PM,2003,2,A,A,PIP,,,
720,BZ285,14,29030,Spring,3,2004-03-31,10:56 AM,11:03 AM,2004,7,A,A,PIP,,,
721,Q118,10,41204,Winter,2,2005-12-20,12:19 PM,12:34 PM,2005,1,A,A,PIP,N rating due to crew cleaning while inspector was present.,,
722,Q021-ZN02,08,5126,Spring,5,2002-05-10,10:28 AM,11:56 AM,2002,8,A,A,PIP,,,
723,Q477,01,31176,Summer,4,2004-07-19,01:05 PM,01:15 PM,2004,2,A,A,PIP,,,
724,XZ330,07,53699,Fall,4,2007-10-15,10:48 AM,10:55 AM,2007,6,N,N,PIP,Site removed.,,
725,Q301,12,35669,Spring,2,2005-03-18,11:08 AM,11:32 AM,2005,3,A,A,PIP,,,
726,X006,05,12550,Summer,5,2001-08-01,11:41 AM,11:57 AM,2001,4,A,A,PIP,,,
727,RZ012D,01,32027,Summer,6,2004-08-18,11:13 AM,11:18 AM,2004,3,A,A,PIP,No overall photo due to disk error,,
728,XZ261,09,44269,Summer,1,2006-06-02,12:09 PM,12:17 PM,2006,7,A,A,PIP,,,
729,M303,10,47085,Fall,5,2006-10-31,11:35 AM,11:40 AM,2006,1,A,A,PIP,,,
730,B211,15,12247,Summer,2,2002-06-18,01:25 PM,01:29 PM,2002,6,A,A,PIP,,,
731,X033-01,07,8295,Spring,6,2002-05-22,10:26 AM,10:49 AM,2002,6,A,A,PIP,,,
732,Q027-01,13,51376,Summer,1,1907-06-10,02:45 PM,02:52 PM,1907,1,A,A,WEPIP,,,
733,Q021B,08,5786,Fall,5,2001-11-07,10:08 AM,10:24 AM,2001,44,A,A,PIP,,,
734,R048,01,39674,Fall,3,2005-09-28,11:05 AM,11:13 AM,2005,2,A,A,PIP,,,
735,B035,10,27672,Winter,4,2004-01-29,12:19 PM,12:36 PM,2003,3,A,A,PIP,,,
736,MZ198,01,42032,Winter,4,2006-01-26,11:11 AM,11:17 AM,2005,3,A,A,PIP,,,
737,Q357B01,06,1106,Winter,3,2001-01-09,12:49 PM,12:51 PM,2000,41,A,A,PIP,,,
738,Q025,12,37412,Summer,2,2005-06-16,10:06 AM,10:22 AM,2005,3,A,A,PIP,,,
739,R075C,01,15542,Fall,4,1999-10-19,01:27 PM,01:39 PM,1999,32,A,A,PIP,,,
740,Q423,05,2675,Fall,6,2002-11-14,01:15 PM,01:42 PM,2002,8,A,A,PIP,,,
741,Q360N,04,50049,Spring,3,2007-04-02,04:58 PM,05:04 PM,2007,7,A,A,PIP,,,
742,Q483,04,35577,Spring,2,2005-03-15,12:05 PM,12:23 PM,2005,5,U,U,PIP,,,
743,QZ17,08,34422,Winter,3,2005-01-10,03:29 PM,02:13 PM,2004,4,A,A,PIP,,,
744,RZ211,01,48747,Winter,5,2007-01-31,11:50 AM,11:55 AM,2006,3,A,A,PIP,,,
745,XZ09,09,8314,Spring,2,2002-03-20,12:55 PM,12:57 PM,2002,39,A,A,PIP,,,
746,BZ58,17,14256,Fall,3,2001-10-10,10:50 AM,10:55 AM,2001,8,A,A,PIP,,,
747,RZ24,02,10903,Summer,3,1999-07-01,02:35 PM,02:48 PM,1999,31,A,A,PIP,,,
748,QZ661,14,29126,Spring,3,2004-04-05,11:44 AM,11:49 AM,2004,3,A,A,PIP,Listed as QZ660 in field.,,
749,X010A,06,47578,Winter,0,1906-12-07,10:45 AM,11:58 AM,1906,11,U,U,FOCUS,,,
750,B040-02,19,523,Winter,1,2001-12-11,01:24 PM,01:26 AM,2001,6,A,A,PIP,No photo due to disk error. No business in vicinity.,,
751,R067,02,13826,Summer,6,2002-08-13,10:16 AM,10:41 AM,2002,39,U,A,PIP,,,
752,B052,10,38020,Summer,3,2005-07-13,10:00 AM,10:50 AM,2005,3,A,A,PIP,,,
753,M144-ZN02,03,52124,Summer,4,2007-07-20,09:56 AM,11:14 AM,2007,15,U,A,PIP,,,
754,RZ004B,02,54747,Winter,3,2008-01-02,11:32 AM,11:36 AM,2007,1,A,A,PIP,,,
755,B397,16,9266,Winter,5,2001-02-13,11:06 AM,11:19 AM,2000,41,U,U,PIP,"Site locked, inspector entered through sneakhole.",Closed / No Construct.,
756,X039-ZN03,15,41075,Winter,2,2005-12-16,03:18 PM,03:19 PM,2005,4,A,A,PIP,Inspection time was from 12:10PM to 1:15 PM,,
757,XZ09,09,29877,Spring,6,2004-05-18,12:28 PM,12:34 PM,2004,5,A,A,PIP,,,
758,X270,03,5265,Winter,2,2001-12-27,09:52 AM,10:07 AM,2001,4,A,A,PIP,,Closed / No Construct.,
759,X150E,07,34058,Winter,2,2004-12-16,09:49 AM,10:18 AM,2004,3,U,U,PIP,no access to ballfield,,
760,X032,03,46809,Fall,4,2006-10-18,01:30 PM,01:32 PM,2006,6,A,A,PIP,Actual time: 9:30-9:48.,,
761,M207,02,37828,Summer,3,2005-07-05,12:50 PM,01:07 PM,2005,1,A,A,PIP,,,
762,B026,02,27121,Winter,3,2004-01-06,10:02 AM,10:25 AM,2003,1,A,A,PIP,,,
763,QZ70,07,2475,Spring,2,1999-03-25,01:51 PM,02:10 PM,1999,31,A,A,PIP,Greenstreets sign not present,,
764,Q099-54,15,9752,Fall,2,2002-09-23,11:20 AM,11:30 AM,2002,6,A,A,PIP,,,
765,M072-ZN28,14,31614,Summer,4,2004-07-28,10:40 AM,11:32 AM,2004,48,A,A,PIP,,,
766,Q375,07,39563,Fall,2,2005-09-21,02:52 PM,03:05 PM,2005,2,A,A,PIP,,,
767,Q205A,02,52360,Summer,5,2007-08-01,10:02 AM,10:33 AM,2007,3,A,A,PIP,,,
768,XZ173,15,33453,Fall,5,2004-11-03,11:58 AM,12:45 PM,2004,1,A,A,PIP,,,
769,BZ94,13,9926,Summer,4,2001-07-20,01:56 PM,01:57 PM,2001,41,A,A,PIP,"Previously deleted, restored 9/18/02, BD.",,
770,M027,02,3963,Fall,2,2002-09-27,10:49 AM,11:09 AM,2002,8,A,A,PIP,,,
771,B251-ZN03,15,52854,Summer,6,2007-08-23,10:23 AM,11:35 AM,2007,11,U,U,PIP,Employee was maintaining hort area at the time of inspection.,,
772,X095,12,26871,Winter,2,2003-12-18,11:31 AM,11:42 AM,2003,1,A,A,PIP,,Partial Constr./Rest of Site Rated.,
773,XZ102,04,21900,Summer,5,2003-08-04,12:03 PM,12:10 PM,2003,3,A,A,PIP,,,
774,B223PB,01,27430,Winter,4,2004-01-20,10:21 AM,10:33 AM,2003,5,N,N,PIP,Inspection program suspended due to snow storm.,,
775,B080,13,26843,Winter,2,2003-12-17,12:06 PM,12:55 PM,2003,4,A,A,PIP,,,
776,QZ698,03,41206,Winter,2,2005-12-20,02:10 PM,02:13 PM,2005,1,A,A,PIP,,,
777,QZ36A,08,1989,Winter,5,2002-02-11,01:30 PM,01:42 PM,2001,45,A,A,PIP,No businesses in vicinity.,,
778,M042-ZN06,12,53582,Fall,3,2007-10-04,11:10 AM,12:27 PM,2007,15,U,U,PIP,,,
779,M108P-04,06,16163,Spring,4,2000-04-21,10:49 AM,10:50 AM,2000,39,A,A,PIP,,,
780,Q367,14,3431,Fall,3,2001-10-09,11:30 AM,11:55 AM,2001,8,A,A,PIP,,,
781,RT04,02,5777,Fall,5,2001-11-05,10:30 AM,10:38 AM,2001,6,A,A,PIP,,,
782,QZ116,07,26332,Fall,6,2003-11-17,11:38 AM,11:41 AM,2003,3,A,A,PIP,,,
783,BZ78,03,1238,Summer,6,2001-08-21,11:21 AM,11:38 AM,2001,45,A,A,PIP,,,
784,B117,01,14378,Summer,6,2000-08-15,10:48 AM,10:56 AM,2000,42,A,A,PIP,,,
785,B130,07,16749,Spring,5,2003-05-08,10:49 AM,11:08 AM,2003,6,U,A,PIP,,,
786,Q099-ZN24,15,36860,Spring,6,2005-05-20,10:00 AM,10:41 AM,2005,3,A,A,PIP,,,
787,B337,13,39498,Fall,2,2005-09-19,11:11 AM,11:43 AM,2005,3,A,A,PIP,Paved surfaces changed from U to A; OC changed from U to A following successful appeal.  LG,,
788,Q099-ZN24,15,17379,Summer,1,2003-06-11,11:08 AM,12:24 PM,2003,6,U,U,PIP,,,
789,B019,06,11017,Winter,4,2003-01-27,01:32 PM,01:49 PM,2002,8,A,A,PIP,,,
790,Q068,04,43064,Spring,2,2006-03-21,01:20 PM,01:30 PM,2006,7,U,U,PIP,,,
791,B325,16,1264,Summer,3,2000-07-05,10:52 AM,11:20 AM,2000,39,A,A,PIP,WEP crew at site upon inspector's arrival.,,
792,X111,05,37179,Summer,1,2005-06-08,11:17 AM,11:43 AM,2005,7,A,A,PIP,workers cleaning,,
793,BZ276,17,51637,Summer,2,2007-06-19,01:58 PM,02:10 PM,2007,7,A,A,PIP,,,
794,X200,01,13884,Fall,4,2002-10-18,10:05 AM,10:37 AM,2002,6,A,A,PIP,,,
795,Q163-02,14,45222,Summer,1,1906-07-22,01:31 PM,01:53 PM,1906,11,A,A,WEPIP,,,
796,XZ227,15,36909,Spring,6,2005-05-23,02:36 PM,02:36 PM,2005,3,A,A,PIP,,,
797,R046-ZN02,02,13333,Spring,5,2001-05-09,12:01 PM,01:11 PM,2001,6,U,U,PIP,,,
798,B223K,02,14710,Spring,5,2000-05-02,02:51 PM,03:08 PM,2000,39,A,A,PIP,,,
799,BZ36,10,17475,Summer,2,2003-06-16,10:56 AM,11:02 AM,2003,4,A,A,PIP,,,
800,QZ196,01,29044,Spring,3,2004-03-31,10:05 AM,10:06 AM,2004,1,A,A,PIP,,,
801,X078,03,14870,Winter,4,2001-01-24,01:20 PM,01:28 PM,2000,6,A,A,PIP,Green street sign present.,,
802,M071-ZN23,14,35267,Winter,6,2005-02-24,11:04 AM,11:50 AM,2004,3,A,A,PIP,,Partial Constr./Rest of Site Rated.,
803,RZ013D,01,45167,Summer,4,2006-07-19,11:34 AM,11:45 AM,2006,2,N,N,PIP,Workers present.,Under Construction.,
804,Q005-ZN05,12,36315,Spring,4,2005-04-22,09:56 AM,10:41 AM,2005,3,U,A,PIP,,,
805,X274,05,48914,Winter,5,1907-02-07,04:10 PM,04:09 PM,1907,11,N,N,SNR,,Closed / No Construct.,
806,Q440,12,22653,Summer,6,2003-08-19,10:21 AM,10:32 AM,2003,4,A,A,PIP,,,
807,QZ699,16,24525,Fall,2,2003-09-22,10:16 AM,10:21 AM,2003,3,A,A,PIP,,,
808,Q099-ZN25,15,39415,Fall,2,2005-09-14,11:24 AM,12:05 PM,2005,1,A,A,PIP,,,
809,M141,10,2205,Summer,5,1999-08-05,01:00 PM,01:45 PM,1999,27,A,A,PIP,,,
810,RZ01,02,37023,Summer,1,2005-06-01,10:27 AM,10:35 AM,2005,2,A,A,PIP,,,
811,MZ194,10,33158,Fall,4,2004-10-18,10:38 AM,10:43 AM,2004,3,A,A,PIP,,,
812,X039-ZN19,15A,10389,Summer,1,2002-06-06,12:35 PM,01:22 PM,2002,42,A,A,PIP,South sections of beach closed.,,
813,X187-01,12,3113,Summer,5,2000-08-07,11:27 AM,12:26 PM,2000,32,A,A,PIP,CS bathrooms closed at 12:15.  Patrons  confused as to why since posted  CS hours of operation are from 8 til 2.,Under Construction.,
814,Q320,08,31143,Summer,2,1904-07-17,11:50 AM,12:10 PM,1904,5,A,A,WEPIP,,,
815,M108Q,08,50605,Spring,5,2007-05-07,02:44 PM,03:03 PM,2007,1,A,A,PIP,BBCT & HBCT not rated due to heavy use.,,
816,Q341D,02,35151,Winter,6,2005-02-17,09:35 AM,09:46 AM,2004,4,A,A,PIP,,,
817,R025,01,35551,Spring,2,2005-03-14,11:49 AM,12:20 PM,2005,5,A,A,PIP,,,
818,Q020-ZN04,05,54294,Winter,1,2007-11-28,09:30 AM,10:15 AM,2007,6,A,A,PIP,,,
819,Q015-ZN01,16,24928,Fall,3,2003-10-03,01:00 PM,01:28 PM,2003,1,A,A,PIP,,Partial Constr./Rest of Site Rated.,
820,X266,06,37542,Summer,2,2005-06-21,10:19 AM,10:45 AM,2005,3,A,A,PIP,Worker cleaning,,
821,B287,14,32722,Fall,2,2004-09-22,12:46 PM,01:10 PM,2004,7,A,A,PIP,AP Noel approached me along with school safety about notifying them when we arrive because they only want DOE employees in playground when they use it,,
822,XZ37,09,31967,Summer,6,2004-08-16,01:44 PM,01:49 PM,2004,48,A,A,PIP,,,
823,B391,14,15397,Spring,3,2002-04-05,10:45 AM,10:50 AM,2002,4,A,A,PIP,,,
824,M099,12,33577,Fall,6,2004-11-10,11:11 AM,12:08 PM,2004,3,U,U,PIP,Downed traffic sign on W 173rd St.  Strong foul odor throughout park.,,
825,BZ45,18,2397,Fall,1,2002-09-10,12:59 PM,01:05 PM,2002,44,A,A,PIP,,,
826,M010-ZN36,13,38550,Summer,5,2005-08-04,09:12 AM,09:39 AM,2005,5,A,A,PIP,,,
827,QZ28,11,3413,Fall,6,2000-11-15,02:00 PM,02:31 PM,2000,41,A,A,PIP,,,
828,Q285,10,35904,Spring,3,2005-03-31,11:16 AM,11:48 AM,2005,2,A,A,PIP,,,
829,B210Q,10,42191,Winter,5,2006-02-02,12:05 PM,12:11 PM,2005,2,A,A,PIP,,,
830,X208,09,28167,Winter,6,2004-02-20,11:14 AM,11:30 AM,2003,4,A,A,PIP,Workers cleaning on site.,,
831,MZ269,12,30213,Summer,1,2004-06-08,10:24 AM,10:34 AM,2004,5,A,A,PIP,,,
832,MZ202,12,8196,Spring,5,2002-05-09,11:45 AM,11:48 AM,2002,42,A,A,PIP,,,
833,Q031,02,8817,Summer,3,2001-07-05,12:31 PM,01:14 PM,2001,6,U,U,PIP,,,
834,M010-ZN16,13,23206,Fall,1,2003-09-04,10:31 AM,11:14 AM,2003,44,A,A,PIP,,,
835,B225,03,23146,Fall,1,2003-09-02,12:57 PM,01:14 PM,2003,5,A,A,PIP,restrooms closed,,
836,X255,02,43672,Spring,5,2006-05-02,12:24 PM,01:15 PM,2006,3,A,A,PIP,BF on Kelly St. locked.  Workers cleaning.,,
837,M208D-01,11,13336,Winter,4,2001-01-23,10:39 AM,10:55 AM,2000,42,A,A,PIP,,,
838,M079,08,13023,Spring,4,1999-04-21,09:00 AM,09:30 AM,1999,25,U,A,PIP,Plgd under Capital.,Under Construction.,
839,M042-01,12,5112,Spring,5,2002-05-07,10:06 AM,10:25 AM,2002,45,A,A,PIP,Patrons request that benches be replaced around outside of playground.,,
840,M005-06,01,30122,Summer,1,2004-06-03,10:28 AM,10:33 AM,2004,7,N,N,PIP,site closed due to ferry construction,Under Construction.,
841,R072,03,42664,Spring,1,2006-02-28,11:54 AM,12:13 PM,2006,7,A,A,PIP,,,
842,B210F,06,35373,Spring,1,2005-03-03,10:57 AM,11:17 AM,2005,5,A,A,PIP,,,
843,Q190,10,42519,Winter,6,2006-02-22,11:56 AM,12:02 PM,2005,11,A,A,PIP,,,
844,B097,18,32609,Fall,2,2004-09-17,10:49 AM,11:07 AM,2004,3,A,A,PIP,workers cleaning,,
845,B132,01,45614,Summer,2,1906-08-11,06:09 PM,06:35 PM,1906,12,A,A,WEPIP,,,
846,X187-01,12,7614,Summer,5,2002-08-02,01:17 PM,01:33 PM,2002,45,A,A,PIP,,,
847,XZ346,09,35844,Spring,3,2005-03-29,11:29 AM,11:36 AM,2005,7,U,U,PIP,,,
848,X196,12,2853,Fall,3,2002-10-02,11:40 AM,12:30 PM,2002,4,U,A,PIP,,,
849,B221,02,30235,Summer,1,2004-06-09,11:55 AM,12:32 PM,2004,1,U,U,PIP,,,
850,QZ81,11,9696,Fall,4,2000-10-16,02:11 PM,02:14 PM,2000,41,A,A,PIP,,,
851,QZ182,05,46152,Fall,1,2006-09-06,01:32 PM,01:36 PM,2006,12,A,A,PIP,,,
852,B029-ZN01,08,6769,Spring,5,2000-05-05,01:25 PM,02:05 PM,2000,37,U,U,PIP,No routed signs or 1-800 signs in zone.,,
853,QZ317,06,32620,Fall,2,2004-09-17,01:24 PM,01:27 PM,2004,1,A,A,PIP,,,
854,B402,05,32405,Fall,1,2004-09-03,10:06 AM,10:21 AM,2004,7,A,A,PIP,,,
855,MZ124,03,31204,Summer,4,2004-07-19,11:45 AM,01:55 PM,2004,48,U,U,PIP,,,
856,B096,01,892,Fall,3,2002-09-30,11:11 AM,11:34 AM,2002,44,U,U,PIP,Part of site fenced off. Workers cleaning,,
857,M204,11,48841,Winter,5,2007-02-05,11:02 AM,11:14 AM,2006,11,A,A,PIP,,Closed / No Construct.,
858,X124,09,22790,Summer,6,2003-08-25,09:48 AM,10:14 AM,2003,5,A,A,PIP,,,
859,QZ608,13,43221,Spring,3,2006-03-29,12:31 PM,12:36 PM,2006,3,A,A,PIP,,,
860,X164,02,36477,Spring,5,2005-05-02,11:30 AM,11:52 AM,2005,2,A,A,PIP,,,
861,B265,07,32889,Fall,3,2004-10-05,10:15 AM,10:32 AM,2004,6,A,A,PIP,,,
862,M071-13,14,12179,Fall,3,1999-10-06,03:06 PM,03:32 PM,1999,31,A,A,PIP,,,
863,B149A,05,1220,Spring,6,2002-05-24,10:37 AM,10:46 AM,2002,39,A,A,PIP,,,
864,B255M,07,38184,Summer,4,2005-07-19,12:38 PM,12:46 PM,2005,1,A,A,PIP,,,
865,Q024-ZN01,07,44529,Summer,2,2006-06-13,11:50 AM,12:43 PM,2006,11,A,A,PIP,,,
866,QZ668,14,32948,Fall,3,2004-10-05,12:25 PM,01:55 PM,2004,7,A,A,PIP,end time 12:35 PM,,
867,B223G,02,34223,Winter,3,2005-01-03,02:16 PM,05:00 PM,2004,5,U,A,PIP,,,
868,B308,15,2870,Spring,1,2003-03-05,11:41 AM,12:06 PM,2003,4,A,A,PIP,CS area locked adj to Ave Y and Coyle St.,Closed / No Construct.,
869,Q437,07,36922,Spring,6,2005-05-23,11:47 AM,12:01 PM,2005,7,U,U,PIP,,,
870,Q010A-ZN01,11,50172,Spring,4,2007-04-13,11:49 AM,12:55 PM,2007,12,A,A,PIP,,,
871,B038,03,8212,Winter,4,2002-01-24,10:32 AM,11:01 AM,2001,45,A,A,PIP,,,
872,Q333,01,16240,Winter,3,2003-01-07,10:26 AM,10:51 AM,2002,8,A,A,PIP,,,
873,B058-ZN04,01,29250,Spring,4,2004-04-14,01:05 PM,01:57 PM,2004,3,U,A,PIP,,,
874,R038,02,35907,Spring,3,2005-03-31,12:22 PM,12:54 PM,2005,3,A,A,PIP,,,
875,MZ104,13,37134,Summer,1,2005-06-08,01:58 PM,01:58 PM,2005,2,A,A,PIP,Actual Inspecton time 9:25am - 9:32am,,
876,Q011,07,48105,Winter,3,2007-01-03,11:44 AM,12:15 PM,2006,11,A,A,PIP,CS officially closed.,,
877,Q031A,02,17175,Summer,1,2003-06-02,10:51 AM,11:05 AM,2003,5,A,A,PIP,,,
878,B223JC,02,14563,Spring,1,2003-03-07,11:52 AM,12:02 PM,2003,44,A,A,PIP,,,
879,Q099-ZN13,15,13846,Winter,6,2001-02-23,01:36 PM,02:37 PM,2000,37,A,A,PIP,,,
880,X171,08,27849,Winter,5,2004-02-09,11:59 AM,12:13 PM,2003,1,A,A,PIP,,,
881,B098,07,53943,Fall,5,2007-10-29,10:01 AM,10:39 AM,2007,15,A,A,PIP,,,
882,M037-11,12A,4017,Fall,4,2002-10-16,10:31 AM,10:37 AM,2002,39,A,A,PIP,,,
883,Q162-ZN01,14,26550,Winter,1,2003-12-03,12:44 PM,01:29 PM,2003,5,A,A,PIP,,,
884,XZ47,04,1176,Spring,4,2002-04-18,10:54 AM,11:02 AM,2002,44,A,A,PIP,,,
885,M120A,02,3322,Winter,3,2001-01-08,12:36 PM,12:57 PM,2000,6,A,A,PIP,Only rated visible features through snow.,,
886,QZ519,12,50953,Spring,2,1907-05-24,04:48 PM,04:50 PM,1907,11,U,A,SNR,Site is rateable. Actual inspection time : 12:12 PM - 12:19 PM. Site has wrong property ID.,,
887,X045-03,01,618,Spring,4,2003-04-22,11:08 AM,11:19 AM,2003,39,A,A,PIP,,,
888,M037-10,12A,16568,Fall,1,2001-08-30,10:08 AM,10:27 AM,2001,45,U,A,PIP,,,
889,B255H,07,30151,Summer,1,2004-06-04,11:44 AM,12:08 PM,2004,2,A,A,PIP,,,
890,X045-02,01,33984,Winter,2,2004-12-13,10:07 AM,10:31 AM,2004,5,U,A,PIP,,,
891,B073-ZN27,19,16458,Summer,5,2001-08-01,10:42 AM,12:08 PM,2001,44,U,A,PIP,Benches are in a horrific state.,,
892,Q395,01,54554,Winter,2,2007-12-13,10:46 AM,10:56 AM,2007,11,A,A,PIP,,,
893,XZ33,11,44968,Summer,3,2006-07-12,11:26 AM,11:36 AM,2006,7,A,A,PIP,,,
894,R011,01,46168,Fall,1,2006-09-07,10:48 AM,11:06 AM,2006,11,A,A,PIP,,,
895,RZ164,02,33774,Winter,1,2004-11-29,11:39 AM,11:52 AM,2004,5,A,A,PIP,,,
896,R075A,02,16486,Summer,5,2001-08-07,10:13 AM,10:32 AM,2001,39,A,A,PIP,,,
897,R046-ZN02,02,15739,Winter,4,2002-01-29,12:21 PM,01:31 PM,2001,44,A,A,PIP,,,
898,RZ058A,02,52573,Summer,6,2007-08-13,11:35 AM,11:36 AM,2007,1,A,A,PIP,,,
899,B012-03,08,45854,Summer,2,1906-08-20,12:28 PM,01:03 PM,1906,12,A,A,WEPIP,,,
900,Q015-10,16,45872,Summer,6,2006-08-21,11:48 AM,11:58 AM,2006,1,A,A,PIP,,,
901,R075A,02,7105,Spring,4,2000-04-26,10:04 AM,10:39 AM,2000,32,A,A,PIP,,,
902,M093,05,31466,Summer,4,2004-07-26,09:55 AM,10:10 AM,2004,48,A,A,PIP,,,
903,QZ75,09,7460,Fall,3,1999-10-08,10:35 AM,07:47 AM,1999,37,A,A,PIP,,,
904,X180,07,16455,Summer,5,2001-08-01,10:04 AM,10:17 AM,2001,4,A,A,PIP,,,
905,M353-ZN03,14,5822,Fall,6,2001-11-16,10:02 AM,10:35 AM,2001,39,A,A,PIP,No workers present in zone,,
906,B191,12,10127,Summer,4,2002-07-25,11:37 AM,11:45 AM,2002,4,A,A,PIP,,,
907,X106,01,48913,Winter,5,1907-02-07,04:04 PM,04:07 PM,1907,2,N,N,SNR,,,
908,XZ97,04,46872,Fall,5,2006-10-23,01:09 PM,01:15 PM,2006,11,A,A,PIP,,,
909,X307,02,50949,Spring,2,1907-05-24,04:24 PM,04:28 PM,1907,13,A,A,SNR,Renovated & incorporated into the new Barretto Park.,,
910,XZ326,05,13394,Winter,4,2003-01-23,12:56 PM,01:01 PM,2002,45,A,A,PIP,,,
911,QZ97,10,38943,Summer,3,1905-08-21,01:05 PM,01:14 PM,1905,2,A,A,WEPIP,,,
912,Q015-07,16,48651,Winter,4,2007-01-24,11:40 AM,11:57 AM,2006,12,A,A,PIP,,,
913,B164,11,52398,Summer,5,2007-08-02,02:07 PM,02:24 PM,2007,7,A,A,PIP,,,
914,M071-08,14,14731,Fall,3,2001-10-01,03:10 PM,03:30 PM,2001,8,A,A,PIP,,,
915,B066-02,10,9304,Spring,5,2001-04-30,01:25 PM,01:50 PM,2001,8,A,A,PIP,,,
916,B339,16,9793,Spring,1,2002-03-11,12:10 AM,12:39 AM,2002,44,A,A,PIP,,,
917,QZ127,08,27470,Winter,4,2004-01-20,11:49 AM,11:51 AM,2003,4,N,N,PIP,Inspection program suspended due to snow storm.,,
918,QZ452,10,17376,Summer,1,2003-06-10,01:42 PM,01:48 PM,2003,44,A,A,PIP,,,
919,Q124,05,24411,Fall,2,2003-09-17,12:58 PM,01:07 PM,2003,47,A,A,PIP,,,
920,B073-ZN15,19,4045,Fall,4,2002-10-23,09:10 AM,10:13 AM,2002,6,A,A,PIP,,,
921,XZ127,08,12141,Summer,4,2002-07-15,03:01 PM,03:41 PM,2002,4,A,A,PIP,,,
922,RZ157,02,22670,Summer,6,2003-08-20,11:15 AM,11:17 AM,2003,5,A,A,PIP,,,
923,B295,02,50095,Spring,4,2007-04-09,12:39 PM,12:47 PM,2007,12,A,A,PIP,,,
924,X045-ZN01,01,43989,Spring,6,2006-05-16,12:11 PM,12:56 PM,2006,7,A,A,PIP,,,
925,B210P,10,44093,Spring,6,2006-05-22,12:33 PM,12:44 PM,2006,11,A,A,PIP,,,
926,X187-01,12,5279,Winter,2,2001-12-31,11:58 AM,12:25 PM,2001,39,U,A,PIP,,,
927,B077-01,06,1219,Winter,5,2002-02-11,01:05 PM,02:08 PM,2001,44,U,U,PIP,,,
928,M028-ZN01,12,47600,Winter,0,1906-12-08,12:54 PM,01:03 PM,1906,6,A,A,FOCUS,,,
929,B353,18,17636,Summer,2,2003-06-23,11:33 AM,11:52 AM,2003,6,U,U,PIP,,,
930,QZ111,01,22681,Summer,6,2003-08-20,12:36 PM,12:38 PM,2003,3,A,A,PIP,,,
931,RZ82N,01,43727,Spring,5,2006-05-03,01:38 PM,01:49 PM,2006,7,A,A,PIP,,,
932,B179,14,45932,Summer,6,2006-08-23,11:30 AM,11:52 AM,2006,11,A,A,PIP,,,
933,M160,10,6307,Spring,4,2001-04-16,12:00 PM,12:28 PM,2001,6,A,A,PIP,Crew cleaning upon arrival.,,
934,BZ58,17,13645,Fall,1,2000-09-07,10:59 AM,11:03 AM,2000,42,A,A,PIP,,,
935,MZ49,08,14355,Winter,2,2001-12-17,02:29 PM,02:37 PM,2001,4,A,A,PIP,,,
936,X207,01,40407,Fall,6,2005-11-09,11:25 AM,11:55 AM,2005,5,A,A,PIP,,,
937,XZ120,07,10773,Fall,4,2001-10-15,11:02 AM,11:08 AM,2001,8,A,A,PIP,no businesses in vicinity,,
938,M141,10,36675,Spring,5,2005-05-11,12:55 PM,01:08 PM,2005,3,A,A,PIP,Plgd equip. area locked.,,
939,B166D,18,5745,Fall,5,2001-10-31,10:21 AM,11:16 AM,2001,4,A,A,PIP,,,
940,RZ256,02,53816,Fall,5,2007-10-22,12:57 PM,01:02 PM,2007,13,A,A,PIP,,,
941,B212,14,24727,Fall,2,2003-09-24,10:17 AM,10:31 AM,2003,1,A,A,PIP,some photos not available due to disk error,,
942,B311,01,53615,Fall,4,2007-10-09,12:19 PM,12:46 PM,2007,3,A,A,PIP,Treepits overgrown along Meserole St.,,
943,QZ471,13,52472,Summer,5,2007-08-07,10:00 AM,10:07 AM,2007,1,A,A,PIP,,,
944,B293,02,31718,Summer,5,2004-08-05,12:32 PM,01:02 PM,2004,2,A,A,PIP,No photos due to failure in system transfer,,
945,Q360F,05,1912,Spring,1,2000-03-08,11:40 AM,11:53 AM,2000,39,A,A,PIP,,,
946,X092-09,13,2508,Summer,4,2000-07-17,11:42 AM,12:10 PM,2000,41,A,A,PIP,,,
