,site,date,turbidity_ntu_at_12am,turbidity_ntu_at_4am,turbidity_ntu_at_8am,turbidity_ntu_at_12pm,turbidity_ntu_at_4pm,turbidity_ntu_at_8pm,average_24hrturbidity_ntu,coliform_fecal_fc_100ml
606,DEL18DT,2018-07-04,0.8,0.85,0.8,0.8,0.8,0.9,0.83,E2
607,DEL18DT,2018-07-03,0.85,0.75,0.95,0.9,0.9,0.9,0.88,<1
608,DEL18DT,2018-07-02,0.95,0.85,0.75,0.85,0.8,1.0,0.87,E1
609,DEL18DT,2018-07-01,0.85,0.8,0.85,0.8,0.8,0.9,0.83,<1
610,DEL18DT,2018-06-30,0.95,0.8,0.95,0.8,0.9,1.0,0.9,E2
611,DEL18DT,2018-06-29,0.85,0.85,0.75,0.8,0.85,0.85,0.83,E1
612,DEL18DT,2018-06-28,0.9,0.8,0.7,0.8,0.8,0.75,0.79,<1
613,DEL18DT,2018-06-27,0.85,0.85,0.7,0.85,0.9,0.85,0.83,<1
614,DEL18DT,2018-06-26,0.8,0.85,0.8,0.85,0.9,0.85,0.84,<1
615,DEL18DT,2018-06-25,0.8,0.85,0.85,0.85,0.8,0.7,0.81,E2
616,DEL18DT,2018-06-24,0.8,0.75,0.8,0.85,0.85,0.8,0.81,<1
617,DEL18DT,2018-06-23,0.7,0.7,0.75,0.8,0.7,0.8,0.74,E9
618,DEL18DT,2018-06-22,0.75,0.85,0.8,0.75,0.75,0.75,0.78,E1
619,DEL18DT,2018-06-21,0.8,0.8,0.75,0.75,0.85,0.7,0.78,E1
620,DEL18DT,2018-06-20,0.8,0.8,0.75,0.8,0.85,0.8,0.8,<1
621,DEL18DT,2018-06-19,0.75,0.8,0.85,0.75,0.7,0.8,0.78,E1
622,DEL18DT,2018-06-18,0.75,0.75,0.8,0.8,0.9,0.8,0.8,E2
623,DEL18DT,2018-06-17,0.8,0.7,0.75,0.65,0.75,0.7,0.73,<1
624,DEL18DT,2018-06-16,0.7,0.7,0.75,0.8,0.75,0.7,0.73,E1
625,DEL18DT,2018-06-15,0.65,0.65,0.7,0.7,0.6,0.8,0.68,E3
626,DEL18DT,2018-06-14,0.8,0.7,0.75,0.65,0.75,0.65,0.72,E1
627,DEL18DT,2018-06-13,0.75,0.75,0.75,0.85,0.75,0.75,0.77,<1
628,DEL18DT,2018-06-12,0.8,0.8,0.75,0.7,1.1,0.7,0.81,<1
629,DEL18DT,2018-06-11,0.65,0.75,0.7,0.7,0.7,0.75,0.71,<1
630,DEL18DT,2018-06-10,0.7,0.7,0.7,0.7,0.7,0.7,0.7,E1
631,DEL18DT,2018-06-09,0.75,0.75,0.7,0.7,0.7,0.75,0.73,E2
632,DEL18DT,2018-06-08,0.7,0.7,0.7,0.75,0.7,0.75,0.72,E1
633,DEL18DT,2018-06-07,0.65,0.7,0.75,0.7,0.7,0.75,0.71,<1
634,DEL18DT,2018-06-06,0.75,0.75,0.65,1.0,0.9,0.95,0.83,<1
635,DEL18DT,2018-06-05,0.9,0.75,0.75,0.75,0.75,0.75,0.78,<1
636,DEL18DT,2018-06-04,0.75,0.8,0.7,0.8,0.75,0.95,0.8,<1
637,DEL18DT,2018-06-03,0.8,0.75,0.85,0.65,0.75,0.8,0.77,E2
638,DEL18DT,2018-06-02,0.75,0.75,0.75,0.75,0.75,0.75,0.75,E1
639,DEL18DT,2018-06-01,0.75,0.75,0.7,0.8,0.75,0.75,0.75,<1
640,DEL18DT,2018-05-31,0.8,0.75,0.85,0.75,0.75,0.75,0.78,E1
641,DEL18DT,2018-05-30,0.9,0.85,0.75,0.85,0.75,0.9,0.83,<1
642,DEL18DT,2018-05-29,0.75,0.75,0.8,0.75,0.8,0.75,0.77,E1
643,DEL18DT,2018-05-28,0.75,0.85,0.85,0.7,0.85,0.75,0.79,<1
644,DEL18DT,2018-05-27,0.8,0.9,0.85,0.7,0.85,0.75,0.81,E2
645,DEL18DT,2018-05-26,0.85,0.8,0.85,0.85,0.85,0.8,0.83,E1
646,DEL18DT,2018-05-25,0.9,0.9,0.9,0.9,1.1,0.8,0.92,<1
647,DEL18DT,2018-05-24,0.85,0.9,0.85,0.95,0.8,0.85,0.87,<1
648,DEL18DT,2018-05-23,0.85,0.85,0.8,0.8,1.4,0.8,0.92,<1
649,DEL18DT,2018-05-22,0.85,0.85,0.85,0.9,0.8,0.9,0.86,E2
650,DEL18DT,2018-05-21,0.8,0.8,0.8,0.85,0.85,0.75,0.81,<1
651,DEL18DT,2018-05-20,0.8,0.8,0.85,0.75,0.9,0.95,0.84,<1
652,DEL18DT,2018-05-19,0.8,0.7,0.75,0.75,0.75,0.75,0.75,E2
653,DEL18DT,2018-05-18,0.8,0.8,0.8,0.8,0.7,0.75,0.78,E1
654,DEL18DT,2018-05-17,0.9,0.8,0.85,0.85,0.85,0.75,0.83,E3
655,DEL18DT,2018-05-16,0.75,0.8,0.75,0.85,0.9,0.85,0.82,E1
656,DEL18DT,2018-05-15,1.0,1.1,1.1,0.9,0.9,1.1,1.02,E1
657,DEL18DT,2018-05-14,0.85,1.0,1.0,1.1,1.0,1.2,1.03,<1
658,DEL18DT,2018-05-13,0.95,0.9,0.95,0.8,0.85,0.9,0.89,E4
659,DEL18DT,2018-05-12,0.95,0.9,0.9,0.85,0.9,0.85,0.89,<1
660,DEL18DT,2018-05-11,1.1,0.95,0.9,1.0,1.2,1.1,1.04,<1
661,DEL18DT,2018-05-10,1.1,1.0,0.9,1.0,1.0,1.2,1.03,<1
662,DEL18DT,2018-05-09,0.85,1.0,1.0,1.0,1.0,1.1,0.99,E1
663,DEL18DT,2018-05-08,0.85,0.9,0.85,0.9,0.85,0.8,0.86,<1
664,DEL18DT,2018-05-07,0.8,0.9,0.95,0.85,0.8,0.8,0.85,<1
665,DEL18DT,2018-05-06,0.95,0.8,0.85,0.75,0.8,0.75,0.82,E1
666,DEL18DT,2018-05-05,0.8,0.85,1.0,0.95,0.75,0.75,0.85,<1
667,DEL18DT,2018-05-04,0.9,0.8,0.95,0.8,0.9,0.9,0.88,<1
668,DEL18DT,2018-05-03,1.0,0.95,0.95,0.9,0.9,0.85,0.93,<1
669,DEL18DT,2018-05-02,0.85,0.9,0.9,,,,0.88,<1
670,DEL18DT,2018-05-02,0.85,0.9,0.9,0.8,1.0,0.9,0.89,<1
671,DEL18DT,2018-05-01,0.8,0.85,0.8,0.95,0.9,0.95,0.88,<1
672,DEL18DT,2018-05-01,0.8,0.85,0.8,0.95,0.9,0.95,0.88,<1
673,DEL18DT,2018-04-30,0.85,0.85,0.9,0.8,0.85,0.8,0.84,<1
674,DEL18DT,2018-04-29,0.9,0.95,0.85,0.9,0.85,0.8,0.88,<1
675,DEL18DT,2018-04-28,0.8,0.85,0.8,0.85,0.9,0.9,0.85,<1
676,DEL18DT,2018-04-27,0.9,0.85,0.95,0.9,0.9,0.85,0.89,<1
677,DEL18DT,2018-04-26,1.0,0.85,0.9,0.8,1.0,0.85,0.9,E1
678,DEL18DT,2018-04-25,0.85,0.95,0.85,1.0,0.9,0.95,0.92,E1
679,DEL18DT,2018-04-24,0.9,0.95,0.85,1.1,0.75,1.0,0.93,E1
680,DEL18DT,2018-04-23,0.75,0.85,0.85,0.9,0.85,0.9,0.85,<1
681,DEL18DT,2018-04-22,0.85,0.8,0.85,0.8,1.1,0.95,0.89,<1
682,DEL18DT,2018-04-21,0.95,1.0,0.8,0.8,0.85,0.85,0.88,E2
683,DEL18DT,2018-04-20,0.9,0.85,0.85,0.85,0.95,0.95,0.89,E2
684,DEL18DT,2018-04-19,0.85,0.9,0.8,0.85,0.85,0.85,0.85,E1
685,DEL18DT,2018-04-18,0.85,1.0,0.85,0.9,0.85,0.85,0.88,E4
686,DEL18DT,2018-04-17,0.9,0.95,0.9,0.95,0.85,0.9,0.91,E2
687,DEL18DT,2018-04-16,0.95,0.95,1.0,0.95,0.95,1.0,0.97,<1
688,DEL18DT,2018-04-15,1.1,1.2,1.3,1.0,0.85,0.85,1.05,<1
689,DEL18DT,2018-04-14,0.85,0.9,0.9,0.8,0.8,1.1,0.89,<1
690,DEL18DT,2018-04-13,0.9,0.9,0.85,0.8,0.8,0.85,0.85,<1
691,DEL18DT,2018-04-12,0.85,0.85,0.85,0.8,0.85,0.85,0.84,<1
692,DEL18DT,2018-04-11,0.8,0.8,0.8,0.8,0.8,1.0,0.83,<1
693,DEL18DT,2018-04-10,0.8,0.8,0.8,0.9,0.85,0.9,0.84,<1
694,DEL18DT,2018-04-09,0.8,0.85,0.8,0.75,0.8,0.75,0.79,<1
695,DEL18DT,2018-04-08,0.9,0.8,0.85,0.85,0.75,0.75,0.82,<1
696,DEL18DT,2018-04-07,0.85,0.8,0.85,0.8,0.9,0.8,0.83,<1
697,DEL18DT,2018-04-06,0.75,0.85,0.8,0.9,0.8,0.75,0.81,<1
698,DEL18DT,2018-04-05,0.9,0.85,0.85,0.85,0.8,0.8,0.84,E1
699,DEL18DT,2018-04-04,0.95,0.95,0.95,1.1,0.85,0.85,0.94,<1
700,DEL18DT,2018-04-03,0.85,0.85,0.85,0.8,0.9,0.85,0.85,<1
701,DEL18DT,2018-04-02,0.8,0.8,0.85,0.85,0.9,0.85,0.84,<1
702,DEL18DT,2018-04-01,1.0,1.0,1.1,0.85,0.85,0.85,0.94,E1
703,DEL18DT,2018-03-31,0.95,0.95,1.0,1.1,1.0,0.95,0.99,<1
704,DEL18DT,2018-03-31,0.95,0.95,1.0,1.1,1.0,0.95,0.99,<1
705,DEL18DT,2018-03-30,0.85,0.9,0.9,0.9,0.9,0.95,0.9,E1
706,DEL18DT,2018-03-30,0.85,0.9,0.9,0.9,0.9,0.95,0.9,E1
707,DEL18DT,2018-03-29,0.9,0.9,0.9,0.9,0.95,0.9,0.91,<1
708,DEL18DT,2018-03-29,0.9,0.9,0.9,0.9,0.95,0.9,0.91,<1
709,DEL18DT,2018-03-28,1.0,0.8,0.9,0.9,0.9,0.95,0.91,<1
710,DEL18DT,2018-03-28,1.0,0.8,0.9,0.9,0.9,0.95,0.91,<1
711,DEL18DT,2018-03-27,1.0,0.85,0.9,0.85,0.9,0.8,0.88,<1
712,DEL18DT,2018-03-27,1.0,0.85,0.9,0.85,0.9,0.8,0.88,<1
713,DEL18DT,2018-03-26,0.85,0.85,0.85,0.9,0.9,0.9,0.88,<1
714,DEL18DT,2018-03-26,0.85,0.85,0.85,0.9,0.9,0.9,0.88,<1
715,DEL18DT,2018-03-25,0.95,0.9,1.0,0.85,0.95,0.85,0.92,<1
716,DEL18DT,2018-03-25,0.95,0.9,1.0,0.85,0.95,0.85,0.92,<1
717,DEL18DT,2018-03-24,1.1,1.1,1.0,0.95,1.0,1.0,1.03,E1
718,DEL18DT,2018-03-24,1.1,1.1,1.0,0.95,1.0,1.0,1.03,E1
719,DEL18DT,2018-03-23,0.95,0.95,0.95,0.95,1.0,1.1,0.98,E1
720,DEL18DT,2018-03-23,0.95,0.95,0.95,0.95,1.0,1.1,0.98,E1
721,DEL18DT,2018-03-22,1.3,1.5,1.2,1.0,1.0,0.95,1.16,<1
722,DEL18DT,2018-03-22,1.3,1.5,1.2,1.0,1.0,0.95,1.16,<1
723,DEL18DT,2018-03-21,1.2,1.2,1.2,1.5,1.2,1.4,1.28,E1
724,DEL18DT,2018-03-21,1.2,1.2,1.2,1.5,1.2,1.4,1.28,E1
725,DEL18DT,2018-03-20,0.9,0.9,0.9,1.1,1.2,1.1,1.02,<1
726,DEL18DT,2018-03-20,0.9,0.9,0.9,1.1,1.2,1.1,1.02,<1
727,DEL18DT,2018-03-19,1.0,0.95,1.0,0.9,0.95,1.0,0.97,E2
728,DEL18DT,2018-03-19,1.0,0.95,1.0,0.9,0.95,1.0,0.97,E2
729,DEL18DT,2018-03-18,1.0,1.0,1.1,0.9,0.95,1.0,0.99,E1
730,DEL18DT,2018-03-18,1.0,1.0,1.1,0.9,0.95,1.0,0.99,E1
731,DEL18DT,2018-03-17,1.1,1.1,1.0,1.1,1.0,1.2,1.08,<1
732,DEL18DT,2018-03-17,1.1,1.1,1.0,1.1,1.0,1.2,1.08,<1
733,DEL18DT,2018-03-16,1.0,1.0,1.0,1.1,1.1,1.1,1.05,E1
734,DEL18DT,2018-03-16,1.0,1.0,1.0,1.1,1.1,1.1,1.05,E1
735,DEL18DT,2018-03-15,1.1,1.1,1.1,1.1,1.1,1.0,1.08,E1
736,DEL18DT,2018-03-15,1.1,1.1,1.1,1.1,1.1,1.0,1.08,E1
737,DEL18DT,2018-03-14,1.3,1.3,1.1,1.3,1.2,1.2,1.23,<1
738,DEL18DT,2018-03-14,1.3,1.3,1.1,1.3,1.2,1.2,1.23,<1
739,DEL18DT,2018-03-13,1.0,1.1,1.0,1.0,1.1,1.2,1.07,E1
740,DEL18DT,2018-03-13,1.0,1.1,1.0,1.0,1.1,1.2,1.07,E1
741,DEL18DT,2018-03-12,1.1,1.0,1.0,0.8,0.85,1.0,0.96,<1
742,DEL18DT,2018-03-12,1.1,1.0,1.0,0.8,0.85,1.0,0.96,<1
743,DEL18DT,2018-03-11,1.1,1.2,1.1,1.0,1.1,1.1,1.1,<1
744,DEL18DT,2018-03-11,1.1,1.2,1.1,1.0,1.1,1.1,1.1,<1
745,DEL18DT,2018-03-10,1.1,1.1,1.1,1.2,1.1,1.3,1.15,E1
746,DEL18DT,2018-03-10,1.1,1.1,1.1,1.2,1.1,1.3,1.15,E1
747,DEL18DT,2018-03-09,1.2,1.1,1.1,1.1,1.2,1.1,1.13,E1
748,DEL18DT,2018-03-09,1.2,1.1,1.1,1.1,1.2,1.1,1.13,E1
749,DEL18DT,2018-03-08,1.3,1.3,1.3,1.3,1.1,1.4,1.28,E1
750,DEL18DT,2018-03-08,1.3,1.3,1.3,1.3,1.1,1.4,1.28,E1
751,DEL18DT,2018-03-07,1.4,1.4,1.3,1.2,1.3,1.5,1.35,E1
752,DEL18DT,2018-03-07,1.4,1.4,1.3,1.2,1.3,1.5,1.35,E1
753,DEL18DT,2018-03-06,1.4,1.3,1.4,1.5,1.3,1.3,1.37,<1
754,DEL18DT,2018-03-06,1.4,1.3,1.4,1.5,1.3,1.3,1.37,<1
755,DEL18DT,2018-03-05,1.3,1.3,1.3,1.4,1.3,1.3,1.32,E1
756,DEL18DT,2018-03-05,1.3,1.3,1.3,1.4,1.3,1.3,1.32,E1
757,DEL18DT,2018-03-04,,1.4,1.6,1.3,1.3,1.2,1.36,E2
758,DEL18DT,2018-03-04,1.4,1.4,1.6,1.3,1.3,1.2,1.37,E2
759,DEL18DT,2018-03-03,1.2,1.2,1.3,1.5,1.4,1.5,1.35,<1
760,DEL18DT,2018-03-02,1.1,1.1,1.2,1.1,1.1,1.1,1.12,E1
761,DEL18DT,2018-03-01,0.95,0.95,0.95,0.95,1.1,1.1,1.0,<1
762,DEL18DT,2018-02-28,1.0,0.95,0.95,1.2,0.95,0.95,1.0,<1
763,DEL18DT,2018-02-27,0.9,0.85,0.85,1.0,1.1,1.0,0.95,E1
764,DEL18DT,2018-02-26,1.0,0.95,0.9,0.9,0.85,0.85,0.91,<1
765,DEL18DT,2018-02-25,1.2,0.9,1.5,1.1,1.0,1.2,1.15,E1
766,DEL18DT,2018-02-24,0.85,0.8,0.85,0.95,0.9,1.0,0.89,<1
767,DEL18DT,2018-02-23,0.8,0.85,0.85,0.8,0.8,0.8,0.82,E1
768,DEL18DT,2018-02-22,0.95,0.9,0.85,0.8,0.9,0.8,0.87,<1
769,DEL18DT,2018-02-21,0.95,0.9,0.9,0.9,0.9,0.85,0.9,E1
770,DEL18DT,2018-02-20,1.0,0.9,0.85,0.85,0.9,0.95,0.91,<1
771,DEL18DT,2018-02-19,0.85,0.8,0.9,0.95,0.95,0.9,0.89,E3
772,DEL18DT,2018-02-18,1.1,1.0,1.0,0.95,0.9,0.85,0.97,E1
773,DEL18DT,2018-02-17,0.95,0.9,0.9,1.0,0.95,0.9,0.93,E1
774,DEL18DT,2018-02-16,0.85,0.9,0.95,0.95,0.95,0.95,0.93,E3
775,DEL18DT,2018-02-15,0.8,0.85,0.95,0.95,1.0,1.1,0.94,E4
776,DEL18DT,2018-02-14,0.85,0.85,0.85,0.85,0.85,0.9,0.86,E4
777,DEL18DT,2018-02-13,0.85,0.85,0.9,0.8,0.8,0.9,0.85,E4
778,DEL18DT,2018-02-12,0.75,0.8,0.8,0.85,0.8,0.8,0.8,E2
779,DEL18DT,2018-02-11,0.85,0.85,0.75,0.75,0.8,0.8,0.8,33
780,DEL18DT,2018-02-10,0.9,0.95,0.9,0.85,0.8,0.85,0.88,E7
781,DEL18DT,2018-02-09,0.85,0.8,0.9,0.85,0.85,0.9,0.86,E3
782,DEL18DT,2018-02-08,0.85,0.8,0.85,0.9,0.85,0.9,0.86,<1
783,DEL18DT,2018-02-07,0.8,0.8,0.75,0.8,0.8,0.75,0.78,<1
784,DEL18DT,2018-02-06,0.85,0.85,0.8,0.8,0.85,0.8,0.83,E1
785,DEL18DT,2018-02-05,0.85,0.9,0.95,0.85,0.85,0.85,0.88,<1
786,DEL18DT,2018-02-04,0.85,0.9,0.9,0.85,0.85,0.95,0.88,E4
787,DEL18DT,2018-02-03,0.8,0.8,0.8,0.9,0.9,0.95,0.86,E7
788,DEL18DT,2018-02-02,0.85,0.85,0.8,0.85,0.8,0.8,0.83,E3
789,DEL18DT,2018-01-31,0.8,0.85,0.9,0.9,0.9,0.9,0.88,E6
790,DEL18DT,2018-01-30,0.95,0.9,0.9,0.9,0.9,0.85,0.9,E3
791,DEL18DT,2018-01-29,0.8,0.85,0.9,0.9,0.9,0.85,0.87,E2
792,DEL18DT,2018-01-28,1.0,0.85,0.85,0.9,0.9,0.85,0.89,E1
793,DEL18DT,2018-01-27,0.85,0.85,0.85,0.9,0.85,0.95,0.88,<1
794,DEL18DT,2018-01-26,0.95,0.95,0.85,0.85,0.8,0.85,0.88,E3
795,DEL18DT,2018-01-25,0.9,0.8,0.85,0.85,0.9,0.85,0.86,<1
796,DEL18DT,2018-01-24,1.1,0.95,0.9,0.9,0.85,0.9,0.93,E3
797,DEL18DT,2018-01-23,1.1,1.1,1.1,1.0,1.1,1.0,1.07,E3
798,DEL18DT,2018-01-22,1.1,1.1,1.2,1.1,1.1,1.1,1.12,E2
799,DEL18DT,2018-01-21,1.0,1.0,1.1,1.2,1.1,1.2,1.1,E1
800,DEL18DT,2018-01-20,0.95,0.9,0.95,1.1,1.0,1.1,1.0,<1
801,DEL18DT,2018-01-19,0.9,0.9,1.0,0.85,0.9,0.9,0.91,E2
802,DEL18DT,2018-01-18,0.95,0.9,0.95,0.95,0.9,1.0,0.94,E2
803,DEL18DT,2018-01-17,0.9,1.0,0.95,0.95,0.95,0.9,0.94,E3
804,DEL18DT,2018-01-16,0.9,0.9,0.9,0.9,0.95,0.9,0.91,E2
805,DEL18DT,2018-01-15,0.9,0.95,0.95,0.9,0.95,0.95,0.93,E1
806,DEL18DT,2018-01-14,0.9,0.95,0.95,0.9,0.95,0.95,0.93,E1
807,DEL18DT,2018-01-13,0.9,0.95,0.9,0.95,0.95,0.9,0.93,E3
808,DEL18DT,2018-01-12,1.3,1.3,1.3,1.1,1.1,0.85,1.16,E1
809,DEL18DT,2018-01-11,1.0,1.1,1.3,1.2,1.2,1.2,1.17,E1
810,DEL18DT,2018-01-10,1.0,1.1,1.1,1.3,1.4,1.0,1.15,<1
811,DEL18DT,2018-01-09,1.0,1.0,0.95,0.85,1.1,0.9,0.97,E1
812,DEL18DT,2018-01-08,1.0,1.0,0.95,0.9,0.9,1.0,0.96,<1
813,DEL18DT,2018-01-07,1.0,0.9,0.95,0.9,0.9,0.9,0.93,E1
814,DEL18DT,2018-01-06,0.95,0.95,1.0,0.95,1.0,1.1,0.99,<1
815,DEL18DT,2018-01-05,0.85,0.95,1.0,1.0,1.0,1.0,0.97,<1
816,DEL18DT,2018-01-04,0.95,0.9,1.0,0.95,0.95,0.95,0.95,E3
817,DEL18DT,2018-01-03,0.85,0.85,0.85,1.0,1.0,0.95,0.92,E1
818,DEL18DT,2018-01-02,0.85,0.9,0.85,0.85,0.9,0.8,0.86,<1
819,DEL18DT,2018-01-01,0.85,0.9,0.9,0.95,0.85,0.85,0.88,<1
820,DEL18DT,2017-12-31,0.95,0.85,0.9,0.9,0.9,0.85,0.89,<1
821,DEL18DT,2017-12-30,0.9,0.9,0.95,0.9,0.9,0.9,0.91,<1
822,DEL18DT,2017-12-29,0.85,0.85,0.85,0.9,0.9,0.85,0.87,E1
823,DEL18DT,2017-12-28,1.0,0.95,0.9,0.9,0.95,0.9,0.93,E1
824,DEL18DT,2017-12-27,0.85,0.95,0.95,0.9,1.0,0.95,0.93,E3
825,DEL18DT,2017-12-26,0.95,1.0,1.0,0.85,0.85,0.9,0.93,E4
826,DEL18DT,2017-12-25,0.95,0.9,0.9,0.95,0.9,0.95,0.93,E1
827,DEL18DT,2017-12-24,0.85,0.9,0.9,0.85,0.95,0.9,0.89,E1
828,DEL18DT,2017-12-23,0.85,0.9,0.85,0.95,0.9,0.9,0.89,<1
829,DEL18DT,2017-12-22,1.0,0.95,0.95,0.9,0.85,0.85,0.92,<1
830,DEL18DT,2017-12-21,0.85,1.0,0.9,0.9,0.85,0.9,0.9,E1
831,DEL18DT,2017-12-20,1.0,1.0,1.0,0.9,0.9,0.85,0.94,E2
832,DEL18DT,2017-12-19,0.8,0.85,0.75,1.0,1.0,0.95,0.89,<1
833,DEL18DT,2017-12-18,0.9,0.9,0.9,0.8,0.75,0.85,0.85,<1
834,DEL18DT,2017-12-17,0.9,0.9,0.9,0.95,0.9,0.95,0.92,<1
835,DEL18DT,2017-12-16,0.85,0.85,0.85,0.85,0.9,0.9,0.87,<1
836,DEL18DT,2017-12-15,0.85,0.85,0.85,0.85,0.8,0.85,0.84,<1
837,DEL18DT,2017-12-14,0.85,0.85,0.85,0.85,0.9,0.85,0.86,<1
838,DEL18DT,2017-12-13,1.0,1.0,0.95,0.9,0.85,0.85,0.93,<1
839,DEL18DT,2017-12-12,0.85,0.8,0.85,0.9,0.9,0.95,0.88,<1
840,DEL18DT,2017-12-11,0.85,0.9,0.85,0.9,0.85,0.9,0.88,<1
841,DEL18DT,2017-12-10,0.9,0.9,0.95,0.9,0.85,0.85,0.89,<1
842,DEL18DT,2017-12-09,0.9,0.9,0.9,0.9,0.95,0.9,0.91,E1
843,DEL18DT,2017-12-08,1.0,1.0,1.0,0.85,0.9,0.9,0.94,<1
844,DEL18DT,2017-12-07,0.85,0.95,0.9,0.95,0.95,0.95,0.93,<1
845,DEL18DT,2017-12-06,0.95,0.85,0.95,1.1,0.8,0.85,0.92,E2
846,DEL18DT,2017-12-05,0.75,0.85,0.85,0.75,0.7,0.9,0.8,E2
847,DEL18DT,2017-12-04,0.7,0.75,0.75,1.0,0.85,0.75,0.8,<1
848,DEL18DT,2017-12-03,0.7,0.7,0.75,0.7,0.65,0.75,0.71,E1
849,DEL18DT,2017-12-02,0.7,0.7,0.75,0.7,0.7,0.7,0.71,<1
850,DEL18DT,2017-12-01,0.7,0.7,0.75,0.7,0.75,0.75,0.73,<1
851,DEL18DT,2017-11-30,0.85,0.8,0.8,0.8,0.75,0.8,0.8,<1
852,DEL18DT,2017-11-29,0.8,0.85,0.8,0.75,0.8,0.8,0.8,<1
853,DEL18DT,2017-11-28,0.7,0.7,0.8,0.85,0.8,0.75,0.77,E1
854,DEL18DT,2017-11-27,0.75,0.75,0.75,0.75,0.75,0.75,0.75,<1
855,DEL18DT,2017-11-26,0.8,0.85,0.8,0.8,0.75,0.8,0.8,E3
856,DEL18DT,2017-11-25,0.75,0.7,0.75,0.75,0.75,0.8,0.75,<1
857,DEL18DT,2017-11-24,0.7,0.7,0.75,0.7,0.65,0.7,0.7,<1
858,DEL18DT,2017-11-23,0.75,0.75,0.75,0.8,0.75,0.75,0.76,<1
859,DEL18DT,2017-11-22,0.75,0.65,0.75,0.8,0.75,0.75,0.74,<1
860,DEL18DT,2017-11-21,0.75,0.7,0.7,0.75,0.8,0.7,0.73,E1
861,DEL18DT,2017-11-20,0.75,0.7,0.75,0.75,0.7,0.75,0.73,E1
862,DEL18DT,2017-11-19,0.75,0.7,0.7,0.8,0.8,0.75,0.75,E1
863,DEL18DT,2017-11-18,0.7,0.65,0.7,0.75,0.7,0.7,0.7,<1
864,DEL18DT,2017-11-17,0.75,0.8,0.7,0.75,0.7,0.7,0.73,<1
865,DEL18DT,2017-11-16,0.7,0.7,0.7,0.7,0.75,0.8,0.73,<1
866,DEL18DT,2017-11-15,0.65,0.65,0.65,0.65,0.75,0.7,0.68,E3
867,DEL18DT,2017-11-14,0.65,0.65,0.7,0.65,0.65,0.75,0.68,E1
868,DEL18DT,2017-11-13,0.7,0.65,0.7,0.65,0.7,0.65,0.68,E2
869,DEL18DT,2017-11-12,0.6,0.7,0.65,0.55,0.65,0.6,0.63,E1
870,DEL18DT,2017-11-11,0.75,0.7,0.7,0.65,0.75,0.7,0.71,<1
871,DEL18DT,2017-11-10,0.65,0.65,0.7,0.7,0.75,0.7,0.69,<1
872,DEL18DT,2017-11-09,0.65,0.65,0.7,0.6,0.7,0.6,0.65,<1
873,DEL18DT,2017-11-08,0.7,0.65,0.65,0.6,0.7,0.65,0.66,E5
874,DEL18DT,2017-11-07,0.8,0.65,0.7,0.65,0.65,0.65,0.68,E3
875,DEL18DT,2017-11-06,0.7,0.7,0.8,0.75,0.7,0.7,0.73,E3
876,DEL18DT,2017-11-05,0.65,0.6,0.6,0.7,0.7,0.7,0.66,E3
877,DEL18DT,2017-11-04,0.65,0.65,0.65,0.65,0.6,0.65,0.64,E5
878,DEL18DT,2017-11-03,0.8,0.75,0.65,0.65,0.6,0.65,0.68,E4
879,DEL18DT,2017-11-02,0.65,0.6,0.7,0.75,0.65,0.75,0.68,E10
880,DEL18DT,2017-11-01,0.65,0.65,0.65,0.65,0.6,0.6,0.63,E5
881,DEL18DT,2017-10-31,0.65,0.6,0.6,0.65,0.7,0.65,0.64,E5
882,DEL18DT,2017-10-30,1.0,0.7,0.7,0.65,0.6,0.6,0.71,E10
883,DEL18DT,2017-10-29,0.65,0.7,0.7,0.65,0.7,0.65,0.68,E1
884,DEL18DT,2017-10-28,0.7,0.65,0.75,0.7,0.7,0.7,0.7,E1
885,DEL18DT,2017-10-27,0.75,0.7,0.8,0.75,0.75,0.7,0.74,E3
886,DEL18DT,2017-10-26,0.9,0.85,0.85,0.75,0.85,0.8,0.83,E1
887,DEL18DT,2017-10-25,0.75,0.75,0.8,0.9,0.85,0.9,0.83,E4
888,DEL18DT,2017-10-24,0.9,0.9,0.9,0.9,0.7,0.7,0.83,<1
889,DEL18DT,2017-10-23,0.7,0.7,0.85,0.9,0.85,0.85,0.81,<1
890,DEL18DT,2017-10-22,0.7,0.75,0.75,0.85,0.6,0.6,0.71,E2
891,DEL18DT,2017-10-21,0.75,0.75,0.7,0.65,0.7,0.7,0.71,<1
892,DEL18DT,2017-10-20,0.75,0.8,0.75,0.75,0.75,0.8,0.77,E1
893,DEL18DT,2017-10-19,0.75,0.85,0.8,0.8,0.65,0.75,0.77,<1
894,DEL18DT,2017-10-18,0.75,0.75,1.0,0.85,0.75,0.85,0.83,E2
895,DEL18DT,2017-10-17,0.8,0.8,0.8,0.8,0.75,0.7,0.78,E1
896,DEL18DT,2017-10-16,1.0,0.95,0.95,0.8,0.75,0.8,0.88,E4
897,DEL18DT,2017-10-15,0.85,0.9,0.8,0.85,1.0,1.0,0.9,E4
898,DEL18DT,2017-10-14,0.65,0.65,0.7,0.75,0.8,1.0,0.76,E1
899,DEL18DT,2017-10-13,0.65,0.7,0.65,0.65,0.65,0.65,0.66,E2
900,DEL18DT,2017-10-12,0.7,0.7,0.7,0.8,0.65,0.65,0.7,E2
