,uniqueid,dateofbite,species,breed,age,gender,spayneuter,borough,zipcode
840,841,2016-01-07T00:00:00.000,DOG,American Pit Bull Terrier/Pit Bull,,U,False,Brooklyn,11213.0
841,842,2016-02-03T00:00:00.000,DOG,Beagle,,U,False,Brooklyn,11201.0
842,843,2016-02-02T00:00:00.000,DOG,BELGIAN SHEPHERD,3,F,True,Brooklyn,11238.0
843,844,2016-02-04T00:00:00.000,DOG,Bernese Mountain,18M,F,True,Brooklyn,11215.0
844,845,2016-02-03T00:00:00.000,DOG,Rottweiler,,U,False,Brooklyn,
845,846,2016-01-20T00:00:00.000,DOG,,,U,False,Brooklyn,
846,847,2016-02-04T00:00:00.000,DOG,Chihuahua,1,M,False,Brooklyn,
847,848,2016-02-04T00:00:00.000,DOG,Boston Terrier,4,M,True,Brooklyn,11237.0
848,849,2016-02-06T00:00:00.000,DOG,Silky Terrier,6,M,False,Brooklyn,11206.0
849,850,2016-02-09T00:00:00.000,DOG,Pit Bull,4,M,False,Brooklyn,11207.0
850,851,2016-02-10T00:00:00.000,DOG,American Pit Bull Mix / Pit Bull Mix,9,F,True,Brooklyn,11228.0
851,852,2016-02-10T00:00:00.000,DOG,,,U,False,Brooklyn,
852,853,2016-01-20T00:00:00.000,DOG,Chihuahua,2,U,False,Brooklyn,11209.0
853,854,2016-02-11T00:00:00.000,DOG,,,U,False,Brooklyn,
854,855,2016-02-15T00:00:00.000,DOG,Yorkshire Terrier,6,M,True,Brooklyn,11214.0
855,856,2016-02-13T00:00:00.000,DOG,American Pit Bull Mix / Pit Bull Mix,4,M,False,Brooklyn,11235.0
856,857,2016-02-13T00:00:00.000,DOG,Maltese,6,M,False,Brooklyn,11220.0
857,858,2016-02-13T00:00:00.000,DOG,,,U,False,Brooklyn,
858,859,2016-02-11T00:00:00.000,DOG,American Pit Bull Terrier/Pit Bull,9,M,False,Brooklyn,11206.0
859,860,2016-02-18T00:00:00.000,DOG,AUSTRALIAN CATTLE BLUE HEELER X,5,M,True,Brooklyn,11217.0
860,861,2016-02-18T00:00:00.000,DOG,Bull dog,,U,False,Brooklyn,11229.0
861,862,2016-02-18T00:00:00.000,DOG,German Shepherd,1,M,True,Brooklyn,11208.0
862,863,2016-02-20T00:00:00.000,DOG,,,U,False,Brooklyn,11221.0
863,864,2016-02-19T00:00:00.000,DOG,MIXED,,U,False,Brooklyn,
864,865,2016-02-22T00:00:00.000,DOG,BELIGUM/GERMAN SHEP X,2,M,True,Brooklyn,11226.0
865,866,2016-02-17T00:00:00.000,DOG,LABRADOR RETR/PIT BULL X,2,M,True,Brooklyn,11208.0
866,867,2016-02-21T00:00:00.000,DOG,,,U,False,Brooklyn,11237.0
867,868,2016-02-23T00:00:00.000,DOG,Cocker Spaniel Crossbreed,6,F,True,Brooklyn,11239.0
868,869,2016-02-22T00:00:00.000,DOG,,,U,False,Brooklyn,11234.0
869,870,2016-02-25T00:00:00.000,DOG,American Pit Bull Mix / Pit Bull Mix,1,F,True,Brooklyn,11211.0
870,871,2016-02-25T00:00:00.000,DOG,Border Terrier,13,M,True,Brooklyn,11201.0
871,872,2016-02-10T00:00:00.000,DOG,Labrador Retriever,2,M,True,Brooklyn,11204.0
872,873,2016-02-29T00:00:00.000,DOG,SHIH TZU/MALTESE X,5,M,True,Brooklyn,11223.0
873,874,2016-02-28T00:00:00.000,DOG,Yorkshire Terrier,3,F,False,Brooklyn,11237.0
874,875,2016-02-25T00:00:00.000,DOG,LAB/COLLIE X,13,F,True,Brooklyn,11215.0
875,876,2016-02-28T00:00:00.000,DOG,Miniature Pinscher,5,M,False,Brooklyn,11215.0
876,877,2016-02-16T00:00:00.000,DOG,Yorkshire Terrier Crossbreed,3,F,True,Brooklyn,11233.0
877,878,2016-02-29T00:00:00.000,DOG,Pit Bull,,U,False,Brooklyn,11213.0
878,879,2016-02-26T00:00:00.000,DOG,,,U,False,Brooklyn,11230.0
879,880,2016-02-27T00:00:00.000,DOG,,,U,False,Brooklyn,
880,881,2016-02-18T00:00:00.000,DOG,Bull dog,,U,False,Brooklyn,11233.0
881,882,2016-02-22T00:00:00.000,DOG,Dalmatian,6,M,True,Brooklyn,11220.0
882,883,2016-02-26T00:00:00.000,DOG,Siberian Husky,,M,False,Brooklyn,11220.0
883,884,2016-03-01T00:00:00.000,DOG,,,U,False,Brooklyn,11218.0
884,885,2016-02-25T00:00:00.000,DOG,SHILOH SHEPHERD,,U,False,Brooklyn,11231.0
885,886,2016-03-05T00:00:00.000,DOG,Pit Bull,2,M,False,Brooklyn,11225.0
886,887,2016-03-03T00:00:00.000,DOG,,,U,False,Brooklyn,11220.0
887,888,2016-01-17T00:00:00.000,DOG,American Pit Bull Mix / Pit Bull Mix,11,M,False,Brooklyn,
888,889,2016-02-24T00:00:00.000,DOG,American Pit Bull Terrier/Pit Bull,5,F,True,Brooklyn,11208.0
889,890,2016-03-03T00:00:00.000,DOG,,,U,False,Brooklyn,11222.0
890,891,2016-03-06T00:00:00.000,DOG,Shih Tzu,,U,False,Brooklyn,
891,892,2016-03-04T00:00:00.000,DOG,RAT TERRIER,4,M,True,Brooklyn,11226.0
892,893,2016-03-05T00:00:00.000,DOG,American Pit Bull Terrier/Pit Bull,8,M,False,Brooklyn,11233.0
893,894,2016-02-21T00:00:00.000,DOG,AMER STAFF/LAB X,6,M,False,Brooklyn,11225.0
894,895,2016-03-09T00:00:00.000,DOG,American Pit Bull Terrier/Pit Bull,,U,False,Brooklyn,11220.0
895,896,2016-03-06T00:00:00.000,DOG,American Pit Bull Terrier/Pit Bull,,U,False,Brooklyn,11224.0
896,897,2016-03-07T00:00:00.000,DOG,,,U,False,Brooklyn,11222.0
897,898,2016-03-11T00:00:00.000,DOG,JACK RUSSELL/CHIHUAHUA X,5,M,False,Brooklyn,11208.0
898,899,2016-03-13T00:00:00.000,DOG,Pug,7,M,True,Brooklyn,11202.0
899,900,2016-03-10T00:00:00.000,DOG,Shiba Inu,1,F,False,Brooklyn,11209.0
900,901,2016-03-10T00:00:00.000,DOG,Pit Bull,5,M,False,Brooklyn,11231.0
901,902,2016-03-12T00:00:00.000,DOG,,,U,False,Brooklyn,
902,903,2016-03-12T00:00:00.000,DOG,Shiba Inu,2,F,True,Brooklyn,11230.0
903,904,2016-03-13T00:00:00.000,DOG,,,U,False,Brooklyn,11219.0
904,905,2016-03-15T00:00:00.000,DOG,,,U,False,Brooklyn,
905,906,2016-03-15T00:00:00.000,DOG,Labrador Retriever Crossbreed,7,M,True,Brooklyn,11234.0
906,907,2016-03-12T00:00:00.000,DOG,American Pit Bull Mix / Pit Bull Mix,11,M,True,Brooklyn,11215.0
907,908,2016-03-16T00:00:00.000,DOG,POODLE,13,F,False,Brooklyn,11234.0
908,909,2016-03-17T00:00:00.000,DOG,German Shepherd Crossbreed,9,M,True,Brooklyn,11207.0
909,910,2016-03-10T00:00:00.000,DOG,Pit Bull,1,M,True,Brooklyn,11209.0
910,911,2016-03-18T00:00:00.000,DOG,SHEPHERD MIX,9,M,False,Brooklyn,11229.0
911,912,2016-03-19T00:00:00.000,DOG,American Pit Bull Terrier/Pit Bull,7,M,False,Brooklyn,11203.0
912,913,2016-03-03T00:00:00.000,DOG,,,U,False,Brooklyn,
913,914,2016-03-18T00:00:00.000,DOG,MIXED,,U,False,Brooklyn,
914,915,2016-03-19T00:00:00.000,DOG,"Bull Dog, English",2,M,False,Brooklyn,11203.0
915,916,2016-03-14T00:00:00.000,DOG,American Pit Bull Mix / Pit Bull Mix,8,M,True,Brooklyn,11235.0
916,917,2016-03-23T00:00:00.000,DOG,"Bull Dog, French",7,F,False,Brooklyn,11249.0
917,918,2016-03-08T00:00:00.000,DOG,,,U,False,Brooklyn,11237.0
918,919,2016-03-25T00:00:00.000,DOG,JACK RUSS TERR X- CHIHUAHUA,5,M,False,Brooklyn,11208.0
919,920,2016-03-30T00:00:00.000,DOG,DOGO ARGENTINO X,3,M,False,Brooklyn,11223.0
920,921,2016-03-28T00:00:00.000,DOG,Cairn Terrier,1,M,True,Brooklyn,
921,922,2016-03-30T00:00:00.000,DOG,Boxer,9,M,True,Brooklyn,11210.0
922,923,2016-03-29T00:00:00.000,DOG,,,U,False,Brooklyn,11205.0
923,924,2016-03-26T00:00:00.000,DOG,"Schnauzer, Standard",4,M,False,Brooklyn,11217.0
924,925,2016-04-01T00:00:00.000,DOG,American Pit Bull Terrier/Pit Bull,5,M,False,Brooklyn,11208.0
925,926,2016-04-01T00:00:00.000,DOG,TERRIER/ROTTWEILER X,6,M,False,Brooklyn,11235.0
926,927,2016-04-02T00:00:00.000,DOG,Pit Bull,,U,False,Brooklyn,
927,928,2016-04-02T00:00:00.000,DOG,Chihuahua,,U,False,Brooklyn,
928,929,2016-03-31T00:00:00.000,DOG,American Pit Bull Terrier/Pit Bull,,U,False,Brooklyn,
929,930,2016-04-03T00:00:00.000,DOG,Pit Bull,,U,False,Brooklyn,
930,931,2016-04-05T00:00:00.000,DOG,American Pit Bull Mix / Pit Bull Mix,4,M,False,Brooklyn,11223.0
931,932,2016-04-04T00:00:00.000,DOG,Golden Retriever,,U,False,Brooklyn,11222.0
932,933,2016-04-06T00:00:00.000,DOG,American Pit Bull Terrier/Pit Bull,3,M,False,Brooklyn,11212.0
933,934,2016-04-07T00:00:00.000,DOG,American Pit Bull Mix / Pit Bull Mix,3,M,False,Brooklyn,11221.0
934,935,2016-04-07T00:00:00.000,DOG,American Pit Bull Mix / Pit Bull Mix,3,M,False,Brooklyn,11221.0
935,936,2016-04-06T00:00:00.000,DOG,,,U,False,Brooklyn,11220.0
936,937,2016-04-05T00:00:00.000,DOG,MIXED,,U,False,Brooklyn,11229.0
937,938,2016-04-08T00:00:00.000,DOG,Pit Bull,7,M,False,Brooklyn,11214.0
938,939,2016-04-07T00:00:00.000,DOG,Pit Bull,1,U,False,Brooklyn,11223.0
939,940,2016-04-07T00:00:00.000,DOG,Dachshund Smooth Coat Miniature,7,M,False,Brooklyn,11220.0
940,941,2016-04-07T00:00:00.000,DOG,STAFFORDSHIRE TERRIER/PITBULL MIX,1,F,True,Brooklyn,11221.0
941,942,2016-04-08T00:00:00.000,DOG,Dalmatian,,U,False,Brooklyn,11208.0
942,943,2016-04-08T00:00:00.000,DOG,,,U,False,Brooklyn,11217.0
943,944,2016-04-02T00:00:00.000,DOG,Chihuahua,,U,False,Brooklyn,11234.0
944,945,2016-04-09T00:00:00.000,DOG,Chihuahua,,U,False,Brooklyn,11206.0
945,946,2016-04-09T00:00:00.000,DOG,MASTIFF,,U,False,Brooklyn,11238.0
946,947,2016-04-11T00:00:00.000,DOG,American Pit Bull Mix / Pit Bull Mix,3,M,True,Brooklyn,11210.0
947,948,2016-04-04T00:00:00.000,DOG,MALTESE X,3,M,False,Brooklyn,11235.0
948,949,2016-04-12T00:00:00.000,DOG,American Pit Bull Terrier/Pit Bull,,M,False,Brooklyn,11206.0
949,950,2016-04-10T00:00:00.000,DOG,CORGI,2,M,False,Brooklyn,11232.0
950,951,2016-03-09T00:00:00.000,DOG,Chihuahua,2-3M,M,False,Brooklyn,11237.0
951,952,2016-04-10T00:00:00.000,DOG,,,U,False,Brooklyn,11211.0
952,953,2016-04-14T00:00:00.000,DOG,Pekingese,3,M,True,Brooklyn,11238.0
953,954,2016-04-16T00:00:00.000,DOG,Pit Bull,,U,False,Brooklyn,11207.0
954,955,2016-04-14T00:00:00.000,DOG,Pharoh hound,2,M,True,Brooklyn,11209.0
955,956,2016-04-17T00:00:00.000,DOG,Labrador Retriever Crossbreed,3,F,True,Brooklyn,11201.0
956,957,2016-04-16T00:00:00.000,DOG,,,U,False,Brooklyn,11201.0
957,958,2016-04-18T00:00:00.000,DOG,Rhodesian Ridgeback,8,M,True,Brooklyn,11225.0
958,959,2016-04-14T00:00:00.000,DOG,Pit Bull,10,F,True,Brooklyn,11209.0
959,960,2016-04-17T00:00:00.000,DOG,Labrador Retriever,,U,False,Brooklyn,11214.0
960,961,2016-04-15T00:00:00.000,DOG,LHASA APSO/MALTESE,5,M,True,Brooklyn,11208.0
961,962,2016-04-19T00:00:00.000,DOG,American Pit Bull Terrier/Pit Bull,3,M,True,Brooklyn,11216.0
962,963,2016-04-19T00:00:00.000,DOG,Beagle,6,M,True,Brooklyn,11238.0
963,964,2016-04-19T00:00:00.000,DOG,PITBULL/ROTTWEILER,,U,False,Brooklyn,
964,965,2016-04-20T00:00:00.000,DOG,Pit Bull,7,M,True,Brooklyn,11237.0
965,966,2016-04-21T00:00:00.000,DOG,Pit Bull,3,M,False,Brooklyn,11221.0
966,967,2016-04-20T00:00:00.000,DOG,,,U,False,Brooklyn,11229.0
967,968,2016-04-19T00:00:00.000,DOG,"Collie, Border",7,F,True,Brooklyn,11249.0
968,969,2016-04-23T00:00:00.000,DOG,Maltese,6,M,True,Brooklyn,11249.0
969,970,2016-04-25T00:00:00.000,DOG,,,U,False,Brooklyn,
970,971,2016-04-17T00:00:00.000,DOG,Beagle Crossbreed,5,M,True,Brooklyn,11204.0
971,972,2016-04-19T00:00:00.000,DOG,Pit Bull,7,F,True,Brooklyn,11231.0
972,973,2016-04-25T00:00:00.000,DOG,BLUE NOSED PIT BULL,3,F,False,Brooklyn,11233.0
973,974,2016-04-26T00:00:00.000,DOG,,,U,False,Brooklyn,11222.0
974,975,2016-04-29T00:00:00.000,DOG,Yorkshire Terrier Crossbreed,1,M,True,Brooklyn,11235.0
975,976,2016-04-28T00:00:00.000,DOG,Pit Bull,,U,False,Brooklyn,
976,977,2016-04-27T00:00:00.000,DOG,American Pit Bull Terrier/Pit Bull,,M,False,Brooklyn,11234.0
977,978,2016-04-26T00:00:00.000,DOG,Pit Bull,,U,False,Brooklyn,11221.0
978,979,2016-04-29T00:00:00.000,DOG,American Pit Bull Terrier/Pit Bull,,U,False,Brooklyn,11212.0
979,980,2016-04-21T00:00:00.000,DOG,SHEPARD X,4,M,True,Brooklyn,11228.0
980,981,2016-05-01T00:00:00.000,DOG,,,U,False,Brooklyn,11207.0
981,982,2016-05-02T00:00:00.000,DOG,Dalmatian,1,M,True,Brooklyn,11221.0
982,983,2016-05-02T00:00:00.000,DOG,SHIH TZU X,,U,False,Brooklyn,11206.0
983,984,2016-04-29T00:00:00.000,DOG,"Mastiff, Tibetan",,U,False,Brooklyn,11237.0
984,985,2016-05-03T00:00:00.000,DOG,Pit Bull,,U,False,Brooklyn,11225.0
985,986,2016-05-05T00:00:00.000,DOG,American Pit Bull Mix / Pit Bull Mix,4,F,False,Brooklyn,11236.0
986,987,2016-04-22T00:00:00.000,DOG,MIXED,2018-02-03T00:00:00.000,M,False,Brooklyn,11207.0
987,988,2016-05-03T00:00:00.000,DOG,Cocker Spaniel,5,M,True,Brooklyn,11229.0
988,989,2016-04-21T00:00:00.000,DOG,Pit Bull,,U,False,Brooklyn,11207.0
989,990,2016-04-12T00:00:00.000,DOG,Pit Bull,,U,False,Brooklyn,11236.0
990,991,2016-04-27T00:00:00.000,DOG,Staffordshire Bull Terrier,,M,False,Brooklyn,11223.0
991,992,2016-05-02T00:00:00.000,DOG,Pit Bull,,U,False,Brooklyn,11211.0
992,993,2016-04-25T00:00:00.000,DOG,Yorkshire Terrier,,U,False,Brooklyn,11206.0
993,994,2016-04-30T00:00:00.000,DOG,Chihuahua,9,M,True,Brooklyn,11230.0
994,995,2016-05-09T00:00:00.000,DOG,Pit Bull,2,M,True,Brooklyn,11208.0
995,996,2016-05-10T00:00:00.000,DOG,Golden Retriever,11,M,True,Brooklyn,11217.0
996,997,2016-05-09T00:00:00.000,DOG,MIXED,,U,False,Brooklyn,11221.0
997,998,2016-05-05T00:00:00.000,DOG,Pit Bull,,U,False,Brooklyn,11231.0
998,999,2016-05-10T00:00:00.000,DOG,Shih Tzu,2,M,False,Brooklyn,11234.0
999,1000,2016-05-08T00:00:00.000,DOG,Pit Bull,,U,False,Brooklyn,11221.0
