,school_year,school_dbn,community_school_district,city_council_district,school_level,full_time_health_teachers,f_status_health_teachers,itinerant_health_teachers,sum_of_f_status_and_itinerant,total_part_time_and_full
0,2015-16,01M015,1,2,Elementary,0,0,0,0,0
1,2015-16,01M019,1,2,Elementary,0,0,0,0,0
2,2015-16,01M020,1,1,Elementary,0,0,0,0,0
3,2015-16,01M034,1,2,K-8,0,0,0,0,0
4,2015-16,01M063,1,2,Elementary,0,0,0,0,0
5,2015-16,01M064,1,2,Elementary,0,0,0,0,0
6,2015-16,01M110,1,1,Elementary,0,0,0,0,0
7,2015-16,01M134,1,1,Elementary,0,0,0,0,0
8,2015-16,01M137,1,1,Elementary,0,0,0,0,0
9,2015-16,01M140,1,1,K-8,0,0,0,0,0
10,2015-16,01M142,1,1,Elementary,0,0,0,0,0
11,2015-16,01M184,1,1,K-8,0,0,0,0,0
12,2015-16,01M188,1,2,K-8,0,0,0,0,0
13,2015-16,01M292,1,1,Secondary School,0,0,0,0,0
14,2015-16,01M301,1,2,Junior High-Intermediate-Middle,0,0,0,0,0
15,2015-16,01M315,1,2,Elementary,0,0,0,0,0
16,2015-16,01M332,1,1,Junior High-Intermediate-Middle,0,0,0,0,0
17,2015-16,01M345,1,1,Junior High-Intermediate-Middle,0,0,0,0,0
18,2015-16,01M361,1,2,Elementary,0,0,0,0,0
19,2015-16,01M363,1,2,Elementary,0,0,0,0,0
20,2015-16,01M364,1,2,Elementary,0,0,0,0,0
21,2015-16,01M378,1,1,Junior High-Intermediate-Middle,0,0,0,0,0
22,2015-16,01M448,1,1,High School,0,0,0,0,0
23,2015-16,01M450,1,2,Secondary School,0,0,0,0,0
24,2015-16,01M458,1,1,High School,0,0,0,0,0
25,2015-16,01M509,1,1,High School,0,0,0,0,0
26,2015-16,01M515,1,1,High School,0,0,0,0,0
27,2015-16,01M539,1,2,K-12 All Grades,1,0,0,0,1
28,2015-16,01M650,1,1,High School,0,0,0,0,0
29,2015-16,01M696,1,2,High School,0,0,0,0,0
30,2015-16,01M839,1,2,Junior High-Intermediate-Middle,0,0,0,0,0
31,2015-16,02M001,2,1,Elementary,0,0,0,0,0
32,2015-16,02M002,2,1,Elementary,0,0,0,0,0
33,2015-16,02M003,2,3,Elementary,0,0,0,0,0
34,2015-16,02M006,2,4,Elementary,0,0,0,0,0
35,2015-16,02M011,2,3,Elementary,0,0,0,0,0
36,2015-16,02M033,2,3,Elementary,0,0,0,0,0
37,2015-16,02M040,2,2,Elementary,0,0,0,0,0
38,2015-16,02M041,2,3,Elementary,0,0,0,0,0
39,2015-16,02M042,2,1,Elementary,0,0,0,0,0
40,2015-16,02M047,2,2,High School,0,0,0,0,0
41,2015-16,02M051,2,3,Elementary,0,0,0,0,0
42,2015-16,02M059,2,4,Elementary,0,0,0,0,0
43,2015-16,02M077,2,5,Elementary,1,0,0,0,1
44,2015-16,02M089,2,1,Elementary,0,0,0,0,0
45,2015-16,02M104,2,2,Junior High-Intermediate-Middle,0,0,0,0,0
46,2015-16,02M111,2,3,K-8,0,0,0,0,0
47,2015-16,02M114,2,5,Junior High-Intermediate-Middle,0,0,0,0,0
48,2015-16,02M116,2,2,Elementary,0,0,0,0,0
49,2015-16,02M124,2,1,Elementary,0,0,0,0,0
50,2015-16,02M126,2,1,K-8,0,0,0,0,0
51,2015-16,02M130,2,1,Elementary,0,0,0,0,0
52,2015-16,02M131,2,1,Junior High-Intermediate-Middle,0,0,0,0,0
53,2015-16,02M135,2,1,High School,0,0,0,0,0
54,2015-16,02M139,2,3,High School,0,0,0,0,0
55,2015-16,02M150,2,1,Elementary,0,0,0,0,0
56,2015-16,02M151,2,5,Early Childhood,0,0,0,0,0
57,2015-16,02M158,2,5,Elementary,0,0,0,0,0
58,2015-16,02M167,2,4,Junior High-Intermediate-Middle,0,0,0,0,0
59,2015-16,02M177,2,5,Junior High-Intermediate-Middle,0,0,0,0,0
60,2015-16,02M183,2,5,Elementary,0,0,0,0,0
61,2015-16,02M198,2,5,Elementary,0,0,0,0,0
62,2015-16,02M212,2,3,Elementary,0,0,0,0,0
63,2015-16,02M217,2,5,K-8,0,0,0,0,0
64,2015-16,02M225,2,5,K-8,0,0,0,0,0
65,2015-16,02M234,2,1,Elementary,0,0,0,0,0
66,2015-16,02M255,2,2,Junior High-Intermediate-Middle,0,0,0,0,0
67,2015-16,02M260,2,2,Secondary School,0,0,0,0,0
68,2015-16,02M267,2,4,Elementary,0,0,0,0,0
69,2015-16,02M276,2,1,K-8,0,0,0,0,0
70,2015-16,02M280,2,1,High School,0,0,0,0,0
71,2015-16,02M281,2,4,Elementary,0,0,0,0,0
72,2015-16,02M282,2,1,High School,0,0,0,0,0
73,2015-16,02M288,2,3,High School,0,0,0,0,0
74,2015-16,02M289,2,1,Junior High-Intermediate-Middle,0,0,0,0,0
75,2015-16,02M290,2,5,Elementary,0,0,0,0,0
76,2015-16,02M294,2,1,High School,0,0,0,0,0
77,2015-16,02M296,2,3,High School,0,0,0,0,0
78,2015-16,02M298,2,1,High School,0,0,0,0,0
79,2015-16,02M300,2,3,High School,0,0,0,0,0
80,2015-16,02M303,2,3,High School,0,0,0,0,0
81,2015-16,02M305,2,1,High School,0,0,0,0,0
82,2015-16,02M308,2,1,High School,0,0,0,0,0
83,2015-16,02M312,2,3,Junior High-Intermediate-Middle,0,0,0,0,0
84,2015-16,02M313,2,3,High School,0,0,0,0,0
85,2015-16,02M316,2,1,High School,0,0,0,0,0
86,2015-16,02M340,2,3,Elementary,0,0,0,0,0
87,2015-16,02M343,2,1,Elementary,0,0,0,0,0
88,2015-16,02M347,2,2,K-8,0,0,0,0,0
89,2015-16,02M374,2,2,High School,0,0,0,0,0
90,2015-16,02M376,2,3,High School,0,0,0,0,0
91,2015-16,02M392,2,3,High School,0,0,0,0,0
92,2015-16,02M393,2,3,High School,0,0,0,0,0
93,2015-16,02M394,2,1,High School,0,0,0,0,0
94,2015-16,02M397,2,1,Early Childhood,0,0,0,0,0
95,2015-16,02M399,2,2,High School,0,0,0,0,0
96,2015-16,02M400,2,3,High School,1,0,0,0,1
97,2015-16,02M407,2,2,Secondary School,0,0,0,0,0
98,2015-16,02M408,2,3,Secondary School,0,0,0,0,0
99,2015-16,02M411,2,2,High School,0,0,0,0,0
100,2015-16,02M412,2,3,High School,0,0,0,0,0
101,2015-16,02M413,2,2,Secondary School,0,0,0,0,0
102,2015-16,02M414,2,3,High School,0,0,0,0,0
103,2015-16,02M416,2,5,High School,0,0,0,0,0
104,2015-16,02M418,2,1,High School,1,0,0,0,1
105,2015-16,02M419,2,3,High School,0,0,0,0,0
106,2015-16,02M420,2,2,High School,1,0,0,0,1
107,2015-16,02M422,2,3,Secondary School,1,0,0,0,1
108,2015-16,02M425,2,1,High School,0,0,0,0,0
109,2015-16,02M427,2,2,High School,0,0,0,0,0
110,2015-16,02M432,2,2,High School,0,0,0,0,0
111,2015-16,02M437,2,3,High School,0,0,0,0,0
112,2015-16,02M438,2,2,High School,0,0,0,0,0
113,2015-16,02M439,2,3,High School,0,0,0,0,0
114,2015-16,02M442,2,2,K-12 All Grades,0,0,0,0,0
115,2015-16,02M449,2,5,High School,0,0,0,0,0
116,2015-16,02M459,2,5,High School,0,0,0,0,0
117,2015-16,02M475,2,1,High School,3,0,0,0,3
118,2015-16,02M489,2,1,High School,0,0,0,0,0
119,2015-16,02M500,2,2,High School,0,0,0,0,0
120,2015-16,02M507,2,3,High School,0,0,0,0,0
121,2015-16,02M519,2,5,High School,0,0,0,0,0
122,2015-16,02M520,2,1,High School,1,0,0,0,1
123,2015-16,02M527,2,5,Elementary,0,0,0,0,0
124,2015-16,02M529,2,4,High School,0,0,0,0,0
125,2015-16,02M531,2,4,High School,0,0,0,0,0
126,2015-16,02M533,2,2,High School,0,0,0,0,0
127,2015-16,02M534,2,3,High School,0,0,0,0,0
128,2015-16,02M542,2,3,High School,0,0,0,0,0
129,2015-16,02M543,2,1,High School,0,0,0,0,0
130,2015-16,02M544,2,3,High School,0,0,0,0,0
131,2015-16,02M545,2,1,High School,0,0,0,0,0
132,2015-16,02M546,2,2,High School,0,0,0,0,0
133,2015-16,02M550,2,3,High School,0,0,0,0,0
134,2015-16,02M551,2,1,High School,0,0,0,0,0
135,2015-16,02M560,2,3,High School,0,0,0,0,0
136,2015-16,02M565,2,5,High School,0,0,0,0,0
137,2015-16,02M570,2,3,High School,0,0,0,0,0
138,2015-16,02M575,2,2,High School,0,0,0,0,0
139,2015-16,02M580,2,1,High School,0,0,0,0,0
140,2015-16,02M586,2,2,High School,0,0,0,0,0
141,2015-16,02M600,2,3,High School,1,0,0,0,1
142,2015-16,02M605,2,3,High School,0,0,0,0,0
143,2015-16,02M615,2,3,High School,0,0,0,0,0
144,2015-16,02M625,2,3,High School,0,0,0,0,0
145,2015-16,02M630,2,4,High School,1,0,0,0,1
146,2015-16,02M655,2,5,Secondary School,0,0,0,0,0
147,2015-16,02M896,2,1,Junior High-Intermediate-Middle,0,0,0,0,0
148,2015-16,02M933,2,3,Junior High-Intermediate-Middle,0,0,0,0,0
149,2015-16,03M009,3,6,Elementary,0,0,0,0,0
150,2015-16,03M054,3,7,Junior High-Intermediate-Middle,0,0,0,0,0
151,2015-16,03M075,3,6,Elementary,0,0,0,0,0
152,2015-16,03M076,3,9,Elementary,0,0,0,0,0
153,2015-16,03M084,3,6,Elementary,0,0,0,0,0
154,2015-16,03M087,3,6,Elementary,0,0,0,0,0
155,2015-16,03M145,3,7,Elementary,0,0,0,0,0
156,2015-16,03M149,3,9,K-8,0,0,0,0,0
157,2015-16,03M163,3,7,Elementary,0,0,0,0,0
158,2015-16,03M165,3,7,K-8,0,0,0,0,0
159,2015-16,03M166,3,6,Elementary,0,0,0,0,0
160,2015-16,03M180,3,9,K-8,0,0,0,0,0
161,2015-16,03M185,3,9,Early Childhood,0,0,0,0,0
162,2015-16,03M191,3,6,Elementary,0,0,0,0,0
163,2015-16,03M199,3,6,Elementary,0,0,0,0,0
164,2015-16,03M208,3,9,Elementary,0,0,0,0,0
165,2015-16,03M241,3,9,K-8,0,0,0,0,0
166,2015-16,03M242,3,9,Elementary,0,0,0,0,0
167,2015-16,03M243,3,6,Junior High-Intermediate-Middle,0,0,0,0,0
168,2015-16,03M245,3,6,Junior High-Intermediate-Middle,0,0,0,0,0
169,2015-16,03M247,3,6,Junior High-Intermediate-Middle,0,0,0,0,0
170,2015-16,03M250,3,6,Junior High-Intermediate-Middle,0,0,0,0,0
171,2015-16,03M256,3,6,Junior High-Intermediate-Middle,0,0,0,0,0
172,2015-16,03M258,3,6,Junior High-Intermediate-Middle,0,0,0,0,0
173,2015-16,03M291,3,6,Secondary School,0,0,0,0,0
174,2015-16,03M299,3,6,High School,0,0,0,0,0
175,2015-16,03M307,3,6,High School,0,1,0,1,1
176,2015-16,03M333,3,6,K-8,0,0,0,0,0
177,2015-16,03M334,3,6,K-8,0,0,0,0,0
178,2015-16,03M402,3,6,High School,0,0,0,0,0
179,2015-16,03M403,3,6,High School,0,0,0,0,0
180,2015-16,03M404,3,6,High School,0,0,0,0,0
181,2015-16,03M415,3,9,Secondary School,0,0,0,0,0
182,2015-16,03M417,3,6,High School,0,0,0,0,0
183,2015-16,03M421,3,7,Junior High-Intermediate-Middle,0,0,0,0,0
184,2015-16,03M452,3,6,Elementary,0,0,0,0,0
185,2015-16,03M479,3,3,High School,0,0,0,0,0
186,2015-16,03M485,3,6,High School,1,0,0,0,1
187,2015-16,03M492,3,6,High School,0,0,0,0,0
188,2015-16,03M494,3,6,High School,0,0,0,0,0
189,2015-16,03M505,3,7,High School,0,0,0,0,0
190,2015-16,03M541,3,6,High School,0,0,0,0,0
191,2015-16,03M859,3,6,K-8,0,0,0,0,0
192,2015-16,03M860,3,9,Secondary School,1,0,0,0,1
193,2015-16,03M862,3,7,Junior High-Intermediate-Middle,0,0,0,0,0
194,2015-16,04M007,4,8,K-8,0,0,0,0,0
195,2015-16,04M012,4,8,K-8,0,0,0,0,0
196,2015-16,04M037,4,8,Elementary,0,0,0,0,0
197,2015-16,04M038,4,8,Elementary,0,0,0,0,0
198,2015-16,04M050,4,8,K-8,0,0,0,0,0
199,2015-16,04M057,4,8,K-8,0,0,0,0,0
200,2015-16,04M072,4,8,Elementary,0,0,0,0,0
201,2015-16,04M083,4,8,Elementary,0,0,0,0,0
202,2015-16,04M096,4,8,K-8,0,0,0,0,0
203,2015-16,04M102,4,8,Elementary,0,0,0,0,0
204,2015-16,04M108,4,8,K-8,0,0,0,0,0
205,2015-16,04M112,4,8,Early Childhood,0,0,0,0,0
206,2015-16,04M146,4,8,Elementary,0,0,0,0,0
207,2015-16,04M155,4,8,Elementary,0,0,0,0,0
208,2015-16,04M171,4,8,K-8,0,0,0,0,0
209,2015-16,04M182,4,8,Elementary,0,0,0,0,0
210,2015-16,04M206,4,8,Elementary,0,0,0,0,0
211,2015-16,04M224,4,8,Junior High-Intermediate-Middle,0,0,0,0,0
212,2015-16,04M372,4,8,Secondary School,0,0,0,0,0
213,2015-16,04M375,4,8,Elementary,0,0,0,0,0
214,2015-16,04M377,4,8,Junior High-Intermediate-Middle,0,0,0,0,0
215,2015-16,04M381,4,8,Junior High-Intermediate-Middle,0,0,0,0,0
216,2015-16,04M406,4,8,Junior High-Intermediate-Middle,0,0,0,0,0
217,2015-16,04M409,4,8,High School,1,0,0,0,1
218,2015-16,04M435,4,8,High School,0,0,0,0,0
219,2015-16,04M495,4,8,High School,0,0,0,0,0
220,2015-16,04M497,4,8,Elementary,0,0,0,0,0
221,2015-16,04M555,4,8,High School,0,0,0,0,0
222,2015-16,04M610,4,8,Secondary School,0,0,0,0,0
223,2015-16,04M680,4,8,High School,0,0,0,0,0
224,2015-16,04M825,4,8,Junior High-Intermediate-Middle,0,0,0,0,0
225,2015-16,04M964,4,8,Elementary,0,0,0,0,0
226,2015-16,05M030,5,9,Elementary,0,0,0,0,0
227,2015-16,05M036,5,7,Elementary,0,0,0,0,0
228,2015-16,05M046,5,9,Elementary,1,0,0,0,1
229,2015-16,05M092,5,9,Elementary,0,0,0,0,0
230,2015-16,05M123,5,9,K-8,0,0,0,0,0
231,2015-16,05M125,5,7,Elementary,0,0,0,0,0
232,2015-16,05M129,5,9,K-8,0,0,0,0,0
233,2015-16,05M133,5,9,Elementary,0,0,0,0,0
234,2015-16,05M148,5,9,Secondary School,0,0,0,0,0
235,2015-16,05M154,5,9,Elementary,0,0,0,0,0
236,2015-16,05M157,5,9,High School,0,0,0,0,0
237,2015-16,05M161,5,9,K-8,0,0,0,0,0
238,2015-16,05M175,5,9,Elementary,0,0,0,0,0
239,2015-16,05M194,5,9,Elementary,0,0,0,0,0
240,2015-16,05M197,5,9,Elementary,0,0,0,0,0
241,2015-16,05M200,5,9,Elementary,0,0,0,0,0
242,2015-16,05M285,5,9,High School,0,0,0,0,0
243,2015-16,05M286,5,7,Junior High-Intermediate-Middle,0,0,0,0,0
244,2015-16,05M302,5,9,Junior High-Intermediate-Middle,0,0,0,0,0
245,2015-16,05M304,5,9,High School,0,0,0,0,0
246,2015-16,05M318,5,9,Elementary,0,0,0,0,0
247,2015-16,05M362,5,7,Junior High-Intermediate-Middle,0,0,0,0,0
248,2015-16,05M367,5,7,Secondary School,0,0,0,0,0
249,2015-16,05M369,5,7,High School,0,0,0,0,0
250,2015-16,05M410,5,7,Junior High-Intermediate-Middle,0,0,0,0,0
251,2015-16,05M469,5,9,Secondary School,0,0,0,0,0
252,2015-16,05M499,5,9,Secondary School,0,0,0,0,0
253,2015-16,05M514,5,7,Junior High-Intermediate-Middle,0,0,0,0,0
254,2015-16,05M517,5,7,Elementary,0,0,0,0,0
255,2015-16,05M670,5,9,Secondary School,0,0,0,0,0
256,2015-16,05M685,5,9,High School,0,0,0,0,0
257,2015-16,05M692,5,9,High School,0,0,0,0,0
258,2015-16,06M004,6,7,Elementary,0,0,0,0,0
259,2015-16,06M005,6,10,Elementary,0,0,0,0,0
260,2015-16,06M008,6,10,Elementary,0,0,0,0,0
261,2015-16,06M018,6,10,K-8,0,0,0,0,0
262,2015-16,06M028,6,7,Elementary,0,0,0,0,0
263,2015-16,06M048,6,10,Elementary,0,0,0,0,0
264,2015-16,06M052,6,10,Junior High-Intermediate-Middle,0,0,0,0,0
265,2015-16,06M098,6,10,Elementary,0,0,0,0,0
266,2015-16,06M103,6,10,Elementary,0,0,0,0,0
267,2015-16,06M115,6,10,Elementary,0,0,0,0,0
268,2015-16,06M128,6,10,Elementary,0,0,0,0,0
269,2015-16,06M132,6,10,Elementary,0,0,0,0,0
270,2015-16,06M143,6,10,Junior High-Intermediate-Middle,0,0,0,0,0
271,2015-16,06M152,6,10,Elementary,0,0,0,0,0
272,2015-16,06M153,6,7,Elementary,0,0,0,0,0
273,2015-16,06M173,6,10,Elementary,0,0,0,0,0
274,2015-16,06M178,6,10,Early Childhood,0,0,0,0,0
275,2015-16,06M187,6,10,K-8,0,0,0,0,0
276,2015-16,06M189,6,10,Elementary,0,0,0,0,0
277,2015-16,06M192,6,7,Elementary,0,0,0,0,0
278,2015-16,06M209,6,7,Junior High-Intermediate-Middle,0,0,0,0,0
279,2015-16,06M210,6,7,K-8,1,0,0,0,1
280,2015-16,06M211,6,10,High School,0,0,0,0,0
281,2015-16,06M218,6,10,Junior High-Intermediate-Middle,0,0,0,0,0
282,2015-16,06M223,6,9,Junior High-Intermediate-Middle,0,0,0,0,0
283,2015-16,06M278,6,10,K-8,0,0,0,0,0
284,2015-16,06M293,6,10,Secondary School,0,0,0,0,0
285,2015-16,06M311,6,10,K-8,0,0,0,0,0
286,2015-16,06M314,6,10,Elementary,0,0,0,0,0
287,2015-16,06M319,6,10,Junior High-Intermediate-Middle,1,0,0,0,1
288,2015-16,06M322,6,10,Junior High-Intermediate-Middle,0,0,0,0,0
289,2015-16,06M324,6,10,Junior High-Intermediate-Middle,0,0,0,0,0
290,2015-16,06M325,6,7,Elementary,0,0,0,0,0
291,2015-16,06M326,6,10,Junior High-Intermediate-Middle,0,0,0,0,0
292,2015-16,06M328,6,10,Junior High-Intermediate-Middle,1,0,0,0,1
293,2015-16,06M346,6,7,Secondary School,0,0,0,0,0
294,2015-16,06M348,6,10,Secondary School,0,0,0,0,0
295,2015-16,06M349,6,10,Junior High-Intermediate-Middle,0,0,0,0,0
296,2015-16,06M366,6,10,Elementary,0,0,0,0,0
297,2015-16,06M368,6,7,Elementary,0,0,0,0,0
298,2015-16,06M423,6,10,High School,0,0,0,0,0
299,2015-16,06M462,6,10,High School,0,0,0,0,0
300,2015-16,06M463,6,10,High School,0,0,0,0,0
301,2015-16,06M467,6,10,High School,0,0,0,0,0
302,2015-16,06M468,6,10,High School,1,0,0,0,1
303,2015-16,06M513,6,10,Elementary,0,0,0,0,0
304,2015-16,06M528,6,10,Junior High-Intermediate-Middle,0,0,0,0,0
305,2015-16,06M540,6,9,High School,0,0,0,0,0
306,2015-16,06M552,6,10,High School,0,0,0,0,0
307,2015-16,07X001,7,17,Elementary,0,0,0,0,0
308,2015-16,07X005,7,8,Elementary,0,0,0,0,0
309,2015-16,07X018,7,8,Elementary,0,0,0,0,0
310,2015-16,07X025,7,8,Elementary,0,0,0,0,0
311,2015-16,07X029,7,17,K-8,0,0,0,0,0
312,2015-16,07X030,7,8,Elementary,0,0,0,0,0
313,2015-16,07X031,7,17,K-8,0,0,0,0,0
314,2015-16,07X043,7,8,Elementary,0,0,0,0,0
315,2015-16,07X049,7,8,Elementary,0,0,0,0,0
316,2015-16,07X065,7,8,Elementary,0,0,0,0,0
317,2015-16,07X151,7,17,Junior High-Intermediate-Middle,0,0,0,0,0
318,2015-16,07X154,7,8,Elementary,0,0,0,0,0
319,2015-16,07X157,7,17,Elementary,0,0,0,0,0
320,2015-16,07X161,7,8,Elementary,0,0,0,0,0
321,2015-16,07X162,7,17,Junior High-Intermediate-Middle,0,0,0,0,0
322,2015-16,07X179,7,8,Elementary,0,0,0,0,0
323,2015-16,07X221,7,8,Secondary School,0,0,0,0,0
324,2015-16,07X223,7,8,Junior High-Intermediate-Middle,0,0,0,0,0
325,2015-16,07X224,7,8,Junior High-Intermediate-Middle,0,0,0,0,0
326,2015-16,07X259,7,8,High School,0,0,0,0,0
327,2015-16,07X277,7,8,Elementary,0,0,0,0,0
328,2015-16,07X296,7,17,Junior High-Intermediate-Middle,0,0,0,0,0
329,2015-16,07X298,7,17,Junior High-Intermediate-Middle,0,0,0,0,0
330,2015-16,07X321,7,17,High School,0,0,0,0,0
331,2015-16,07X334,7,8,High School,0,0,0,0,0
332,2015-16,07X343,7,8,Junior High-Intermediate-Middle,0,0,0,0,0
333,2015-16,07X359,7,17,Elementary,0,0,0,0,0
334,2015-16,07X369,7,8,Elementary,0,0,0,0,0
335,2015-16,07X379,7,17,High School,0,0,0,0,0
336,2015-16,07X381,7,17,High School,0,0,0,0,0
337,2015-16,07X385,7,17,Elementary,0,0,0,0,0
338,2015-16,07X427,7,8,High School,0,0,0,0,0
339,2015-16,07X473,7,17,High School,0,0,0,0,0
340,2015-16,07X495,7,17,High School,0,0,0,0,0
341,2015-16,07X500,7,17,Secondary School,1,0,0,0,1
342,2015-16,07X520,7,8,High School,0,0,0,0,0
343,2015-16,07X522,7,17,High School,0,0,0,0,0
