,im_incident_key,fire_box,incident_type_desc,incident_date_time,arrival_date_time,units_onscene,last_unit_cleared_date_time,highest_level_desc,total_incident_duration,action_taken1_desc,action_taken2_desc,action_taken3_desc,property_use_desc,street_highway,zip_code,borough_desc,floor,co_detector_present_desc,story_fire_origin_count,fire_spread_desc,detector_presence_desc,aes_presence_desc,standpipe_sys_present_flag
265,63475862,2748,736 - CO detector activation due to malfunction,2018-06-30 20:56:42,2018-06-30 21:01:05,2.0,2018-06-30 21:07:54,11 - First Alarm,672,"00 - Action taken, other",,,UUU - Undetermined,WASHINGTON AVE,10456,2 - Bronx,,,,,,,
266,63475859,2667,"300 - Rescue, EMS incident, other",2018-06-30 20:56:18,2018-06-30 21:00:05,1.0,2018-06-30 21:06:26,11 - First Alarm,608,"00 - Action taken, other",,,UUU - Undetermined,4 AVE,11220,4 - Brooklyn,,,,,,,
267,63475856,1379,"300 - Rescue, EMS incident, other",2018-06-30 20:54:55,2018-06-30 20:57:15,1.0,2018-06-30 21:13:39,11 - First Alarm,1124,"00 - Action taken, other",,,UUU - Undetermined,BEACH 116 ST,11694,5 - Queens,,,,,,,
268,63475848,1464,"510 - Person in distress, other",2018-06-30 20:53:48,2018-06-30 21:16:42,1.0,2018-06-30 21:29:32,11 - First Alarm,2144,"00 - Action taken, other",,,"941 - Open ocean, sea or tidal waters",BEACH 193 ST,11697,5 - Queens,,,,,,,
269,63475852,1554,"710 - Malicious, mischievous false call, other",2018-06-30 20:53:45,2018-06-30 20:58:19,1.0,2018-06-30 21:01:19,11 - First Alarm,454,"00 - Action taken, other",,,UUU - Undetermined,FLATBUSH AVE,11226,4 - Brooklyn,,,,,,,
270,63475850,1029,5001 - Cable / Telephone Wires Down,2018-06-30 20:53:32,2018-06-30 21:00:05,1.0,2018-06-30 21:05:25,11 - First Alarm,713,45 - Remove hazard,55 - Establish safe area,,"960 - Street, other",MIDWOOD ST,11203,4 - Brooklyn,,,,,,,
271,63475847,3959,735A - Unwarranted alarm/defective condition of alarm system,2018-06-30 20:53:00,2018-06-30 20:57:16,1.0,2018-06-30 21:00:23,11 - First Alarm,443,86 - Investigate,63 - Restore fire alarm system,,"210 - Schools, non-adult, other",PARKSIDE AVE,11226,4 - Brooklyn,,,,,,,
272,63475860,2077,"300 - Rescue, EMS incident, other",2018-06-30 20:52:59,2018-06-30 20:59:14,1.0,2018-06-30 21:00:07,11 - First Alarm,428,"00 - Action taken, other",,,UUU - Undetermined,BELMONT AVE,11208,4 - Brooklyn,,,,,,,
273,63475843,3760,"744 - Detector activation, no fire - unintentional",2018-06-30 20:52:00,2018-06-30 20:55:57,2.0,2018-06-30 20:59:35,11 - First Alarm,455,86 - Investigate,,,429 - Multifamily dwelling,EASTERN PKWY,11233,4 - Brooklyn,2,,,,,,
274,63475842,3504,522 - Water or steam leak,2018-06-30 20:51:26,2018-06-30 21:06:08,1.0,2018-06-30 21:12:34,11 - First Alarm,1268,64 - Shut down system,,,"962 - Residential street, road or residential driveway",ALBANY CRES,10463,2 - Bronx,,,,,,,
275,63475829,5831,"300 - Rescue, EMS incident, other",2018-06-30 20:48:47,2018-06-30 20:54:47,1.0,2018-06-30 21:00:53,11 - First Alarm,726,"00 - Action taken, other",,,UUU - Undetermined,135 AVE,11413,5 - Queens,,,,,,,
276,63475827,1953,412 - Gas leak (natural gas or LPG),2018-06-30 20:47:44,2018-06-30 20:52:23,3.0,2018-06-30 21:00:23,11 - First Alarm,759,44 - Hazardous materials leak control & containment,64 - Shut down system,82 - Notify other agencies.,429 - Multifamily dwelling,COZINE AVE,11207,4 - Brooklyn,3,,,,,,
277,63475824,4723,522 - Water or steam leak,2018-06-30 20:47:33,2018-06-30 20:52:28,1.0,2018-06-30 21:07:24,11 - First Alarm,1191,86 - Investigate,82 - Notify other agencies.,,429 - Multifamily dwelling,RICHMAN PLZ,10453,2 - Bronx,2,,,,,,
278,63475821,2077,"300 - Rescue, EMS incident, other",2018-06-30 20:47:00,2018-06-30 20:52:59,1.0,2018-06-30 20:54:55,11 - First Alarm,475,"00 - Action taken, other",,,UUU - Undetermined,77 ST,11416,5 - Queens,,,,,,,
279,63475817,359,"300 - Rescue, EMS incident, other",2018-06-30 20:45:09,2018-06-30 20:49:01,1.0,2018-06-30 21:08:02,11 - First Alarm,1373,"00 - Action taken, other",,,UUU - Undetermined,THOMPSON ST,10012,1 - Manhattan,,,,,,,
280,63475812,2828,"300 - Rescue, EMS incident, other",2018-06-30 20:43:47,2018-06-30 20:47:20,1.0,2018-06-30 21:46:55,11 - First Alarm,3788,"00 - Action taken, other",,,UUU - Undetermined,BRUCKNER BLVD         SB,10473,2 - Bronx,,,,,,,
281,63475815,3908,"710 - Malicious, mischievous false call, other",2018-06-30 20:43:35,2018-06-30 20:47:49,1.0,2018-06-30 20:49:25,11 - First Alarm,350,"00 - Action taken, other",,,UUU - Undetermined,DEFAULT RECORD FOR SF,11203,4 - Brooklyn,,,,,,,
282,63475804,3073,"520 - Water problem, other",2018-06-30 20:42:56,2018-06-30 20:50:24,1.0,2018-06-30 20:54:20,11 - First Alarm,684,"00 - Action taken, other",,,581 - Department or discount store,AVE U,11234,4 - Brooklyn,,,,,,,
283,63475803,1191,"116 - Fuel burner/boiler malfunction, fire confined",2018-06-30 20:42:12,2018-06-30 20:45:56,6.0,2018-06-30 21:01:14,11 - First Alarm,1142,21 - Search,51 - Ventilate,64 - Shut down system,429 - Multifamily dwelling,E 89 ST,10128,1 - Manhattan,bsmnt,,,,,,
284,63475796,1529,"445 - Arcing, shorted electrical equipment",2018-06-30 20:41:19,2018-06-30 20:45:31,6.0,2018-06-30 21:02:59,11 - First Alarm,1300,82 - Notify other agencies.,,,429 - Multifamily dwelling,OLD BROADWAY,10027,1 - Manhattan,10,,,,,,
285,63475798,3479,"300 - Rescue, EMS incident, other",2018-06-30 20:41:19,2018-06-30 20:45:26,1.0,2018-06-30 20:59:59,11 - First Alarm,1120,"00 - Action taken, other",,,UUU - Undetermined,MR08,10308,3 - Staten Island,,,,,,,
286,63475793,2648,"300 - Rescue, EMS incident, other",2018-06-30 20:39:57,2018-06-30 20:45:07,1.0,2018-06-30 21:26:15,11 - First Alarm,2778,"00 - Action taken, other",,,UUU - Undetermined,RANDALL AVE,10473,2 - Bronx,,,,,,,
287,63475792,203,"300 - Rescue, EMS incident, other",2018-06-30 20:39:49,2018-06-30 20:43:51,1.0,2018-06-30 20:55:31,11 - First Alarm,942,"00 - Action taken, other",,,UUU - Undetermined,BOWERY,10002,1 - Manhattan,,,,,,,
288,63475787,5526,"300 - Rescue, EMS incident, other",2018-06-30 20:38:56,2018-06-30 20:44:13,1.0,2018-06-30 20:47:09,11 - First Alarm,493,"00 - Action taken, other",,,UUU - Undetermined,214 ST,11428,5 - Queens,,,,,,,
289,63475780,684,740A - Unnecessary alarm/construction activities,2018-06-30 20:36:28,2018-06-30 20:41:28,3.0,2018-06-30 20:49:31,11 - First Alarm,783,86 - Investigate,,,UUU - Undetermined,1 AVE,10016,1 - Manhattan,,,,,,,
290,63475773,786,"300 - Rescue, EMS incident, other",2018-06-30 20:36:25,2018-06-30 20:40:12,1.0,2018-06-30 20:47:52,11 - First Alarm,687,"00 - Action taken, other",,,UUU - Undetermined,W 42 ST,10036,1 - Manhattan,,,,,,,
291,63475771,811,"300 - Rescue, EMS incident, other",2018-06-30 20:36:20,2018-06-30 20:41:49,1.0,2018-06-30 20:57:29,11 - First Alarm,1269,"00 - Action taken, other",,,UUU - Undetermined,BROADWAY,10036,1 - Manhattan,,,,,,,
292,63475770,2921,352 - Extrication of victim(s) from vehicle,2018-06-30 20:36:01,2018-06-30 20:39:07,4.0,2018-06-30 21:06:22,11 - First Alarm,1821,"23 - Extricate, disentangle",31 - Provide first aid & check for injuries,78 - Control traffic,"960 - Street, other",BAY PKWY,11230,4 - Brooklyn,,,,,,,
293,63475772,7649,"151 - Outside rubbish, trash or waste fire",2018-06-30 20:35:50,2018-06-30 20:41:40,5.0,2018-06-30 20:55:13,11 - First Alarm,1163,11 - Extinguishment by fire service personnel,,,931 - Open land or field,77 ST,11370,5 - Queens,,,,,,,
294,63475775,4463,740A - Unnecessary alarm/construction activities,2018-06-30 20:35:50,2018-06-30 20:40:09,2.0,2018-06-30 20:49:30,11 - First Alarm,820,86 - Investigate,,,UUU - Undetermined,NORTHERN BLVD,11354,5 - Queens,,,,,,,
295,63475767,3881,"300 - Rescue, EMS incident, other",2018-06-30 20:35:48,2018-06-30 20:42:44,1.0,2018-06-30 21:35:36,11 - First Alarm,3588,"00 - Action taken, other",,,UUU - Undetermined,BENSON AVE,11214,4 - Brooklyn,,,,,,,
296,63475763,1627,"300 - Rescue, EMS incident, other",2018-06-30 20:35:35,2018-06-30 20:41:23,1.0,2018-06-30 21:41:22,11 - First Alarm,3947,"00 - Action taken, other",,,UUU - Undetermined,W 145 ST,10030,1 - Manhattan,,,,,,,
297,63475759,3795,"300 - Rescue, EMS incident, other",2018-06-30 20:34:17,2018-06-30 20:39:23,1.0,2018-06-30 21:05:43,11 - First Alarm,1886,"00 - Action taken, other",,,UUU - Undetermined,VAN CORTLANDT PARK S,10463,2 - Bronx,,,,,,,
298,63475756,735,"300 - Rescue, EMS incident, other",2018-06-30 20:33:45,2018-06-30 20:35:17,1.0,2018-06-30 21:04:21,11 - First Alarm,1836,"00 - Action taken, other",,,UUU - Undetermined,WYCKOFF AVE,11237,4 - Brooklyn,,,,,,,
299,63475760,3160,"550 - Public service assistance, other",2018-06-30 20:33:37,2018-06-30 20:40:57,1.0,2018-06-30 20:47:17,11 - First Alarm,820,"00 - Action taken, other",,,419 - 1 or 2 family dwelling,E 57 ST,11234,4 - Brooklyn,1,,,,,,
300,63475751,2229,353 - Removal of victim(s) from stalled elevator,2018-06-30 20:31:36,2018-06-30 20:37:07,1.0,2018-06-30 20:47:07,11 - First Alarm,931,64 - Shut down system,,,429 - Multifamily dwelling,E 149 ST,10454,2 - Bronx,2,,,,,,
301,63475747,2173,"300 - Rescue, EMS incident, other",2018-06-30 20:31:32,2018-06-30 20:35:33,1.0,2018-06-30 21:07:52,11 - First Alarm,2180,"00 - Action taken, other",,,UUU - Undetermined,CYPRESS AVE,10454,2 - Bronx,,,,,,,
302,63475741,2207,"710 - Malicious, mischievous false call, other",2018-06-30 20:29:43,2018-06-30 20:37:14,1.0,2018-06-30 20:38:13,11 - First Alarm,510,"00 - Action taken, other",,,UUU - Undetermined,CHURCH AVE,11236,4 - Brooklyn,,,,,,,
303,63475727,363,"300 - Rescue, EMS incident, other",2018-06-30 20:26:23,2018-06-30 20:29:49,1.0,2018-06-30 20:44:18,11 - First Alarm,1075,"00 - Action taken, other",,,UUU - Undetermined,CLOVE WAY,10301,3 - Staten Island,,,,,,,
304,63475722,1514,"300 - Rescue, EMS incident, other",2018-06-30 20:25:31,2018-06-30 20:29:52,1.0,2018-06-30 20:31:27,11 - First Alarm,356,"00 - Action taken, other",,,UUU - Undetermined,W 129 ST,10027,1 - Manhattan,,,,,,,
305,63475733,1567,611 - Dispatched & canceled en route,2018-06-30 20:25:23,2018-06-30 20:28:21,1.0,2018-06-30 20:35:25,11 - First Alarm,602,93 - Cancelled en route,,,UUU - Undetermined,VERONICA PL,11226,4 - Brooklyn,,,,,,,
306,63475719,1345,"300 - Rescue, EMS incident, other",2018-06-30 20:25:01,2018-06-30 20:28:34,1.0,2018-06-30 20:33:49,11 - First Alarm,528,"00 - Action taken, other",,,UUU - Undetermined,BEACH 96 ST,11693,5 - Queens,,,,,,,
307,63475721,1610,412 - Gas leak (natural gas or LPG),2018-06-30 20:24:39,2018-06-30 20:28:37,3.0,2018-06-30 20:35:24,11 - First Alarm,645,44 - Hazardous materials leak control & containment,64 - Shut down system,82 - Notify other agencies.,429 - Multifamily dwelling,STERLING PL,11213,4 - Brooklyn,,,,,,,
308,63475724,1590,"445 - Arcing, shorted electrical equipment",2018-06-30 20:24:23,2018-06-30 20:29:16,4.0,2018-06-30 20:40:01,11 - First Alarm,938,82 - Notify other agencies.,,,429 - Multifamily dwelling,CHURCH AVE,11203,4 - Brooklyn,1st floor,,,,,,
309,63475720,3425,736 - CO detector activation due to malfunction,2018-06-30 20:24:20,2018-06-30 20:28:43,2.0,2018-06-30 20:38:00,11 - First Alarm,820,"00 - Action taken, other",,,UUU - Undetermined,WARING AVE,10469,2 - Bronx,,,,,,,
310,63475717,173,"710 - Malicious, mischievous false call, other",2018-06-30 20:24:07,2018-06-30 20:29:24,1.0,2018-06-30 20:30:26,11 - First Alarm,379,"00 - Action taken, other",,,UUU - Undetermined,DEFAULT RECORD FOR SF,11222,4 - Brooklyn,,,,,,,
311,63475711,3690,"300 - Rescue, EMS incident, other",2018-06-30 20:21:52,2018-06-30 20:24:33,1.0,2018-06-30 20:26:14,11 - First Alarm,262,"00 - Action taken, other",,,UUU - Undetermined,LEVERETT AVE,10312,3 - Staten Island,,,,,,,
312,63475708,3190,522 - Water or steam leak,2018-06-30 20:20:18,2018-06-30 20:24:53,1.0,2018-06-30 20:41:46,11 - First Alarm,1288,64 - Shut down system,,,429 - Multifamily dwelling,E 183 ST,10458,2 - Bronx,1,,,,,,
313,63475702,7797,"300 - Rescue, EMS incident, other",2018-06-30 20:20:13,2018-06-30 20:26:36,1.0,2018-06-30 20:35:22,11 - First Alarm,909,"00 - Action taken, other",,,UUU - Undetermined,58 ST,11377,5 - Queens,,,,,,,
314,63475705,1779,4001 - Tree/branch removal or cutting,2018-06-30 20:19:46,2018-06-30 20:31:46,1.0,2018-06-30 21:19:35,11 - First Alarm,3589,45 - Remove hazard,55 - Establish safe area,,"960 - Street, other",AMSTERDAM AVE,10040,1 - Manhattan,,,,,,,
315,63475699,7896,522 - Water or steam leak,2018-06-30 20:19:15,2018-06-30 20:20:04,1.0,2018-06-30 20:27:34,11 - First Alarm,499,64 - Shut down system,,,"962 - Residential street, road or residential driveway",95 ST,11372,5 - Queens,,,,,,,
316,63475695,2227,"300 - Rescue, EMS incident, other",2018-06-30 20:19:02,2018-06-30 20:44:40,1.0,2018-06-30 21:10:10,11 - First Alarm,3068,"00 - Action taken, other",,,UUU - Undetermined,E 148 ST,10455,2 - Bronx,,,,,,,
317,63475696,3443,"500 - Service Call, other",2018-06-30 20:18:31,,,2018-06-30 20:23:07,11 - First Alarm,276,86 - Investigate,,,429 - Multifamily dwelling,BRITTON ST,10467,2 - Bronx,3,,,,,,
318,63475693,2359,"113 - Cooking fire, confined to container",2018-06-30 20:18:22,2018-06-30 20:23:27,5.0,2018-06-30 20:43:33,11 - First Alarm,1511,11 - Extinguishment by fire service personnel,51 - Ventilate,,429 - Multifamily dwelling,E 162 ST,10451,2 - Bronx,7,,,,,,
319,63475690,1032,"651 - Smoke scare, odor of smoke",2018-06-30 20:17:03,2018-06-30 20:19:56,6.0,2018-06-30 20:26:07,11 - First Alarm,544,"00 - Action taken, other",,,UUU - Undetermined,ALBANY AVE,11213,4 - Brooklyn,,,,,,,
320,63475684,694,"300 - Rescue, EMS incident, other",2018-06-30 20:16:33,2018-06-30 20:20:06,1.0,2018-06-30 20:43:40,11 - First Alarm,1627,"00 - Action taken, other",,,UUU - Undetermined,MYRTLE AVE,11206,4 - Brooklyn,,,,,,,
321,63475682,1211,"300 - Rescue, EMS incident, other",2018-06-30 20:16:15,2018-06-30 20:19:29,1.0,2018-06-30 20:26:54,11 - First Alarm,639,"00 - Action taken, other",,,UUU - Undetermined,ATLANTIC AVE,11217,4 - Brooklyn,,,,,,,
322,63475685,616,553 - Public service,2018-06-30 20:16:11,2018-06-30 20:18:33,1.0,2018-06-30 20:27:46,11 - First Alarm,695,"40 - Hazardous condition, other",,,"960 - Street, other",E152,10305,3 - Staten Island,,,,,,,
323,63475681,7227,"118 - Trash or rubbish fire, contained",2018-06-30 20:15:27,2018-06-30 20:20:17,6.0,2018-06-30 20:50:41,11 - First Alarm,2114,11 - Extinguishment by fire service personnel,,,174 - Rapid transit station,IND D 34 ST,99999,1 - Manhattan,,,,,,,
324,63475674,2043,"300 - Rescue, EMS incident, other",2018-06-30 20:14:48,2018-06-30 20:21:05,1.0,2018-06-30 20:27:43,11 - First Alarm,775,"00 - Action taken, other",,,UUU - Undetermined,ATLANTIC AVE,11207,4 - Brooklyn,,,,,,,
325,63475671,6035,"400 - Hazardous condition, other",2018-06-30 20:14:03,2018-06-30 20:17:41,1.0,2018-06-30 20:20:20,11 - First Alarm,377,45 - Remove hazard,,,"960 - Street, other",103 AVE,11419,5 - Queens,,No,,,,,
326,63475669,3942,"445 - Arcing, shorted electrical equipment",2018-06-30 20:13:19,2018-06-30 20:17:48,1.0,2018-06-30 20:30:51,11 - First Alarm,1052,82 - Notify other agencies.,,,419 - 1 or 2 family dwelling,FIELDSTON RD,10471,2 - Bronx,kitchen,,,,,,
327,63475668,1750,522 - Water or steam leak,2018-06-30 20:13:15,2018-06-30 20:18:33,1.0,2018-06-30 20:27:03,11 - First Alarm,828,64 - Shut down system,,,419 - 1 or 2 family dwelling,VAN SICLEN AVE,11207,4 - Brooklyn,2,,,,,,
328,63475667,1972,424 - Carbon monoxide incident,2018-06-30 20:12:34,2018-06-30 20:15:44,2.0,2018-06-30 20:42:42,11 - First Alarm,1808,"00 - Action taken, other",,,"960 - Street, other",RICHMOND AVE          RA,10314,3 - Staten Island,,Yes,,,,,
329,63475658,2754,"300 - Rescue, EMS incident, other",2018-06-30 20:12:18,2018-06-30 20:16:25,1.0,2018-06-30 20:50:33,11 - First Alarm,2295,"00 - Action taken, other",,,UUU - Undetermined,E 170 ST,10452,2 - Bronx,,,,,,,
330,63475662,847,"113 - Cooking fire, confined to container",2018-06-30 20:12:17,2018-06-30 20:15:40,2.0,2018-06-30 20:22:55,11 - First Alarm,638,11 - Extinguishment by fire service personnel,51 - Ventilate,,419 - 1 or 2 family dwelling,MACDOUGAL ST,11233,4 - Brooklyn,basement,,,,,,
331,63475656,3773,"600 - Good intent call, other",2018-06-30 20:12:08,2018-06-30 20:12:17,1.0,2018-06-30 20:13:52,11 - First Alarm,104,"00 - Action taken, other",,,419 - 1 or 2 family dwelling,DEFAULT RECORD FOR SF,10471,2 - Bronx,kitchen,,,,,,
332,63475645,780,353 - Removal of victim(s) from stalled elevator,2018-06-30 20:11:00,2018-06-30 20:16:05,1.0,2018-06-30 20:22:47,11 - First Alarm,707,52 - Forcible entry,,,429 - Multifamily dwelling,MYRTLE AVE,11206,4 - Brooklyn,3,,,,,,
333,63475640,1067,"300 - Rescue, EMS incident, other",2018-06-30 20:10:54,2018-06-30 20:16:23,1.0,2018-06-30 20:33:23,11 - First Alarm,1349,"00 - Action taken, other",,,UUU - Undetermined,BEACH 13 ST,11691,5 - Queens,,,,,,,
334,63475638,6822,"600 - Good intent call, other",2018-06-30 20:10:23,2018-06-30 20:15:31,1.0,2018-06-30 20:25:59,11 - First Alarm,936,86 - Investigate,,,124 - Playground,218 ST,11411,5 - Queens,,,,,,,
335,63475634,7894,522 - Water or steam leak,2018-06-30 20:09:36,2018-06-30 20:14:36,1.0,2018-06-30 20:18:54,11 - First Alarm,558,64 - Shut down system,,,"962 - Residential street, road or residential driveway",37 AVE,11372,5 - Queens,,,,,,,
336,63475631,3058,"445 - Arcing, shorted electrical equipment",2018-06-30 20:08:55,2018-06-30 20:13:47,6.0,2018-06-30 20:28:03,11 - First Alarm,1148,82 - Notify other agencies.,,,429 - Multifamily dwelling,TRATMAN AVE,10461,2 - Bronx,,,,,,,
337,63475623,792,"300 - Rescue, EMS incident, other",2018-06-30 20:08:11,2018-06-30 20:12:11,1.0,2018-06-30 20:21:57,11 - First Alarm,826,"00 - Action taken, other",,,UUU - Undetermined,LEWIS AVE,11221,4 - Brooklyn,,,,,,,
338,63475620,4569,"300 - Rescue, EMS incident, other",2018-06-30 20:07:38,2018-06-30 20:11:51,1.0,2018-06-30 20:23:58,11 - First Alarm,980,"00 - Action taken, other",,,UUU - Undetermined,14 AVE,11356,5 - Queens,,,,,,,
339,63475616,80,"300 - Rescue, EMS incident, other",2018-06-30 20:07:24,2018-06-30 20:11:03,1.0,2018-06-30 20:22:42,11 - First Alarm,918,"00 - Action taken, other",,,UUU - Undetermined,FULTON ST,10038,1 - Manhattan,,,,,,,
340,63475622,426,735A - Unwarranted alarm/defective condition of alarm system,2018-06-30 20:07:20,2018-06-30 20:11:36,1.0,2018-06-30 20:15:47,11 - First Alarm,507,86 - Investigate,,,UUU - Undetermined,GOLD ST,11201,4 - Brooklyn,,,,,,,
341,63475617,2696,"555 - Defective elevator, no occupants",2018-06-30 20:07:06,2018-06-30 20:13:54,1.0,2018-06-30 20:28:46,11 - First Alarm,1300,45 - Remove hazard,64 - Shut down system,,429 - Multifamily dwelling,130 AVE,11434,5 - Queens,1,,,,,,
342,63475624,554,736 - CO detector activation due to malfunction,2018-06-30 20:06:49,2018-06-30 20:11:29,2.0,2018-06-30 20:19:08,11 - First Alarm,739,"00 - Action taken, other",,,UUU - Undetermined,LYCEUM CT,10310,3 - Staten Island,,,,,,,
343,63475615,2606,"300 - Rescue, EMS incident, other",2018-06-30 20:06:42,2018-06-30 20:11:00,1.0,2018-06-30 20:33:59,11 - First Alarm,1637,"00 - Action taken, other",,,UUU - Undetermined,FTHAMILTON PKWY,11219,4 - Brooklyn,,,,,,,
344,63475610,1574,553 - Public service,2018-06-30 20:05:36,2018-06-30 20:14:45,1.0,2018-06-30 20:22:02,11 - First Alarm,986,75 - Provide equipment,,,"962 - Residential street, road or residential driveway",W 137 ST,10030,1 - Manhattan,,,,,,,
345,63475607,1490,"300 - Rescue, EMS incident, other",2018-06-30 20:05:10,2018-06-30 20:08:27,1.0,2018-06-30 20:17:42,11 - First Alarm,752,"00 - Action taken, other",,,UUU - Undetermined,3 AVE,11232,4 - Brooklyn,,,,,,,
346,63475602,1428,"300 - Rescue, EMS incident, other",2018-06-30 20:03:59,2018-06-30 20:08:15,1.0,2018-06-30 20:55:17,11 - First Alarm,3078,"00 - Action taken, other",,,UUU - Undetermined,21 ST,11232,4 - Brooklyn,,,,,,,
347,63475604,559,"116 - Fuel burner/boiler malfunction, fire confined",2018-06-30 20:03:43,2018-06-30 20:08:55,2.0,2018-06-30 21:02:39,11 - First Alarm,3536,21 - Search,51 - Ventilate,64 - Shut down system,161 - Restaurant or cafeteria,W 14 ST,10011,1 - Manhattan,,,,,,,
348,63475597,4796,"300 - Rescue, EMS incident, other",2018-06-30 20:02:09,2018-06-30 20:06:37,1.0,2018-06-30 20:28:10,11 - First Alarm,1561,"00 - Action taken, other",,,UUU - Undetermined,CRESTON AVE,10458,2 - Bronx,,,,,,,
349,63475596,3181,522 - Water or steam leak,2018-06-30 20:01:08,2018-06-30 20:14:21,1.0,2018-06-30 20:19:17,11 - First Alarm,1089,64 - Shut down system,,,"962 - Residential street, road or residential driveway",E 182 ST,99999,2 - Bronx,,,,,,,
350,63475593,3360,"300 - Rescue, EMS incident, other",2018-06-30 19:59:43,2018-06-30 20:02:09,1.0,2018-06-30 20:16:10,11 - First Alarm,987,"00 - Action taken, other",,,UUU - Undetermined,OCEAN PKWY,11223,4 - Brooklyn,,,,,,,
351,63475589,2872,353 - Removal of victim(s) from stalled elevator,2018-06-30 19:58:04,2018-06-30 20:03:51,1.0,2018-06-30 20:11:21,11 - First Alarm,797,64 - Shut down system,86 - Investigate,52 - Forcible entry,429 - Multifamily dwelling,WHITEPLAINS RD,10472,2 - Bronx,5,,,,,,
352,63475587,1072,"300 - Rescue, EMS incident, other",2018-06-30 19:57:55,2018-06-30 20:01:49,1.0,2018-06-30 20:14:24,11 - First Alarm,989,"00 - Action taken, other",,,UUU - Undetermined,EASTERN PKWY,11216,4 - Brooklyn,,,,,,,
353,63475581,4273,554 - Assist invalid,2018-06-30 19:55:26,2018-06-30 19:59:07,1.0,2018-06-30 20:06:25,11 - First Alarm,659,73 - Provide manpower,302 - Provide Patient Care,,419 - 1 or 2 family dwelling,ELLSWORTH AVE,10465,2 - Bronx,1,,,,,,
354,63475570,718,"600 - Good intent call, other",2018-06-30 19:53:20,2018-06-30 19:59:49,1.0,2018-06-30 20:07:36,11 - First Alarm,856,86 - Investigate,,,"960 - Street, other",E 34 ST,10016,1 - Manhattan,,,,,,,
355,63475574,336,"151 - Outside rubbish, trash or waste fire",2018-06-30 19:53:04,2018-06-30 19:59:09,1.0,2018-06-30 20:05:35,11 - First Alarm,751,11 - Extinguishment by fire service personnel,,,419 - 1 or 2 family dwelling,OAKLAND AVE,10310,3 - Staten Island,1,,,,,,
356,63475568,974,412 - Gas leak (natural gas or LPG),2018-06-30 19:53:03,2018-06-30 19:57:38,1.0,2018-06-30 20:10:07,11 - First Alarm,1024,44 - Hazardous materials leak control & containment,64 - Shut down system,82 - Notify other agencies.,429 - Multifamily dwelling,CLASSON AVE,11238,4 - Brooklyn,3,,,,,,
357,63475569,3609,353 - Removal of victim(s) from stalled elevator,2018-06-30 19:52:57,2018-06-30 19:58:35,1.0,2018-06-30 20:09:44,11 - First Alarm,1007,64 - Shut down system,,,429 - Multifamily dwelling,OCEANA DR W,11235,4 - Brooklyn,ph,,,,,,
358,63475566,4066,5001 - Cable / Telephone Wires Down,2018-06-30 19:52:47,2018-06-30 19:57:56,1.0,2018-06-30 20:06:54,11 - First Alarm,847,45 - Remove hazard,55 - Establish safe area,,"962 - Residential street, road or residential driveway",HALPIN PL,10465,2 - Bronx,,,,,,,
359,63475556,783,322 - Motor vehicle accident with injuries,2018-06-30 19:51:08,2018-06-30 19:55:38,2.0,2018-06-30 20:02:55,11 - First Alarm,707,31 - Provide first aid & check for injuries,78 - Control traffic,,"960 - Street, other",FOREST AVE,10302,3 - Staten Island,,,,,,,
360,63475561,9875,353 - Removal of victim(s) from stalled elevator,2018-06-30 19:50:55,2018-06-30 19:54:35,1.0,2018-06-30 20:04:56,11 - First Alarm,841,64 - Shut down system,,,429 - Multifamily dwelling,162 ST,11432,5 - Queens,1,,,,,,
361,63475543,2857,"300 - Rescue, EMS incident, other",2018-06-30 19:48:22,2018-06-30 19:52:20,1.0,2018-06-30 20:01:59,11 - First Alarm,817,"00 - Action taken, other",,,UUU - Undetermined,20 AVE,11204,4 - Brooklyn,,,,,,,
362,63475545,3924,353 - Removal of victim(s) from stalled elevator,2018-06-30 19:48:06,2018-06-30 19:53:13,1.0,2018-06-30 19:56:59,11 - First Alarm,533,64 - Shut down system,,,429 - Multifamily dwelling,AVEJ,11210,4 - Brooklyn,1,,,,,,
363,63475538,7869,"300 - Rescue, EMS incident, other",2018-06-30 19:47:42,2018-06-30 19:52:13,1.0,2018-06-30 19:56:52,11 - First Alarm,550,"00 - Action taken, other",,,UUU - Undetermined,37 AVE,11372,5 - Queens,,,,,,,
364,63475540,2497,"710 - Malicious, mischievous false call, other",2018-06-30 19:47:41,2018-06-30 19:56:22,1.0,2018-06-30 19:58:54,11 - First Alarm,673,"00 - Action taken, other",,,UUU - Undetermined,FLATBUSH AVE,11226,4 - Brooklyn,,,,,,,
365,63475531,1071,"300 - Rescue, EMS incident, other",2018-06-30 19:47:16,2018-06-30 19:52:09,1.0,2018-06-30 19:58:38,11 - First Alarm,682,"00 - Action taken, other",,,UUU - Undetermined,GATEWAY BLVD,11691,5 - Queens,,,,,,,
366,63475529,254,323 - Motor vehicle/pedestrian accident (MV Ped),2018-06-30 19:46:25,2018-06-30 19:48:32,2.0,2018-06-30 19:51:43,11 - First Alarm,318,48 - Remove hazardous materials,78 - Control traffic,86 - Investigate,"962 - Residential street, road or residential driveway",GRAND ST,10002,1 - Manhattan,,,,,,,
