,im_incident_key,fire_box,incident_type_desc,incident_date_time,arrival_date_time,units_onscene,last_unit_cleared_date_time,highest_level_desc,total_incident_duration,action_taken1_desc,action_taken2_desc,action_taken3_desc,property_use_desc,street_highway,zip_code,borough_desc,floor,co_detector_present_desc,story_fire_origin_count,fire_spread_desc,detector_presence_desc,aes_presence_desc,standpipe_sys_present_flag
102,63476430,1150,735A - Unwarranted alarm/defective condition of alarm system,2018-06-30 22:38:51,2018-06-30 22:46:15,3.0,2018-07-01 00:00:48,11 - First Alarm,4917,86 - Investigate,,,UUU - Undetermined,SHORE RD,11209,4 - Brooklyn,,,,,,,
103,63476428,1036,"300 - Rescue, EMS incident, other",2018-06-30 22:38:46,2018-06-30 22:47:17,1.0,2018-06-30 22:56:01,11 - First Alarm,1035,"00 - Action taken, other",,,UUU - Undetermined,W 72 ST,10023,1 - Manhattan,,,,,,,
104,63476426,579,"300 - Rescue, EMS incident, other",2018-06-30 22:38:39,2018-06-30 22:42:31,1.0,2018-06-30 23:02:15,11 - First Alarm,1416,"00 - Action taken, other",,,UUU - Undetermined,BUTLER ST,11217,4 - Brooklyn,,,,,,,
105,63476427,624,735A - Unwarranted alarm/defective condition of alarm system,2018-06-30 22:38:16,2018-06-30 22:41:53,4.0,2018-06-30 22:55:58,11 - First Alarm,1062,86 - Investigate,,,UUU - Undetermined,CLERMONT AVE,11238,4 - Brooklyn,,,,,,,
106,63476420,4564,"300 - Rescue, EMS incident, other",2018-06-30 22:38:06,2018-06-30 22:41:57,1.0,2018-06-30 23:08:20,11 - First Alarm,1814,"00 - Action taken, other",,,UUU - Undetermined,CITY ISLAND AVE,10464,2 - Bronx,,,,,,,
107,63476424,902,"710 - Malicious, mischievous false call, other",2018-06-30 22:37:34,2018-06-30 22:40:31,4.0,2018-06-30 22:45:05,11 - First Alarm,451,"00 - Action taken, other",,,UUU - Undetermined,GATES AVE,11221,4 - Brooklyn,,,,,,,
108,63476416,2371,"300 - Rescue, EMS incident, other",2018-06-30 22:37:05,2018-06-30 22:43:19,1.0,2018-07-01 01:00:17,11 - First Alarm,8592,"00 - Action taken, other",,,UUU - Undetermined,BRUCKNER BLVD,10459,2 - Bronx,,,,,,,
109,63476415,3544,"300 - Rescue, EMS incident, other",2018-06-30 22:36:56,2018-06-30 22:39:41,1.0,2018-06-30 23:01:37,11 - First Alarm,1481,"00 - Action taken, other",,,UUU - Undetermined,W 23 ST,11224,4 - Brooklyn,,,,,,,
110,63476413,1379,"300 - Rescue, EMS incident, other",2018-06-30 22:36:52,2018-06-30 22:39:46,1.0,2018-06-30 22:50:06,11 - First Alarm,794,"00 - Action taken, other",,,UUU - Undetermined,BEACH 116 ST,11694,5 - Queens,,,,,,,
111,63476417,3074,736 - CO detector activation due to malfunction,2018-06-30 22:36:51,2018-06-30 22:41:28,2.0,2018-06-30 22:53:09,11 - First Alarm,978,"00 - Action taken, other",,,UUU - Undetermined,THIERIOT AVE,10460,2 - Bronx,,,,,,,
112,63476410,3856,"300 - Rescue, EMS incident, other",2018-06-30 22:36:23,2018-06-30 22:36:57,1.0,2018-06-30 22:43:09,11 - First Alarm,406,"00 - Action taken, other",,,UUU - Undetermined,23 AVE,11214,4 - Brooklyn,,,,,,,
113,63476406,2529,"600 - Good intent call, other",2018-06-30 22:34:33,2018-06-30 22:40:08,1.0,2018-06-30 22:51:06,11 - First Alarm,993,86 - Investigate,,,429 - Multifamily dwelling,UNIVERSITY AVE,10452,2 - Bronx,5th,,,,,,
114,63476404,4492,353 - Removal of victim(s) from stalled elevator,2018-06-30 22:34:33,2018-06-30 22:39:31,1.0,2018-06-30 22:56:34,11 - First Alarm,1321,86 - Investigate,52 - Forcible entry,64 - Shut down system,429 - Multifamily dwelling,KISSENA BLVD,11355,5 - Queens,3,,,,,,
115,63476405,7561,522 - Water or steam leak,2018-06-30 22:34:16,2018-06-30 22:49:23,1.0,2018-06-30 22:58:03,11 - First Alarm,1427,64 - Shut down system,,,429 - Multifamily dwelling,29 ST,11105,5 - Queens,,,,,,,
116,63476395,482,"300 - Rescue, EMS incident, other",2018-06-30 22:32:51,2018-06-30 22:37:14,1.0,2018-06-30 22:46:58,11 - First Alarm,847,"00 - Action taken, other",,,UUU - Undetermined,WHITE PLAINS AVE,10305,3 - Staten Island,,,,,,,
117,63476391,586,"300 - Rescue, EMS incident, other",2018-06-30 22:30:56,2018-06-30 22:33:35,1.0,2018-06-30 22:39:13,11 - First Alarm,497,"00 - Action taken, other",,,UUU - Undetermined,ATLANTIC AVE,11217,4 - Brooklyn,,,,,,,
118,63476387,779,"300 - Rescue, EMS incident, other",2018-06-30 22:29:58,2018-06-30 22:36:06,1.0,2018-06-30 22:59:53,11 - First Alarm,1795,"00 - Action taken, other",,,UUU - Undetermined,7 AVE,10018,1 - Manhattan,,,,,,,
119,63476384,2504,735A - Unwarranted alarm/defective condition of alarm system,2018-06-30 22:28:55,2018-06-30 22:33:58,2.0,2018-06-30 22:52:52,11 - First Alarm,1437,86 - Investigate,,,UUU - Undetermined,WESTCHESTER AVE,10459,2 - Bronx,,,,,,,
120,63476383,3173,"300 - Rescue, EMS incident, other",2018-06-30 22:28:53,2018-06-30 22:32:05,1.0,2018-07-01 00:30:19,11 - First Alarm,7286,"00 - Action taken, other",,,UUU - Undetermined,CROTONA AVE,10457,2 - Bronx,,,,,,,
121,63476382,4793,"300 - Rescue, EMS incident, other",2018-06-30 22:28:51,2018-06-30 22:33:20,1.0,2018-06-30 22:49:03,11 - First Alarm,1212,"00 - Action taken, other",,,UUU - Undetermined,169 ST,11432,5 - Queens,,,,,,,
122,63476375,3954,"300 - Rescue, EMS incident, other",2018-06-30 22:28:15,2018-06-30 22:34:33,1.0,2018-06-30 22:47:46,11 - First Alarm,1171,"00 - Action taken, other",,,UUU - Undetermined,CARROLL ST,11225,4 - Brooklyn,,,,,,,
123,63476376,4237,424 - Carbon monoxide incident,2018-06-30 22:27:51,2018-06-30 22:33:10,2.0,2018-06-30 23:00:22,11 - First Alarm,1951,86 - Investigate,51 - Ventilate,,419 - 1 or 2 family dwelling,CODDINGTON AVE,10461,2 - Bronx,Basement,Yes,,,,,
124,63476371,2921,"300 - Rescue, EMS incident, other",2018-06-30 22:27:21,2018-06-30 23:05:25,1.0,2018-06-30 23:15:20,11 - First Alarm,2879,"00 - Action taken, other",,,UUU - Undetermined,WEEKS AVE,10457,2 - Bronx,,,,,,,
125,63476365,7124,"300 - Rescue, EMS incident, other",2018-06-30 22:26:28,2018-06-30 22:29:46,1.0,2018-06-30 22:44:36,11 - First Alarm,1088,"00 - Action taken, other",,,UUU - Undetermined,VERNON BLVD,11101,5 - Queens,,,,,,,
126,63476370,7188,"710 - Malicious, mischievous false call, other",2018-06-30 22:26:21,2018-06-30 22:29:09,6.0,2018-06-30 22:35:35,11 - First Alarm,554,"00 - Action taken, other",,,UUU - Undetermined,IND-A-C-EUCLID AVE,99999,4 - Brooklyn,,,,,,,
127,63476366,2834,"651 - Smoke scare, odor of smoke",2018-06-30 22:25:53,2018-06-30 22:28:50,6.0,2018-06-30 22:34:59,11 - First Alarm,546,"00 - Action taken, other",,,UUU - Undetermined,86 ST,11214,4 - Brooklyn,,,,,,,
128,63476364,1805,"300 - Rescue, EMS incident, other",2018-06-30 22:25:44,2018-06-30 22:41:43,1.0,2018-06-30 22:43:19,11 - First Alarm,1055,"00 - Action taken, other",,,UUU - Undetermined,WADSWORTH TER,10040,1 - Manhattan,,,,,,,
129,63476358,742,"300 - Rescue, EMS incident, other",2018-06-30 22:24:07,2018-06-30 22:29:09,1.0,2018-06-30 22:36:23,11 - First Alarm,736,"00 - Action taken, other",,,UUU - Undetermined,W 37 ST,10018,1 - Manhattan,,,,,,,
130,63476350,1150,735A - Unwarranted alarm/defective condition of alarm system,2018-06-30 22:21:52,2018-06-30 22:28:35,1.0,2018-06-30 22:30:23,11 - First Alarm,511,86 - Investigate,,,UUU - Undetermined,SHORE RD,11209,4 - Brooklyn,,,,,,,
131,63476344,279,"300 - Rescue, EMS incident, other",2018-06-30 22:19:58,2018-06-30 22:28:50,1.0,2018-06-30 22:38:25,11 - First Alarm,1107,"00 - Action taken, other",,,UUU - Undetermined,DELANCEY ST,10002,1 - Manhattan,,,,,,,
132,63476339,252,353 - Removal of victim(s) from stalled elevator,2018-06-30 22:19:17,2018-06-30 22:25:45,1.0,2018-06-30 22:30:21,11 - First Alarm,664,64 - Shut down system,,,429 - Multifamily dwelling,GRAND ST,10002,1 - Manhattan,1,,,,,,
133,63476334,409,736 - CO detector activation due to malfunction,2018-06-30 22:17:42,2018-06-30 22:22:25,2.0,2018-06-30 22:30:29,11 - First Alarm,767,"00 - Action taken, other",,,UUU - Undetermined,E 1 ST,10002,1 - Manhattan,,,,,,,
134,63476329,2988,"300 - Rescue, EMS incident, other",2018-06-30 22:17:22,2018-06-30 22:21:17,1.0,2018-06-30 22:47:52,11 - First Alarm,1830,"00 - Action taken, other",,,UUU - Undetermined,UNIVERSITY AVE,10453,2 - Bronx,,,,,,,
135,63476328,7905,"710 - Malicious, mischievous false call, other",2018-06-30 22:17:09,2018-06-30 22:21:13,1.0,2018-06-30 22:22:17,11 - First Alarm,308,"00 - Action taken, other",,,UUU - Undetermined,DEFAULT RECORD FOR SF,11377,5 - Queens,,,,,,,
136,63476319,2014,412 - Gas leak (natural gas or LPG),2018-06-30 22:14:27,2018-06-30 22:18:58,3.0,2018-06-30 22:29:05,11 - First Alarm,878,44 - Hazardous materials leak control & containment,64 - Shut down system,82 - Notify other agencies.,429 - Multifamily dwelling,MILLER AVE,11207,4 - Brooklyn,3,,,,,,
137,63476303,1464,"300 - Rescue, EMS incident, other",2018-06-30 22:12:37,2018-06-30 22:16:14,1.0,2018-06-30 23:16:13,11 - First Alarm,3816,"00 - Action taken, other",,,UUU - Undetermined,E 125 ST,10035,1 - Manhattan,,,,,,,
138,63476297,1646,"151 - Outside rubbish, trash or waste fire",2018-06-30 22:11:40,2018-06-30 22:17:14,1.0,2018-06-30 22:28:02,11 - First Alarm,982,11 - Extinguishment by fire service personnel,,,965 - Vehicle parking area,PROSPECT PL,11233,4 - Brooklyn,,,,,,,
139,63476298,850,"500 - Service Call, other",2018-06-30 22:11:11,2018-06-30 22:16:12,6.0,2018-06-30 22:34:00,11 - First Alarm,1369,86 - Investigate,,,419 - 1 or 2 family dwelling,CHAUNCEY ST,11233,4 - Brooklyn,1,,,,,,
140,63476283,3123,522 - Water or steam leak,2018-06-30 22:10:34,2018-06-30 22:22:01,1.0,2018-06-30 22:29:25,11 - First Alarm,1131,64 - Shut down system,,,"400 - Residential, other",BUSH ST,10453,2 - Bronx,,,,,,,
141,63476282,1341,"113 - Cooking fire, confined to container",2018-06-30 22:10:23,2018-06-30 22:15:10,6.0,2018-06-30 22:26:42,11 - First Alarm,979,11 - Extinguishment by fire service personnel,51 - Ventilate,,429 - Multifamily dwelling,W 111 ST,10026,1 - Manhattan,1,,,,,,
142,63476274,2446,"651 - Smoke scare, odor of smoke",2018-06-30 22:09:39,2018-06-30 22:12:30,6.0,2018-06-30 22:17:52,11 - First Alarm,493,"00 - Action taken, other",,,UUU - Undetermined,E 26 ST,11210,4 - Brooklyn,,,,,,,
143,63476271,856,"300 - Rescue, EMS incident, other",2018-06-30 22:09:03,2018-06-30 22:17:35,1.0,2018-06-30 22:26:49,11 - First Alarm,1066,"00 - Action taken, other",,,UUU - Undetermined,W 50 ST,10020,1 - Manhattan,,,,,,,
144,63476270,1271,"117 - Commercial Compactor fire, confined to rubbish",2018-06-30 22:08:39,2018-06-30 22:11:36,5.0,2018-06-30 22:28:52,11 - First Alarm,1213,11 - Extinguishment by fire service personnel,51 - Ventilate,64 - Shut down system,429 - Multifamily dwelling,AMSTERDAM AVE,10025,1 - Manhattan,8,,,,,,
145,63476268,2759,"300 - Rescue, EMS incident, other",2018-06-30 22:08:23,2018-06-30 22:14:22,1.0,2018-06-30 22:52:46,11 - First Alarm,2663,"00 - Action taken, other",,,UUU - Undetermined,UNIVERSITY AVE,10452,2 - Bronx,,,,,,,
146,63476267,3162,522 - Water or steam leak,2018-06-30 22:07:21,2018-06-30 22:16:10,1.0,2018-06-30 22:17:29,11 - First Alarm,608,64 - Shut down system,,,"962 - Residential street, road or residential driveway",TIEBOUT AVE,10457,2 - Bronx,,,,,,,
147,63476256,2547,412 - Gas leak (natural gas or LPG),2018-06-30 22:06:52,2018-06-30 22:12:14,3.0,2018-06-30 22:41:26,11 - First Alarm,2074,45 - Remove hazard,,,429 - Multifamily dwelling,SOUTHERN BLVD,10459,2 - Bronx,,,,,,,
148,63476250,9176,"300 - Rescue, EMS incident, other",2018-06-30 22:06:45,2018-06-30 22:12:01,1.0,2018-06-30 22:35:13,11 - First Alarm,1708,"00 - Action taken, other",,,UUU - Undetermined,64 RD,11374,5 - Queens,,,,,,,
149,63476253,236,"555 - Defective elevator, no occupants",2018-06-30 22:06:30,2018-06-30 22:10:46,1.0,2018-06-30 22:22:08,11 - First Alarm,938,45 - Remove hazard,,,429 - Multifamily dwelling,MADISON ST,10002,1 - Manhattan,Lobby,,,,,,
150,63476249,774,424 - Carbon monoxide incident,2018-06-30 22:06:12,2018-06-30 22:09:28,2.0,2018-06-30 22:49:32,11 - First Alarm,2600,"42 - HazMat detection, monitoring, sampling, & analysis",55 - Establish safe area,,429 - Multifamily dwelling,BROADWAY,11221,4 - Brooklyn,,Yes,,,,,
151,63476241,152,"651 - Smoke scare, odor of smoke",2018-06-30 22:05:37,2018-06-30 22:10:41,1.0,2018-06-30 22:35:26,11 - First Alarm,1789,"00 - Action taken, other",,,UUU - Undetermined,HART BLVD,10301,3 - Staten Island,,,,,,,
152,63476238,716,353 - Removal of victim(s) from stalled elevator,2018-06-30 22:05:25,2018-06-30 22:11:06,1.0,2018-06-30 22:24:57,11 - First Alarm,1172,64 - Shut down system,,,599 - Business office,E 34 ST,10016,1 - Manhattan,bsmt,,,,,,
153,63476233,2700,"300 - Rescue, EMS incident, other",2018-06-30 22:05:04,2018-06-30 22:08:37,1.0,2018-06-30 22:53:19,11 - First Alarm,2895,"00 - Action taken, other",,,UUU - Undetermined,INTERVALE AVE,10459,2 - Bronx,,,,,,,
154,63476237,2895,"500 - Service Call, other",2018-06-30 22:04:52,,,2018-06-30 22:22:00,11 - First Alarm,1028,"00 - Action taken, other",,,"960 - Street, other",MORRISON AVE,10472,2 - Bronx,,,,,,,
155,63476234,2205,"300 - Rescue, EMS incident, other",2018-06-30 22:04:27,2018-06-30 22:09:37,1.0,2018-06-30 23:12:43,11 - First Alarm,4096,"00 - Action taken, other",,,UUU - Undetermined,SAINT ANNS AVE,10455,2 - Bronx,,,,,,,
156,63476226,1336,"300 - Rescue, EMS incident, other",2018-06-30 22:04:17,2018-06-30 22:08:40,1.0,2018-06-30 22:16:45,11 - First Alarm,748,"00 - Action taken, other",,,UUU - Undetermined,CENTRAL PARK N,10026,1 - Manhattan,,,,,,,
157,63476224,257,"300 - Rescue, EMS incident, other",2018-06-30 22:03:48,2018-06-30 22:08:13,1.0,2018-06-30 22:14:53,11 - First Alarm,665,"00 - Action taken, other",,,UUU - Undetermined,GRAND ST,10002,1 - Manhattan,,,,,,,
158,63476221,369,"300 - Rescue, EMS incident, other",2018-06-30 22:03:40,2018-06-30 22:06:49,1.0,2018-06-30 22:28:37,11 - First Alarm,1497,"00 - Action taken, other",,,UUU - Undetermined,NOSTRAND AVE,11206,4 - Brooklyn,,,,,,,
159,63476222,1040,323 - Motor vehicle/pedestrian accident (MV Ped),2018-06-30 22:03:06,2018-06-30 22:06:45,7.0,2018-06-30 22:24:42,11 - First Alarm,1296,48 - Remove hazardous materials,78 - Control traffic,86 - Investigate,419 - 1 or 2 family dwelling,RHINE AVE,10304,3 - Staten Island,ground,,,,,,
160,63476211,74,"300 - Rescue, EMS incident, other",2018-06-30 22:01:48,2018-06-30 22:06:17,1.0,2018-06-30 22:14:26,11 - First Alarm,758,"00 - Action taken, other",,,UUU - Undetermined,DUPONT ST,11222,4 - Brooklyn,,,,,,,
161,63476206,3289,735A - Unwarranted alarm/defective condition of alarm system,2018-06-30 22:00:40,2018-06-30 22:04:51,1.0,2018-06-30 22:15:25,11 - First Alarm,885,86 - Investigate,,,UUU - Undetermined,EMMONS AVE,11235,4 - Brooklyn,,,,,,,
162,63476207,2310,522 - Water or steam leak,2018-06-30 22:00:29,2018-06-30 22:05:20,1.0,2018-06-30 22:23:58,11 - First Alarm,1409,64 - Shut down system,,,429 - Multifamily dwelling,E 158 ST,10451,2 - Bronx,2d,,,,,,
163,63476197,4403,"300 - Rescue, EMS incident, other",2018-06-30 21:59:59,2018-06-30 22:05:34,1.0,2018-06-30 22:37:24,11 - First Alarm,2245,"00 - Action taken, other",,,UUU - Undetermined,HAMMERSLEY AVE,10469,2 - Bronx,,,,,,,
164,63476195,3568,"300 - Rescue, EMS incident, other",2018-06-30 21:59:56,2018-06-30 22:07:18,1.0,2018-06-30 22:16:04,11 - First Alarm,968,"00 - Action taken, other",,,UUU - Undetermined,E MOSHOLU PKWY N,10467,2 - Bronx,,,,,,,
165,63476200,3728,"710 - Malicious, mischievous false call, other",2018-06-30 21:59:38,2018-06-30 22:04:28,1.0,2018-06-30 22:06:23,11 - First Alarm,405,"00 - Action taken, other",,,UUU - Undetermined,ALBEMARLE RD,11226,4 - Brooklyn,,,,,,,
166,63476196,2942,353 - Removal of victim(s) from stalled elevator,2018-06-30 21:59:35,2018-06-30 22:03:37,1.0,2018-06-30 22:12:14,11 - First Alarm,759,64 - Shut down system,,,419 - 1 or 2 family dwelling,CROTONA PARK N,10457,2 - Bronx,1,,,,,,
167,63476194,192,424 - Carbon monoxide incident,2018-06-30 21:59:31,2018-06-30 22:05:21,1.0,2018-06-30 22:22:01,11 - First Alarm,1350,"42 - HazMat detection, monitoring, sampling, & analysis",55 - Establish safe area,,429 - Multifamily dwelling,CENTRE ST,10013,1 - Manhattan,8,Yes,,,,,
168,63476185,3664,"300 - Rescue, EMS incident, other",2018-06-30 21:58:37,2018-06-30 22:03:03,1.0,2018-06-30 22:58:51,11 - First Alarm,3614,"00 - Action taken, other",,,UUU - Undetermined,E 218 ST,10469,2 - Bronx,,,,,,,
169,63476188,5455,"650 - Steam, other gas mistaken for smoke, other",2018-06-30 21:58:28,2018-06-30 22:02:51,2.0,2018-06-30 22:11:50,11 - First Alarm,802,21 - Search,,,"962 - Residential street, road or residential driveway",HILLSIDE AVE CQ,11427,5 - Queens,,,,,,,
170,63476187,1482,"600 - Good intent call, other",2018-06-30 21:58:17,2018-06-30 22:02:07,1.0,2018-06-30 23:10:35,11 - First Alarm,4338,"00 - Action taken, other",,,UUU - Undetermined,EAST RIV,10035,1 - Manhattan,,,,,,,
171,63476184,2185,353 - Removal of victim(s) from stalled elevator,2018-06-30 21:58:11,2018-06-30 22:00:52,1.0,2018-06-30 22:07:20,11 - First Alarm,549,64 - Shut down system,,,429 - Multifamily dwelling,E 143 ST,10451,2 - Bronx,,,,,,,
172,63476175,2008,"300 - Rescue, EMS incident, other",2018-06-30 21:57:33,2018-06-30 22:02:20,1.0,2018-06-30 22:10:18,11 - First Alarm,765,"00 - Action taken, other",,,UUU - Undetermined,CROSS BAY BLVD,11417,5 - Queens,,,,,,,
173,63476171,1249,"746 - Carbon monoxide detector activation, no CO",2018-06-30 21:56:46,2018-06-30 22:01:46,2.0,2018-06-30 22:16:09,11 - First Alarm,1163,"42 - HazMat detection, monitoring, sampling, & analysis",51 - Ventilate,86 - Investigate,429 - Multifamily dwelling,E 98 ST,10029,1 - Manhattan,3,Yes,,,,,
174,63476169,1150,735A - Unwarranted alarm/defective condition of alarm system,2018-06-30 21:56:20,2018-06-30 22:00:51,4.0,2018-06-30 22:16:39,11 - First Alarm,1219,86 - Investigate,,,UUU - Undetermined,SHORE RD,11209,4 - Brooklyn,,,,,,,
175,63476164,3558,"300 - Rescue, EMS incident, other",2018-06-30 21:56:15,2018-06-30 21:58:33,1.0,2018-06-30 22:06:37,11 - First Alarm,622,"00 - Action taken, other",,,UUU - Undetermined,STILLWELL AVE,11224,4 - Brooklyn,,,,,,,
176,63476168,2814,"555 - Defective elevator, no occupants",2018-06-30 21:56:05,2018-06-30 22:06:39,1.0,2018-06-30 22:29:59,11 - First Alarm,2034,45 - Remove hazard,,,429 - Multifamily dwelling,STORY AVE,10473,2 - Bronx,,,,,,,
177,63476159,1154,"300 - Rescue, EMS incident, other",2018-06-30 21:55:38,2018-06-30 21:58:55,1.0,2018-06-30 22:03:15,11 - First Alarm,457,"00 - Action taken, other",,,UUU - Undetermined,W 85 ST,10024,1 - Manhattan,,,,,,,
178,63476160,128,353 - Removal of victim(s) from stalled elevator,2018-06-30 21:55:23,2018-06-30 22:01:23,1.0,2018-06-30 22:07:58,11 - First Alarm,755,64 - Shut down system,"22 - Rescue, remove from harm",81 - Incident command,429 - Multifamily dwelling,N 5 ST,11211,4 - Brooklyn,2,,,,,,
179,63476151,2605,"710 - Malicious, mischievous false call, other",2018-06-30 21:53:39,2018-06-30 21:57:58,2.0,2018-06-30 22:02:46,11 - First Alarm,547,"00 - Action taken, other",,,UUU - Undetermined,SURF DR,10473,2 - Bronx,,,,,,,
180,63476147,379,"300 - Rescue, EMS incident, other",2018-06-30 21:53:00,2018-06-30 21:57:45,1.0,2018-06-30 22:12:39,11 - First Alarm,1179,"00 - Action taken, other",,,UUU - Undetermined,BEDFORD ST,10014,1 - Manhattan,,,,,,,
181,63476144,4192,323 - Motor vehicle/pedestrian accident (MV Ped),2018-06-30 21:52:45,2018-06-30 21:55:57,2.0,2018-06-30 22:34:54,11 - First Alarm,2529,48 - Remove hazardous materials,78 - Control traffic,86 - Investigate,"962 - Residential street, road or residential driveway",FRESH POND RD,11385,5 - Queens,,,,,,,
182,63476140,769,"300 - Rescue, EMS incident, other",2018-06-30 21:51:32,2018-06-30 21:56:55,1.0,2018-06-30 22:10:54,11 - First Alarm,1162,"00 - Action taken, other",,,UUU - Undetermined,MENAHAN ST,11237,4 - Brooklyn,,,,,,,
183,63476136,929,"300 - Rescue, EMS incident, other",2018-06-30 21:49:46,2018-06-30 22:01:18,1.0,2018-06-30 22:08:58,11 - First Alarm,1152,"00 - Action taken, other",,,UUU - Undetermined,W 59 ST,10019,1 - Manhattan,,,,,,,
184,63476137,2960,"300 - Rescue, EMS incident, other",2018-06-30 21:49:30,2018-06-30 21:55:06,1.0,2018-06-30 22:12:15,11 - First Alarm,1365,"00 - Action taken, other",,,UUU - Undetermined,DEFAULT RECORD FOR SF,10457,2 - Bronx,,,,,,,
185,63476131,1337,"300 - Rescue, EMS incident, other",2018-06-30 21:48:42,2018-06-30 21:52:47,1.0,2018-06-30 22:11:20,11 - First Alarm,1358,"00 - Action taken, other",,,UUU - Undetermined,BUSH ST,11231,4 - Brooklyn,,,,,,,
186,63476134,798,"300 - Rescue, EMS incident, other",2018-06-30 21:48:41,2018-06-30 21:53:01,1.0,2018-06-30 22:07:56,11 - First Alarm,1155,"00 - Action taken, other",,,UUU - Undetermined,RS01,10036,1 - Manhattan,,,,,,,
187,63476130,2355,323 - Motor vehicle/pedestrian accident (MV Ped),2018-06-30 21:48:06,2018-06-30 21:56:09,1.0,2018-06-30 22:29:00,11 - First Alarm,2454,48 - Remove hazardous materials,78 - Control traffic,86 - Investigate,"960 - Street, other",E 83 ST,11236,4 - Brooklyn,,,,,,,
