,sample_id,sample_date,beach_name,sample_location,units_or_notes,enterococci_results
225,CP1908191015-6.1,2019-08-19T00:00:00.000,CONEY ISLAND WEST 28TH - WEST 37TH,Center,MPN/100 ml,4.0
226,CP1908190830-1.3,2019-08-19T00:00:00.000,KINGSBOROUGH COMMUNITY COLLEGE,Right,Result below detection limit,
227,NP1908190910-1.3,2019-08-19T00:00:00.000,CEDAR GROVE,Right,MPN/100 ml,12.0
228,NP1908190825-1.2,2019-08-19T00:00:00.000,WOLFE'S POND PARK,Center,Result below detection limit,
229,CP1908190800-1.3,2019-08-19T00:00:00.000,MANHATTAN BEACH,Right,MPN/100 ml,36.0
230,NP1908190945-1.3,2019-08-19T00:00:00.000,MIDLAND BEACH,Right,MPN/100 ml,4.0
231,CP1908191100-1.2,2019-08-19T00:00:00.000,SEAGATE BEACH - 38TH STREET,Center,Result below detection limit,
232,CP1908190800-1.1,2019-08-19T00:00:00.000,MANHATTAN BEACH,Left,MPN/100 ml,8.0
233,CP1908190800-1.2,2019-08-19T00:00:00.000,MANHATTAN BEACH,Center,MPN/100 ml,12.0
234,NP1908190730-1.2,2019-08-19T00:00:00.000,SI YMCA OF GREATER NEW YORK,Center,MPN/100 ml,4.0
235,NP1908190730-1.1,2019-08-19T00:00:00.000,SI YMCA OF GREATER NEW YORK,Left,MPN/100 ml,8.0
236,CP1908191100-1.3,2019-08-19T00:00:00.000,SEAGATE BEACH - 38TH STREET,Right,MPN/100 ml,8.0
237,CP1908191030-1.2,2019-08-19T00:00:00.000,SEAGATE BEACH - 42ND STREET,Center,MPN/100 ml,8.0
238,NP1908190825-1.3,2019-08-19T00:00:00.000,WOLFE'S POND PARK,Right,Result below detection limit,
239,NP1908191020-1.3,2019-08-19T00:00:00.000,SOUTH BEACH,Right,MPN/100 ml,8.0
240,NP1908190910-1.2,2019-08-19T00:00:00.000,CEDAR GROVE,Center,MPN/100 ml,12.0
241,CP1908190830-1.1,2019-08-19T00:00:00.000,KINGSBOROUGH COMMUNITY COLLEGE,Left,MPN/100 ml,28.0
242,NP1908190945-1.2,2019-08-19T00:00:00.000,MIDLAND BEACH,Center,Result below detection limit,
243,CP1908190930-3.1,2019-08-19T00:00:00.000,CONEY ISLAND OCEAN PKWY - WEST 8TH,Center,Result below detection limit,
244,CP1908190700-1.1,2019-08-19T00:00:00.000,GERRITSEN/KIDDIE BEACH,Left,MPN/100 ml,4.0
245,NP1908190945-1.1,2019-08-19T00:00:00.000,MIDLAND BEACH,Left,Result below detection limit,
246,CP1908191030-1.3,2019-08-19T00:00:00.000,SEAGATE BEACH - 42ND STREET,Right,Result below detection limit,
247,CP1908190945-4.1,2019-08-19T00:00:00.000,CONEY ISLAND WEST 8TH - PIER,Center,MPN/100 ml,16.0
248,CP1908191030-1.1,2019-08-19T00:00:00.000,SEAGATE BEACH - 42ND STREET,Left,MPN/100 ml,4.0
249,CP1908190915-2.1,2019-08-19T00:00:00.000,CONEY ISLAND BR. 6TH - OCEAN PKWY,Center,Result below detection limit,
250,CP1908190700-1.2,2019-08-19T00:00:00.000,GERRITSEN/KIDDIE BEACH,Center,MPN/100 ml,24.0
251,NP1908191020-1.1,2019-08-19T00:00:00.000,SOUTH BEACH,Left,Result below detection limit,
252,MC1908140930-5.1,2019-08-14T00:00:00.000,ROCKAWAY BEACH 80TH - 95TH,Center,MPN/100 ml,4.0
253,MC1908141130-1.1,2019-08-14T00:00:00.000,BREEZY POINT - 219TH STREET,Center,Result below detection limit,
254,MC1908140840-2.1,2019-08-14T00:00:00.000,ROCKAWAY BEACH 15TH - 22TH,Center,MPN/100 ml,4.0
255,MC1908140900-3.1,2019-08-14T00:00:00.000,ROCKAWAY BEACH 23RD - 59TH,Center,MPN/100 ml,4.0
256,MC1908141030-8.1,2019-08-14T00:00:00.000,ROCKAWAY BEACH 126TH - 149TH,Center,MPN/100 ml,4.0
257,MC1908141100-1.1,2019-08-14T00:00:00.000,BREEZY POINT - REID AVE.,Center,Result below detection limit,
258,MC1908140920-4.1,2019-08-14T00:00:00.000,ROCKAWAY BEACH 59TH - 80TH,Center,Result below detection limit,
259,MC1908141010-7.1,2019-08-14T00:00:00.000,ROCKAWAY BEACH 116TH - 126TH,Center,MPN/100 ml,4.0
260,MC1908140950-6.1,2019-08-14T00:00:00.000,ROCKAWAY BEACH 95TH - 116TH,Center,MPN/100 ml,4.0
261,MC1908140830-1.1,2019-08-14T00:00:00.000,ROCKAWAY BEACH 9TH - 13TH,Center,MPN/100 ml,4.0
262,NP1908130850-1.3,2019-08-13T00:00:00.000,AMERICAN TURNERS,Right,MPN/100 ml,4.0
263,NP1908131005-1.1,2019-08-13T00:00:00.000,SCHUYLER HILL CIVIC ASSOCIATION,Left,MPN/100 ml,8.0
264,CP1908131000-1.3,2019-08-13T00:00:00.000,MORRIS YACHT AND BEACH CLUB,Right,MPN/100 ml,4.0
265,NP1908130940-1.1,2019-08-13T00:00:00.000,MANHEM BEACH CLUB,Left,MPN/100 ml,12.0
266,CP1908130700-1.2,2019-08-13T00:00:00.000,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,MPN/100 ml,20.0
267,CP1908130800-1.1,2019-08-13T00:00:00.000,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Left,MPN/100 ml,8.0
268,NP1908130850-1.1,2019-08-13T00:00:00.000,AMERICAN TURNERS,Left,Result below detection limit,
269,CP1908130800-1.2,2019-08-13T00:00:00.000,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Center,MPN/100 ml,4.0
270,NP1908130920-1.3,2019-08-13T00:00:00.000,DANISH AMERICAN BEACH CLUB,Right,MPN/100 ml,4.0
271,NP1908131035-1.3,2019-08-13T00:00:00.000,LOCUST POINT YACHT CLUB,Right,MPN/100 ml,8.0
272,CP1908131100-1.3,2019-08-13T00:00:00.000,WEST FORDHAM STREET ASSOCIATION,Right,MPN/100 ml,16.0
273,CP1908130900-1.1,2019-08-13T00:00:00.000,ORCHARD BEACH,Left,MPN/100 ml,4.0
274,CP1908131100-1.1,2019-08-13T00:00:00.000,WEST FORDHAM STREET ASSOCIATION,Left,MPN/100 ml,8.0
275,NP1908130820-1.3,2019-08-13T00:00:00.000,WHITE CROSS FISHING CLUB,Right,MPN/100 ml,4.0
276,NP1908131035-1.1,2019-08-13T00:00:00.000,LOCUST POINT YACHT CLUB,Left,MPN/100 ml,24.0
277,CP1908130900-1.3,2019-08-13T00:00:00.000,ORCHARD BEACH,Right,Result below detection limit,
278,NP1908131035-1.2,2019-08-13T00:00:00.000,LOCUST POINT YACHT CLUB,Center,MPN/100 ml,4.0
279,CP1908130700-1.1,2019-08-13T00:00:00.000,DOUGLASTON HOMEOWNERS ASSOCIATION,Left,MPN/100 ml,16.0
280,CP1908131000-1.2,2019-08-13T00:00:00.000,MORRIS YACHT AND BEACH CLUB,Center,Result below detection limit,
281,NP1908130920-1.2,2019-08-13T00:00:00.000,DANISH AMERICAN BEACH CLUB,Center,MPN/100 ml,4.0
282,NP1908130750-1.1,2019-08-13T00:00:00.000,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Left,Result below detection limit,
283,NP1908130750-1.3,2019-08-13T00:00:00.000,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Right,MPN/100 ml,8.0
284,CP1908131000-1.1,2019-08-13T00:00:00.000,MORRIS YACHT AND BEACH CLUB,Left,MPN/100 ml,4.0
285,NP1908130750-1.2,2019-08-13T00:00:00.000,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Center,Result below detection limit,
286,NP1908130920-1.1,2019-08-13T00:00:00.000,DANISH AMERICAN BEACH CLUB,Left,MPN/100 ml,12.0
287,NP1908130820-1.1,2019-08-13T00:00:00.000,WHITE CROSS FISHING CLUB,Left,MPN/100 ml,4.0
288,CP1908130900-1.2,2019-08-13T00:00:00.000,ORCHARD BEACH,Center,MPN/100 ml,4.0
289,NP1908131005-1.2,2019-08-13T00:00:00.000,SCHUYLER HILL CIVIC ASSOCIATION,Center,MPN/100 ml,8.0
290,NP1908130850-1.2,2019-08-13T00:00:00.000,AMERICAN TURNERS,Center,MPN/100 ml,8.0
291,CP1908131100-1.2,2019-08-13T00:00:00.000,WEST FORDHAM STREET ASSOCIATION,Center,MPN/100 ml,12.0
292,NP1908131005-1.3,2019-08-13T00:00:00.000,SCHUYLER HILL CIVIC ASSOCIATION,Right,MPN/100 ml,24.0
293,NP1908130940-1.2,2019-08-13T00:00:00.000,MANHEM BEACH CLUB,Center,Result below detection limit,
294,NP1908130940-1.3,2019-08-13T00:00:00.000,MANHEM BEACH CLUB,Right,Result below detection limit,
295,CP1908130800-1.3,2019-08-13T00:00:00.000,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Right,MPN/100 ml,24.0
296,CP1908130700-1.3,2019-08-13T00:00:00.000,DOUGLASTON HOMEOWNERS ASSOCIATION,Right,MPN/100 ml,48.0
297,NP1908130820-1.2,2019-08-13T00:00:00.000,WHITE CROSS FISHING CLUB,Center,Result below detection limit,
298,NP1908120955-1.1,2019-08-12T00:00:00.000,MIDLAND BEACH,Left,Result below detection limit,
299,CP1908120800-1.2,2019-08-12T00:00:00.000,MANHATTAN BEACH,Center,Result below detection limit,
300,CP1908121130-1.1,2019-08-12T00:00:00.000,SEAGATE BEACH - 38TH STREET,Left,MPN/100 ml,12.0
301,NP1908121035-1.1,2019-08-12T00:00:00.000,SOUTH BEACH,Left,Result below detection limit,
302,NP1908120730-1.1,2019-08-12T00:00:00.000,SI YMCA OF GREATER NEW YORK,Left,Result below detection limit,
303,NP1908120825-1.1,2019-08-12T00:00:00.000,WOLFE'S POND PARK,Left,Result below detection limit,
304,CP1908120700-1.1,2019-08-12T00:00:00.000,GERRITSEN/KIDDIE BEACH,Left,Result below detection limit,
305,CP1908121130-1.2,2019-08-12T00:00:00.000,SEAGATE BEACH - 38TH STREET,Center,MPN/100 ml,8.0
306,CP1908120700-1.3,2019-08-12T00:00:00.000,GERRITSEN/KIDDIE BEACH,Right,Result below detection limit,
307,CP1908120800-1.3,2019-08-12T00:00:00.000,MANHATTAN BEACH,Right,Result below detection limit,
308,CP1908120900-1.2,2019-08-12T00:00:00.000,KINGSBOROUGH COMMUNITY COLLEGE,Center,Result below detection limit,
309,CP1908120700-1.2,2019-08-12T00:00:00.000,GERRITSEN/KIDDIE BEACH,Center,Result below detection limit,
310,NP1908120825-1.3,2019-08-12T00:00:00.000,WOLFE'S POND PARK,Right,Result below detection limit,
311,CP1908121100-1.1,2019-08-12T00:00:00.000,SEAGATE BEACH - 42ND STREET,Left,MPN/100 ml,4.0
312,CP1908120945-2.1,2019-08-12T00:00:00.000,CONEY ISLAND BR. 6TH - OCEAN PKWY,Center,MPN/100 ml,40.0
313,CP1908120900-1.1,2019-08-12T00:00:00.000,KINGSBOROUGH COMMUNITY COLLEGE,Left,MPN/100 ml,4.0
314,NP1908120730-1.3,2019-08-12T00:00:00.000,SI YMCA OF GREATER NEW YORK,Right,Result below detection limit,
315,CP1908120930-1.1,2019-08-12T00:00:00.000,CONEY ISLAND BR. 15TH - 6TH,Center,Result below detection limit,
316,NP1908120730-1.2,2019-08-12T00:00:00.000,SI YMCA OF GREATER NEW YORK,Center,MPN/100 ml,4.0
317,CP1908121030-5.1,2019-08-12T00:00:00.000,CONEY ISLAND WEST 16TH - WEST 27TH,Center,MPN/100 ml,56.0
318,NP1908121035-1.3,2019-08-12T00:00:00.000,SOUTH BEACH,Right,Result below detection limit,
319,NP1908120910-1.1,2019-08-12T00:00:00.000,CEDAR GROVE,Left,MPN/100 ml,8.0
320,CP1908121015-4.1,2019-08-12T00:00:00.000,CONEY ISLAND WEST 8TH - PIER,Center,MPN/100 ml,4.0
321,NP1908120910-1.3,2019-08-12T00:00:00.000,CEDAR GROVE,Right,Result below detection limit,
322,NP1908120955-1.2,2019-08-12T00:00:00.000,MIDLAND BEACH,Center,Result below detection limit,
323,CP1908121045-6.1,2019-08-12T00:00:00.000,CONEY ISLAND WEST 28TH - WEST 37TH,Center,MPN/100 ml,84.0
324,CP1908121130-1.3,2019-08-12T00:00:00.000,SEAGATE BEACH - 38TH STREET,Right,MPN/100 ml,28.0
325,CP1908120900-1.3,2019-08-12T00:00:00.000,KINGSBOROUGH COMMUNITY COLLEGE,Right,Result below detection limit,
326,CP1908120800-1.1,2019-08-12T00:00:00.000,MANHATTAN BEACH,Left,MPN/100 ml,4.0
327,CP1908121100-1.3,2019-08-12T00:00:00.000,SEAGATE BEACH - 42ND STREET,Right,Result below detection limit,
328,NP1908120955-1.3,2019-08-12T00:00:00.000,MIDLAND BEACH,Right,Result below detection limit,
329,CP1908121100-1.2,2019-08-12T00:00:00.000,SEAGATE BEACH - 42ND STREET,Center,Result below detection limit,
330,CP1908121000-3.1,2019-08-12T00:00:00.000,CONEY ISLAND OCEAN PKWY - WEST 8TH,Center,Result below detection limit,
331,NP1908120825-1.2,2019-08-12T00:00:00.000,WOLFE'S POND PARK,Center,Result below detection limit,
332,NP1908120910-1.2,2019-08-12T00:00:00.000,CEDAR GROVE,Center,Result below detection limit,
333,NP1908121035-1.2,2019-08-12T00:00:00.000,SOUTH BEACH,Center,MPN/100 ml,20.0
334,DF1908060900-1.3,2019-08-06T00:00:00.000,LOCUST POINT YACHT CLUB,Right,MPN/100 ml,16.0
335,DF1908060900-1.2,2019-08-06T00:00:00.000,LOCUST POINT YACHT CLUB,Center,MPN/100 ml,8.0
336,CP1908060700-1.2,2019-08-06T00:00:00.000,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,MPN/100 ml,20.0
337,DF1908060900-1.1,2019-08-06T00:00:00.000,LOCUST POINT YACHT CLUB,Left,Result below detection limit,
338,DF1908060715-1.1,2019-08-06T00:00:00.000,AMERICAN TURNERS,Left,MPN/100 ml,28.0
339,DF1908060700-1.2,2019-08-06T00:00:00.000,WHITE CROSS FISHING CLUB,Center,MPN/100 ml,12.0
340,DF1908060815-1.1,2019-08-06T00:00:00.000,MANHEM BEACH CLUB,Left,MPN/100 ml,32.0
341,DF1908060830-1.3,2019-08-06T00:00:00.000,SCHUYLER HILL CIVIC ASSOCIATION,Right,MPN/100 ml,4.0
342,DF1908060645-1.1,2019-08-06T00:00:00.000,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Left,MPN/100 ml,76.0
343,CP1908061100-1.1,2019-08-06T00:00:00.000,WEST FORDHAM STREET ASSOCIATION,Left,MPN/100 ml,8.0
344,DF1908060815-1.3,2019-08-06T00:00:00.000,MANHEM BEACH CLUB,Right,Result below detection limit,
345,DF1908060750-1.3,2019-08-06T00:00:00.000,DANISH AMERICAN BEACH CLUB,Right,MPN/100 ml,12.0
346,CP1908060800-1.1,2019-08-06T00:00:00.000,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Left,MPN/100 ml,16.0
347,CP1908060900-1.1,2019-08-06T00:00:00.000,ORCHARD BEACH,Left,MPN/100 ml,12.0
348,CP1908060700-1.3,2019-08-06T00:00:00.000,DOUGLASTON HOMEOWNERS ASSOCIATION,Right,MPN/100 ml,12.0
349,DF1908060750-1.2,2019-08-06T00:00:00.000,DANISH AMERICAN BEACH CLUB,Center,MPN/100 ml,12.0
350,CP1908061100-1.2,2019-08-06T00:00:00.000,WEST FORDHAM STREET ASSOCIATION,Center,MPN/100 ml,4.0
351,Df1908060750-1.1,2019-08-06T00:00:00.000,DANISH AMERICAN BEACH CLUB,Left,MPN/100 ml,20.0
352,DF1908060815-1.2,2019-08-06T00:00:00.000,MANHEM BEACH CLUB,Center,MPN/100 ml,8.0
353,CP1908060800-1.2,2019-08-06T00:00:00.000,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Center,MPN/100 ml,4.0
354,CP1908061000-1.2,2019-08-06T00:00:00.000,MORRIS YACHT AND BEACH CLUB,Center,MPN/100 ml,4.0
355,CP1908061100-1.3,2019-08-06T00:00:00.000,WEST FORDHAM STREET ASSOCIATION,Right,MPN/100 ml,8.0
356,CP1908061000-1.1,2019-08-06T00:00:00.000,MORRIS YACHT AND BEACH CLUB,Left,MPN/100 ml,16.0
357,CP1908060900-1.3,2019-08-06T00:00:00.000,ORCHARD BEACH,Right,MPN/100 ml,20.0
358,DF1908060830-1.1,2019-08-06T00:00:00.000,SCHUYLER HILL CIVIC ASSOCIATION,Left,MPN/100 ml,40.0
359,DF1908060645-1.2,2019-08-06T00:00:00.000,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Center,MPN/100 ml,68.0
360,CP1908061000-1.3,2019-08-06T00:00:00.000,MORRIS YACHT AND BEACH CLUB,Right,MPN/100 ml,20.0
361,CP1908060800-1.3,2019-08-06T00:00:00.000,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Right,MPN/100 ml,16.0
362,CP1908060900-1.2,2019-08-06T00:00:00.000,ORCHARD BEACH,Center,MPN/100 ml,12.0
363,DF1908060700-1.3,2019-08-06T00:00:00.000,WHITE CROSS FISHING CLUB,Right,MPN/100 ml,8.0
364,DF1908060715-1.3,2019-08-06T00:00:00.000,AMERICAN TURNERS,Right,MPN/100 ml,24.0
365,DF1908060715-1.2,2019-08-06T00:00:00.000,AMERICAN TURNERS,Center,MPN/100 ml,12.0
366,DF1908060830-1.2,2019-08-06T00:00:00.000,SCHUYLER HILL CIVIC ASSOCIATION,Center,MPN/100 ml,4.0
367,CP1908060700-1.1,2019-08-06T00:00:00.000,DOUGLASTON HOMEOWNERS ASSOCIATION,Left,MPN/100 ml,110.0
368,DF1908060700-1.1,2019-08-06T00:00:00.000,WHITE CROSS FISHING CLUB,Left,MPN/100 ml,4.0
369,DF1908060645-1.3,2019-08-06T00:00:00.000,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Right,MPN/100 ml,52.0
370,CP1908050800-1.3,2019-08-05T00:00:00.000,KINGSBOROUGH COMMUNITY COLLEGE,Right,MPN/100 ml,12.0
371,CP1908050700-1.3,2019-08-05T00:00:00.000,GERRITSEN/KIDDIE BEACH,Right,MPN/100 ml,120.0
372,CP1908050930-3.1,2019-08-05T00:00:00.000,CONEY ISLAND OCEAN PKWY - WEST 8TH,Center,MPN/100 ml,4.0
373,DF1908050830-1.2,2019-08-05T00:00:00.000,CEDAR GROVE,Center,Result below detection limit,
374,DF1908050915-1.2,2019-08-05T00:00:00.000,MIDLAND BEACH,Center,MPN/100 ml,4.0
375,DF1908050950-1.3,2019-08-05T00:00:00.000,SOUTH BEACH,Right,MPN/100 ml,40.0
376,CP1908050945-4.1,2019-08-05T00:00:00.000,CONEY ISLAND WEST 8TH - PIER,Center,MPN/100 ml,60.0
377,DF1908050700-1.3,2019-08-05T00:00:00.000,SI YMCA OF GREATER NEW YORK,Right,Result below detection limit,
378,CP1908051030-1.2,2019-08-05T00:00:00.000,SEAGATE BEACH - 42ND STREET,Center,MPN/100 ml,36.0
379,CP1908051000-5.1,2019-08-05T00:00:00.000,CONEY ISLAND WEST 16TH - WEST 27TH,Center,MPN/100 ml,8.0
380,DF1908050915-1.1,2019-08-05T00:00:00.000,MIDLAND BEACH,Left,MPN/100 ml,4.0
381,CP1908051030-1.3,2019-08-05T00:00:00.000,SEAGATE BEACH - 42ND STREET,Right,MPN/100 ml,20.0
382,CP1908050700-1.2,2019-08-05T00:00:00.000,GERRITSEN/KIDDIE BEACH,Center,MPN/100 ml,150.0
383,CP1908050845-1.1,2019-08-05T00:00:00.000,MANHATTAN BEACH,Left,MPN/100 ml,44.0
384,CP1908051015-6.1,2019-08-05T00:00:00.000,CONEY ISLAND WEST 28TH - WEST 37TH,Center,MPN/100 ml,12.0
385,CP1908050700-1.1,2019-08-05T00:00:00.000,GERRITSEN/KIDDIE BEACH,Left,MPN/100 ml,160.0
386,CP1908051100-1.2,2019-08-05T00:00:00.000,SEAGATE BEACH - 38TH STREET,Center,Result below detection limit,
387,DF1908050915-1.3,2019-08-05T00:00:00.000,MIDLAND BEACH,Right,MPN/100 ml,4.0
388,CP1908050900-1.1,2019-08-05T00:00:00.000,CONEY ISLAND BR. 15TH - 6TH,Center,MPN/100 ml,160.0
389,CP1908051100-1.1,2019-08-05T00:00:00.000,SEAGATE BEACH - 38TH STREET,Left,Result below detection limit,
390,CP1908050800-1.2,2019-08-05T00:00:00.000,KINGSBOROUGH COMMUNITY COLLEGE,Center,MPN/100 ml,24.0
391,DF1908050745-1.1,2019-08-05T00:00:00.000,WOLFE'S POND PARK,Left,Result below detection limit,
392,CP1908051030-1.1,2019-08-05T00:00:00.000,SEAGATE BEACH - 42ND STREET,Left,MPN/100 ml,12.0
393,DF1908050700-1.1,2019-08-05T00:00:00.000,SI YMCA OF GREATER NEW YORK,Left,MPN/100 ml,8.0
394,DF1908050950-1.1,2019-08-05T00:00:00.000,SOUTH BEACH,Left,MPN/100 ml,12.0
395,DF1908050830-1.3,2019-08-05T00:00:00.000,CEDAR GROVE,Right,MPN/100 ml,4.0
396,DF1908050745-1.2,2019-08-05T00:00:00.000,WOLFE'S POND PARK,Center,Result below detection limit,
397,CP1908050800-1.1,2019-08-05T00:00:00.000,KINGSBOROUGH COMMUNITY COLLEGE,Left,MPN/100 ml,12.0
398,DF1908050700-1.2,2019-08-05T00:00:00.000,SI YMCA OF GREATER NEW YORK,Center,MPN/100 ml,16.0
399,CP1908051100-1.3,2019-08-05T00:00:00.000,SEAGATE BEACH - 38TH STREET,Right,MPN/100 ml,4.0
400,CP1908050845-1.2,2019-08-05T00:00:00.000,MANHATTAN BEACH,Center,MPN/100 ml,20.0
401,CP1908050915-2.1,2019-08-05T00:00:00.000,CONEY ISLAND BR. 6TH - OCEAN PKWY,Center,MPN/100 ml,8.0
402,CP1908050845-1.3,2019-08-05T00:00:00.000,MANHATTAN BEACH,Right,MPN/100 ml,56.0
403,DF1908050745-1.3,2019-08-05T00:00:00.000,WOLFE'S POND PARK,Right,MPN/100 ml,4.0
404,DF1908050830-1.1,2019-08-05T00:00:00.000,CEDAR GROVE,Left,MPN/100 ml,4.0
405,DF1908050950-1.2,2019-08-05T00:00:00.000,SOUTH BEACH,Center,MPN/100 ml,8.0
406,MC1907311050-1.1,2019-07-31T00:00:00.000,BREEZY POINT - REID AVE.,Center,Result below detection limit,
407,MC1907310850-3.1,2019-07-31T00:00:00.000,ROCKAWAY BEACH 23RD - 59TH,Center,Result below detection limit,
408,MC1907311030-8.1,2019-07-31T00:00:00.000,ROCKAWAY BEACH 126TH - 149TH,Center,MPN/100 ml,4.0
409,MC1907310930-5.1,2019-07-31T00:00:00.000,ROCKAWAY BEACH 80TH - 95TH,Center,MPN/100 ml,4.0
410,MC1907311110-1.1,2019-07-31T00:00:00.000,BREEZY POINT - 219TH STREET,Center,Result below detection limit,
411,MC1907310810-1.1,2019-07-31T00:00:00.000,ROCKAWAY BEACH 9TH - 13TH,Center,Result below detection limit,
412,MC1907310830-2.1,2019-07-31T00:00:00.000,ROCKAWAY BEACH 15TH - 22TH,Center,MPN/100 ml,4.0
413,MC1907310910-4.1,2019-07-31T00:00:00.000,ROCKAWAY BEACH 59TH - 80TH,Center,Result below detection limit,
414,MC1907311015-7.1,2019-07-31T00:00:00.000,ROCKAWAY BEACH 116TH - 126TH,Center,Result below detection limit,
415,MC1907310950-6.1,2019-07-31T00:00:00.000,ROCKAWAY BEACH 95TH - 116TH,Center,MPN/100 ml,4.0
416,CP1907301000-1.2,2019-07-30T00:00:00.000,ORCHARD BEACH,Center,MPN/100 ml,20.0
417,CP1907301000-1.3,2019-07-30T00:00:00.000,ORCHARD BEACH,Right,Result below detection limit,
418,NP1907300955-1.2,2019-07-30T00:00:00.000,LOCUST POINT YACHT CLUB,Center,MPN/100 ml,4.0
419,NP1907300850-1.2,2019-07-30T00:00:00.000,MANHEM BEACH CLUB,Center,MPN/100 ml,8.0
420,NP1907300830-1.3,2019-07-30T00:00:00.000,DANISH AMERICAN BEACH CLUB,Right,MPN/100 ml,4.0
421,CP1907301130-1.3,2019-07-30T00:00:00.000,WEST FORDHAM STREET ASSOCIATION,Right,MPN/100 ml,16.0
422,CP190730-800-1.2,2019-07-30T00:00:00.000,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,MPN/100 ml,32.0
423,NP1907300800-1.2,2019-07-30T00:00:00.000,AMERICAN TURNERS,Center,Result below detection limit,
424,NP1907300925-1.1,2019-07-30T00:00:00.000,SCHUYLER HILL CIVIC ASSOCIATION,Left,MPN/100 ml,12.0
425,CP1907301130-1.1,2019-07-30T00:00:00.000,WEST FORDHAM STREET ASSOCIATION,Left,MPN/100 ml,4.0
426,NP1907300850-1.1,2019-07-30T00:00:00.000,MANHEM BEACH CLUB,Left,MPN/100 ml,16.0
427,CP1907301100-1.3,2019-07-30T00:00:00.000,MORRIS YACHT AND BEACH CLUB,Right,Result below detection limit,
428,CP1907301100-1.2,2019-07-30T00:00:00.000,MORRIS YACHT AND BEACH CLUB,Center,MPN/100 ml,20.0
429,NP1907300955-1.3,2019-07-30T00:00:00.000,LOCUST POINT YACHT CLUB,Right,MPN/100 ml,12.0
430,CP1907300900-1.3,2019-07-30T00:00:00.000,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Right,MPN/100 ml,64.0
431,NP1907300830-1.2,2019-07-30T00:00:00.000,DANISH AMERICAN BEACH CLUB,Center,MPN/100 ml,24.0
432,NP1907300725-1.3,2019-07-30T00:00:00.000,WHITE CROSS FISHING CLUB,Right,MPN/100 ml,32.0
433,CP1907300900-1.1,2019-07-30T00:00:00.000,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Left,MPN/100 ml,24.0
434,NP1907300705-1.1,2019-07-30T00:00:00.000,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Left,MPN/100 ml,16.0
435,NP1907300705-1.2,2019-07-30T00:00:00.000,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Center,MPN/100 ml,4.0
436,CP1907300800-1.3,2019-07-30T00:00:00.000,DOUGLASTON HOMEOWNERS ASSOCIATION,Right,MPN/100 ml,32.0
437,NP1907300725-1.1,2019-07-30T00:00:00.000,WHITE CROSS FISHING CLUB,Left,MPN/100 ml,48.0
438,NP1907300850-1.3,2019-07-30T00:00:00.000,MANHEM BEACH CLUB,Right,MPN/100 ml,4.0
439,CP1907301130-1.2,2019-07-30T00:00:00.000,WEST FORDHAM STREET ASSOCIATION,Center,Result below detection limit,
440,NP1907300705-1.3,2019-07-30T00:00:00.000,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Right,MPN/100 ml,40.0
441,NP1907300800-1.1,2019-07-30T00:00:00.000,AMERICAN TURNERS,Left,MPN/100 ml,4.0
442,NP1907300800-1.3,2019-07-30T00:00:00.000,AMERICAN TURNERS,Right,Result below detection limit,
443,CP1907300800-1.1,2019-07-30T00:00:00.000,DOUGLASTON HOMEOWNERS ASSOCIATION,Left,MPN/100 ml,24.0
444,CP1907300900-1.2,2019-07-30T00:00:00.000,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Center,MPN/100 ml,16.0
445,NP1907300925-1.2,2019-07-30T00:00:00.000,SCHUYLER HILL CIVIC ASSOCIATION,Center,MPN/100 ml,140.0
446,NP1907300830-1.1,2019-07-30T00:00:00.000,DANISH AMERICAN BEACH CLUB,Left,MPN/100 ml,24.0
447,NP1907300955-1.1,2019-07-30T00:00:00.000,LOCUST POINT YACHT CLUB,Left,MPN/100 ml,4.0
448,CP1907301100-1.1,2019-07-30T00:00:00.000,MORRIS YACHT AND BEACH CLUB,Left,MPN/100 ml,8.0
449,CP1907301000-1.1,2019-07-30T00:00:00.000,ORCHARD BEACH,Left,Result below detection limit,
450,NP1907300725-1.2,2019-07-30T00:00:00.000,WHITE CROSS FISHING CLUB,Center,MPN/100 ml,28.0
