,x,y,unique_squirrel_id,hectare,shift,date,hectare_squirrel_number,combination_of_primary_and,running,chasing,climbing,eating,foraging,kuks,quaas,moans,tail_flags,tail_twitches,approaches,indifferent,runs_from,geocoded_column,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,age,primary_fur_color,highlight_fur_color,location,above_ground_sighter,other_interactions,other_activities,color_notes,specific_location,:@computed_region_efsh_h5xi
497,-73.9669432929573,40.779136518298,18F-AM-1014-01,18F,AM,10142018,1,Gray+White,False,False,False,True,False,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9669432929573, 40.779136518298]}",19,4,19,13,Adult,Gray,White,Above Ground,,,,,Low tree,
498,-73.9657288055011,40.7764580036287,16H-PM-1014-04,16H,PM,10142018,4,Gray+Cinnamon,True,False,False,False,False,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9657288055011, 40.7764580036287]}",19,4,19,13,Adult,Gray,Cinnamon,Ground Plane,FALSE,,,,,
499,-73.9568305513017,40.7974086631267,40C-PM-1006-05,40C,PM,10062018,5,Gray+,False,False,False,False,False,False,False,False,False,False,False,False,False,"{'type': 'Point', 'coordinates': [-73.9568305513017, 40.7974086631267]}",19,4,19,13,Adult,Gray,,Ground Plane,FALSE,,,,,
500,-73.9708798496132,40.7761532088521,13D-AM-1014-06,13D,AM,10142018,6,Gray+Cinnamon,True,False,False,True,False,False,False,False,False,False,False,False,True,"{'type': 'Point', 'coordinates': [-73.9708798496132, 40.7761532088521]}",19,4,19,13,Adult,Gray,Cinnamon,Ground Plane,FALSE,,,,,
501,-73.9683312453011,40.7801661685712,18D-PM-1017-01,18D,PM,10172018,1,Gray+,False,False,False,False,True,False,False,False,False,False,False,False,False,"{'type': 'Point', 'coordinates': [-73.9683312453011, 40.7801661685712]}",19,4,19,13,Adult,Gray,,Ground Plane,FALSE,,,,,
502,-73.9598340783572,40.7915857030295,33D-PM-1006-02,33D,PM,10062018,2,Gray+Cinnamon,False,True,False,False,False,False,False,False,False,False,False,False,True,"{'type': 'Point', 'coordinates': [-73.95983407835722, 40.7915857030295]}",19,4,19,13,,Gray,Cinnamon,Above Ground,15,,,,,
503,-73.9533476020736,40.7933003544685,37H-PM-1006-02,37H,PM,10062018,2,Gray+Cinnamon,True,False,True,False,True,True,False,False,False,False,False,False,True,"{'type': 'Point', 'coordinates': [-73.9533476020736, 40.7933003544685]}",19,4,19,13,Adult,Gray,Cinnamon,Ground Plane,FALSE,dogs,,,tree,
504,-73.9677387336667,40.7742695912,12H-PM-1007-02,12H,PM,10072018,2,Gray+Cinnamon,False,False,True,True,False,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9677387336667, 40.7742695912]}",19,4,19,13,Adult,Gray,Cinnamon,Above Ground,10,,peanuts,,in tree,
505,-73.9649611089685,40.7814371834837,21F-AM-1018-05,21F,AM,10182018,5,Cinnamon+Gray,False,False,True,False,False,False,False,False,False,True,False,False,True,"{'type': 'Point', 'coordinates': [-73.9649611089685, 40.7814371834837]}",19,4,19,13,Adult,Cinnamon,Gray,Above Ground,2,,,,,
506,-73.9744835563086,40.7729521433235,9D-AM-1008-01,09D,AM,10082018,1,Gray+,False,False,False,False,True,False,False,False,True,False,False,False,True,"{'type': 'Point', 'coordinates': [-73.9744835563086, 40.7729521433235]}",19,4,19,13,Adult,Gray,,Ground Plane,FALSE,,,,,
507,-73.9746918762076,40.7655231883678,1G-AM-1006-02,01G,AM,10062018,2,Gray+White,False,False,True,False,True,False,False,False,False,True,False,True,False,"{'type': 'Point', 'coordinates': [-73.9746918762076, 40.7655231883678]}",19,4,19,13,Juvenile,Gray,White,Above Ground,30,,,,,
508,-73.9714289592392,40.7750670702093,12E-PM-1018-04,12E,PM,10182018,4,Cinnamon+,False,False,True,False,False,False,False,False,False,False,False,False,True,"{'type': 'Point', 'coordinates': [-73.9714289592392, 40.7750670702093]}",19,4,19,13,Adult,Cinnamon,,Above Ground,10,,,,,
509,-73.9638590768396,40.7776782114981,18I-AM-1017-02,18I,AM,10172018,2,Gray+Black,False,False,True,False,False,False,False,False,False,True,False,False,True,"{'type': 'Point', 'coordinates': [-73.9638590768396, 40.7776782114981]}",19,4,19,13,Adult,Gray,Black,Above Ground,15,,,,,
510,-73.9653142636891,40.7760015129298,15I-AM-1008-04,15I,AM,10082018,4,Gray+,False,False,True,True,False,False,False,False,False,False,False,False,True,"{'type': 'Point', 'coordinates': [-73.9653142636891, 40.7760015129298]}",19,4,19,13,Adult,Gray,,Ground Plane,FALSE,,,,,
511,-73.9586098170241,40.7939653733898,35D-AM-1019-01,35D,AM,10192018,1,+,False,False,False,False,False,True,False,False,False,False,False,False,False,"{'type': 'Point', 'coordinates': [-73.9586098170241, 40.7939653733898]}",19,4,19,13,,,,Above Ground,,,,,"on tree, blue jays gathering nearby",
512,-73.963100689807,40.7920255189467,32B-AM-1017-02,32B,AM,10172018,2,Gray+Cinnamon,True,False,False,False,True,False,False,False,False,True,False,False,True,"{'type': 'Point', 'coordinates': [-73.963100689807, 40.79202551894671]}",19,4,19,13,Adult,Gray,Cinnamon,Ground Plane,FALSE,,,Cinnamon on its head,,
513,-73.9768357173861,40.7683813358343,3D-PM-1010-12,03D,PM,10102018,12,Cinnamon+White,True,True,False,False,True,False,True,False,False,False,False,False,False,"{'type': 'Point', 'coordinates': [-73.9768357173861, 40.7683813358343]}",19,4,19,13,Adult,Cinnamon,White,Ground Plane,FALSE,,,,,
514,-73.9601486483164,40.7943724108626,35C-PM-1013-02,35C,PM,10132018,2,Gray+Cinnamon,False,False,False,False,True,False,False,False,False,False,True,False,False,"{'type': 'Point', 'coordinates': [-73.9601486483164, 40.7943724108626]}",19,4,19,13,,Gray,Cinnamon,Ground Plane,FALSE,approaches (when i crouched down),,,,
515,-73.9597418366664,40.7964417084985,37B-PM-1013-05,37B,PM,10132018,5,Gray+Cinnamon,False,False,False,True,True,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9597418366664, 40.7964417084985]}",19,4,19,13,Adult,Gray,Cinnamon,Ground Plane,FALSE,,,,,
516,-73.954959868822,40.7985404965582,41D-PM-1014-03,41D,PM,10142018,3,Gray+White,True,False,False,False,False,False,False,False,False,False,False,False,False,"{'type': 'Point', 'coordinates': [-73.954959868822, 40.7985404965582]}",19,4,19,13,Adult,Gray,White,Ground Plane,FALSE,,,,,
517,-73.9687847410656,40.778185700305,16E-AM-1014-09,16E,AM,10142018,9,Gray+,False,False,True,False,False,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9687847410656, 40.778185700305]}",19,4,19,13,Adult,Gray,,Above Ground,25,,,,In tree,
518,-73.9659010238417,40.7791683666215,18G-PM-1013-02,18G,PM,10132018,2,Gray+,False,False,False,True,True,False,False,False,False,False,False,False,False,"{'type': 'Point', 'coordinates': [-73.9659010238417, 40.779168366621505]}",19,4,19,13,Adult,Gray,,Ground Plane,FALSE,,,,,
519,-73.9749446629706,40.7720659696067,7D-PM-1010-01,07D,PM,10102018,1,Gray+White,True,False,False,False,False,False,False,False,False,False,False,False,False,"{'type': 'Point', 'coordinates': [-73.9749446629706, 40.7720659696067]}",19,4,19,13,Adult,Gray,White,Ground Plane,FALSE,,,,outside fenced hectare,
520,-73.971322876671,40.7714145086361,8G-PM-1017-01,08G,PM,10172018,1,"Gray+Cinnamon, White",False,False,False,False,True,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.971322876671, 40.7714145086361]}",19,4,19,13,Adult,Gray,"Cinnamon, White",Ground Plane,FALSE,,,,,
521,-73.9773821135611,40.7690453494383,4C-PM-1010-06,04C,PM,10102018,6,Gray+Cinnamon,False,False,False,True,False,False,False,False,False,True,False,False,True,"{'type': 'Point', 'coordinates': [-73.9773821135611, 40.7690453494383]}",19,4,19,13,Adult,Gray,Cinnamon,Ground Plane,FALSE,,,,behind playground benches,
522,-73.9793103340869,40.7678201535968,1C-PM-1013-06,01C,PM,10132018,6,"Gray+Cinnamon, White",False,False,False,False,True,False,False,False,False,False,False,False,False,"{'type': 'Point', 'coordinates': [-73.9793103340869, 40.76782015359681]}",19,4,19,13,Adult,Gray,"Cinnamon, White",Ground Plane,FALSE,,,,,
523,-73.970173142921,40.7762349924081,14E-AM-1008-19,14E,AM,10082018,19,Gray+,False,False,False,True,False,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.970173142921, 40.7762349924081]}",19,4,19,13,Adult,Gray,,Ground Plane,FALSE,,,,,
524,-73.952526164386,40.7963759240504,40G-AM-1007-02,40G,AM,10072018,2,Cinnamon+Gray,True,False,True,False,False,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.952526164386, 40.7963759240504]}",19,4,19,13,Juvenile,Cinnamon,Gray,Above Ground,18,,,,,
525,-73.9680833729772,40.7741871025115,12H-PM-1007-08,12H,PM,10072018,8,+,False,False,False,False,False,False,False,False,False,False,False,False,True,"{'type': 'Point', 'coordinates': [-73.9680833729772, 40.7741871025115]}",19,4,19,13,,,,Above Ground,7,,,,in tree,
526,-73.9632646049622,40.7817401292083,22G-AM-1018-05,22G,AM,10182018,5,Gray+Cinnamon,False,False,False,False,True,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9632646049622, 40.7817401292083]}",19,4,19,13,Adult,Gray,Cinnamon,Ground Plane,FALSE,,,,,
527,-73.9647284206644,40.7839611840884,23E-PM-1006-01,23E,PM,10062018,1,Gray+Cinnamon,True,False,False,False,False,False,False,False,False,False,False,False,True,"{'type': 'Point', 'coordinates': [-73.9647284206644, 40.7839611840884]}",19,4,19,13,Adult,Gray,Cinnamon,Above Ground,,,,,on a tree,
528,-73.9635290751183,40.7820936628202,22G-AM-1018-02,22G,AM,10182018,2,Gray+,True,False,True,False,False,True,False,False,False,False,False,False,True,"{'type': 'Point', 'coordinates': [-73.9635290751183, 40.7820936628202]}",19,4,19,13,Adult,Gray,,Ground Plane,FALSE,,,,,
529,-73.9696360756453,40.7786545659072,16D-PM-1010-03,16D,PM,10102018,3,Gray+,False,False,True,True,False,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9696360756453, 40.7786545659072]}",19,4,19,13,Adult,Gray,,Above Ground,18,,,,,
530,-73.9709104380323,40.7769096957616,14D-AM-1014-16,14D,AM,10142018,16,"Gray+Cinnamon, White",False,False,True,False,False,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9709104380323, 40.7769096957616]}",19,4,19,13,Adult,Gray,"Cinnamon, White",Ground Plane,FALSE,,,,,
531,-73.9685429060839,40.7724786961619,11H-AM-1010-05,11H,AM,10102018,5,Gray+White,False,True,False,False,False,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9685429060839, 40.7724786961619]}",19,4,19,13,Adult,Gray,White,Ground Plane,FALSE,,,,,
532,-73.9652584749758,40.7803011124382,19F-PM-1017-04,19F,PM,10172018,4,Gray+Cinnamon,False,True,True,False,False,False,False,False,False,True,False,False,True,"{'type': 'Point', 'coordinates': [-73.9652584749758, 40.7803011124382]}",19,4,19,13,Adult,Gray,Cinnamon,Ground Plane,FALSE,,,,,
533,-73.9650499507011,40.7908191782173,30A-AM-1010-01,30A,AM,10102018,1,Cinnamon+Gray,True,False,True,False,False,False,False,False,False,True,False,False,True,"{'type': 'Point', 'coordinates': [-73.9650499507011, 40.7908191782173]}",19,4,19,13,Adult,Cinnamon,Gray,Above Ground,10,,,,,
534,-73.9772396728545,40.7668696411765,2E-AM-1010-02,02E,AM,10102018,2,Gray+,True,False,False,True,False,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9772396728545, 40.7668696411765]}",19,4,19,13,Adult,Gray,,Ground Plane,FALSE,totally indifferent,,,,
535,-73.9561141662309,40.7976258458604,40D-PM-1013-05,40D,PM,10132018,5,Gray+Cinnamon,True,False,False,False,False,False,False,False,False,False,False,False,True,"{'type': 'Point', 'coordinates': [-73.9561141662309, 40.7976258458604]}",19,4,19,13,Adult,Gray,Cinnamon,Ground Plane,FALSE,,,,,
536,-73.9682803241007,40.7724510558327,11H-AM-1010-04,11H,AM,10102018,4,Gray+White,False,False,False,False,True,False,False,False,False,True,False,False,False,"{'type': 'Point', 'coordinates': [-73.9682803241007, 40.7724510558327]}",19,4,19,13,,Gray,White,,,,,,,
537,-73.9553113771098,40.7978431980204,41D-AM-1014-05,41D,AM,10142018,5,Gray+Black,False,False,False,False,True,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9553113771098, 40.7978431980204]}",19,4,19,13,Adult,Gray,Black,Ground Plane,FALSE,,,,,
538,-73.9761440627966,40.7706035301542,6D-PM-1020-04,06D,PM,10202018,4,Gray+,False,False,True,False,False,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9761440627966, 40.7706035301542]}",19,4,19,13,,Gray,,Above Ground,15,,,,,
539,-73.9746802194012,40.7731347452245,9C-PM-1006-01,09C,PM,10062018,1,"Gray+Cinnamon, White",False,False,False,True,True,False,False,False,False,False,False,False,True,"{'type': 'Point', 'coordinates': [-73.9746802194012, 40.7731347452245]}",19,4,19,13,Adult,Gray,"Cinnamon, White",Ground Plane,FALSE,,,,,
540,-73.9617612388703,40.7952875954297,35A-AM-1014-04,35A,AM,10142018,4,"Gray+Cinnamon, White",False,False,False,False,True,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9617612388703, 40.7952875954297]}",19,4,19,13,Adult,Gray,"Cinnamon, White",Ground Plane,FALSE,,,,,
541,-73.9713487591577,40.7784353043714,15C-PM-1017-03,15C,PM,10172018,3,Black+,True,False,False,False,False,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9713487591577, 40.7784353043714]}",19,4,19,13,Adult,Black,,Above Ground,17,,,,running across overpass,
542,-73.9701310753277,40.7768001008083,14E-AM-1008-06,14E,AM,10082018,6,Gray+,False,False,False,False,True,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9701310753277, 40.7768001008083]}",19,4,19,13,Adult,Gray,,Ground Plane,FALSE,,,,,
543,-73.9718474480919,40.7794963354254,16B-AM-1014-01,16B,AM,10142018,1,Gray+Cinnamon,False,False,False,False,True,False,False,False,False,False,False,False,True,"{'type': 'Point', 'coordinates': [-73.9718474480919, 40.7794963354254]}",19,4,19,13,Adult,Gray,Cinnamon,Ground Plane,FALSE,,,,,
544,-73.9756810453606,40.7756257458036,11A-PM-1013-01,11A,PM,10132018,1,Cinnamon+Gray,False,False,False,True,False,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9756810453606, 40.7756257458036]}",19,4,19,13,Adult,Cinnamon,Gray,Ground Plane,FALSE,,eating (osage orange),"Off-white, decorator's white?",,
545,-73.9547423290276,40.7899702628835,33I-PM-1006-09,33I,PM,10062018,9,Black+,False,False,False,False,True,False,False,False,False,True,False,True,False,"{'type': 'Point', 'coordinates': [-73.9547423290276, 40.7899702628835]}",19,4,19,13,Adult,Black,,Ground Plane,FALSE,,,,,
546,-73.9559677963727,40.7951124076946,38E-AM-1010-07,38E,AM,10102018,7,Gray+Cinnamon,True,True,False,False,False,False,False,False,False,True,False,False,True,"{'type': 'Point', 'coordinates': [-73.9559677963727, 40.7951124076946]}",19,4,19,13,Adult,Gray,Cinnamon,Above Ground,1,,chasing and being chased by #6,,branches,
547,-73.9584696083284,40.7980121226635,39B-PM-1014-03,39B,PM,10142018,3,Gray+,False,False,False,True,True,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9584696083284, 40.7980121226635]}",19,4,19,13,Adult,Gray,,Ground Plane,FALSE,,,,,
548,-73.9549082481152,40.7933537584624,36G-PM-1012-01,36G,PM,10122018,1,Gray+White,False,False,False,False,False,False,False,False,False,False,False,False,False,"{'type': 'Point', 'coordinates': [-73.9549082481152, 40.7933537584624]}",19,4,19,13,Adult,Gray,White,Ground Plane,FALSE,,crossing east drive,,,
549,-73.9714465493257,40.7772135587308,14C-PM-1006-02,14C,PM,10062018,2,Gray+,False,False,False,False,True,False,False,False,False,True,False,False,True,"{'type': 'Point', 'coordinates': [-73.9714465493257, 40.7772135587308]}",19,4,19,13,Adult,Gray,,Ground Plane,FALSE,,,,,
550,-73.9643825381614,40.7815445841195,21F-PM-1018-03,21F,PM,10182018,3,Gray+Cinnamon,False,False,False,False,True,False,False,False,False,False,False,False,False,"{'type': 'Point', 'coordinates': [-73.9643825381614, 40.7815445841195]}",19,4,19,13,Adult,Gray,Cinnamon,Ground Plane,FALSE,,,,,
551,-73.9625416200877,40.7811302397912,21H-AM-1017-02,21H,AM,10172018,2,Cinnamon+Gray,False,False,True,False,False,False,False,False,False,False,False,False,True,"{'type': 'Point', 'coordinates': [-73.9625416200877, 40.78113023979121]}",19,4,19,13,Adult,Cinnamon,Gray,Above Ground,1,,,,,
552,-73.9638526062093,40.782693848993,22F-AM-1007-02,22F,AM,10072018,2,Gray+Cinnamon,False,False,False,False,False,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9638526062093, 40.782693848993]}",19,4,19,13,Adult,Gray,Cinnamon,Ground Plane,FALSE,,standing,,,
553,-73.973351945818,40.768814796037,5G-PM-1010-03,05G,PM,10102018,3,Gray+,False,False,False,False,True,False,False,False,False,False,False,False,True,"{'type': 'Point', 'coordinates': [-73.973351945818, 40.768814796037]}",19,4,19,13,Adult,Gray,,Ground Plane,FALSE,,,,,
554,-73.9685227310735,40.776599466588,15F-AM-1007-02,15F,AM,10072018,2,Gray+Cinnamon,True,False,True,False,False,False,False,False,False,False,False,False,True,"{'type': 'Point', 'coordinates': [-73.9685227310735, 40.776599466588]}",19,4,19,13,Adult,Gray,Cinnamon,Above Ground,20,,,"Listed as primary white with cinnamon highlights, I changed to Gray/cinnamon - JO",,
555,-73.9721670042434,40.776085913838,13D-PM-1018-09,13D,PM,10182018,9,Gray+White,True,False,False,False,True,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9721670042434, 40.776085913838]}",19,4,19,13,Adult,Gray,White,Ground Plane,FALSE,,,,,
556,-73.9792153893146,40.7688272492961,3B-AM-1010-01,03B,AM,10102018,1,Cinnamon+Gray,False,False,False,False,True,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9792153893146, 40.7688272492961]}",19,4,19,13,Adult,Cinnamon,Gray,Ground Plane,FALSE,,,,,
557,-73.9579335275486,40.7953080673706,37D-PM-1014-05,37D,PM,10142018,5,Gray+,False,False,False,False,True,False,False,False,False,False,False,False,True,"{'type': 'Point', 'coordinates': [-73.9579335275486, 40.7953080673706]}",19,4,19,13,Adult,Gray,,Ground Plane,FALSE,,,,,
558,-73.9704166194815,40.7766720346576,14E-AM-1008-07,14E,AM,10082018,7,Gray+,False,False,False,False,True,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9704166194815, 40.7766720346576]}",19,4,19,13,Adult,Gray,,Ground Plane,FALSE,,walking,,,
559,-73.9573057686241,40.7985734105729,40B-PM-1014-01,40B,PM,10142018,1,Gray+Cinnamon,False,False,False,False,True,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9573057686241, 40.7985734105729]}",19,4,19,13,Adult,Gray,Cinnamon,Ground Plane,FALSE,,,,,
560,-73.9581982486469,40.7992194575293,41A-PM-1007-03,41A,PM,10072018,3,Gray+White,True,False,True,False,False,False,False,False,False,True,False,False,False,"{'type': 'Point', 'coordinates': [-73.95819824864691, 40.7992194575293]}",19,4,19,13,Adult,Gray,White,Above Ground,55,,,,,
561,-73.972467515471,40.7659131865172,3I-PM-1013-05,03I,PM,10132018,5,Gray+Cinnamon,True,False,False,False,False,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.972467515471, 40.7659131865172]}",19,4,19,13,Adult,Gray,Cinnamon,Ground Plane,FALSE,,,,,
562,-73.9700330712119,40.7782913925727,16D-PM-1010-06,16D,PM,10102018,6,Gray+,True,False,False,False,True,False,False,False,False,False,False,False,False,"{'type': 'Point', 'coordinates': [-73.9700330712119, 40.7782913925727]}",19,4,19,13,Adult,Gray,,Ground Plane,FALSE,checking me out,walking,,,
563,-73.9570086212285,40.7946679755816,37E-PM-1006-08,37E,PM,10062018,8,Gray+,False,False,False,False,True,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.95700862122851, 40.7946679755816]}",19,4,19,13,Adult,Gray,,Ground Plane,FALSE,,,,,
564,-73.9615402629655,40.7924082330328,33C-AM-1012-02,33C,AM,10122018,2,Gray+Cinnamon,False,True,True,False,False,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9615402629655, 40.7924082330328]}",19,4,19,13,Adult,Gray,Cinnamon,Above Ground,20,,,Cinnamon along back & tail,tree branches,
565,-73.9708364583591,40.7723691587433,10F-AM-1007-01,10F,AM,10072018,1,Gray+,False,False,True,False,False,False,False,False,True,False,False,False,False,"{'type': 'Point', 'coordinates': [-73.9708364583591, 40.7723691587433]}",19,4,19,13,Adult,Gray,,Above Ground,60,,,,,
566,-73.9756972647636,40.773624164826,9B-PM-1013-04,09B,PM,10132018,4,Gray+Black,False,False,True,False,False,False,False,False,False,True,False,True,False,"{'type': 'Point', 'coordinates': [-73.9756972647636, 40.773624164826]}",19,4,19,13,Juvenile,Gray,Black,Above Ground,30,,,,,
567,-73.9799441493404,40.7671499997527,1C-AM-1012-01,01C,AM,10122018,1,"Gray+Black, Cinnamon, White",True,False,False,False,False,False,False,False,True,False,False,False,True,"{'type': 'Point', 'coordinates': [-73.9799441493404, 40.767149999752704]}",11,4,51,10,Adult,Gray,"Black, Cinnamon, White",Ground Plane,FALSE,,,"Gray, Black, & Cinnamon selected as Primary. Cinnamon & White selected as Highlights. Made executive adjustments.",,12081.0
568,-73.9709040623777,40.7701163892686,7H-PM-1006-03,07H,PM,10062018,3,Gray+,True,False,True,False,False,False,False,False,True,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9709040623777, 40.7701163892686]}",19,4,19,13,Adult,Gray,,Above Ground,8,,,,tree,
569,-73.9745227769788,40.7673618284782,3F-AM-1006-09,03F,AM,10062018,9,"Gray+Cinnamon, White",False,False,False,False,True,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9745227769788, 40.76736182847821]}",19,4,19,13,Juvenile,Gray,"Cinnamon, White",Ground Plane,FALSE,,,,in grass by light post,
570,-73.9659549963516,40.7833659689194,22D-PM-1012-05,22D,PM,10122018,5,"Gray+Black, Cinnamon, White",False,False,False,True,False,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9659549963516, 40.7833659689194]}",19,4,19,13,Adult,Gray,"Black, Cinnamon, White",,,,,,,
571,-73.9763622269272,40.7704671295941,5C-PM-1010-10,05C,PM,10102018,10,Gray+Cinnamon,False,False,False,True,False,False,False,False,False,False,True,False,False,"{'type': 'Point', 'coordinates': [-73.9763622269272, 40.7704671295941]}",19,4,19,13,Adult,Gray,Cinnamon,Ground Plane,FALSE,fed by woman,,,,
572,-73.9674688433583,40.7789728381912,17E-AM-1017-06,17E,AM,10172018,6,Gray+,True,False,False,False,False,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9674688433583, 40.7789728381912]}",19,4,19,13,Adult,Gray,,Ground Plane,FALSE,,,,,
573,-73.9706360005275,40.7717074044466,9G-PM-1007-05,09G,PM,10072018,5,Gray+White,False,False,False,True,False,False,False,False,False,False,False,False,True,"{'type': 'Point', 'coordinates': [-73.9706360005275, 40.7717074044466]}",19,4,19,13,Adult,Gray,White,Ground Plane,FALSE,,,,,
574,-73.9783366903829,40.7668300056094,1D-PM-1007-03,01D,PM,10072018,3,Gray+White,False,True,False,False,False,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9783366903829, 40.7668300056094]}",19,4,19,13,Adult,Gray,White,Ground Plane,FALSE,,,,,
575,-73.9622047677701,40.7945126358465,35A-AM-1014-06,35A,AM,10142018,6,Gray+Cinnamon,False,True,False,False,False,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9622047677701, 40.7945126358465]}",19,4,19,13,Adult,Gray,Cinnamon,Ground Plane,FALSE,,,,,
576,-73.9497217674555,40.796517007214,42I-PM-1014-03,42I,PM,10142018,3,Gray+Cinnamon,False,False,False,True,False,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9497217674555, 40.796517007214]}",19,4,19,13,,Gray,Cinnamon,Ground Plane,FALSE,,,,,
577,-73.9671306431211,40.7838870159057,22C-PM-1006-05,22C,PM,10062018,5,Gray+,False,False,False,True,False,False,False,False,False,False,False,False,False,"{'type': 'Point', 'coordinates': [-73.9671306431211, 40.783887015905705]}",19,4,19,13,Juvenile,Gray,,Ground Plane,FALSE,,,,,
578,-73.9786714207307,40.7696870806229,4B-PM-1018-01,04B,PM,10182018,1,Gray+,False,False,False,True,False,False,False,False,False,False,True,False,False,"{'type': 'Point', 'coordinates': [-73.9786714207307, 40.7696870806229]}",19,4,19,13,Adult,Gray,,Ground Plane,FALSE,,,,,
579,-73.9750992564362,40.7743391883762,10B-PM-1014-03,10B,PM,10142018,3,Gray+White,False,False,False,True,True,False,False,False,False,False,False,False,False,"{'type': 'Point', 'coordinates': [-73.9750992564362, 40.7743391883762]}",19,4,19,13,Adult,Gray,White,Ground Plane,FALSE,avoided people,,,,
580,-73.9556218199258,40.7980460204041,41D-PM-1014-01,41D,PM,10142018,1,Gray+Cinnamon,False,False,False,True,False,False,False,False,False,False,False,False,True,"{'type': 'Point', 'coordinates': [-73.9556218199258, 40.7980460204041]}",19,4,19,13,Adult,Gray,Cinnamon,Ground Plane,FALSE,,"digging,drinking",,,
581,-73.9677779408464,40.7867482211349,25A-AM-1013-02,25A,AM,10132018,2,Gray+,False,True,False,False,False,False,False,False,True,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9677779408464, 40.7867482211349]}",19,4,19,13,,Gray,,Above Ground,15,,chasing #3,,BIG TREE,
582,-73.9612398509782,40.7950033150385,35A-PM-1013-12,35A,PM,10132018,12,Gray+Cinnamon,True,False,False,False,False,False,False,False,True,False,False,False,True,"{'type': 'Point', 'coordinates': [-73.9612398509782, 40.7950033150385]}",19,4,19,13,Adult,Gray,Cinnamon,Ground Plane,FALSE,,,,,
583,-73.9720553753548,40.7664488175384,3I-AM-1010-04,03I,AM,10102018,4,Gray+,False,False,False,False,True,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9720553753548, 40.7664488175384]}",19,4,19,13,Adult,Gray,,Ground Plane,FALSE,,,,,
584,-73.9700148248402,40.7787780193358,16D-PM-1010-04,16D,PM,10102018,4,Gray+,False,False,False,True,False,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9700148248402, 40.7787780193358]}",19,4,19,13,Adult,Gray,,Ground Plane,FALSE,,,,,
585,-73.9789126088606,40.7685079149692,2C-PM-1013-08,02C,PM,10132018,8,Gray+White,False,False,False,False,False,False,False,False,False,False,True,False,False,"{'type': 'Point', 'coordinates': [-73.9789126088606, 40.7685079149692]}",19,4,19,13,Adult,Gray,White,Ground Plane,FALSE,,,,,
586,-73.9771843912229,40.7723666382125,7B-AM-1008-01,07B,AM,10082018,1,Gray+,False,False,False,True,False,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9771843912229, 40.77236663821251]}",19,4,19,13,Adult,Gray,,Ground Plane,FALSE,,,,,
