,clientid,resp,qrep,qkey,qcell,sc1,sc2,sc3,sc4,sc4b,sc4d,sc4d1,sc6,sc6a,sc7,mp1,ph1,bc1a,bc1,bc2,bc3,pph1,el1,el3,el4,el7,el8,el9,el10,el11,el12_1,el12mns,el13a,el13b,el13c,el13d,el13e,el14,el15,el17a,el17b,el17c,el17d,el17e,el17f,cp1,ih1,ih2,ih3,ih5,bf1_1,bf1wks,bf1a_1,bf2,mh1,mh2,mh4,cc1,sd2,d1,d1yob,d2,fixd2,d3,d4_1,d5,d6,d7,st1,st2,st3,st4,st5,es1a,es1b,es2,es3,es4,fulladra,qc1,lang,samp_weight,pop_weight,stratum,odate,fdate,el12wks,cp2,cp3,cp4,cp5,cp6a,cp6b,cp6c,cp7,cp8,cp9,cp10_1,cp10wks,bf1mns,d4_2,de1,de2_1,de3,bf1amns,el16,sd1_1,sd1mns,pph2a,pph2b,pph2c,ih5a_1,bf1awks,mh3,sd1wks,cp10mns,ih4_1,mh3a,de2_2,sc4b1,sc4b2,selchild,de2_3,ih4_2,ih4_3,ih5a_2
814,4102,878,18,204102,1,1,1.0,2.0,1,1,2,2,1,2,1,0,2,6,1,1,2,1,1,2.0,2.0,1.0,9.0,1.0,45.0,3.0,3.0,6.0,6.0,6.0,12.0,6.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1,1,1,1,2,4,,3.0,5.0,3,2,4,5.0,2.0,1,1982.0,1,44155.0,2,3,1,,6,4,4,4,4,4,4,4,2,12,3,1.0,2,1,1.0276789098189507,104.75557474350164,1,16-Mar-16,16-Mar-16,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,40.0,4.0,,,6.0,,2.0,3.0,45.0,4.0,,,,,,,,,,,,,,,,,,,,,
815,4116,201,3,204116,1,1,1.0,2.0,1,1,2,2,1,2,1,0,4,9,1,1,2,1,1,2.0,1.0,2.0,77.0,1.0,40.0,1.0,2.0,,0.0,12.0,12.0,4.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,77.0,77.0,1,1,1,1,2,4,,2.0,5.0,5,2,1,2.0,1.0,99,,1,10458.0,1,99,26,2.0,5,4,4,4,2,2,2,4,2,2,4,1.0,1,2,0.4845994716884317,49.39723457598467,1,26-Feb-16,17-Mar-16,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,,,,18.0,,1.0,99.0,26.0,,,,,,,,,12.0,,,,,,,,,,,,,
816,4122,719,11,204122,1,1,1.0,2.0,1,1,1,1,1,2,1,1,5,10,1,1,3,1,1,2.0,1.0,1.0,9.0,1.0,40.0,1.0,3.0,6.0,4.0,6.0,6.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1,3,1,1,2,4,,3.0,4.0,5,2,4,5.0,1.0,1,1979.0,1,11226.0,2,2,50,3.0,6,4,4,4,4,2,2,4,1,7,4,1.0,1,1,0.776919664500028,79.19464455932739,1,10-Mar-16,10-Mar-16,,99.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,999.0,,,,3.0,,2.0,2.0,50.0,6.0,,,,,,,,,,,,,,,,,,,,,
817,4124,558,12,204124,1,1,1.0,2.0,1,1,1,2,1,2,1,0,2,4,1,1,2,1,1,2.0,1.0,2.0,2.0,1.0,55.0,2.0,3.0,2.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1,3,1,1,2,5,,3.0,,5,2,3,5.0,1.0,1,1979.0,1,11231.0,2,3,60,3.0,6,4,4,4,4,4,4,4,2,12,3,,2,1,1.0681565986343924,108.88163349165401,1,8-Mar-16,8-Mar-16,,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,55.0,1.0,2.0,1.0,,,2.0,3.0,45.0,6.0,,,,,,,,,,,,,,,,,,,,,
818,4126,1178,22,204126,1,1,1.0,2.0,1,1,1,1,1,2,1,0,1,4,1,2,3,1,2,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,2,4,,3.0,1.0,5,2,2,,,1,1994.0,1,10452.0,1,8,1,,4,4,4,4,4,4,4,4,2,1,3,,2,1,2.116916181843549,215.7860487298585,2,22-Mar-16,22-Mar-16,,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,777.0,,,,5.0,,1.0,8.0,56.0,12.0,,,,,,,,,,,,,,,,,,,,,
819,4127,124,7,204127,1,1,1.0,2.0,1,1,1,1,1,2,1,1,1,4,1,1,2,1,1,2.0,1.0,2.0,9.0,2.0,35.0,2.0,3.0,9.0,,,,,,1.0,2.0,,,,,,,1,1,1,1,2,4,,3.0,1.0,2,77,3,,,1,1977.0,1,7003.0,1,1,16,3.0,6,4,4,4,2,1,4,4,2,12,4,1.0,1,1,0.6656846810040344,67.8560012181309,1,25-Feb-16,25-Feb-16,,1.0,1.0,1.0,3.0,3.0,4.0,3.0,1.0,45.0,1.0,1.0,,8.0,,2.0,1.0,1.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,
820,4131,723,11,204131,1,1,1.0,2.0,1,1,1,2,1,1,1,1,2,7,1,2,2,1,1,1.0,1.0,1.0,9.0,1.0,40.0,2.0,3.0,12.0,,,,,,1.0,2.0,,,,,,,1,3,1,2,1,4,,3.0,1.0,2,1,5,,,1,1978.0,1,11223.0,2,1,79,3.0,6,4,2,1,2,3,4,4,1,4,4,1.0,2,1,0.6656846810040344,67.8560012181309,1,10-Mar-16,10-Mar-16,,1.0,1.0,1.0,1.0,2.0,5.0,5.0,1.0,60.0,2.0,3.0,,14.0,,2.0,1.0,79.0,6.0,4.0,,,,,,1.0,,2.0,,12.0,1.0,,,,,,,,,4.0
821,4132,536,2,204132,1,1,1.0,2.0,1,1,1,2,1,2,1,0,2,4,1,1,2,1,1,2.0,1.0,1.0,9.0,1.0,55.0,1.0,3.0,4.0,6.0,6.0,6.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1,1,1,1,2,4,,3.0,2.0,5,2,3,5.0,2.0,1,1979.0,1,11217.0,2,1,1,,6,4,2,4,2,4,4,4,2,12,3,,2,1,0.5814438289564207,59.26898168429154,1,7-Mar-16,7-Mar-16,,1.0,1.0,1.0,3.0,2.0,3.0,4.0,1.0,65.0,1.0,2.0,1.0,13.0,,2.0,1.0,9.0,6.0,,,,,,,,,,,,,,,,,,,,,
822,4135,279,2,204135,1,1,1.0,2.0,1,1,1,2,1,2,1,0,1,2,1,1,3,1,1,2.0,1.0,1.0,7.0,1.0,35.0,1.0,2.0,,6.0,0.0,6.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1,1,1,1,2,2,,1.0,1.0,5,2,1,1.0,1.0,1,1991.0,1,11378.0,2,1,1,,4,4,4,4,4,4,3,4,2,2,3,1.0,2,1,0.5063437646420691,51.61372056590408,1,27-Feb-16,27-Feb-16,6.0,1.0,2.0,2.0,1.0,4.0,4.0,4.0,2.0,40.0,4.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
823,4137,416,6,204137,1,1,1.0,2.0,1,2,2,2,1,2,1,0,2,8,2,2,3,1,1,4.0,1.0,2.0,2.0,1.0,45.0,1.0,2.0,,0.0,0.0,8.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1,1,1,1,2,4,,1.0,2.0,5,2,1,5.0,1.0,1,1982.0,1,11217.0,2,1,1,,6,4,4,4,4,4,4,4,2,12,4,,2,1,0.5814438289564207,59.26898168429154,1,2-Mar-16,2-Mar-16,8.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,50.0,1.0,2.0,2.0,6.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,2.0,1.0,1.0,,,,
824,4143,1192,21,204143,1,1,1.0,2.0,1,1,1,1,1,2,1,2,2,6,1,1,2,1,1,2.0,1.0,2.0,3.0,1.0,45.0,3.0,3.0,3.0,2.0,5.0,0.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1,1,1,1,2,4,,3.0,7.0,5,2,2,2.0,1.0,1,1974.0,1,11229.0,2,1,81,3.0,6,4,4,4,4,4,4,4,2,12,5,1.0,2,1,0.6656846810040344,67.8560012181309,1,22-Mar-16,22-Mar-16,,1.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,40.0,1.0,2.0,2.0,12.0,,2.0,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,
825,4144,23,2,204144,1,1,1.0,2.0,1,1,1,1,1,2,1,2,2,10,1,1,2,1,1,3.0,1.0,1.0,9.0,1.0,40.0,3.0,3.0,7.0,6.0,0.0,1.0,9.0,9.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1,2,1,1,2,4,,3.0,5.0,5,2,3,2.0,1.0,1,1983.0,1,10475.0,2,2,1,,6,4,4,4,4,4,4,4,2,12,4,1.0,2,1,0.8913166533150804,90.85560422070446,1,24-Feb-16,24-Feb-16,,1.0,1.0,1.0,2.0,2.0,6.0,6.0,1.0,40.0,1.0,2.0,1.0,9.0,,2.0,2.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,
826,4147,828,12,204147,1,1,1.0,2.0,1,1,1,1,1,2,1,0,1,10,1,2,3,1,1,2.0,1.0,1.0,9.0,1.0,40.0,1.0,2.0,,14.0,6.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1,1,1,1,2,4,,3.0,7.0,5,2,2,6.0,1.0,1,1984.0,1,11215.0,2,1,1,,6,4,4,4,4,4,4,4,2,12,3,,2,1,0.5814438289564207,59.26898168429154,1,15-Mar-16,15-Mar-16,15.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,40.0,1.0,2.0,6.0,15.0,,2.0,1.0,1.0,5.0,,2.0,4.0,,,,,,,,,,,,,,,,,,
827,4152,983,19,204152,1,1,1.0,2.0,1,1,2,1,1,2,1,0,1,4,1,1,2,1,1,2.0,1.0,2.0,1.0,1.0,20.0,2.0,3.0,12.0,,,,,,2.0,2.0,,,,,,,1,1,1,1,2,4,,3.0,3.0,4,2,1,,,1,1991.0,1,11211.0,2,1,1,,4,4,4,2,4,4,3,4,2,1,3,1.0,1,1,0.5313322294183933,54.16089844859776,1,18-Mar-16,25-Mar-16,,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,666.0,,,,20.0,,2.0,1.0,1.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,
828,4154,855,17,204154,1,1,1.0,2.0,1,1,1,2,1,2,1,1,3,5,1,2,5,1,2,,,,,,,,,,,,,,,,,,,,,,,1,3,1,1,1,4,,3.0,4.0,3,1,3,,,1,1984.0,1,10031.0,1,2,28,1.0,4,4,2,2,2,3,4,4,2,2,4,1.0,1,2,0.2681273283160866,27.33133093792839,1,22-Mar-16,25-Mar-16,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,4.0,,,8.0,,1.0,1.0,28.0,8.0,,,,,,,5.0,,1.0,,,,3.0,,,,,,,,
829,4157,986,19,204157,1,1,1.0,2.0,1,1,1,1,1,2,1,0,1,4,1,2,3,1,1,2.0,1.0,1.0,77.0,1.0,35.0,2.0,3.0,4.0,,,,,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1,1,1,1,2,4,,4.0,1.0,5,2,1,1.0,1.0,1,1984.0,1,11434.0,1,2,41,2.0,5,4,4,2,4,2,4,4,1,6,4,1.0,1,1,0.4889278475714223,49.83844388659364,1,18-Mar-16,18-Mar-16,,1.0,1.0,1.0,3.0,3.0,3.0,4.0,1.0,40.0,1.0,2.0,1.0,4.0,,2.0,2.0,41.0,,,,,,,,,,,,,,,,,,,,,,
830,4164,514,4,204164,1,1,1.0,2.0,1,1,1,2,1,2,1,1,5,8,1,2,5,1,1,2.0,1.0,1.0,7.0,1.0,40.0,2.0,77.0,,,,,,,,2.0,,,,,,,2,3,1,1,2,4,,3.0,4.0,2,1,5,,,1,1983.0,1,18702.0,2,2,50,3.0,4,3,4,1,4,4,3,3,2,77,3,1.0,2,1,0.9107322630117677,92.83471786538391,1,6-Mar-16,6-Mar-16,,,,,,,,,,,,,,6.0,,,,,7.0,6.0,,,,,,,,1.0,,,,1.0,,,,,,,,
831,4170,730,13,204170,1,1,1.0,2.0,1,1,1,2,1,2,1,1,1,5,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,4,,3.0,5.0,5,2,1,,,1,1981.0,1,11434.0,2,2,58,1.0,6,4,4,4,4,4,4,4,2,4,4,1.0,1,1,0.5725863757410495,58.366104731700055,1,11-Mar-16,11-Mar-16,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,32.0,77.0,,,3.0,,2.0,2.0,58.0,3.0,,,,,,,,,,,,,,,,,,,,,
832,4172,55,3,204172,1,1,1.0,2.0,1,1,1,1,1,2,1,2,3,3,1,1,2,1,1,2.0,1.0,1.0,7.0,1.0,40.0,2.0,3.0,3.0,,,,,,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1,1,1,1,2,4,,3.0,1.0,5,2,1,2.0,1.0,1,1991.0,1,10453.0,1,2,26,3.0,3,4,4,4,4,4,1,1,2,2,4,1.0,2,2,0.6798708607129477,69.30205736915536,1,24-Feb-16,25-Feb-16,,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,40.0,4.0,,,6.0,,1.0,2.0,26.0,12.0,,,,,,,,,,,,,,,,,,,,,
833,4186,958,16,204186,1,1,1.0,2.0,1,1,1,2,1,2,1,0,2,5,1,1,2,1,1,3.0,1.0,1.0,8.0,1.0,50.0,1.0,2.0,,3.0,0.0,8.0,4.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1,1,1,1,2,4,,3.0,2.0,5,2,2,6.0,1.0,1,1985.0,1,94401.0,2,3,1,,6,4,4,4,4,4,4,4,2,12,3,1.0,1,1,1.0276789098189507,104.75557474350164,1,18-Mar-16,19-Mar-16,14.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,40.0,1.0,2.0,2.0,15.0,,2.0,3.0,21.0,4.0,,2.0,9.0,,,,,,,,,,,,,,,,,,
834,4192,191,2,204192,1,1,1.0,2.0,1,1,1,1,1,1,1,0,1,7,1,1,2,1,1,1.0,1.0,2.0,3.0,1.0,50.0,3.0,3.0,3.0,9.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2,1,1,1,2,4,,3.0,1.0,5,2,2,2.0,1.0,1,1974.0,1,11227.0,1,99,82,3.0,6,4,4,4,4,4,2,4,1,1,6,1.0,2,2,0.41687400637225663,42.49369692800775,1,25-Feb-16,25-Feb-16,,,,,,,,,,,,,,4.0,,,,,6.0,,,,,,,,,,,,,,,,,,,,,
835,4193,1531,20,204193,1,1,1.0,2.0,1,1,1,1,1,1,1,2,4,6,1,1,3,1,2,,,,,,,,,,,,,,,,,,,,,,,1,3,1,1,2,4,,77.0,1.0,5,2,3,,,1,1983.0,1,11368.0,1,1,56,3.0,2,4,4,4,4,4,2,4,2,77,5,,1,2,1.4517792672654657,147.9858836160082,2,31-Mar-16,31-Mar-16,,1.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,66.0,4.0,,,3.0,,1.0,1.0,99.0,,,,,,,,,,,,,,,,,,,,,,
836,4332,98,6,204332,1,1,1.0,2.0,1,1,1,1,1,2,1,2,3,9,1,1,2,1,1,3.0,1.0,1.0,1.0,2.0,25.0,4.0,,,,,,,,,2.0,,,,,,,2,1,1,1,2,3,2.0,3.0,3.0,3,2,1,,,1,1993.0,1,10472.0,2,2,1,,5,3,77,4,4,4,3,3,2,1,4,1.0,1,1,0.8538009027237266,87.0314681237367,1,1-Mar-16,1-Mar-16,,,,,,,,,,,,,,,,,,,5.0,2.0,,,,,,,,,,,,,,,,,,,,
837,4195,836,16,204195,1,1,1.0,2.0,1,1,1,2,1,2,1,0,1,8,1,1,2,1,1,4.0,1.0,2.0,7.0,1.0,4.0,2.0,3.0,3.0,,,,,,1.0,1.0,2.0,2.0,2.0,2.0,77.0,2.0,1,2,1,1,2,4,,3.0,3.0,5,2,2,5.0,2.0,1,1984.0,1,10280.0,1,1,1,,6,4,4,4,4,4,4,4,2,12,3,1.0,2,1,0.7209580353731216,73.4902435379962,1,15-Mar-16,15-Mar-16,,1.0,1.0,1.0,2.0,4.0,4.0,5.0,1.0,50.0,1.0,2.0,2.0,12.0,,1.0,1.0,82.0,6.0,,,,,,,,,,,,,,,,,,,,,
838,4198,1501,23,204198,1,1,1.0,2.0,1,1,1,1,1,2,1,0,3,4,1,1,3,1,2,,,,,,,,,,,,,,,,,,,,,,,1,4,1,1,2,4,,3.0,4.0,3,2,4,,,1,1984.0,1,10303.0,1,8,56,3.0,2,4,1,1,4,2,2,2,2,1,2,1.0,2,2,1.8132205803719883,184.82909614937645,2,29-Mar-16,29-Mar-16,,1.0,1.0,1.0,3.0,1.0,5.0,5.0,2.0,35.0,2.0,2.0,3.0,12.0,,1.0,8.0,56.0,8.0,,,,,,,,,,,,,,,,,,,,,
839,4204,578,12,204204,1,1,1.0,2.0,1,1,1,2,1,2,1,1,77,10,1,2,3,1,1,2.0,1.0,1.0,77.0,1.0,40.0,77.0,,,,,,,,,1.0,77.0,1.0,1.0,77.0,1.0,1.0,1,1,1,1,2,1,,,,5,2,2,3.0,77.0,1,1980.0,1,11210.0,2,2,41,2.0,2,4,77,4,77,2,1,4,1,1,6,1.0,2,1,0.6024532371859124,61.41055782550961,1,8-Mar-16,11-Mar-16,,1.0,2.0,1.0,1.0,1.0,1.0,6.0,1.0,777.0,,,,,,2.0,2.0,41.0,,,,,,,,,,,,,,,,,,,,,,
840,4219,869,17,204219,1,1,1.0,2.0,1,1,1,1,1,2,1,1,3,5,1,1,3,1,2,,,,,,,,,,,,,,,,,,,,,,,1,3,1,1,2,4,,3.0,1.0,5,2,3,,,1,1980.0,1,11417.0,1,1,2,3.0,4,4,4,4,4,4,2,4,2,77,4,1.0,1,2,1.0839257210141282,110.48904555616828,2,16-Mar-16,18-Mar-16,,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,40.0,4.0,,,3.0,,1.0,1.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,
841,4222,1095,18,204222,0,1,,,1,1,1,2,1,1,1,5,1,6,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,1,,,,5,2,1,,,1,1985.0,1,11249.0,2,1,1,,4,4,4,4,4,4,1,4,2,77,8,1.0,2,1,2.005232709041179,204.4016890130442,2,21-Mar-16,21-Mar-16,,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,20.0,4.0,,,,,2.0,1.0,1.0,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,
842,4223,1107,14,204223,1,1,1.0,2.0,1,1,1,2,1,2,1,1,4,11,1,1,2,1,1,4.0,1.0,2.0,77.0,1.0,12.0,4.0,,,,,,,,,2.0,,,,,,,1,3,1,1,2,4,,3.0,1.0,4,2,4,,,1,1986.0,1,11230.0,1,8,56,3.0,2,4,4,4,4,4,4,4,2,1,4,1.0,2,2,0.5174148182819152,52.74223899318457,1,21-Mar-16,21-Mar-16,,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,48.0,4.0,,,3.0,,1.0,8.0,28.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,
843,4224,1415,22,204224,1,1,1.0,2.0,1,1,1,1,1,2,1,0,2,12,1,2,5,1,1,77.0,1.0,2.0,8.0,1.0,15.0,4.0,,,,,,,,,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,1,1,2,4,,3.0,2.0,4,2,2,1.0,1.0,1,1995.0,1,11429.0,2,2,50,3.0,5,4,4,4,4,4,4,4,2,99,5,1.0,2,1,0.46297424194497583,47.19288519302898,1,25-Mar-16,25-Mar-16,,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,30.0,4.0,,,5.0,,2.0,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,
844,4237,427,6,204237,0,1,,,1,1,1,2,1,2,1,1,3,1,1,2,3,1,1,2.0,1.0,2.0,2.0,1.0,40.0,1.0,2.0,,0.0,0.0,6.0,0.0,0.0,1.0,2.0,,,,,,,1,1,1,1,2,4,,3.0,7.0,5,2,3,,,1,1977.0,1,10455.0,1,8,1,,6,4,4,2,2,4,4,4,2,12,4,1.0,2,1,1.1590960260875875,118.15146660653492,1,2-Mar-16,2-Mar-16,6.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,30.0,77.0,,,4.0,,1.0,8.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,
845,4240,1457,24,204240,0,1,,,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,3.0,1.0,1.0,9.0,1.0,50.0,3.0,2.0,,2.0,0.0,6.0,4.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,1,2,3,2.0,2.0,1.0,4,2,2,5.0,2.0,1,1975.0,1,10021.0,2,1,36,3.0,6,4,4,4,4,4,4,4,2,12,4,,2,1,0.9396575253447523,95.78318985536781,1,28-Mar-16,28-Mar-16,12.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,70.0,1.0,2.0,1.0,,,2.0,1.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,
846,4247,1222,21,204247,1,1,1.0,2.0,1,1,1,2,1,2,1,0,2,10,1,1,3,1,1,1.0,1.0,1.0,9.0,1.0,40.0,1.0,3.0,3.0,4.0,8.0,4.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2,1,1,1,2,4,,1.0,7.0,4,2,2,5.0,1.0,1,1987.0,1,11203.0,2,2,1,,6,4,4,4,4,4,4,4,2,11,3,1.0,1,1,0.8025653601935056,81.80881671601834,1,23-Mar-16,23-Mar-16,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
847,4251,952,16,204251,1,1,1.0,2.0,1,1,1,2,1,2,1,1,1,5,1,2,3,1,1,2.0,1.0,1.0,7.0,1.0,40.0,3.0,3.0,3.0,0.0,6.0,0.0,6.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1,1,1,1,2,4,,3.0,1.0,3,2,2,1.0,1.0,1,1978.0,1,11354.0,1,99,1,,6,4,4,4,3,1,4,4,2,6,4,1.0,2,1,0.4597481562380179,46.864036893063655,1,18-Mar-16,18-Mar-16,,1.0,1.0,1.0,2.0,1.0,3.0,5.0,1.0,25.0,4.0,,,2.0,,1.0,99.0,28.0,6.0,,,,,,,,,,,,,,,,,,,,,
848,4253,800,13,204253,1,1,1.0,2.0,1,1,1,1,1,2,1,2,1,11,1,1,2,1,1,2.0,1.0,2.0,77.0,1.0,30.0,2.0,2.0,,,,,,,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1,1,1,1,2,3,8.0,1.0,5.0,5,2,1,2.0,1.0,1,1975.0,1,11414.0,2,1,1,,5,4,4,4,4,4,4,4,2,2,4,1.0,2,1,0.733685861716954,74.78764368034082,1,14-Mar-16,14-Mar-16,8.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,666.0,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
849,4258,219,10,204258,1,1,1.0,2.0,1,1,1,1,1,2,1,0,3,9,1,2,3,1,1,3.0,1.0,1.0,9.0,1.0,40.0,1.0,2.0,,0.0,0.0,16.0,0.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1,1,1,1,2,4,,3.0,3.0,5,2,1,6.0,1.0,1,1981.0,1,11222.0,2,1,2,2.0,6,4,4,4,4,4,4,4,2,12,3,1.0,1,1,0.5906219125218088,60.204541818638866,1,26-Feb-16,26-Feb-16,16.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,20.0,2.0,2.0,3.0,11.0,,2.0,1.0,1.0,4.0,,2.0,7.0,,,,,,,,,,,,,,,,,,
850,4261,385,7,204261,1,1,1.0,2.0,1,1,1,1,1,2,1,0,1,5,1,1,3,1,1,2.0,1.0,1.0,4.0,1.0,50.0,2.0,2.0,,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1,3,1,1,2,4,,3.0,4.0,5,2,1,5.0,2.0,1,1975.0,1,10010.0,2,1,1,,6,4,4,4,4,2,4,4,2,12,3,,2,1,0.7934138949575522,80.87596989842007,1,1-Mar-16,1-Mar-16,6.0,1.0,2.0,2.0,1.0,1.0,6.0,2.0,2.0,0.0,,,,10.0,,2.0,8.0,16.0,6.0,,,,,,,,,,,,,,,,,,,,,
851,4264,823,12,204264,1,1,1.0,2.0,1,1,1,1,1,2,1,0,1,6,1,1,2,1,1,2.0,1.0,1.0,6.0,1.0,50.0,3.0,3.0,3.0,0.0,0.0,12.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1,2,1,1,2,4,,3.0,3.0,5,2,2,5.0,1.0,1,1980.0,1,10009.0,2,1,1,,6,4,4,4,2,4,4,4,2,12,3,,2,1,0.7209580353731216,73.4902435379962,1,15-Mar-16,15-Mar-16,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,50.0,2.0,3.0,,12.0,,1.0,1.0,1.0,4.0,,,,,,,,,,,3.0,,,,,,,,,,
852,4267,195,3,204267,1,1,1.0,2.0,1,1,1,1,1,2,1,0,2,12,1,1,3,1,1,2.0,77.0,1.0,6.0,1.0,40.0,3.0,2.0,,2.0,4.0,6.0,2.0,77.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1,2,1,1,2,4,,3.0,3.0,4,2,2,6.0,2.0,1,1976.0,1,11233.0,2,1,1,,6,4,4,4,2,4,4,4,2,12,3,1.0,2,1,0.6553293469857733,66.8004390611387,1,26-Feb-16,29-Feb-16,10.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,40.0,1.0,2.0,1.0,12.0,,2.0,1.0,1.0,4.0,,2.0,3.0,,,,,,,,,,,,,,,,,,
853,4271,830,16,204271,1,1,1.0,2.0,1,1,2,1,1,2,1,1,1,3,1,1,2,1,1,2.0,1.0,1.0,77.0,1.0,40.0,2.0,3.0,3.0,,,,,,3.0,2.0,,,,,,,2,2,1,1,2,4,,3.0,7.0,4,2,3,,,1,1986.0,1,11221.0,1,8,26,3.0,4,4,4,2,2,2,2,4,2,1,3,1.0,1,2,0.5535575284357317,56.426415382109255,1,15-Mar-16,15-Mar-16,,,,,,,,,,,,,,6.0,,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,
854,4955,332,5,204955,0,1,,,1,1,2,1,1,2,1,0,2,10,1,2,4,1,2,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,1,,,,5,2,1,,,1,1992.0,1,11221.0,2,1,1,,2,4,4,4,4,4,3,3,2,77,3,1.0,2,1,1.8623613312659124,189.8382167550792,2,29-Feb-16,29-Feb-16,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,40.0,4.0,,,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
